merged_spelling,ipa,langid
{dut}automatisch,ɑ u̯ t oː m aː t i s,0
{dut}autoverzekering,ɑ u̯ t oː v ə r z eː k ə r ɪ ŋ,0
{dut}axiomatisch,ɑ k s i oː m aː t i s,0
{dut}baai,b aː i̯,0
{dut}bagage,b aː ɣ aː ʒ ə,0
{dut}bakermat,b aː k ə r m ɑ t,0
{dut}bakje,b ɑ k j ə,0
{dut}bakstenen,b ɑ k s t eː n ə n,0
{dut}balie,b aː l i,0
{dut}ballen,b ɑ l ə n,0
{dut}bankbediende,b ɑ ŋ k b ə d i n d ə,0
{dut}bankrekening,b ɑ ŋ k r eː k ə n ɪ ŋ,0
{dut}bankwezen,b ɑ ŋ k ʋ eː z ə n,0
{dut}banner,b ɛ n ə r,0
{dut}bar,b ɑ r,0
{dut}barcelona,b ɑ r s ə l oː n aː,0
{dut}bart,b ɑ r t,0
{dut}bas,b ɑ s,0
{dut}baseren,b aː z eː r ə n,0
{dut}beagle,b iː ɡ ə l,0
{dut}bedeesd,b ə d eː s t,0
{dut}bedrijfsleven,b ə d r ɛ i̯ f s l eː v ə n,0
{dut}beducht,b ə d ʏ x t,0
{dut}beek,b eː k,0
{dut}beeldend,b eː l d ə n t,0
{dut}beesel,b eː s ə l,0
{dut}begaafd,b ə ɣ aː f t,0
{dut}beginnerscursus,b ə ɣ ɪ n ə r s k ʏ r z ʏ s,0
{dut}begraafplaats,b ə ɣ r aː f p l aː t s,0
{dut}begrippenkader,b ə ɣ r ɪ p ə n k aː d ə r,0
{dut}behalen,b ə ɦ aː l ə n,0
{dut}behandeld,b ə ɦ ɑ n d ə l t,0
{dut}behandelt,b ə ɦ ɑ n d ə l t,0
{dut}beheerst,b ə ɦ eː r s t,0
{dut}behoudens,b ə ɦ ɑ u̯ d ə n s,0
{dut}bekeuren,b ə k øː r ə n,0
{dut}bekopen,b ə k oː p ə n,0
{dut}beladen,b ə l aː d ə n,0
{dut}belagen,b ə l aː ɣ ə n,0
{dut}belangrijk,b ə l ɑ ŋ r ɛ i̯ k,0
{dut}beleggen,b ə l ɛ ɣ ə n,0
{dut}belegging,b ə l ɛ ɣ ɪ ŋ,0
{dut}beleven,b ə l eː v ə n,0
{dut}belgisch,b ɛ l ɣ i s,0
{dut}bello,b ɛ l oː,0
{dut}belt,b ɛ l t,0
{dut}bemoeilijken,b ə m u j l ə k ə n,0
{dut}benadrukken,b ə n aː d r ʏ k ə n,0
{dut}bep,b ɛ p,0
{dut}bepaald,b ə p aː l t,0
{dut}beperkt,b ə p ɛ r k t,0
{dut}beroerte,b ə r uː r t ə,0
{dut}beschikbaarheid,b ə s x ɪ k b aː r ɦ ɛ i̯ t,0
{dut}beschouwing,b ə s x ɑ u̯ ɪ ŋ,0
{dut}beschutting,b ə s x ʏ t ɪ ŋ,0
{dut}beslissen,b ə s l ɪ s ə n,0
{dut}bespreekbaar,b ə s p r eː k b aː r,0
{dut}bestralen,b ə s t r aː l ə n,0
{dut}bestraten,b ə s t r aː t ə n,0
{dut}beton,b ə t ɔ n,0
{dut}betoog,b ə t oː x,0
{dut}beuk,b øː k,0
{dut}bevindingen,b ə v ɪ n d ɪ ŋ ə n,0
{dut}bevolken,b ə v ɔ l k ə n,0
{dut}beweren,b ə ʋ eː r ə n,0
{dut}bewindvoerder,b ə ʋ ɪ n t f uː r d ə r,0
{dut}bewonderenswaardig,b ə ʋ ɔ n d ə r ə n s ʋ aː r d ə x,0
{dut}bewusteloos,b ə ʋ ʏ s t ə l oː s,0
{dut}bezitter,b ə z ɪ t ə r,0
{dut}bezorgen,b ə z ɔ r ɣ ə n,0
{dut}bibliografie,b i b l i j oː ɣ r aː f i,0
{dut}biel,b i l,0
{dut}bierbuik,b iː r b œ y̯ k,0
{dut}big,b ɪ x,0
{dut}bij,b ɛ i̯,0
{dut}bijbels,b ɛ i̯ b ə l s,0
{dut}bijgevolg,b ɛ i̯ ɣ ə v ɔ l x,0
{dut}bijklank,b ɛ i̯ k l ɑ ŋ k,0
{dut}bijwijf,b ɛ i̯ ʋ ɛ i̯ f,0
{dut}bijwoning,b ɛ i̯ ʋ oː n ɪ ŋ,0
{dut}binding,b ɪ n d ɪ ŋ,0
{dut}blauwdruk,b l ɑ u̯ d r ʏ k,0
{dut}blazen,b l aː z ə n,0
{dut}bloedhekel,b l u t ɦ eː k ə l,0
{dut}bloedsuiker,b l u t s œ y̯ k ə r,0
{dut}blom,b l ɔ m,0
{dut}boa,b oː aː,0
{dut}boekarest,b u k aː r ɛ s t,0
{dut}boekjaar,b u k j aː r,0
{dut}boerenland,b uː r ə n l ɑ n t,0
{dut}boete,b u t ə,0
{dut}bonten,b ɔ n t ə n,0
{dut}boon,b oː n,0
{dut}boosdoener,b oː s d u n ə r,0
{dut}borg,b ɔ r x,0
{dut}boswachter,b ɔ s ʋ ɑ x t ə r,0
{dut}bot,b ɔ t,0
{dut}botsen,b ɔ t s ə n,0
{dut}bourgeois,b u r ʒ ʋ aː,0
{dut}bouwheer,b ɑ u̯ ɦ eː r,0
{dut}bouwsel,b ɑ u̯ s ə l,0
{dut}brandstapel,b r ɑ n t s t aː p ə l,0
{dut}brein,b r ɛ i̯ n,0
{dut}brillen,b r ɪ l ə n,0
{dut}broeikaseffect,b r u i̯ k ɑ s ɛ f ɛ k t,0
{dut}broncode,b r ɔ n k oː d ə,0
{dut}bronkhorst,b r ɔ ŋ k ɦ ɔ r s t,0
{dut}bruidegom,b r œ y̯ d ə ɣ ɔ m,0
{dut}bruine,b r œ y̯ n ə,0
{dut}bruistablet,b r œ y̯ s t aː b l ɛ t,0
{dut}brutaal,b r y t aː l,0
{dut}buitenkant,b œ y̯ t ə n k ɑ n t,0
{dut}buitenlands,b œ y̯ t ə n l ɑ n t s,0
{dut}burger,b ʏ r ɣ ə r,0
{dut}burgerschap,b ʏ r ɣ ə r s x ɑ p,0
{dut}bushalte,b ʏ s ɦ ɑ l t ə,0
{dut}buurman,b yː r m ɑ n,0
{dut}cabaretier,k aː b aː r ɛ t j eː,0
{dut}camera,k aː m ə r aː,0
{dut}cameraploeg,k aː m ə r aː p l u x,0
{dut}capituleren,k aː p i t y l eː r ə n,0
{dut}carillon,k aː r ɪ l j ɔ n,0
{dut}catalaans,k aː t aː l aː n s,0
{dut}catheter,k aː t eː t ə r,0
{dut}centimeter,s ɛ n t i m eː t ə r,0
{dut}champignon,ʃ ɑ m p i n j ɔ n,0
{dut}chaos,x aː ɔ s,0
{dut}chat,t ʃ ɛ t,0
{dut}chemisch,x eː m i s,0
{dut}cijfer,s ɛ i f ə r,0
{dut}citaat,s i t aː t,0
{dut}coalitie,k oː aː l i t s i,0
{dut}cocktail,k ɔ k t eː l,0
{dut}coevorden,k u v ɔ r d ə n,0
{dut}collageen,k ɔ l aː ɣ eː n,0
{dut}collectie,k ɔ l ɛ k s i,0
{dut}communiceren,k ɔ m y n i s eː r ə n,0
{dut}componist,k ɔ m p oː n ɪ s t,0
{dut}concept,k ɔ n s ɛ p t,0
{dut}concert,k ɔ n s ɛ r t,0
{dut}confrater,k ɔ n f r aː t ə r,0
{dut}confronteren,k ɔ n f r ɔ n t eː r ə n,0
{dut}conservatief,k ɔ n z ɛ r v aː t i f,0
{dut}conserven,k ɔ n z ɛ r v ə n,0
{dut}cookie,k u k i,0
{dut}cortège,k ɔ r t ɛː ʒ ə,0
{dut}counter,k ɑ u̯ n t ə r,0
{dut}coördinator,k oː ɔ r d i n aː t ɔ r,0
{dut}cruyff,k r œ y̯ f,0
{dut}curator,k y r aː t ɔ r,0
{dut}cyclisch,s i k l i s,0
{dut}daarheen,d aː r ɦ eː n,0
{dut}daarmee,d aː r m eː,0
{dut}daaromheen,d aː r ɔ m ɦ eː n,0
{dut}daartegen,d aː r t eː ɣ ə n,0
{dut}daarvoor,d aː r v oː r,0
{dut}dadelijk,d aː d ə l ə k,0
{dut}dader,d aː d ə r,0
{dut}dak,d ɑ k,0
{dut}daniël,d aː n i j ɛ l,0
{dut}dankbaar,d ɑ ŋ k b aː r,0
{dut}dans,d ɑ n s,0
{dut}databank,d aː t aː b ɑ ŋ k,0
{dut}daten,d eː t ə n,0
{dut}declareren,d eː k l aː r eː r ə n,0
{dut}deeg,d eː x,0
{dut}deelneemster,d eː l n eː m s t ə r,0
{dut}deerniswekkend,d eː r n ɪ s ʋ ɛ k ə n t,0
{dut}deining,d ɛ i̯ n ɪ ŋ,0
{dut}denominatie,d eː n oː m i n aː t s i,0
{dut}derde,d ɛ r d ə,0
{dut}dergelijk,d ɛ r ɣ ə l ə k,0
{dut}desondanks,d ɛ s ɔ n d ɑ ŋ k s,0
{dut}desoriëntatie,d ɛ s oː r i ɛ n t aː t s i,0
{dut}dezen,d eː z ə n,0
{dut}dictator,d ɪ k t aː t ɔ r,0
{dut}diens,d i n s,0
{dut}dieptepunt,d i p t ə p ʏ n t,0
{dut}dierenarts,d iː r ə n ɑ r t s,0
{dut}digitaal,d i ɣ i t aː l,0
{dut}dijk,d ɛ i̯ k,0
{dut}ding,d ɪ ŋ,0
{dut}dinsdagmorgen,d ɪ n s d ɑ x m ɔ r ɣ ə n,0
{dut}direct,d i r ɛ k t,0
{dut}diversen,d i v ɛ r z ə n,0
{dut}diversiteit,d i v ɛ r z i t ɛ i̯ t,0
{dut}docent,d oː s ɛ n t,0
{dut}dodental,d oː d ə n t ɑ l,0
{dut}doelwit,d u l ʋ ɪ t,0
{dut}dokken,d ɔ k ə n,0
{dut}dollar,d ɔ l ɑ r,0
{dut}dompelen,d ɔ m p ə l ə n,0
{dut}donderdagmorgen,d ɔ n d ə r d ɑ x m ɔ r ɣ ə n,0
{dut}donderdagochtend,d ɔ n d ə r d ɑ x ɔ x t ə n t,0
{dut}donkerbruin,d ɔ ŋ k ə r b r œ y̯ n,0
{dut}donkergrijs,d ɔ ŋ k ə r ɣ r ɛ i̯ s,0
{dut}doodsoorzaak,d oː t s oː r z aː k,0
{dut}dooi,d oː i̯,0
{dut}doordeweeks,d oː r d ə ʋ eː k s,0
{dut}doorslag,d oː r s l ɑ x,0
{dut}doorzichtigheid,d oː r z ɪ x t ə x ɦ ɛ i̯ t,0
{dut}dordt,d ɔ r t,0
{dut}dorpsplein,d ɔ r p s p l ɛ i̯ n,0
{dut}dosering,d oː z eː r ɪ ŋ,0
{dut}dosis,d oː z ɪ s,0
{dut}draf,d r ɑ f,0
{dut}drammen,d r ɑ m ə n,0
{dut}draven,d r aː v ə n,0
{dut}driehoek,d r i ɦ u k,0
{dut}driehonderd,d r i ɦ ɔ n d ə r t,0
{dut}driekwart,d r i k ʋ ɑ r t,0
{dut}drieluik,d r i l œ y̯ k,0
{dut}drinkt,d r ɪ ŋ k t,0
{dut}droogte,d r oː x t ə,0
{dut}drummer,d r ʏ m ə r,0
{dut}dubbel,d ʏ b ə l,0
{dut}duiksport,d œ y̯ k s p ɔ r t,0
{dut}duren,d y r ə n,0
{dut}dusdanig,d ʏ s d aː n ə x,0
{dut}duur,d y r,0
{dut}dynamo,d i n aː m oː,0
{dut}echt,ɛ x t,0
{dut}eclips,eː k l ɪ p s,0
{dut}eden,eː d ə n,0
{dut}ei,ɛ i̯,0
{dut}eindbestemming,ɛ i̯ n t b ə s t ɛ m ɪ ŋ,0
{dut}einde,ɛ i̯ n d ə,0
{dut}elfde,ɛ l f d ə,0
{dut}epidemiologie,eː p i d eː m i oː l oː ɣ i,0
{dut}eredivisie,eː r ə d i v i s i,0
{dut}ergens,ɛ r ɣ ə n s,0
{dut}ervaring,ɛ r v aː r ɪ ŋ,0
{dut}esdorp,ɛ s d ɔ r p,0
{dut}essay,ɛ s eː,0
{dut}evalueren,eː v aː l y eː r ə n,0
{dut}exploderen,ɛ k s p l oː d eː r ə n,0
{dut}fabriceren,f ɑ b r i s eː r ə n,0
{dut}fabriek,f aː b r i k,0
{dut}factureren,f ɑ k t y r eː r ə n,0
{dut}familielid,f aː m i l i l ɪ t,0
{dut}fase,f aː z ə,0
{dut}fataal,f aː t aː l,0
{dut}fauteuil,f oː t œ y̯,0
{dut}fax,f ɑ k s,0
{dut}faxen,f ɑ k s ə n,0
{dut}federaal,f eː d ə r aː l,0
{dut}feesten,f eː s t ə n,0
{dut}filosofie,f i l oː s oː f i,0
{dut}filosoof,f i l oː s oː f,0
{dut}fixeren,f ɪ k s eː r ə n,0
{dut}flauwekul,f l ɑ u̯ ʋ ə k ʏ l,0
{dut}fluwelen,f l y ʋ eː l ə n,0
{dut}formuleren,f ɔ r m y l eː r ə n,0
{dut}fotoalbum,f oː t oː ɑ l b ʏ m,0
{dut}fotostudio,f oː t oː s t y d i oː,0
{dut}franse,f r ɑ n s ə,0
{dut}fretten,f r ɛ t ə n,0
{dut}fries,f r i s,0
{dut}fugitief,f y ɣ i t i f,0
{dut}föhn,f øː n,0
{dut}gaaf,ɣ aː f,0
{dut}gamen,ɡ eː m ə n,0
{dut}gast,ɣ ɑ s t,0
{dut}gastheer,ɣ ɑ s t ɦ eː r,0
{dut}gave,ɣ aː v ə,0
{dut}gedaan,ɣ ə d aː n,0
{dut}gedachte,ɣ ə d ɑ x t ə,0
{dut}gedoogbeleid,ɣ ə d oː x b ə l ɛ i̯ t,0
{dut}geest,ɣ eː s t,0
{dut}gegooid,ɣ ə ɣ oː i̯ t,0
{dut}gehoorzaam,ɣ ə ɦ oː r z aː m,0
{dut}geldbuidel,ɣ ɛ l t b œ y̯ d ə l,0
{dut}geldigheid,ɣ ɛ l d ə x ɦ ɛ i̯ t,0
{dut}gelegenheid,ɣ ə l eː ɣ ə n ɦ ɛ i̯ t,0
{dut}geleider,ɣ ə l ɛ i̯ d ə r,0
{dut}gelijkmaker,ɣ ə l ɛ i̯ k m aː k ə r,0
{dut}gemoeten,ɣ ə m u t ə n,0
{dut}geneesheer,ɣ ə n eː s ɦ eː r,0
{dut}generaal,ɣ eː n ə r aː l,0
{dut}gerard,ɣ eː r ɑ r t,0
{dut}gerecht,ɣ ə r ɛ x t,0
{dut}gerven,ɣ ɛ r v ə n,0
{dut}geschiedenis,ɣ ə s x i d ə n ɪ s,0
{dut}gestel,ɣ ə s t ɛ l,0
{dut}geul,ɣ øː l,0
{dut}geuren,ɣ øː r ə n,0
{dut}gevangenis,ɣ ə v ɑ ŋ ə n ɪ s,0
{dut}gevel,ɣ eː v ə l,0
{dut}gevoel,ɣ ə v u l,0
{dut}gezel,ɣ ə z ɛ l,0
{dut}gezelschapsspel,ɣ ə z ɛ l s x ɑ p s p ɛ l,0
{dut}glimmen,ɣ l ɪ m ə n,0
{dut}gondel,ɣ ɔ n d ə l,0
{dut}gordijn,ɣ ɔ r d ɛ i̯ n,0
{dut}graag,ɣ r aː x,0
{dut}grasduinen,ɣ r ɑ s d œ y̯ n ə n,0
{dut}graven,ɣ r aː v ə n,0
{dut}grazen,ɣ r aː z ə n,0
{dut}grijpen,ɣ r ɛ i̯ p ə n,0
{dut}grind,ɣ r ɪ n t,0
{dut}groei,ɣ r u i̯,0
{dut}groeten,ɣ r u t ə n,0
{dut}grondwet,ɣ r ɔ n t ʋ ɛ t,0
{dut}groot,ɣ r oː t,0
{dut}grootste,ɣ r oː t s t ə,0
{dut}haal,ɦ aː l,0
{dut}halen,ɦ aː l ə n,0
{dut}half,ɦ ɑ l f,0
{dut}halsketting,ɦ ɑ l s k ɛ t ɪ ŋ,0
{dut}halte,ɦ ɑ l t ə,0
{dut}handtas,ɦ ɑ n t ɑ s,0
{dut}handtekening,ɦ ɑ n t eː k ə n ɪ ŋ,0
{dut}hangar,ɦ ɑ ŋ ɡ aː r,0
{dut}hare,ɦ aː r ə,0
{dut}harlingen,ɦ ɑ r l ɪ ŋ ə n,0
{dut}harmonisch,ɦ ɑ r m oː n i s,0
{dut}hedendaags,ɦ eː d ə n d aː x s,0
{dut}heen,ɦ eː n,0
{dut}heiden,ɦ ɛ i̯ d ə n,0
{dut}heisa,ɦ ɛ i̯ s aː,0
{dut}held,ɦ ɛ l t,0
{dut}helder,ɦ ɛ l d ə r,0
{dut}helemaal,ɦ eː l ə m aː l,0
{dut}heling,ɦ eː l ɪ ŋ,0
{dut}helium,ɦ eː l i ʏ m,0
{dut}helling,ɦ ɛ l ɪ ŋ,0
{dut}hemd,ɦ ɛ m t,0
{dut}hemel,ɦ eː m ə l,0
{dut}herbronnen,ɦ ɛ r b r ɔ n ə n,0
{dut}herenhuis,ɦ eː r ə n ɦ œ y̯ s,0
{dut}heus,ɦ øː s,0
{dut}heusden,ɦ øː z d ə n,0
{dut}hijsen,ɦ ɛ i̯ s ə n,0
{dut}hoeveelheid,ɦ u v eː l ɦ ɛ i̯ t,0
{dut}honkbalknuppel,ɦ ɔ ŋ k b ɑ l k n ʏ p ə l,0
{dut}hoofden,ɦ oː v d ə n,0
{dut}hoofdinspecteur,ɦ oː f t ɪ n s p ɛ k t øː r,0
{dut}hoofdletter,ɦ oː f t l ɛ t ə r,0
{dut}hoofdreeksster,ɦ oː f t r eː k s s t ɛ r,0
{dut}hoogstens,ɦ oː x s t ə n s,0
{dut}hoop,ɦ oː p,0
{dut}hoor,ɦ oː r,0
{dut}hoort,ɦ oː r t,0
{dut}houtworm,ɦ ɑ u̯ t ʋ ɔ r m,0
{dut}hoveling,ɦ oː v ə l ɪ ŋ,0
{dut}huib,ɦ œ y̯ p,0
{dut}huisafval,ɦ œ y̯ s ɑ f ɑ l,0
{dut}huisgenoot,ɦ œ y̯ s x ə n oː t,0
{dut}huishoudelijk,ɦ œ y̯ s ɦ ɑ u̯ d ə l ə k,0
{dut}huiverig,ɦ œ y̯ v ə r ə x,0
{dut}huizinga,ɦ œ y̯ z ɪ ŋ ɣ aː,0
{dut}hulp,ɦ ʏ l p,0
{dut}hulpmiddel,ɦ ʏ l p m ɪ d ə l,0
{dut}hé,ɦ eː,0
{dut}ijs,ɛ i̯ s,0
{dut}ijskast,ɛ i̯ s k ɑ s t,0
{dut}ijskoud,ɛ i̯ s k ɑ u̯ t,0
{dut}ijslander,ɛ i̯ s l ɑ n d ə r,0
{dut}ijsselmeer,ɛ i̯ s ə l m eː r,0
{dut}inboezemen,ɪ n b u z ə m ə n,0
{dut}inbreker,ɪ n b r eː k ə r,0
{dut}indruk,ɪ n d r ʏ k,0
{dut}ingang,ɪ ŋ ɣ ɑ ŋ,0
{dut}instituut,ɪ n s t i t y t,0
{dut}instorten,ɪ n s t ɔ r t ə n,0
{dut}intensief,ɪ n t ɛ n z i f,0
{dut}interval,ɪ n t ə r v ɑ l,0
{dut}intonatie,ɪ n t oː n aː t s i,0
{dut}intuïtie,ɪ n t y i t s i,0
{dut}inzake,ɪ n z aː k ə,0
{dut}inzicht,ɪ n z ɪ x t,0
{dut}islamiet,ɪ s l aː m i t,0
{dut}jaarabonnement,j aː r ɑ b ɔ n ə m ɛ n t,0
{dut}jasmijn,j ɑ s m ɛ i̯ n,0
{dut}jeugd,j øː x t,0
{dut}jeuk,j øː k,0
{dut}jodelen,j oː d ə l ə n,0
{dut}jongedame,j ɔ ŋ ə d aː m ə,0
{dut}joris,j oː r ɪ s,0
{dut}jouw,j ɑ u̯,0
{dut}jurylid,ʒ yː r i l ɪ t,0
{dut}ka,k aː,0
{dut}kabaal,k aː b aː l,0
{dut}kabel,k aː b ə l,0
{dut}kacheloven,k ɑ x ə l oː v ə n,0
{dut}kamp,k ɑ m p,0
{dut}kamsalamander,k ɑ m s aː l aː m ɑ n d ə r,0
{dut}kanselier,k ɑ n s ə l iː r,0
{dut}kardinaal,k ɑ r d i n aː l,0
{dut}karma,k ɑ r m ɑ,0
{dut}kater,k aː t ə r,0
{dut}kegelbaan,k eː ɣ ə l b aː n,0
{dut}kelk,k ɛ l k,0
{dut}kerel,k eː r ə l,0
{dut}keten,k eː t ə n,0
{dut}kietelen,k i t ə l ə n,0
{dut}kille,k ɪ l ə,0
{dut}kinderen,k ɪ n d ə r ə n,0
{dut}klagen,k l aː ɣ ə n,0
{dut}klaslokaal,k l ɑ s l oː k aː l,0
{dut}kleed,k l eː t,0
{dut}kleuter,k l øː t ə r,0
{dut}klimaat,k l i m aː t,0
{dut}klimt,k l ɪ m t,0
{dut}klokken,k l ɔ k ə n,0
{dut}klokkenluider,k l ɔ k ə n l œ y̯ d ə r,0
{dut}knaap,k n aː p,0
{dut}knap,k n ɑ p,0
{dut}knisperen,k n ɪ s p ə r ə n,0
{dut}koeien,k u i̯ ə n,0
{dut}koekenpan,k u k ə m p ɑ n,0
{dut}koelen,k u l ə n,0
{dut}koker,k oː k ə r,0
{dut}komt,k ɔ m t,0
{dut}koningshuis,k oː n ɪ ŋ s ɦ œ y̯ s,0
{dut}kont,k ɔ n t,0
{dut}koog,k oː x,0
{dut}korrel,k ɔ r ə l,0
{dut}korten,k ɔ r t ə n,0
{dut}kosmopolitisch,k ɔ s m oː p oː l i t i s,0
{dut}kosteloos,k ɔ s t ə l oː s,0
{dut}kou,k ɑ u̯,0
{dut}krap,k r ɑ p,0
{dut}krentenbol,k r ɛ n t ə n b ɔ l,0
{dut}krijg,k r ɛ i̯ x,0
{dut}kroeg,k r u x,0
{dut}kruid,k r œ y̯ t,0
{dut}kruis,k r œ y̯ s,0
{dut}kruiwagen,k r œ y̯ ʋ aː ɣ ə n,0
{dut}kunstlicht,k ʏ n s t l ɪ x t,0
{dut}kweekschool,k ʋ eː k s x oː l,0
{dut}lacht,l ɑ x t,0
{dut}landgoed,l ɑ n t x uː t,0
{dut}landman,l ɑ n t m ɑ n,0
{dut}lange,l ɑ ŋ ə,0
{dut}langlaufen,l ɑ ŋ l ɑ u̯ f ə n,0
{dut}lastercampagne,l ɑ s t ə r k ɑ m p ɑ n j ə,0
{dut}leefgebied,l eː f x ə b i t,0
{dut}leerstof,l eː r s t ɔ f,0
{dut}leesten,l eː s t ə n,0
{dut}leggen,l ɛ ɣ ə n,0
{dut}lemma,l ɛ m aː,0
{dut}lenen,l eː n ə n,0
{dut}lens,l ɛ n s,0
{dut}lentefeest,l ɛ n t ə f eː s t,0
{dut}letter,l ɛ t ə r,0
{dut}lexmond,l ɛ k s m ɔ n t,0
{dut}lichaamsbouw,l ɪ x aː m s b ɑ u̯,0
{dut}lied,l i t,0
{dut}ligt,l ɪ x t,0
{dut}likken,l ɪ k ə n,0
{dut}limbo,l ɪ m b oː,0
{dut}link,l ɪ ŋ k,0
{dut}lisse,l ɪ s ə,0
{dut}logisch,l oː ɣ i s,0
{dut}lokaal,l oː k aː l,0
{dut}londen,l ɔ n d ə n,0
{dut}loo,l oː,0
{dut}loop,l oː p,0
{dut}loopgraaf,l oː p x r aː f,0
{dut}loslaten,l ɔ s l aː t ə n,0
{dut}loven,l oː v ə n,0
{dut}luiden,l œ y̯ d ə n,0
{dut}luis,l œ y̯ s,0
{dut}luister,l œ y̯ s t ə r,0
{dut}luisteraar,l œ y̯ s t ə r aː r,0
{dut}luisteren,l œ y̯ s t ə r ə n,0
{dut}lunchen,l ʏ n ʃ ə n,0
{dut}maandelijks,m aː n d ə l ə k s,0
{dut}macho,m ɑ t ʃ oː,0
{dut}machtiging,m ɑ x t ə ɣ ɪ ŋ,0
{dut}maf,m ɑ f,0
{dut}mallemolen,m ɑ l ə m oː l ə n,0
{dut}malware,m ɑ l ʋ ɛː r,0
{dut}manon,m aː n ɔ n,0
{dut}maria,m aː r i j aː,0
{dut}marien,m aː r i n,0
{dut}markgraaf,m ɑ r k x r aː f,0
