merged_spelling,ipa,langid
{kor}ㄱㅏㅁㄱㅏㄱㅈㅓㄱ,k a̠ m ɡ a̠ k̚ t͡ɕ͈ ʌ̹ k̚,0
{kor}ㄱㅏㅁㄷㅏㅇㅎㅏㄷㅏ,k a̠ m d a̠ ŋ ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㅁㅕㅇ,k a̠ m m j ʌ̹ ŋ,0
{kor}ㄱㅏㅁㅅㅜㅎㅏㄷㅏ,k a̠ː m sʰ u ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㅈㅏㅌㅟㄱㅣㅁ,k a̠ m d͡ʑ a̠ tʰ ɥ i ɡ i m,0
{kor}ㄱㅏㅁㅈㅓㄴ,k a̠ː m d͡ʑ ʌ̹ n,0
{kor}ㄱㅏㅇㄹㅕㄱㅎㅏㄷㅏ,k a̠ ŋ ɲ j ʌ̹ kʰ a̠ d a̠,0
{kor}ㄱㅏㅇㄹㅣㅁ,k a̠ː ŋ n i m,0
{kor}ㄱㅏㅇㅂㅕㄴ,k a̠ ŋ b j ʌ̹ n,0
{kor}ㄱㅏㅇㅇㅛ,k a̠ː ŋ j o,0
{kor}ㄱㅏㅇㅇㅝㄴㄷㅗ,k a̠ ŋ w ʌ̹ n d o̞,0
{kor}ㄱㅏㅇㅊㅓㄹ,k a̠ ŋ t͡ɕʰ ʌ̹ ɭ,0
{kor}ㄱㅏㅈㄷㅏ,k a̠ t̚ t͈ a̠,0
{kor}ㄱㅏㅌㅇㅣ,k a̠ t͡ɕʰ i,0
{kor}ㄱㅐㅇㅣㄴㅈㅓㄱ,k ɛː i ɲ d͡ʑ ʌ̹ k̚,0
{kor}ㄱㅓㅁㅣ,k ʌ̹ m i,0
{kor}ㄱㅓㅅㅡㄹㄹㅣㄷㅏ,k ʌ̹ sʰ ɯ ʎ ʎ i d a̠,0
{kor}ㄱㅓㅈㅓㄹ,k ɘː d͡ʑ ʌ̹ ɭ,0
{kor}ㄱㅓㅈㅣㅅ,k ɘː d͡ʑ i t̚,0
{kor}ㄱㅓㅈㅣㅅㅁㅏㄹ,k ɘː d͡ʑ i n m a̠ ɭ,0
{kor}ㄱㅓㅍㅜㅁ,k ʌ̹ pʰ u m,0
{kor}ㄱㅓㄴㄴㅓㄴㅍㅕㄴ,k ɘː n n ʌ̹ n pʰ j ʌ̹ n,0
{kor}ㄱㅓㄴㅊㅜㄱㄱㅏ,k ɘː ɲ t͡ɕʰ u k̚ k͈ a̠,0
{kor}ㄱㅓㅁㅅㅜㄹ,k ɘː m sʰ u ɭ,0
{kor}ㄱㅓㅁㅇㅡㄴㅁㅓㄹㅣㅎㅢㄴㅈㅜㄱㅈㅣ,k ʌ̹ m ɯ n m ʌ̹ ɾ i ʝ i ɲ d͡ʑ u k̚ t͡ɕ͈ i,0
{kor}ㄱㅓㅁㅌㅗ,k ɘː m tʰ o̞,0
{kor}ㄱㅔㅅㅡㅌㅡㅎㅏㅇㅜㅅㅡ,k e̞ sʰ ɯ tʰ ɯ ɦ a̠ u sʰ ɯ,0
{kor}ㄱㅔㅇㅣㅌㅡ,k e̞ i tʰ ɯ,0
{kor}ㄱㅕㄹㅈㅓㅇㄷㅚㄷㅏ,k j ʌ̹ ʎ t͡ɕ͈ ʌ̹ ŋ d w e̞ d a̠,0
{kor}ㄱㅕㅂㄷㅏ,k j ɘː p̚ t͈ a̠,0
{kor}ㄱㅕㅇㅂㅣㅇㅝㄴ,k j ɘː ŋ b i w ʌ̹ n,0
{kor}ㄱㅕㅇㅅㅣ,k j ʌ̹ ŋ ɕʰ i,0
{kor}ㄱㅕㅇㅎㅓㅁㅎㅏㄷㅏ,k j ʌ̹ ŋ ɦ ʌ̹ m ɦ a̠ d a̠,0
{kor}ㄱㅖㄱㅏㄴ,k j e̞ ɡ a̠ n,0
{kor}ㄱㅖㄹㅑㅇㄱㅕㅇㅈㅔㅎㅏㄱ,k j e̞ː ɾ j a̠ ŋ ɡ j ʌ̹ ŋ d͡ʑ e̞ ɦ a̠ k̚,0
{kor}ㄱㅖㅅㅏㄴ,k j e̞ː sʰ a̠ n,0
{kor}ㄱㅖㅅㅗㄱ,k j e̞ː sʰ o̞ k̚,0
{kor}ㄱㅖㅈㅓㅇ,k j e̞ː d͡ʑ ʌ̹ ŋ,0
{kor}ㄱㅖㅊㅡㅇ,k j e̞ t͡ɕʰ ɯ ŋ,0
{kor}ㄱㅗㄴㅣ,k o̞ n i,0
{kor}ㄱㅗㄹㅕㅁㅏㄹ,k o̞ ɾ j ʌ̹ m a̠ ɭ,0
{kor}ㄱㅗㅇㅏ,k o̞ a̠,0
{kor}ㄱㅗㅇㅡㄹ,k o̞ ɯ ɭ,0
{kor}ㄱㅗㅈㅓㅇ,k o̞ d͡ʑ ʌ̹ ŋ,0
{kor}ㄱㅗㅎㅕㄹㅇㅏㅂ,k o̞ ʝ j ʌ̹ ɾ a̠ p̚,0
{kor}ㄱㅗㄷㅇㅡㄴㅊㅏㅇㅈㅏ,k o̞ d ɯ ɲ t͡ɕʰ a̠ ŋ d͡ʑ a̠,0
{kor}ㄱㅗㄹㅅㅜ,k o̞ ɭ s͈ u,0
{kor}ㄱㅗㅁㅂㅣㅇㅣㅁㅂㅣ,k o̞ m b i i m b i,0
{kor}ㄱㅗㅇㄱㅕㅇ,k o̞ ŋ ɡ j ʌ̹ ŋ,0
{kor}ㄱㅗㅇㅂㅏㅇ,k o̞ ŋ b a̠ ŋ,0
{kor}ㄱㅗㅇㅅㅏㄴㄷㅏㅇ,k o̞ː ŋ sʰ a̠ n d a̠ ŋ,0
{kor}ㄱㅗㅇㅅㅣㄱㅇㅓ,k o̞ ŋ ɕʰ i ɡ ʌ̹,0
{kor}ㄱㅗㅇㅇㅓㅂㅎㅘ,k o̞ː ŋ ʌ̹ pʰ w a̠,0
{kor}ㄱㅗㅇㅇㅣㄴ,k o̞ ŋ i n,0
{kor}ㄱㅗㅇㅌㅗㅇㅈㅓㅁ,k o̞ː ŋ tʰ o̞ ŋ t͡ɕ͈ ʌ̹ m,0
{kor}ㄱㅗㅇㅍㅗ,k o̞ː ŋ pʰ o̞,0
{kor}ㄱㅗㅇㅎㅏㄱ,k o̞ ŋ ɦ a̠ k̚,0
{kor}ㄱㅘㄷㅜ,k w a̠ː d u,0
{kor}ㄱㅘㄷㅡㄹㄹㅜㅍㅡ,k w a̠ d ɯ ɭ ɭ u pʰ ɯ,0
{kor}ㄱㅘㄹㅗㅅㅏ,k w a̠ː ɾ o̞ sʰ a̠,0
{kor}ㄱㅘㅇㅚ,k w a̠ w e̞,0
{kor}ㄱㅘㅇㅣㄹㅁㅜㄹ,k w a̠ː i ɭ m u ɭ,0
{kor}ㄱㅘㅎㅏㄱㅈㅓㄱ,k w a̠ ɦ a̠ k̚ t͡ɕ͈ ʌ̹ k̚,0
{kor}ㄱㅘㄴㄹㅏㅁㅊㅏ,k w a̠ ɭ ɭ a̠ m t͡ɕʰ a̠,0
{kor}ㄱㅘㄴㄹㅣ,k w a̠ ʎ ʎ i,0
{kor}ㄱㅘㄴㅅㅣㅁ,k w a̠ n ɕʰ i m,0
{kor}ㄱㅘㄴㅈㅓㄹㅇㅕㅁ,k w a̠ ɲ d͡ʑ ʌ̹ ɾ j ʌ̹ m,0
{kor}ㄱㅘㄴㅎㅕㅇㅅㅏ,k w a̠ n ʝ j ʌ̹ ŋ sʰ a̠,0
{kor}ㄱㅘㄹㅎㅗ,k w a̠ ɾ β o̞,0
{kor}ㄱㅘㅇㅇㅜㅂㅕㅇ,k w a̠ ŋ u p͈ j ʌ̹ ŋ,0
{kor}ㄱㅘㅇㅎㅘㅁㅜㄴ,k w a̠ ŋ β w a̠ m u n,0
{kor}ㄱㅚㄷㅏ,k w e̞ː d a̠,0
{kor}ㄱㅚㅅㅜ,k w e̞ː sʰ u,0
{kor}ㄱㅛㄱㅏ,k j oː ɡ a̠,0
{kor}ㄱㅛㄹㅏㄴ,k j o ɾ a̠ n,0
{kor}ㄱㅛㅈㅓㄴ,k j o d͡ʑ ʌ̹ n,0
{kor}ㄱㅛㅈㅗ,k j oː d͡ʑ o̞,0
{kor}ㄱㅛㅌㅏㄱ,k j oː tʰ a̠ k̚,0
{kor}ㄱㅛㅌㅗㅇ,k j o tʰ o̞ ŋ,0
{kor}ㄱㅛㅌㅗㅇㅅㅏㄱㅗ,k j o tʰ o̞ ŋ sʰ a̠ ɡ o̞,0
{kor}ㄱㅛㅍㅗ,k j o pʰ o̞,0
{kor}ㄱㅜㄱㅡㅂㅊㅏ,k uː ɡ ɯ p̚ t͡ɕʰ a̠,0
{kor}ㄱㅜㄴㅏㄴ,k uː n a̠ n,0
{kor}ㄱㅜㄴㅕㅇ,k u ɲ j ʌ̹ ŋ,0
{kor}ㄱㅜㅂㅜㄴㅈㅏ,k uː b u ɲ d͡ʑ a̠,0
{kor}ㄱㅜㅅㅣㅂ,k u ɕʰ i p̚,0
{kor}ㄱㅜㄱㄱㅏ,k u k̚ k͈ a̠,0
{kor}ㄱㅜㄱㅁㅣㄴ,k u ŋ m i n,0
{kor}ㄱㅜㄱㅅㅜㅈㅜㅇㅢ,k u k s͈ u d͡ʑ u ɰ i,0
{kor}ㄱㅜㄱㅇㅕㅇ,k u ɡ j ʌ̹ ŋ,0
{kor}ㄱㅜㄱㅎㅚ,k u kʰ w e̞,0
{kor}ㄱㅜㄴㄷㅔㄱㅜㄴㄷㅔ,k u n d e̞ ɡ u n d e̞,0
{kor}ㄱㅜㄴㅈㅜㅈㅔ,k u ɲ d͡ʑ u d͡ʑ e̞,0
{kor}ㄱㅜㄹㄷㅏ,k u ɭ d a̠,0
{kor}ㄱㅜㅁㅂㅔㅇㅇㅣ,k uː m b e̞ ŋ i,0
{kor}ㄱㅜㅇㅈㅓㄴ,k u ŋ d͡ʑ ʌ̹ n,0
{kor}ㄱㅜㅇㅍㅣㅂ,k u ŋ pʰ i p̚,0
{kor}ㄱㅝㄴㄹㅕㄱ,k w ɘː ʎ ʎ j ʌ̹ k̚,0
{kor}ㄱㅟㄱㅜㄱㅎㅏㄷㅏ,k ɥ iː ɡ u kʰ a̠ d a̠,0
{kor}ㄱㅟㅊㅏㄶㄷㅏ,k ɥ i t͡ɕʰ a̠ n tʰ a̠,0
{kor}ㄱㅡㄴㅏㄹ,k ɯ n a̠ ɭ,0
{kor}ㄱㅡㄷㅗㅇㅇㅏㄴ,k ɯ d o̞ ŋ a̠ n,0
{kor}ㄱㅡㄹㅓㅎㅏㄷㅏ,k ɯ ɾ ʌ̹ ɦ a̠ d a̠,0
{kor}ㄱㅡㄹㅓㄴ,k ɯ ɾ ʌ̹ n,0
{kor}ㄱㅡㄹㅓㅎㅈㅣㅁㅏㄴ,k ɯ ɾ ʌ̹ t͡ɕʰ i m a̠ n,0
{kor}ㄱㅡㄹㅣㅅㅡㄷㅗ,k ɯ ɾ i sʰ ɯ d o̞,0
{kor}ㄱㅡㄹㅣㅅㅡㅇㅓ,k ɯ ɾ i sʰ ɯ ʌ̹,0
{kor}ㄱㅡㄹㅣㅂㄷㅏ,k ɯ ɾ i p̚ t͈ a̠,0
{kor}ㄱㅡㅁㅏㄴㅎㅏㄷㅏ,k ɯ m a̠ n ɦ a̠ d a̠,0
{kor}ㄱㅡㅊㅣㄷㅏ,k ɯ t͡ɕʰ i d a̠,0
{kor}ㄱㅡㄱㄷㅗㅇ,k ɯ k̚ t͈ o̞ ŋ,0
{kor}ㄱㅡㄴㅁㅜㅎㅏㄷㅏ,k ɯː n m u ɦ a̠ d a̠,0
{kor}ㄱㅡㄴㅅㅣ,k ɯː n ɕʰ i,0
{kor}ㄱㅡㄹㄹㅣㅅㅔㄹㅗㄹ,k ɯ ʎ ʎ i sʰ e̞ ɾ o̞ ɭ,0
{kor}ㄱㅡㄹㄹㅣㅅㅔㄹㅣㄴ,k ɯ ʎ ʎ i sʰ e̞ ɾ i n,0
{kor}ㄱㅡㄹㅍㅣ,k ɯ ɭ pʰ i,0
{kor}ㄱㅣㄱㅘㄴㅊㅗㅇ,k i ɡ w a̠ ɲ t͡ɕʰ o̞ ŋ,0
{kor}ㄱㅣㄹㅓㄱㅣ,k i ɾ ʌ̹ ɡ i,0
{kor}ㄱㅣㅁㅏㄴㅎㅏㄷㅏ,k i m a̠ n ɦ a̠ d a̠,0
{kor}ㄱㅣㅂㅗㄴ,k i b o̞ n,0
{kor}ㄱㅣㅅㅜㄱㅅㅏ,k i sʰ u k s͈ a̠,0
{kor}ㄱㅣㅇㅕ,k i j ʌ̹,0
{kor}ㄱㅣㅊㅏ,k i t͡ɕʰ a̠,0
{kor}ㄱㅣㅊㅔ,k i t͡ɕʰ e̞,0
{kor}ㄱㅣㅁㅇㅣㄹㅅㅓㅇㅎㅘ,k i m i ɭ sʰ ʌ̹ ŋ β w a̠,0
{kor}ㄱㅣㅁㅈㅓㅇㅇㅣㄹㅎㅘ,k i m d͡ʑ ʌ̹ ŋ i ɾ β w a̠,0
{kor}ㄲㅏㄲㄷㅏ,k͈ a̠ k̚ t͈ a̠,0
{kor}ㄲㅔㅅㅓ,k͈ e̞ sʰ ʌ̹,0
{kor}ㄲㅗㄹㅣ,k͈ o̞ ɾ i,0
{kor}ㄲㅗㅈㄷㅏ,k͈ o̞ t̚ t͈ a̠,0
{kor}ㄲㅗㅊㅈㅣㅂ,k͈ o̞ t̚ t͡ɕ͈ i p̚,0
{kor}ㄲㅚㄲㅗㄹㅣ,k͈ w e̞ k͈ o̞ ɾ i,0
{kor}ㄲㅜㅁㅜㄹㄲㅜㅁㅜㄹ,k͈ u m u ɭ k͈ u m u ɭ,0
{kor}ㄲㅡㄶㄷㅏ,k͈ ɯ n tʰ a̠,0
{kor}ㄲㅡㅁㅃㅓㄱㄲㅡㅁㅃㅓㄱ,k͈ ɯ m p͈ ʌ̹ k̚ k͈ ɯ m p͈ ʌ̹ k̚,0
{kor}ㄴㅏㄴㅜㄷㅏ,n a̠ n u d a̠,0
{kor}ㄴㅏㄹㅏㄴㅣㅁ,n a̠ ɾ a̠ n i m,0
{kor}ㄴㅏㄹㅏㅇ,n a̠ ɾ a̠ ŋ,0
{kor}ㄴㅏㅁㅓㅈㅣ,n a̠ m ʌ̹ d͡ʑ i,0
{kor}ㄴㅏㅁㅜ,n a̠ m u,0
{kor}ㄴㅏㅁㅜㄹ,n a̠ m u ɭ,0
{kor}ㄴㅏㅅㅣ,n a̠ ɕʰ i,0
{kor}ㄴㅏㅇㅗㄷㅏ,n a̠ o̞ d a̠,0
{kor}ㄴㅏㅍㅗㄹㄹㅣ,n a̠ pʰ o̞ ʎ ʎ i,0
{kor}ㄴㅏㅎㅗㅅㅋㅏ,n a̠ β o̞ t̚ kʰ a̠,0
{kor}ㄴㅏㄲㄷㅏ,n a̠ k̚ t͈ a̠,0
{kor}ㄴㅏㅁㅍㅡㄹㅣㄱ,n a̠ m pʰ ɯ ɾ i k̚,0
{kor}ㄴㅏㅂㅈㅏㄱㅎㅏㄷㅏ,n a̠ p̚ t͡ɕ͈ a̠ kʰ a̠ d a̠,0
{kor}ㄴㅐㅇㅑㅅㅜ,n ɛː j a̠ sʰ u,0
{kor}ㄴㅐㅈㅜㄷㅏ,n ɛː d͡ʑ u d a̠,0
{kor}ㄴㅓㅁㅜ,n ʌ̹ m u,0
{kor}ㄴㅓㅁㄷㅏ,n ɘː m t͈ a̠,0
{kor}ㄴㅕㅅㅣㄴ,ɲ j ʌ̹ ɕʰ i n,0
{kor}ㄴㅗㄷㅗㅇㄱㅖㄱㅡㅂ,n o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ p̚,0
{kor}ㄴㅗㄹㅜ,n o̞ ɾ u,0
{kor}ㄴㅗㄹㅡㅇㅞㅇㅣ,n o̞ ɾ ɯ w e̞ i,0
{kor}ㄴㅗㅊㅓㄴㅕ,n o̞ː t͡ɕʰ ʌ̹ ɲ j ʌ̹,0
{kor}ㄴㅗㅍㅏ,n o̞ː pʰ a̠,0
{kor}ㄴㅗㄱㅇㅡㅁ,n o̞ ɡ ɯ m,0
{kor}ㄴㅗㄴㅇㅢ,n o̞ n ɰ i,0
{kor}ㄴㅗㅍㅇㅣㄷㅏ,n o̞ pʰ i d a̠,0
{kor}ㄴㅗㅎㄷㅏ,n o̞ tʰ a̠,0
{kor}ㄴㅚㅁㅜㄹ,n w e̞ m u ɭ,0
{kor}ㄴㅜㄴㅏ,n uː n a̠,0
{kor}ㄴㅜㄹㅡㄷㅏ,n uː ɾ ɯ d a̠,0
{kor}ㄴㅜㅇㅏㄱㅅㅛㅌㅡ,n u a̠ k ɕ͈ o tʰ ɯ,0
{kor}ㄴㅡㄴㅈㅣ,n ɯ ɲ d͡ʑ i,0
{kor}ㄴㅣㅋㅔㄹ,n i kʰ e̞ ɭ,0
{kor}ㄷㅏㄹㅏㄱㅂㅏㅇ,t a̠ ɾ a̠ k̚ p͈ a̠ ŋ,0
{kor}ㄷㅏㄹㅡㄴ,t a̠ ɾ ɯ n,0
{kor}ㄷㅏㅂㅜㅈㅣㄷㅏ,t a̠ b u d͡ʑ i d a̠,0
{kor}ㄷㅏㅅㅓㅅ,t a̠ sʰ ʌ̹ t̚,0
{kor}ㄷㅏㅈㅓㅇㅎㅣ,t a̠ d͡ʑ ʌ̹ ŋ ʝ i,0
{kor}ㄷㅏㅌㅜㄷㅏ,t a̠ tʰ u d a̠,0
{kor}ㄷㅏㄱㄴㅏㅁㅜ,t a̠ ŋ n a̠ m u,0
{kor}ㄷㅏㄴㄴㅕㅁ,t a̠ː n ɲ j ʌ̹ m,0
{kor}ㄷㅏㄹㄱㅑㄹ,t a̠ ɭ ɡ j a̠ ɭ,0
{kor}ㄷㅏㄹㄹㅕㄱ,t a̠ ʎ ʎ j ʌ̹ k̚,0
{kor}ㄷㅏㅂㅅㅡㅂ,t a̠ p s͈ ɯ p̚,0
{kor}ㄷㅏㅇㄱㅜㄱ,t a̠ ŋ ɡ u k̚,0
{kor}ㄷㅏㅇㄴㅛㅂㅕㅇ,t a̠ ŋ ɲ j o p͈ j ʌ̹ ŋ,0
{kor}ㄷㅏㅇㅅㅣ,t a̠ ŋ ɕʰ i,0
{kor}ㄷㅐㄱㅓㅁㅈㅣㅂ,t ɛː ɡ ʌ̹ m d͡ʑ i p̚,0
{kor}ㄷㅐㄹㅠㄱ,t ɛː ɾ j u k̚,0
{kor}ㄷㅐㄹㅣㅅㅓㄱ,t ɛː ɾ i sʰ ʌ̹ k̚,0
{kor}ㄷㅐㅅㅏ,t ɛː sʰ a̠,0
{kor}ㄷㅐㅅㅣㄴ,t ɛː ɕʰ i n,0
{kor}ㄷㅐㅈㅏㅇ,t ɛː d͡ʑ a̠ ŋ,0
{kor}ㄷㅐㅈㅜㅇㄱㅛㅌㅗㅇ,t ɛː d͡ʑ u ŋ ɡ j o tʰ o̞ ŋ,0
{kor}ㄷㅐㅍㅛㅈㅓㄱ,t ɛː pʰ j o d͡ʑ ʌ̹ k̚,0
{kor}ㄷㅓㄹㅓㅇㅝㅈㅣㄷㅏ,t ɘː ɾ ʌ̹ w ʌ̹ d͡ʑ i d a̠,0
{kor}ㄷㅓㅂㅜㄹㄷㅏ,t ʌ̹ b u ɭ d a̠,0
{kor}ㄷㅓㅇㅟ,t ʌ̹ ɥ i,0
{kor}ㄷㅓㄴㅈㅣㄷㅏ,t ʌ̹ ɲ d͡ʑ i d a̠,0
{kor}ㄷㅗㄴㅏㄴ,t o̞ n a̠ n,0
{kor}ㄷㅗㄹㅏㅇ,t o̞ ɾ a̠ ŋ,0
{kor}ㄷㅗㅅㅣㄹㅏㄱ,t o̞ ɕʰ i ɾ a̠ k̚,0
{kor}ㄷㅗㅇㅜㅁ,t o̞ u m,0
{kor}ㄷㅗㅈㅏㄱ,t o̞ d͡ʑ a̠ k̚,0
{kor}ㄷㅗㅊㅓㅇㄱㅣ,t o̞ t͡ɕʰ ʌ̹ ŋ ɡ i,0
{kor}ㄷㅗㅍㅏㅁㅣㄴ,t o̞ pʰ a̠ m i n,0
{kor}ㄷㅗㄱㅅㅜㄹㅣ,t o̞ k s͈ u ɾ i,0
{kor}ㄷㅗㄹㄷㅡ,t o̞ ɭ d ɯ,0
{kor}ㄷㅗㄹㅇㅕㄴ,t o̞ ɾ j ʌ̹ n,0
{kor}ㄷㅗㄹㅈㅏㅂㅇㅣ,t o̞ ʎ d͡ʑ a̠ b i,0
{kor}ㄷㅗㅇㄱㅣ,t o̞ ŋ ɡ i,0
{kor}ㄷㅗㅇㄴㅏㅁㅇㅏㅅㅣㅇㅏ,t o̞ ŋ n a̠ m a̠ ɕʰ i a̠,0
{kor}ㄷㅗㅇㅁㅜㄴㅅㅓㄷㅏㅂ,t o̞ ŋ m u n sʰ ʌ̹ d a̠ p̚,0
{kor}ㄷㅗㅇㅂㅏㄴㅈㅏ,t o̞ ŋ b a̠ ɲ d͡ʑ a̠,0
{kor}ㄷㅚㄴㅗㅁ,t w e̞ n o̞ m,0
{kor}ㄷㅜㄱㅓㄴ,t u ɡ ʌ̹ n,0
{kor}ㄷㅜㄱㅡㄴㄱㅓㄹㅣㄷㅏ,t u ɡ ɯ n ɡ ʌ̹ ɾ i d a̠,0
{kor}ㄷㅜㄴㅚ,t u n w e̞,0
{kor}ㄷㅜㅁㅏㄴㄱㅏㅇㅈㅏㄱㅡㅅㅏㄴㅣ,t u m a̠ n ɡ a̠ ŋ d͡ʑ a̠ ɡ ɯ sʰ a̠ n i,0
{kor}ㄷㅜㅅㅓㄴㅓ,t u sʰ ʌ̹ n ʌ̹,0
{kor}ㄷㅜㅇㅡㅁㅂㅓㅂㅊㅣㄱ,t u ɯ m b ʌ̹ p̚ t͡ɕʰ i k̚,0
{kor}ㄷㅟㅅㅁㅏㄷㅏㅇ,t ɥ iː n m a̠ d a̠ ŋ,0
{kor}ㄷㅟㅅㅁㅗㅅㅡㅂ,t ɥ iː n m o̞ sʰ ɯ p̚,0
{kor}ㄷㅡㄹㅣㅂ,t ɯ ɾ i p̚,0
{kor}ㄷㅡㄱㅈㅓㅁ,t ɯ k̚ t͡ɕ͈ ʌ̹ m,0
{kor}ㄷㅡㄹㄲㅡㅀㄷㅏ,t ɯ ɭ k͈ ɯ ɭ tʰ a̠,0
{kor}ㄷㅡㄹㄹㅓㄹㅣ,t ɯ ɭ ɭ ʌ̹ ɾ i,0
{kor}ㄷㅡㄹㅇㅓㄱㅏㄷㅏ,t ɯ ɾ ʌ̹ ɡ a̠ d a̠,0
{kor}ㄷㅡㅇㅈㅏ,t ɯ ŋ d͡ʑ a̠,0
{kor}ㄷㅣㅇㄷㅣㅇ,t i ŋ d i ŋ,0
{kor}ㄸㅏㄴㅣㅁ,t͈ a̠ n i m,0
{kor}ㄸㅏㄹㅏㅅㅓ,t͈ a̠ ɾ a̠ sʰ ʌ̹,0
{kor}ㄸㅏㄹㄲㅜㄱㅈㅣㄹ,t͈ a̠ ɭ k͈ u k̚ t͡ɕ͈ i ɭ,0
{kor}ㄸㅏㅎㄷㅏ,t͈ a̠ː tʰ a̠,0
{kor}ㄸㅗㄷㅏㅅㅣ,t͈ o̞ d a̠ ɕʰ i,0
{kor}ㄸㅗㅇㅍㅏㄹㅣ,t͈ o̞ ŋ pʰ a̠ ɾ i,0
{kor}ㄸㅟㅇㅓㄱㅏㄷㅏ,t͈ ɥ i ʌ̹ ɡ a̠ d a̠,0
{kor}ㄸㅡㅅㅂㅏㄲㅇㅔ,t͈ ɯ t̚ p͈ a̠ k͈ e̞,0
{kor}ㄹㅏㄷㅣㅇㅗ,ɾ a̠ d i o̞,0
{kor}ㄹㅔㅅㅡㄹㄹㅣㅇ,ɾ e̞ sʰ ɯ ʎ ʎ i ŋ,0
{kor}ㄹㅕㄱㅘㄴ,ɾ j ʌ̹ ɡ w a̠ n,0
{kor}ㄹㅕㄴㅅㅡㅂ,ɾ j ɘː n sʰ ɯ p̚,0
{kor}ㄹㅗㅅㅏㄹㅣㅇㅗ,ɾ o̞ sʰ a̠ ɾ i o̞,0
{kor}ㄹㅗㅆㅣㅇㅑ,ɾ o̞ ɕ͈ i j a̠,0
{kor}ㄹㅜㅋㅏ,ɾ u kʰ a̠,0
{kor}ㄹㅣㅂㅣㅇㅏ,ɾ i b i a̠,0
{kor}ㄹㅣㅌㅓ,ɾ i tʰ ʌ̹,0
{kor}ㅁㅏㄱㅜ,m a̠ ɡ u,0
{kor}ㅁㅏㄴㅏㄱㅘ,m a̠ n a̠ ɡ w a̠,0
{kor}ㅁㅏㄷㅓ,m a̠ d ʌ̹,0
{kor}ㅁㅏㄷㅡㄹㅣㄷㅡ,m a̠ d ɯ ɾ i d ɯ,0
{kor}ㅁㅏㄹㅡㅅㅡ,m a̠ ɾ ɯ sʰ ɯ,0
{kor}ㅁㅏㄹㅡㅋㅡㅅㅡㅈㅜㅇㅢ,m a̠ ɾ ɯ k x ɯ sʰ ɯ d͡ʑ u ɰ i,0
{kor}ㅁㅏㄹㅡㅁㅁㅗ,m a̠ ɾ ɯ m m o̞,0
{kor}ㅁㅏㅇㅡㅁㅆㅣ,m a̠ ɯ m ɕ͈ i,0
{kor}ㅁㅏㅇㅣㄴㅓㅅㅡ,m a̠ i n ʌ̹ s͈ ɯ,0
{kor}ㅁㅏㅇㅣㄹ,m a̠ i ɭ,0
{kor}ㅁㅏㅊㅣㅁ,m a̠ t͡ɕʰ i m,0
{kor}ㅁㅏㄱㅂㅏㅈㅣ,m a̠ k̚ p͈ a̠ d͡ʑ i,0
{kor}ㅁㅏㄴㄴㅕㄴ,m a̠ː n ɲ j ʌ̹ n,0
{kor}ㅁㅏㄴㄹㅣㅈㅏㅇㅅㅓㅇ,m a̠ː ʎ ʎ i d͡ʑ a̠ ŋ sʰ ʌ̹ ŋ,0
{kor}ㅁㅏㄴㅈㅜ,m a̠ ɲ d͡ʑ u,0
