merged_spelling,ipa,langid
{hun}akciók,ɒ k t͡s i j oː k,0
{hun}akciós,ɒ k t͡s i j oː ʃ,0
{hun}akiben,ɒ k i b ɛ n,0
{hun}akihez,ɒ k i ɦ ɛ z,0
{hun}akik,ɒ k i k,0
{hun}akiket,ɒ k i k ɛ t,0
{hun}akikkel,ɒ k i kː ɛ l,0
{hun}akiknek,ɒ k i k n ɛ k,0
{hun}akiknél,ɒ k i k n eː l,0
{hun}akikre,ɒ k i k r ɛ,0
{hun}akikről,ɒ k i k r øː l,0
{hun}akinek,ɒ k i n ɛ k,0
{hun}akiről,ɒ k i r øː l,0
{hun}akitől,ɒ k i t øː l,0
{hun}akivel,ɒ k i v ɛ l,0
{hun}akkordokat,ɒ kː o r d o k ɒ t,0
{hun}akkori,ɒ kː o r i,0
{hun}aktuális,ɒ k t u aː l i ʃ,0
{hun}akár,ɒ k aː r,0
{hun}akárcsak,ɒ k aː r t͡ʃ ɒ k,0
{hun}akármilyen,ɒ k aː r m i j ɛ n,0
{hun}alacsonyabb,ɒ l ɒ t͡ʃ o ɲ ɒ bː,0
{hun}alak,ɒ l ɒ k,0
{hun}alakja,ɒ l ɒ k j ɒ,0
{hun}alakját,ɒ l ɒ k j aː t,0
{hun}alakra,ɒ l ɒ k r ɒ,0
{hun}alakul,ɒ l ɒ k u l,0
{hun}alakult,ɒ l ɒ k u l t,0
{hun}alakulása,ɒ l ɒ k u l aː ʃ ɒ,0
{hun}alakulását,ɒ l ɒ k u l aː ʃ aː t,0
{hun}alakítható,ɒ l ɒ k iː t h ɒ t oː,0
{hun}alakú,ɒ l ɒ k uː,0
{hun}alany,ɒ l ɒ ɲ,0
{hun}alanya,ɒ l ɒ ɲ ɒ,0
{hun}alap,ɒ l ɒ p,0
{hun}alapfokú,ɒ l ɒ p f o k uː,0
{hun}alapjául,ɒ l ɒ p j aː u l,0
{hun}alapkamat,ɒ l ɒ p k ɒ m ɒ t,0
{hun}alaplap,ɒ l ɒ p l ɒ p,0
{hun}alapok,ɒ l ɒ p o k,0
{hun}alapon,ɒ l ɒ p o n,0
{hun}alapos,ɒ l ɒ p o ʃ,0
{hun}alaposabban,ɒ l ɒ p o ʃ ɒ bː ɒ n,0
{hun}alapozva,ɒ l ɒ p o z v ɒ,0
{hun}alapterület,ɒ l ɒ p t ɛ r y l ɛ t,0
{hun}alapul,ɒ l ɒ p u l,0
{hun}alapvető,ɒ l ɒ p v ɛ t øː,0
{hun}alapvetően,ɒ l ɒ p v ɛ t øː ɛ n,0
{hun}alapítvány,ɒ l ɒ p iː t v aː ɲ,0
{hun}alapítványi,ɒ l ɒ p iː t v aː ɲ i,0
{hun}alapú,ɒ l ɒ p uː,0
{hun}alatt,ɒ l ɒ tː,0
{hun}albert,ɒ l b ɛ r t,0
{hun}album,ɒ l b u m,0
{hun}albumon,ɒ l b u m o n,0
{hun}albániai,ɒ l b aː n i j ɒ j i,0
{hun}alfa,ɒ l f ɒ,0
{hun}alföldi,ɒ l f ø l d i,0
{hun}alhat,ɒ l ɦ ɒ t,0
{hun}aligha,ɒ l i k h ɒ,0
{hun}alja,ɒ jː ɒ,0
{hun}alján,ɒ jː aː n,0
{hun}alka,ɒ l k ɒ,0
{hun}alkalmak,ɒ l k ɒ l m ɒ k,0
{hun}alkalmas,ɒ l k ɒ l m ɒ ʃ,0
{hun}alkalmasnak,ɒ l k ɒ l m ɒ ʃ n ɒ k,0
{hun}alkalmassá,ɒ l k ɒ l m ɒ ʃː aː,0
{hun}alkalmat,ɒ l k ɒ l m ɒ t,0
{hun}alkalmazható,ɒ l k ɒ l m ɒ s h ɒ t oː,0
{hun}alkalmazni,ɒ l k ɒ l m ɒ z n i,0
{hun}alkalmazása,ɒ l k ɒ l m ɒ z aː ʃ ɒ,0
{hun}alkalmazásának,ɒ l k ɒ l m ɒ z aː ʃ aː n ɒ k,0
{hun}alkalmazásával,ɒ l k ɒ l m ɒ z aː ʃ aː v ɒ l,0
{hun}alkalom,ɒ l k ɒ l o m,0
{hun}alkalomhoz,ɒ l k ɒ l o m ɦ o z,0
{hun}alkalommal,ɒ l k ɒ l o mː ɒ l,0
{hun}alkat,ɒ l k ɒ t,0
{hun}alkatrész,ɒ l k ɒ t r eː s,0
{hun}alkohol,ɒ l k o h o l,0
{hun}alkoholista,ɒ l k o h o l i ʃ t ɒ,0
{hun}alkonyataink,ɒ l k o ɲ ɒ t ɒ j i ŋ k,0
{hun}alkotmánybíróság,ɒ l k o t m aː ɲ b iː r oː ʃ aː ɡ,0
{hun}alkotmányos,ɒ l k o t m aː ɲ o ʃ,0
{hun}alkotása,ɒ l k o t aː ʃ ɒ,0
{hun}alkotó,ɒ l k o t oː,0
{hun}allen,ɛ l ɛ n,0
{hun}alpesi,ɒ l p ɛ ʃ i,0
{hun}alpolgármester,ɒ l p o l ɡ aː r m ɛ ʃ t ɛ r,0
{hun}alszik,ɒ l s i k,0
{hun}alsó,ɒ l ʃ oː,0
{hun}alternatív,ɒ l t ɛ r n ɒ t iː v,0
{hun}aluli,ɒ l u l i,0
{hun}alumínium,ɒ l u m iː n i j u m,0
{hun}alá,ɒ l aː,0
{hun}alább,ɒ l aː bː,0
{hun}alábbi,ɒ l aː bː i,0
{hun}alábbiak,ɒ l aː bː i j ɒ k,0
{hun}alám,ɒ l aː m,0
{hun}alánk,ɒ l aː ŋ k,0
{hun}alázat,ɒ l aː z ɒ t,0
{hun}aláírta,ɒ l aː j iː r t ɒ,0
{hun}aláírást,ɒ l aː j iː r aː ʃ t,0
{hun}alól,ɒ l oː l,0
{hun}ama,ɒ m ɒ,0
{hun}amatőr,ɒ m ɒ t øː r,0
{hun}amcsik,ɒ m t͡ʃ i k,0
{hun}ameddig,ɒ m ɛ dː i ɡ,0
{hun}amellett,ɒ m ɛ lː ɛ tː,0
{hun}amely,ɒ m ɛ j,0
{hun}amelyben,ɒ m ɛ j b ɛ n,0
{hun}amelyek,ɒ m ɛ j ɛ k,0
{hun}amelyekben,ɒ m ɛ j ɛ ɡ b ɛ n,0
{hun}amelyeken,ɒ m ɛ j ɛ k ɛ n,0
{hun}amelyekhez,ɒ m ɛ j ɛ k h ɛ z,0
{hun}amelyekkel,ɒ m ɛ j ɛ kː ɛ l,0
{hun}amelyekre,ɒ m ɛ j ɛ k r ɛ,0
{hun}amelyen,ɒ m ɛ j ɛ n,0
{hun}amelyet,ɒ m ɛ j ɛ t,0
{hun}amelynek,ɒ m ɛ j n ɛ k,0
{hun}amelynél,ɒ m ɛ j n eː l,0
{hun}amelyről,ɒ m ɛ j r øː l,0
{hun}amennyi,ɒ m ɛ ɲː i,0
{hun}amennyiben,ɒ m ɛ ɲː i b ɛ n,0
{hun}amennyire,ɒ m ɛ ɲː i r ɛ,0
{hun}amerikai,ɒ m ɛ r i k ɒ j i,0
{hun}ami,ɒ m i,0
{hun}amiben,ɒ m i b ɛ n,0
{hun}amiből,ɒ m i b øː l,0
{hun}amihez,ɒ m i ɦ ɛ z,0
{hun}amiket,ɒ m i k ɛ t,0
{hun}amikkel,ɒ m i kː ɛ l,0
{hun}amikor,ɒ m i k o r,0
{hun}amilyen,ɒ m i j ɛ n,0
{hun}amin,ɒ m i n,0
{hun}aminek,ɒ m i n ɛ k,0
{hun}amire,ɒ m i r ɛ,0
{hun}amiről,ɒ m i r øː l,0
{hun}amit,ɒ m i t,0
{hun}amivel,ɒ m i v ɛ l,0
{hun}amióta,ɒ m i j oː t ɒ,0
{hun}amnesztia,ɒ m n ɛ s t i j ɒ,0
{hun}amolyan,ɒ m o j ɒ n,0
{hun}amúgy,ɒ m uː ɟ,0
{hun}analfabéták,ɒ n ɒ l f ɒ b eː t aː k,0
{hun}analóg,ɒ n ɒ l oː ɡ,0
{hun}analógia,ɒ n ɒ l oː ɡ i j ɒ,0
{hun}andrás,ɒ n d r aː ʃ,0
{hun}anesztézia,ɒ n ɛ s t eː z i j ɒ,0
{hun}angliában,ɒ ŋ ɡ l i j aː b ɒ n,0
{hun}angol,ɒ ŋ ɡ o l,0
{hun}angolok,ɒ ŋ ɡ o l o k,0
{hun}anikó,ɒ n i k oː,0
{hun}animizmus,ɒ n i m i z m u ʃ,0
{hun}animációs,ɒ n i m aː t͡s i j oː ʃ,0
{hun}anna,ɒ nː ɒ,0
{hun}annak,ɒ nː ɒ k,0
{hun}annyi,ɒ ɲː i,0
{hun}annyira,ɒ ɲː i r ɒ,0
{hun}annácska,ɒ nː aː t͡ʃ k ɒ,0
{hun}annál,ɒ nː aː l,0
{hun}antal,ɒ n t ɒ l,0
{hun}anti,ɒ n t i,0
{hun}antidemokratikus,ɒ n t i d ɛ m o k r ɒ t i k u ʃ,0
{hun}anyag,ɒ ɲ ɒ ɡ,0
{hun}anyaga,ɒ ɲ ɒ ɡ ɒ,0
{hun}anyagai,ɒ ɲ ɒ ɡ ɒ j i,0
{hun}anyagban,ɒ ɲ ɒ ɡ b ɒ n,0
{hun}anyagból,ɒ ɲ ɒ ɡ b oː l,0
{hun}anyagi,ɒ ɲ ɒ ɡ i,0
{hun}anyagilag,ɒ ɲ ɒ ɡ i l ɒ ɡ,0
{hun}anyagok,ɒ ɲ ɒ ɡ o k,0
{hun}anyagokat,ɒ ɲ ɒ ɡ o k ɒ t,0
{hun}anyagokból,ɒ ɲ ɒ ɡ o ɡ b oː l,0
{hun}anyagot,ɒ ɲ ɒ ɡ o t,0
{hun}anyanyelvű,ɒ ɲ ɒ ɲ ɛ l v yː,0
{hun}anyja,ɒ ɲː ɒ,0
{hun}anyuka,ɒ ɲ u k ɒ,0
{hun}anyós,ɒ ɲ oː ʃ,0
{hun}anélkül,ɒ n eː l k y l,0
{hun}apa,ɒ p ɒ,0
{hun}apad,ɒ p ɒ d,0
{hun}apeh,ɒ p ɛ x,0
{hun}apja,ɒ p j ɒ,0
{hun}apró,ɒ p r oː,0
{hun}apám,ɒ p aː m,0
{hun}apát,ɒ p aː t,0
{hun}aranka,ɒ r ɒ ŋ k ɒ,0
{hun}arany,ɒ r ɒ ɲ,0
{hun}aranyos,ɒ r ɒ ɲ o ʃ,0
{hun}arca,ɒ r t͡s ɒ,0
{hun}arcán,ɒ r t͡s aː n,0
{hun}arcú,ɒ r t͡s uː,0
{hun}argentína,ɒ r ɡ ɛ n t iː n ɒ,0
{hun}argonod,ɒ r ɡ o n o d,0
{hun}arisztokrácia,ɒ r i s t o k r aː t͡s i j ɒ,0
{hun}arrafelé,ɒ rː ɒ f ɛ l eː,0
{hun}arról,ɒ rː oː l,0
{hun}artériás,ɒ r t eː r i j aː ʃ,0
{hun}aránya,ɒ r aː ɲ ɒ,0
{hun}aránylag,ɒ r aː ɲ l ɒ ɡ,0
{hun}arányos,ɒ r aː ɲ o ʃ,0
{hun}asszem,ɒ sː ɛ m,0
{hun}asszociációs,ɒ sː o t͡s i j aː t͡s i j oː ʃ,0
{hun}asszony,ɒ sː o ɲ,0
{hun}asszonyt,ɒ sː o ɲ t,0
{hun}aszerint,ɒ s ɛ r i n t,0
{hun}asztalé,ɒ s t ɒ l eː,0
{hun}asztrológia,ɒ s t r o l oː ɡ i j ɒ,0
{hun}ateizmus,ɒ t ɛ j i z m u ʃ,0
{hun}atom,ɒ t o m,0
{hun}atomerőmű,ɒ t o m ɛ r øː m yː,0
{hun}attila,ɒ t i lː ɒ,0
{hun}attribútum,ɒ t r i b uː t u m,0
{hun}audiokommentár,ɒ u d i j o k o mː ɛ n t aː r,0
{hun}ausztria,ɒ u s t r i j ɒ,0
{hun}ausztriai,ɒ u s t r i j ɒ j i,0
{hun}ausztriában,ɒ u s t r i j aː b ɒ n,0
{hun}ausztrál,ɒ u s t r aː l,0
{hun}ausztráliában,ɒ u s t r aː l i j aː b ɒ n,0
{hun}autizmus,ɒ u t i z m u ʃ,0
{hun}autonómia,ɒ u t o n oː m i j ɒ,0
{hun}autonómiák,ɒ u t o n oː m i j aː k,0
{hun}autója,ɒ u t oː j ɒ,0
{hun}autók,ɒ u t oː k,0
{hun}autókat,ɒ u t oː k ɒ t,0
{hun}autóknál,ɒ u t oː k n aː l,0
{hun}autónk,ɒ u t oː ŋ k,0
{hun}autópályán,ɒ u t oː p aː j aː n,0
{hun}autót,ɒ u t oː t,0
{hun}autóval,ɒ u t oː v ɒ l,0
{hun}avagy,ɒ v ɒ ɟ,0
{hun}avar,ɒ v ɒ r,0
{hun}azaz,ɒ z ɒ z,0
{hun}azeri,ɒ z ɛ r i,0
{hun}aznap,ɒ z n ɒ p,0
{hun}azok,ɒ z o k,0
{hun}azokat,ɒ z o k ɒ t,0
{hun}azokban,ɒ z o ɡ b ɒ n,0
{hun}azokból,ɒ z o ɡ b oː l,0
{hun}azoknak,ɒ z o k n ɒ k,0
{hun}azokon,ɒ z o k o n,0
{hun}azokra,ɒ z o k r ɒ,0
{hun}azoktól,ɒ z o k t oː l,0
{hun}azokért,ɒ z o k eː r t,0
{hun}azon,ɒ z o n,0
{hun}azonban,ɒ z o m b ɒ n,0
{hun}azonnal,ɒ z o nː ɒ l,0
{hun}azonnali,ɒ z o nː ɒ l i,0
{hun}azonos,ɒ z o n o ʃ,0
{hun}azonosak,ɒ z o n o ʃ ɒ k,0
{hun}azonosító,ɒ z o n o ʃ iː t oː,0
{hun}azt,ɒ s t,0
{hun}aztán,ɒ s t aː n,0
{hun}azután,ɒ z u t aː n,0
{hun}azzal,ɒ zː ɒ l,0
{hun}azért,ɒ z eː r t,0
{hun}azóta,ɒ z oː t ɒ,0
{hun}baj,b ɒ j,0
{hun}bajnok,b ɒ j n o k,0
{hun}bajnoki,b ɒ j n o k i,0
{hun}bajnokok,b ɒ j n o k o k,0
{hun}bajnokság,b ɒ j n o k ʃ aː ɡ,0
{hun}bajod,b ɒ j o d,0
{hun}bajok,b ɒ j o k,0
{hun}bajom,b ɒ j o m,0
{hun}bajor,b ɒ j o r,0
{hun}bajuk,b ɒ j u k,0
{hun}baki,b ɒ k i,0
{hun}bakteriológiai,b ɒ k t ɛ r i j o l oː ɡ i j ɒ j i,0
{hun}bal,b ɒ l,0
{hun}balaton,b ɒ l ɒ t o n,0
{hun}balatoni,b ɒ l ɒ t o n i,0
{hun}baleset,b ɒ l ɛ ʃ ɛ t,0
{hun}balesetek,b ɒ l ɛ ʃ ɛ t ɛ k,0
{hun}balesetet,b ɒ l ɛ ʃ ɛ t ɛ t,0
{hun}baleseti,b ɒ l ɛ ʃ ɛ t i,0
{hun}ballépés,b ɒ lː eː p eː ʃ,0
{hun}balra,b ɒ rː ɒ,0
{hun}balázs,b ɒ l aː ʒ,0
{hun}barack,b ɒ r ɒ t͡s k,0
{hun}barlang,b ɒ r l ɒ ŋ ɡ,0
{hun}barlangász,b ɒ r l ɒ ŋ ɡ aː s,0
{hun}barna,b ɒ r n ɒ,0
{hun}barnállik,b ɒ r n aː lː i k,0
{hun}barokk,b ɒ r o kː,0
{hun}baromfi,b ɒ r o ɱ f i,0
{hun}baromfitenyésztés,b ɒ r o ɱ f i t ɛ ɲ eː s t eː ʃ,0
{hun}baromság,b ɒ r o m ʃ aː ɡ,0
{hun}baross,b ɒ r o ʃ,0
{hun}bartók,b ɒ r t oː k,0
{hun}barátai,b ɒ r aː t ɒ j i,0
{hun}barátaim,b ɒ r aː t ɒ j i m,0
{hun}baráti,b ɒ r aː t i,0
{hun}barátja,b ɒ r aː cː ɒ,0
{hun}barátnő,b ɒ r aː t n øː,0
{hun}barátnője,b ɒ r aː t n øː j ɛ,0
{hun}barátom,b ɒ r aː t o m,0
{hun}barázda,b ɒ r aː z d ɒ,0
{hun}basszusgitár,b ɒ sː u ʒ ɡ i t aː r,0
{hun}batthyány,b ɒ cː aː ɲ i,0
{hun}be,b ɛ,0
{hun}bead,b ɛ ɒ d,0
{hun}beadja,b ɛ ɒ ɟː ɒ,0
{hun}beavatkozások,b ɛ ɒ v ɒ t k o z aː ʃ o k,0
{hun}beavatottak,b ɛ ɒ v ɒ t o tː ɒ k,0
{hun}becses,b ɛ t͡ʃ ɛ ʃ,0
{hun}beethoven,b eː t oː v ɛ n,0
{hun}befejezetlen,b ɛ f ɛ j ɛ z ɛ t l ɛ n,0
{hun}befejezett,b ɛ f ɛ j ɛ z ɛ tː,0
{hun}befejezés,b ɛ f ɛ j ɛ z eː ʃ,0
{hun}befejezése,b ɛ f ɛ j ɛ z eː ʃ ɛ,0
{hun}befektetés,b ɛ f ɛ k t ɛ t eː ʃ,0
{hun}befektetők,b ɛ f ɛ k t ɛ t øː k,0
{hun}befelé,b ɛ f ɛ l eː,0
{hun}befogadó,b ɛ f o ɡ ɒ d oː,0
{hun}befolyásolni,b ɛ f o j aː ʃ o l n i,0
{hun}befolyásoló,b ɛ f o j aː ʃ o l oː,0
{hun}befolyásos,b ɛ f o j aː ʃ o ʃ,0
{hun}beindul,b ɛ j i n d u l,0
{hun}beismerte,b ɛ j i ʃ m ɛ r t ɛ,0
{hun}bejelenteni,b ɛ j ɛ l ɛ n t ɛ n i,0
{hun}bejelentette,b ɛ j ɛ l ɛ n t ɛ tː ɛ,0
{hun}bejelentés,b ɛ j ɛ l ɛ n t eː ʃ,0
{hun}bejelentése,b ɛ j ɛ l ɛ n t eː ʃ ɛ,0
{hun}bejárat,b ɛ j aː r ɒ t,0
{hun}bejárati,b ɛ j aː r ɒ t i,0
{hun}bele,b ɛ l ɛ,0
{hun}beleegyezés,b ɛ l ɛ ɛ ɟː ɛ z eː ʃ,0
{hun}beleszeret,b ɛ l ɛ s ɛ r ɛ t,0
{hun}beleért,b ɛ l ɛ j eː r t,0
{hun}belga,b ɛ l ɡ ɒ,0
{hun}belgium,b ɛ l ɡ i j u m,0
{hun}belső,b ɛ l ʃ øː,0
{hun}beltéri,b ɛ l t eː r i,0
{hun}belváros,b ɛ l v aː r o ʃ,0
{hun}belvárosi,b ɛ l v aː r o ʃ i,0
{hun}belé,b ɛ l eː,0
{hun}beléd,b ɛ l eː d,0
{hun}beléjük,b ɛ l eː j y k,0
{hun}belépni,b ɛ l eː p n i,0
{hun}belépődíj,b ɛ l eː p øː d iː j,0
{hun}belügyminiszter,b ɛ l y ɟ m i n i s t ɛ r,0
{hun}belügyminisztérium,b ɛ l y ɟ m i n i s t eː r i j u m,0
{hun}belül,b ɛ l y l,0
{hun}belüli,b ɛ l y l i,0
{hun}belőle,b ɛ l øː l ɛ,0
{hun}belőlük,b ɛ l øː l y k,0
{hun}belőlünk,b ɛ l øː l y ŋ k,0
{hun}bemutatja,b ɛ m u t ɒ cː ɒ,0
{hun}bemutatni,b ɛ m u t ɒ t n i,0
{hun}bemutatott,b ɛ m u t ɒ t o tː,0
{hun}bemutatása,b ɛ m u t ɒ t aː ʃ ɒ,0
{hun}bemutatásra,b ɛ m u t ɒ t aː ʃ r ɒ,0
{hun}bemutatásával,b ɛ m u t ɒ t aː ʃ aː v ɒ l,0
{hun}bencés,b ɛ n t͡s eː ʃ,0
{hun}benkő,b ɛ ŋ k øː,0
{hun}benn,b ɛ nː,0
{hun}benne,b ɛ nː ɛ,0
{hun}benned,b ɛ nː ɛ d,0
{hun}bennetek,b ɛ nː ɛ t ɛ k,0
{hun}bennszülött,b ɛ n s y l ø tː,0
{hun}bennük,b ɛ nː y k,0
{hun}bennünket,b ɛ nː y ŋ k ɛ t,0
{hun}bent,b ɛ n t,0
{hun}benyomni,b ɛ ɲ o m n i,0
{hun}benyújtani,b ɛ ɲ uː j t ɒ n i,0
{hun}benzin,b ɛ n z i n,0
{hun}berci,b ɛ r t͡s i,0
{hun}berendezett,b ɛ r ɛ n d ɛ z ɛ tː,0
{hun}berendezés,b ɛ r ɛ n d ɛ z eː ʃ,0
{hun}berendezések,b ɛ r ɛ n d ɛ z eː ʃ ɛ k,0
{hun}berlini,b ɛ r l i n i,0
{hun}bernstein,b ɛ r n ʃ t ɛ j n,0
{hun}berta,b ɛ r t ɒ,0
{hun}beruházás,b ɛ r u ɦ aː z aː ʃ,0
{hun}beruházási,b ɛ r u ɦ aː z aː ʃ i,0
{hun}beruházások,b ɛ r u ɦ aː z aː ʃ o k,0
{hun}beszerezni,b ɛ s ɛ r ɛ z n i,0
{hun}beszerzés,b ɛ s ɛ r z eː ʃ,0
{hun}beszerzése,b ɛ s ɛ r z eː ʃ ɛ,0
{hun}beszámoló,b ɛ s aː m o l oː,0
{hun}beszéd,b ɛ s eː d,0
{hun}beszédes,b ɛ s eː d ɛ ʃ,0
{hun}beszédet,b ɛ s eː d ɛ t,0
{hun}beszédében,b ɛ s eː d eː b ɛ n,0
{hun}beszédét,b ɛ s eː d eː t,0
{hun}beszél,b ɛ s eː l,0
{hun}beszélek,b ɛ s eː l ɛ k,0
{hun}beszélget,b ɛ s eː l ɡ ɛ t,0
{hun}beszélgetés,b ɛ s eː l ɡ ɛ t eː ʃ,0
{hun}beszélgetések,b ɛ s eː l ɡ ɛ t eː ʃ ɛ k,0
{hun}beszélgetésre,b ɛ s eː l ɡ ɛ t eː ʃ r ɛ,0
{hun}beszélgetést,b ɛ s eː l ɡ ɛ t eː ʃ t,0
{hun}beszéljen,b ɛ s eː jː ɛ n,0
{hun}beszélni,b ɛ s eː l n i,0
{hun}beszélsz,b ɛ s eː l s,0
{hun}beszélt,b ɛ s eː l t,0
{hun}beszéltem,b ɛ s eː l t ɛ m,0
{hun}beszéltünk,b ɛ s eː l t y ŋ k,0
{hun}beszélünk,b ɛ s eː l y ŋ k,0
{hun}beszélő,b ɛ s eː l øː,0
{hun}betartása,b ɛ t ɒ r t aː ʃ ɒ,0
{hun}beteg,b ɛ t ɛ ɡ,0
{hun}betegek,b ɛ t ɛ ɡ ɛ k,0
{hun}betegség,b ɛ t ɛ k ʃ eː ɡ,0
{hun}betegségek,b ɛ t ɛ k ʃ eː ɡ ɛ k,0
{hun}betegséget,b ɛ t ɛ k ʃ eː ɡ ɛ t,0
{hun}betegágy,b ɛ t ɛ ɡ aː ɟ,0
{hun}betekintést,b ɛ t ɛ k i n t eː ʃ t,0
{hun}beton,b ɛ t o n,0
{hun}betyárok,b ɛ c aː r o k,0
{hun}betöltött,b ɛ t ø l t ø tː,0
{hun}betű,b ɛ t yː,0
{hun}betűket,b ɛ t yː k ɛ t,0
{hun}betűméret,b ɛ t yː m eː r ɛ t,0
{hun}bevett,b ɛ v ɛ tː,0
{hun}bevette,b ɛ v ɛ tː ɛ,0
{hun}bevezetett,b ɛ v ɛ z ɛ t ɛ tː,0
{hun}bevezetni,b ɛ v ɛ z ɛ t n i,0
{hun}bevezetés,b ɛ v ɛ z ɛ t eː ʃ,0
{hun}bevezetését,b ɛ v ɛ z ɛ t eː ʃ eː t,0
{hun}bevált,b ɛ v aː l t,0
{hun}bevétel,b ɛ v eː t ɛ l,0
{hun}bevételek,b ɛ v eː t ɛ l ɛ k,0
{hun}bevételi,b ɛ v eː t ɛ l i,0
