merged_spelling,ipa,langid
{geo}აისბერგი,ɑ i s b ɛ r ɡ i,0
{geo}აკადემია,ɑ kʼ ɑ d ɛ m i ɑ,0
{geo}აკადემიად,ɑ kʼ ɑ d ɛ m i ɑ d,0
{geo}აკადემიამ,ɑ kʼ ɑ d ɛ m i ɑ m,0
{geo}აკადემიას,ɑ kʼ ɑ d ɛ m i ɑ s,0
{geo}აკადემიით,ɑ kʼ ɑ d ɛ m i i tʰ,0
{geo}აკადემიის,ɑ kʼ ɑ d ɛ m i i s,0
{geo}აკადემიურად,ɑ kʼ ɑ d ɛ m i u r ɑ d,0
{geo}აკადემიური,ɑ kʼ ɑ d ɛ m i u r i,0
{geo}აკეთებს,ɑ kʼ ɛ tʰ ɛ b s,0
{geo}აკვანთა,ɑ kʼ v ɑ n tʰ ɑ,0
{geo}აკვანი,ɑ kʼ v ɑ n i,0
{geo}აკვანს,ɑ kʼ v ɑ n s,0
{geo}აკვარიუმი,ɑ kʼ v ɑ r i u m i,0
{geo}აკვედუკი,ɑ kʼ v ɛ d u kʼ i,0
{geo}აკვიატება,ɑ kʼ v i ɑ tʼ ɛ b ɑ,0
{geo}აკვიატებული,ɑ kʼ v i ɑ tʼ ɛ b u l i,0
{geo}აკვირვებს,ɑ kʼ v i r v ɛ b s,0
{geo}აკვნებს,ɑ kʼ v n ɛ b s,0
{geo}აკვნის,ɑ kʼ v n i s,0
{geo}აკლდამა,ɑ kʼ l d ɑ m ɑ,0
{geo}აკლებს,ɑ kʼ l ɛ b s,0
{geo}აკლია,ɑ kʼ l i ɑ,0
{geo}აკრავს,ɑ kʼ r ɑ v s,0
{geo}აკრისტალებს,ɑ kʼ r i s tʼ ɑ l ɛ b s,0
{geo}აკრძალვითად,ɑ kʼ r d͡z ɑ l v i tʰ ɑ d,0
{geo}აკრძალული,ɑ kʼ r d͡z ɑ l u l i,0
{geo}აკუთა,ɑ kʼ u tʰ ɑ,0
{geo}აკუმულატორი,ɑ kʼ u m u l ɑ tʼ ɔ r i,0
{geo}აკურატულად,ɑ kʼ u r ɑ tʼ u l ɑ d,0
{geo}აკურატული,ɑ kʼ u r ɑ tʼ u l i,0
{geo}აკურთხებს,ɑ kʼ u r tʰ x ɛ b s,0
{geo}აკუსტიკა,ɑ kʼ u s tʼ i kʼ ɑ,0
{geo}აკუსტიკური,ɑ kʼ u s tʼ i kʼ u r i,0
{geo}ალაგი,ɑ l ɑ ɡ i,0
{geo}ალადასტური,ɑ l ɑ d ɑ s tʼ u r i,0
{geo}ალადინი,ɑ l ɑ d i n i,0
{geo}ალაზანი,ɑ l ɑ z ɑ n i,0
{geo}ალალი,ɑ l ɑ l i,0
{geo}ალამი,ɑ l ɑ m i,0
{geo}ალაო,ɑ l ɑ ɔ,0
{geo}ალასანია,ɑ l ɑ s ɑ n i ɑ,0
{geo}ალაჰი,ɑ l ɑ h i,0
{geo}ალბათ,ɑ l b ɑ tʰ,0
{geo}ალბათობა,ɑ l b ɑ tʰ ɔ b ɑ,0
{geo}ალბანეთი,ɑ l b ɑ n ɛ tʰ i,0
{geo}ალბინოსი,ɑ l b i n ɔ s i,0
{geo}ალბომად,ɑ l b ɔ m ɑ d,0
{geo}ალბომი,ɑ l b ɔ m i,0
{geo}ალბომით,ɑ l b ɔ m i tʰ,0
{geo}ალბომის,ɑ l b ɔ m i s,0
{geo}ალბომმა,ɑ l b ɔ m m ɑ,0
{geo}ალბომს,ɑ l b ɔ m s,0
{geo}ალგორითმი,ɑ l ɡ ɔ r i tʰ m i,0
{geo}ალეგორია,ɑ l ɛ ɡ ɔ r i ɑ,0
{geo}ალეპო,ɑ l ɛ pʼ ɔ,0
{geo}ალერგია,ɑ l ɛ r ɡ i ɑ,0
{geo}ალერგიული,ɑ l ɛ r ɡ i u l i,0
{geo}ალერსი,ɑ l ɛ r s i,0
{geo}ალერსიანი,ɑ l ɛ r s i ɑ n i,0
{geo}ალერსით,ɑ l ɛ r s i tʰ,0
{geo}ალექსანდრა,ɑ l ɛ kʰ s ɑ n d r ɑ,0
{geo}ალექსანდრე,ɑ l ɛ kʰ s ɑ n d r ɛ,0
{geo}ალვა,ɑ l v ɑ,0
{geo}ალი,ɑ l i,0
{geo}ალიაქოთი,ɑ l i ɑ kʰ ɔ tʰ i,0
{geo}ალიბი,ɑ l i b i,0
{geo}ალიგატორი,ɑ l i ɡ ɑ tʼ ɔ r i,0
{geo}ალიკაპი,ɑ l i kʼ ɑ pʼ i,0
{geo}ალისფერი,ɑ l i s pʰ ɛ r i,0
{geo}ალკოჰოლი,ɑ l kʼ ɔ h ɔ l i,0
{geo}ალკოჰოლიანი,ɑ l kʼ ɔ h ɔ l i ɑ n i,0
{geo}ალკოჰოლური,ɑ l kʼ ɔ h ɔ l u r i,0
{geo}ალმასი,ɑ l m ɑ s i,0
{geo}ალმოდებული,ɑ l m ɔ d ɛ b u l i,0
{geo}ალოე,ɑ l ɔ ɛ,0
{geo}ალპინისტი,ɑ l pʼ i n i s tʼ i,0
{geo}ალპური,ɑ l pʼ u r i,0
{geo}ალჟირი,ɑ l ʒ i r i,0
{geo}ალტერნატივა,ɑ l tʼ ɛ r n ɑ tʼ i v ɑ,0
{geo}ალტი,ɑ l tʼ i,0
{geo}ალტრუიზმი,ɑ l tʼ r u i z m i,0
{geo}ალუბალი,ɑ l u b ɑ l i,0
{geo}ალუვიური,ɑ l u v i u r i,0
{geo}ალუმინი,ɑ l u m i n i,0
{geo}ალფა,ɑ l pʰ ɑ,0
{geo}ალღო,ɑ l ɣ ɔ,0
{geo}ამ,ɑ m,0
{geo}ამაზე,ɑ m ɑ z ɛ,0
{geo}ამაო,ɑ m ɑ ɔ,0
{geo}ამაოდ,ɑ m ɑ ɔ d,0
{geo}ამართლებს,ɑ m ɑ r tʰ l ɛ b s,0
{geo}ამატებს,ɑ m ɑ tʼ ɛ b s,0
{geo}ამაღლებული,ɑ m ɑ ɣ l ɛ b u l i,0
{geo}ამაყად,ɑ m ɑ qʼ ɑ d,0
{geo}ამაში,ɑ m ɑ ʃ i,0
{geo}ამბავი,ɑ m b ɑ v i,0
{geo}ამბიცია,ɑ m b i t͡s i ɑ,0
{geo}ამბობს,ɑ m b ɔ b s,0
{geo}ამბოხება,ɑ m b ɔ x ɛ b ɑ,0
{geo}ამბოხებული,ɑ m b ɔ x ɛ b u l i,0
{geo}ამბოხი,ɑ m b ɔ x i,0
{geo}ამდენად,ɑ m d ɛ n ɑ d,0
{geo}ამერიკა,ɑ m ɛ r i kʼ ɑ,0
{geo}ამერიკამ,ɑ m ɛ r i kʼ ɑ m,0
{geo}ამერიკას,ɑ m ɛ r i kʼ ɑ s,0
{geo}ამერიკელი,ɑ m ɛ r i kʼ ɛ l i,0
{geo}ამერიკის,ɑ m ɛ r i kʼ i s,0
{geo}ამერიკული,ɑ m ɛ r i kʼ u l i,0
{geo}ამზადებს,ɑ m z ɑ d ɛ b s,0
{geo}ამთავრებს,ɑ m tʰ ɑ v r ɛ b s,0
{geo}ამთქნარებს,ɑ m tʰ kʰ n ɑ r ɛ b s,0
{geo}ამიაკი,ɑ m i ɑ kʼ i,0
{geo}ამიერიდან,ɑ m i ɛ r i d ɑ n,0
{geo}ამით,ɑ m i tʰ,0
{geo}ამინ,ɑ m i n,0
{geo}ამინდი,ɑ m i n d i,0
{geo}ამირი,ɑ m i r i,0
{geo}ამისულაშვილი,ɑ m i s u l ɑ ʃ v i l i,0
{geo}ამიტომ,ɑ m i tʼ ɔ m,0
{geo}ამკობს,ɑ m kʼ ɔ b s,0
{geo}ამნეზია,ɑ m n ɛ z i ɑ,0
{geo}ამნისტია,ɑ m n i s tʼ i ɑ,0
{geo}ამოზნექილი,ɑ m ɔ z n ɛ kʰ i l i,0
{geo}ამომწურავად,ɑ m ɔ m t͡sʼ u r ɑ v ɑ d,0
{geo}ამომწურავი,ɑ m ɔ m t͡sʼ u r ɑ v i,0
{geo}ამორალური,ɑ m ɔ r ɑ l u r i,0
{geo}ამოუწურავი,ɑ m ɔ u t͡sʼ u r ɑ v i,0
{geo}ამოყვანილი,ɑ m ɔ qʼ v ɑ n i l i,0
{geo}ამოცანა,ɑ m ɔ t͡s ɑ n ɑ,0
{geo}ამოცნობა,ɑ m ɔ t͡s n ɔ b ɑ,0
{geo}ამპარტავანი,ɑ m pʼ ɑ r tʼ ɑ v ɑ n i,0
{geo}ამპერმეტრი,ɑ m pʼ ɛ r m ɛ tʼ r i,0
{geo}ამპულა,ɑ m pʼ u l ɑ,0
{geo}ამპუტაცია,ɑ m pʼ u tʼ ɑ t͡s i ɑ,0
{geo}ამჟამად,ɑ m ʒ ɑ m ɑ d,0
{geo}ამრეკლავი,ɑ m r ɛ kʼ l ɑ v i,0
{geo}ამსგავსებს,ɑ m s ɡ ɑ v s ɛ b s,0
{geo}ამსტერდამი,ɑ m s tʼ ɛ r d ɑ m i,0
{geo}ამტვრევს,ɑ m tʼ v r ɛ v s,0
{geo}ამუშავებს,ɑ m u ʃ ɑ v ɛ b s,0
{geo}ამუხრუჭებს,ɑ m u x r u t͡ʃʼ ɛ b s,0
{geo}ამფიბია,ɑ m pʰ i b i ɑ,0
{geo}ამშვიდებს,ɑ m ʃ v i d ɛ b s,0
{geo}ამჩნევს,ɑ m t͡ʃ n ɛ v s,0
{geo}ამძიმებს,ɑ m d͡z i m ɛ b s,0
{geo}ამწარებს,ɑ m t͡sʼ ɑ r ɛ b s,0
{geo}ამწე,ɑ m t͡sʼ ɛ,0
{geo}ამხანაგი,ɑ m x ɑ n ɑ ɡ i,0
{geo}ამხანაგობა,ɑ m x ɑ n ɑ ɡ ɔ b ɑ,0
{geo}ამხედრებული,ɑ m x ɛ d r ɛ b u l i,0
{geo}ამჯობინებს,ɑ m d͡ʒ ɔ b i n ɛ b s,0
{geo}ანა,ɑ n ɑ,0
{geo}ანაბარი,ɑ n ɑ b ɑ r i,0
{geo}ანაბეჭდი,ɑ n ɑ b ɛ t͡ʃʼ d i,0
{geo}ანაგვიანებს,ɑ n ɑ ɡ v i ɑ n ɛ b s,0
{geo}ანაკონდა,ɑ n ɑ kʼ ɔ n d ɑ,0
{geo}ანალიზი,ɑ n ɑ l i z i,0
{geo}ანალიტიკოსი,ɑ n ɑ l i tʼ i kʼ ɔ s i,0
{geo}ანალოგიურად,ɑ n ɑ l ɔ ɡ i u r ɑ d,0
{geo}ანალოგიური,ɑ n ɑ l ɔ ɡ i u r i,0
{geo}ანალური,ɑ n ɑ l u r i,0
{geo}ანანიძე,ɑ n ɑ n i d͡z ɛ,0
{geo}ანაოჭებს,ɑ n ɑ ɔ t͡ʃʼ ɛ b s,0
{geo}ანარქია,ɑ n ɑ r kʰ i ɑ,0
{geo}ანარქიზმი,ɑ n ɑ r kʰ i z m i,0
{geo}ანატოლი,ɑ n ɑ tʼ ɔ l i,0
{geo}ანატომი,ɑ n ɑ tʼ ɔ m i,0
{geo}ანაფილაქსია,ɑ n ɑ pʰ i l ɑ kʰ s i ɑ,0
{geo}ანახშირებს,ɑ n ɑ x ʃ i r ɛ b s,0
{geo}ანბანი,ɑ n b ɑ n i,0
{geo}ანბანური,ɑ n b ɑ n u r i,0
{geo}ანგარება,ɑ n ɡ ɑ r ɛ b ɑ,0
{geo}ანგარი,ɑ n ɡ ɑ r i,0
{geo}ანგარიშვალდებულება,ɑ n ɡ ɑ r i ʃ v ɑ l d ɛ b u l ɛ b ɑ,0
{geo}ანგარიშვალდებული,ɑ n ɡ ɑ r i ʃ v ɑ l d ɛ b u l i,0
{geo}ანგარიში,ɑ n ɡ ɑ r i ʃ i,0
{geo}ანგელოზა,ɑ n ɡ ɛ l ɔ z ɑ,0
{geo}ანგელოზი,ɑ n ɡ ɛ l ɔ z i,0
{geo}ანგელოზივით,ɑ n ɡ ɛ l ɔ z i v i tʰ,0
{geo}ანგია,ɑ n ɡ i ɑ,0
{geo}ანგრევს,ɑ n ɡ r ɛ v s,0
{geo}ანდრია,ɑ n d r i ɑ,0
{geo}ანეკდოტური,ɑ n ɛ kʼ d ɔ tʼ u r i,0
{geo}ანემია,ɑ n ɛ m i ɑ,0
{geo}ანექსია,ɑ n ɛ kʰ s i ɑ,0
{geo}ანთება,ɑ n tʰ ɛ b ɑ,0
{geo}ანთებითი,ɑ n tʰ ɛ b i tʰ i,0
{geo}ანთებს,ɑ n tʰ ɛ b s,0
{geo}ანთებული,ɑ n tʰ ɛ b u l i,0
{geo}ანთოლოგია,ɑ n tʰ ɔ l ɔ ɡ i ɑ,0
{geo}ანთრაციტი,ɑ n tʰ r ɑ t͡s i tʼ i,0
{geo}ანთროპოლოგი,ɑ n tʰ r ɔ pʼ ɔ l ɔ ɡ i,0
{geo}ანკესი,ɑ n kʼ ɛ s i,0
{geo}ანომალიური,ɑ n ɔ m ɑ l i u r i,0
{geo}ანომალურად,ɑ n ɔ m ɑ l u r ɑ d,0
{geo}ანონიმურად,ɑ n ɔ n i m u r ɑ d,0
{geo}ანონიმური,ɑ n ɔ n i m u r i,0
{geo}ანონიმურობა,ɑ n ɔ n i m u r ɔ b ɑ,0
{geo}ანტაგონისტურად,ɑ n tʼ ɑ ɡ ɔ n i s tʼ u r ɑ d,0
{geo}ანტარქტიდა,ɑ n tʼ ɑ r kʰ tʼ i d ɑ,0
{geo}ანტიბიოტიკი,ɑ n tʼ i b i ɔ tʼ i kʼ i,0
{geo}ანტიკური,ɑ n tʼ i kʼ u r i,0
{geo}ანტიპათია,ɑ n tʼ i pʼ ɑ tʰ i ɑ,0
{geo}ანტიციკლონი,ɑ n tʼ i t͡s i kʼ l ɔ n i,0
{geo}ანტურაჟი,ɑ n tʼ u r ɑ ʒ i,0
{geo}აპათია,ɑ pʼ ɑ tʰ i ɑ,0
{geo}აპარატი,ɑ pʼ ɑ r ɑ tʼ i,0
{geo}აპარატით,ɑ pʼ ɑ r ɑ tʼ i tʰ,0
{geo}აპარატის,ɑ pʼ ɑ r ɑ tʼ i s,0
{geo}აპარატმა,ɑ pʼ ɑ r ɑ tʼ m ɑ,0
{geo}აპარატო,ɑ pʼ ɑ r ɑ tʼ ɔ,0
{geo}აპარატს,ɑ pʼ ɑ r ɑ tʼ s,0
{geo}აპატიებს,ɑ pʼ ɑ tʼ i ɛ b s,0
{geo}აპლიკაცია,ɑ pʼ l i kʼ ɑ t͡s i ɑ,0
{geo}აპლოდისმენტი,ɑ pʼ l ɔ d i s m ɛ n tʼ i,0
{geo}აპოგეა,ɑ pʼ ɔ ɡ ɛ ɑ,0
{geo}აპოკალიფსი,ɑ pʼ ɔ kʼ ɑ l i pʰ s i,0
{geo}აპოკალიფსური,ɑ pʼ ɔ kʼ ɑ l i pʰ s u r i,0
{geo}აპრილი,ɑ pʼ r i l i,0
{geo}აპრილის,ɑ pʼ r i l i s,0
{geo}აპრილმა,ɑ pʼ r i l m ɑ,0
{geo}აპრილს,ɑ pʼ r i l s,0
{geo}არ,ɑ r,0
{geo}არა,ɑ r ɑ,0
{geo}არაადეკვატური,ɑ r ɑ ɑ d ɛ kʼ v ɑ tʼ u r i,0
{geo}არაარსებითი,ɑ r ɑ ɑ r s ɛ b i tʰ i,0
{geo}არაბი,ɑ r ɑ b i,0
{geo}არაბიძე,ɑ r ɑ b i d͡z ɛ,0
{geo}არაბული,ɑ r ɑ b u l i,0
{geo}არაბუნებრივად,ɑ r ɑ b u n ɛ b r i v ɑ d,0
{geo}არაბუნებრივი,ɑ r ɑ b u n ɛ b r i v i,0
{geo}არაგონივრულად,ɑ r ɑ ɡ ɔ n i v r u l ɑ d,0
{geo}არაგონივრული,ɑ r ɑ ɡ ɔ n i v r u l i,0
{geo}არაგულწრფელი,ɑ r ɑ ɡ u l t͡sʼ r pʰ ɛ l i,0
{geo}არადა,ɑ r ɑ d ɑ,0
{geo}არადამაჯერებლად,ɑ r ɑ d ɑ m ɑ d͡ʒ ɛ r ɛ b l ɑ d,0
{geo}არაეთიკურად,ɑ r ɑ ɛ tʰ i kʼ u r ɑ d,0
{geo}არაეთიკური,ɑ r ɑ ɛ tʰ i kʼ u r i,0
{geo}არაეკონომიურად,ɑ r ɑ ɛ kʼ ɔ n ɔ m i u r ɑ d,0
{geo}არაერთხელ,ɑ r ɑ ɛ r tʰ x ɛ l,0
{geo}არაეფექტური,ɑ r ɑ ɛ pʰ ɛ kʰ tʼ u r i,0
{geo}არავინ,ɑ r ɑ v i n,0
{geo}არაზუსტად,ɑ r ɑ z u s tʼ ɑ d,0
{geo}არაზუსტი,ɑ r ɑ z u s tʼ i,0
{geo}არათანაბარი,ɑ r ɑ tʰ ɑ n ɑ b ɑ r i,0
{geo}არათანაბრად,ɑ r ɑ tʰ ɑ n ɑ b r ɑ d,0
{geo}არათანმიმდევრულად,ɑ r ɑ tʰ ɑ n m i m d ɛ v r u l ɑ d,0
{geo}არათითი,ɑ r ɑ tʰ i tʰ i,0
{geo}არაკონსტიტუციურად,ɑ r ɑ kʼ ɔ n s tʼ i tʼ u t͡s i u r ɑ d,0
{geo}არაკორექტული,ɑ r ɑ kʼ ɔ r ɛ kʰ tʼ u l i,0
{geo}არალოგიკურად,ɑ r ɑ l ɔ ɡ i kʼ u r ɑ d,0
{geo}არალოგიკური,ɑ r ɑ l ɔ ɡ i kʼ u r i,0
{geo}არამეგობრული,ɑ r ɑ m ɛ ɡ ɔ b r u l i,0
{geo}არამედ,ɑ r ɑ m ɛ d,0
{geo}არამეცნიერულად,ɑ r ɑ m ɛ t͡s n i ɛ r u l ɑ d,0
{geo}არამზადა,ɑ r ɑ m z ɑ d ɑ,0
{geo}არამყარი,ɑ r ɑ m qʼ ɑ r i,0
