merged_spelling,ipa,langid
{dut}aanrijding,aː n r ɛ i̯ d ɪ ŋ,0
{dut}aanritsgeld,aː n r ɪ t s x ɛ l t,0
{dut}aanroepen,aː n r u p ə n,0
{dut}aanschaf,aː n s x ɑ f,0
{dut}aanschouwen,aː n s x ɑ u̯ ə n,0
{dut}aanschuiven,aː n s x œ y̯ v ə n,0
{dut}aanslaan,aː n s l aː n,0
{dut}aanslag,aː n s l ɑ x,0
{dut}aansluiten,aː n s l œ y̯ t ə n,0
{dut}aansluiting,aː n s l œ y̯ t ɪ ŋ,0
{dut}aanspannen,aː n s p ɑ n ə n,0
{dut}aanspeling,aː n s p eː l ɪ ŋ,0
{dut}aansprakelijk,aː n s p r aː k ə l ə k,0
{dut}aansprakelijkheid,aː n s p r aː k ə l ə k ɦ ɛ i t,0
{dut}aanspreken,aː n s p r eː k ə n,0
{dut}aanstekelijk,aː n s t eː k ə l ə k,0
{dut}aanstellen,aː n s t ɛ l ə n,0
{dut}aanstelling,aː n s t ɛ l ɪ ŋ,0
{dut}aantal,aː n t ɑ l,0
{dut}aantasten,aː n t ɑ s t ə n,0
{dut}aantekenen,aː n t eː k ə n ə n,0
{dut}aantocht,aː n t ɔ x t,0
{dut}aantreden,aː n t r eː d ə n,0
{dut}aantreffen,aː n t r ɛ f ə n,0
{dut}aantrekkelijk,aː n t r ɛ k ə l ə k,0
{dut}aantrekken,aː n t r ɛ k ə n,0
{dut}aantrekking,aː n t r ɛ k ɪ ŋ,0
{dut}aantrekkingskracht,aː n t r ɛ k ɪ ŋ s k r ɑ x t,0
{dut}aanvaardbaar,aː n v aː r t b aː r,0
{dut}aanvaarden,aː n v aː r d ə n,0
{dut}aanvaarding,aː n v aː r d ɪ ŋ,0
{dut}aanval,aː n v ɑ l,0
{dut}aanvallen,aː n v ɑ l ə n,0
{dut}aanvallend,aː n v ɑ l ə n t,0
{dut}aanvaller,aː n v ɑ l ə r,0
{dut}aanvalsplan,aː n v ɑ l s p l ɑ n,0
{dut}aanvankelijk,aː n v ɑ ŋ k ə l ə k,0
{dut}aanvinken,aː n v ɪ ŋ k ə n,0
{dut}aanvoelen,aː n v u l ə n,0
{dut}aanvoerder,aː n v uː r d ə r,0
{dut}aanvoeren,aː n v uː r ə n,0
{dut}aanvraag,aː n v r aː x,0
{dut}aanvragen,aː n v r aː ɣ ə n,0
{dut}aanvreten,aː n v r eː t ə n,0
{dut}aanvullen,aː n v ʏ l ə n,0
{dut}aanvulling,aː n v ʏ l ɪ ŋ,0
{dut}aanwakkeren,aː n ʋ ɑ k ə r ə n,0
{dut}aanwenden,aː n ʋ ɛ n d ə n,0
{dut}aanwerven,aː n ʋ ɛ r v ə n,0
{dut}aanwezig,aː n ʋ eː z ə x,0
{dut}aanwezige,aː n ʋ eː z ə ɣ ə,0
{dut}aanwezigheid,aː n ʋ eː z ə x ɦ ɛ i̯ t,0
{dut}aanwijzen,aː n ʋ ɛ i̯ z ə n,0
{dut}aanwijzing,aː n ʋ ɛ i z ɪ ŋ,0
{dut}aanwinst,aː n ʋ ɪ n s t,0
{dut}aanzien,aː n z i n,0
{dut}aanzienlijk,aː n z i n l ə k,0
{dut}aanzitten,aː n z ɪ t ə n,0
{dut}aanzoek,aː n z u k,0
{dut}aap,aː p,0
{dut}aapje,aː p j ə,0
{dut}aar,aː r,0
{dut}aard,aː r t,0
{dut}aardappelsalade,aː r d ɑ p ə l s aː l aː d ə,0
{dut}aardbeving,aː r t b eː v ɪ ŋ,0
{dut}aarde,aː r d ə,0
{dut}aarden,aː r d ə n,0
{dut}aardgas,aː r t x ɑ s,0
{dut}aardig,aː r d ə x,0
{dut}aards,aː r t s,0
{dut}aardwarmte,aː r t ʋ ɑ r m t ə,0
{dut}aars,aː r s,0
{dut}aart,aː r t,0
{dut}aarts,aː r t s,0
{dut}aartsbisschop,aː r t s b ɪ s x ɔ p,0
{dut}aartshertog,aː r t s ɦ ɛ r t ɔ x,0
{dut}aartshertogin,aː r t s ɦ ɛ r t oː ɣ ɪ n,0
{dut}aarzelen,aː r z ə l ə n,0
{dut}aas,aː s,0
{dut}abacus,ɑ b aː k ʏ s,0
{dut}abc,aː b eː s eː,0
{dut}abcoude,ɑ p k ɑ u̯ d ə,0
{dut}abdij,ɑ b d ɛ i̯,0
{dut}abdis,ɑ b d ɪ s,0
{dut}abel,aː b ə l,0
{dut}abn,aː b eː ɛ n,0
{dut}abnormaal,ɑ b n ɔ r m aː l,0
{dut}abonnee,ɑ b ɔ n eː,0
{dut}abonnement,ɑ b ɔ n ə m ɛ n t,0
{dut}abraham,aː b r aː ɦ ɑ m,0
{dut}absoluut,ɑ p s oː l y t,0
{dut}abstraheren,ɑ p s t r aː ɦ eː r ə n,0
{dut}absurd,ɑ p s ʏ r t,0
{dut}abt,ɑ p t,0
{dut}academie,aː k aː d eː m i,0
{dut}accent,ɑ k s ɛ n t,0
{dut}accentueren,ɑ k s ɛ n t y eː r ə n,0
{dut}acceptabel,ɑ k s ɛ p t aː b ə l,0
{dut}accepteren,ɑ k s ɛ p t eː r ə n,0
{dut}accessoire,ɑ s ə s ʋ aː r ə,0
{dut}accommodatie,ɑ k ɔ m oː d aː t s i,0
{dut}accountant,ɑ k ɑ u̯ n t ə n t,0
{dut}accu,ɑ k y,0
{dut}achilles,ɑ x ɪ l ə s,0
{dut}achtbaan,ɑ x t b aː n,0
{dut}achtduizend,ɑ x t d œ y̯ z ə n t,0
{dut}achteloos,ɑ x t ə l oː s,0
{dut}achteloosheid,ɑ x t ə l oː s ɦ ɛ i̯ t,0
{dut}achtenveertig,ɑ x t ə n v eː r t ə x,0
{dut}achteraf,ɑ x t ə r ɑ f,0
{dut}achterban,ɑ x t ə r b ɑ n,0
{dut}achterblijven,ɑ x t ə r b l ɛ i̯ v ə n,0
{dut}achtereen,ɑ x t ə r eː n,0
{dut}achtereenvolgens,ɑ x t ə r eː n v ɔ l ɣ ə n s,0
{dut}achtergrond,ɑ x t ə r ɣ r ɔ n t,0
{dut}achtergrondkleur,ɑ x t ə r ɣ r ɔ n t k l øː r,0
{dut}achtergrondmuziek,ɑ x t ə r ɣ r ɔ n t m y z i k,0
{dut}achterhaald,ɑ x t ə r ɦ aː l t,0
{dut}achterhalen,ɑ x t ə r ɦ aː l ə n,0
{dut}achterhoek,ɑ x t ə r ɦ u k,0
{dut}achterhoeks,ɑ x t ə r ɦ u k s,0
{dut}achterhoofd,ɑ x t ə r ɦ oː f t,0
{dut}achterin,ɑ x t ə r ɪ n,0
{dut}achterkant,ɑ x t ə r k ɑ n t,0
{dut}achterlaten,ɑ x t ə r l aː t ə n,0
{dut}achterlating,ɑ x t ə r l aː t ɪ ŋ,0
{dut}achterlijf,ɑ x t ə r l ɛ i̯ f,0
{dut}achternaam,ɑ x t ə r n aː m,0
{dut}achterop,ɑ x t ə r ɔ p,0
{dut}achterover,ɑ x t ə r oː v ə r,0
{dut}achterstand,ɑ x t ə r s t ɑ n t,0
{dut}achterstevoren,ɑ x t ə r s t ə v oː r ə n,0
{dut}achtertuin,ɑ x t ə r t œ y̯ n,0
{dut}achtervolgen,ɑ x t ə r v ɔ l ɣ ə n,0
{dut}achtervolging,ɑ x t ə r v ɔ l ɣ ɪ ŋ,0
{dut}achthoek,ɑ x t ɦ u k,0
{dut}achthonderd,ɑ x t ɦ ɔ n d ə r t,0
{dut}achting,ɑ x t ɪ ŋ,0
{dut}achtste,ɑ x t s t ə,0
{dut}achttien,ɑ x t i n,0
{dut}acne,ɑ k n eː,0
{dut}acrobaat,ɑ k r oː b aː t,0
{dut}acrobatiek,ɑ k r oː b aː t i k,0
{dut}acryl,ɑ k r i l,0
{dut}acteur,ɑ k t øː r,0
{dut}actie,ɑ k s i,0
{dut}actief,ɑ k t i f,0
{dut}actieradius,ɑ k s i r aː d i ʏ s,0
{dut}actinium,ɑ k t i n i ʏ m,0
{dut}activa,ɑ k t i v aː,0
{dut}activisme,ɑ k t i v ɪ s m ə,0
{dut}activiteit,ɑ k t i v i t ɛ i̯ t,0
{dut}actor,ɑ k t ɔ r,0
{dut}actrice,ɑ k t r i s ə,0
{dut}actualiteit,ɑ k t y aː l i t ɛ i̯ t,0
{dut}actualiteitenprogramma,ɑ k t y aː l i t ɛ i̯ t ə n p r oː ɣ r ɑ m aː,0
{dut}acupunctuur,ɑ k y p ʏ ŋ k t y r,0
{dut}acuut,aː k y t,0
{dut}ad,ɑ t,0
{dut}adam,aː d ɑ m,0
{dut}adat,aː d ɑ t,0
{dut}adel,aː d ə l,0
{dut}adelaar,aː d ə l aː r,0
{dut}adeldom,aː d ə l d ɔ m,0
{dut}adelheid,aː d ə l ɦ ɛ i̯ t,0
{dut}adembenemend,aː d ə m b ə n eː m ə n t,0
{dut}ademhaling,aː d ə m ɦ aː l ɪ ŋ,0
{dut}ademloos,aː d ə m l oː s,0
{dut}ademnood,aː d ə m n oː t,0
{dut}adequaat,aː d ə k ʋ aː t,0
{dut}ader,aː d ə r,0
{dut}aderlating,aː d ə r l aː t ɪ ŋ,0
{dut}admin,ɛ d m ɪ n,0
{dut}admiraal,ɑ t m i r aː l,0
{dut}adobe,ɑ d oː b ə,0
{dut}adolf,aː d ɔ l f,0
{dut}adopteren,aː d ɔ p t eː r ə n,0
{dut}adres,aː d r ɛ s,0
{dut}adri,aː d r i,0
{dut}adriaan,aː d r i aː n,0
{dut}adrie,aː d r i,0
{dut}advent,ɑ t f ɛ n t,0
{dut}advies,ɑ t f i s,0
{dut}adviseren,ɑ t f i z eː r ə n,0
{dut}adviseur,ɑ t f i z øː r,0
{dut}advocatuur,ɑ t f oː k aː t yː r,0
{dut}aerobics,ɛ r ɔ b ɪ k s,0
{dut}af,ɑ f,0
{dut}afbakening,ɑ f b aː k ə n ɪ ŋ,0
{dut}afbeelding,ɑ f b eː l d ɪ ŋ,0
{dut}afbetaling,ɑ v b ə t aː l ɪ ŋ,0
{dut}afblijven,ɑ f b l ɛ i̯ v ə n,0
{dut}afbraak,ɑ f b r aː k,0
{dut}afbreken,ɑ v b r eː k ə n,0
{dut}afdaling,ɑ f d aː l ɪ ŋ,0
{dut}afdekken,ɑ f d ɛ k ə n,0
{dut}afdeling,ɑ f d eː l ɪ ŋ,0
{dut}afdoen,ɑ f d u n,0
{dut}afdragen,ɑ f d r aː ɣ ə n,0
{dut}afdruk,ɑ v d r ʏ k,0
{dut}affiche,ɑ f i ʃ ə,0
{dut}afgaan,ɑ f x aː n,0
{dut}afgang,ɑ f x ɑ ŋ,0
{dut}afgebroken,ɑ f x ə b r oː k ə n,0
{dut}afgekeurd,ɑ f x ə k øː r t,0
{dut}afgekocht,ɑ f x ə k ɔ x t,0
{dut}afgelasting,ɑ f x ə l ɑ s t ɪ ŋ,0
{dut}afgelegen,ɑ f x ə l eː ɣ ə n,0
{dut}afgeleide,ɑ f x ə l ɛ i̯ d ə,0
{dut}afgelopen,ɑ f x ə l oː p ə n,0
{dut}afgeven,ɑ f x eː v ə n,0
{dut}afgezonderd,ɑ f x ə z ɔ n d ə r t,0
{dut}afghaan,ɑ f x aː n,0
{dut}afghaanse,ɑ f x aː n s ə,0
{dut}afghanistan,ɑ f x aː n i s t ɑ n,0
{dut}afgieten,ɑ f x i t ə n,0
{dut}afgietsel,ɑ f x i t s ə l,0
{dut}afgoderij,ɑ f x oː d ə r ɛ i̯,0
{dut}afhaalrestaurant,ɑ f ɦ aː l r ɛ s t oː r ɑ n t,0
{dut}afhalen,ɑ f ɦ aː l ə n,0
{dut}afhandelen,ɑ f ɦ ɑ n d ə l ə n,0
{dut}afhangen,ɑ f ɦ ɑ ŋ ə n,0
{dut}afhankelijk,ɑ f ɦ ɑ ŋ k ə l ə k,0
{dut}afkeer,ɑ f k eː r,0
{dut}afknippen,ɑ f k n ɪ p ə n,0
{dut}afkoeling,ɑ f k u l ɪ ŋ,0
{dut}afkomen,ɑ f k oː m ə n,0
{dut}afkomst,ɑ f k ɔ m s t,0
{dut}afkomstig,ɑ f k ɔ m s t ə x,0
{dut}afkorting,ɑ f k ɔ r t ɪ ŋ,0
{dut}afleiden,ɑ f l ɛ i̯ d ə n,0
{dut}afleveren,ɑ f l eː v ə r ə n,0
{dut}aflevering,ɑ f l eː v ə r ɪ ŋ,0
{dut}aflezen,ɑ f l eː z ə n,0
{dut}afloop,ɑ f l oː p,0
{dut}aflopen,ɑ f l oː p ə n,0
{dut}aflossen,ɑ f l ɔ s ə n,0
{dut}afluisteren,ɑ f l œ y̯ s t ə r ə n,0
{dut}afmelden,ɑ f m ɛ l d ə n,0
{dut}afmeten,ɑ f m eː t ə n,0
{dut}afmeting,ɑ f m eː t ɪ ŋ,0
{dut}afname,ɑ f n aː m ə,0
{dut}afnemen,ɑ f n eː m ə n,0
{dut}afpersen,ɑ f p ɛ r s ə n,0
{dut}afpersing,ɑ f p ɛ r s ɪ ŋ,0
{dut}afrekenen,ɑ f r eː k ə n ə n,0
{dut}afrij,ɑ f r ɛ i̯,0
{dut}afrika,aː f r i k aː,0
{dut}afrit,ɑ f r ɪ t,0
{dut}afschaffen,ɑ f s x ɑ f ə n,0
{dut}afscheiding,ɑ f s x ɛ i̯ d ɪ ŋ,0
{dut}afscheidingsbeweging,ɑ f s x ɛ i̯ d ɪ ŋ s b ə ʋ eː ɣ ɪ ŋ,0
{dut}afschieten,ɑ f s x i t ə n,0
{dut}afschrift,ɑ f s x r ɪ f t,0
{dut}afschrikken,ɑ f s x r ɪ k ə n,0
{dut}afschrikking,ɑ f s x r ɪ k ɪ ŋ,0
{dut}afslaan,ɑ f s l aː n,0
{dut}afslag,ɑ f s l ɑ x,0
{dut}afslanken,ɑ f s l ɑ ŋ k ə n,0
{dut}afsluiten,ɑ f s l œ y̯ t ə n,0
{dut}afsnijden,ɑ f s n ɛ i̯ d ə n,0
{dut}afsplitsing,ɑ f s p l ɪ t s ɪ ŋ,0
{dut}afspraak,ɑ f s p r aː k,0
{dut}afspreken,ɑ f s p r eː k ə n,0
{dut}afstaan,ɑ f s t aː n,0
{dut}afstammeling,ɑ f s t ɑ m ə l ɪ ŋ,0
{dut}afstamming,ɑ f s t ɑ m ɪ ŋ,0
{dut}afstandsbediening,ɑ f s t ɑ n t s b ə d i n ɪ ŋ,0
{dut}afstappen,ɑ f s t ɑ p ə n,0
{dut}afsteken,ɑ f s t eː k ə n,0
{dut}afstemmen,ɑ f s t ɛ m ə n,0
{dut}afstoffen,ɑ f s t ɔ f ə n,0
{dut}aftrap,ɑ f t r ɑ p,0
{dut}aftrek,ɑ f t r ɛ k,0
{dut}aftrekken,ɑ f t r ɛ k ə n,0
{dut}afvaardigen,ɑ f aː r d ə ɣ ə n,0
{dut}afvaart,ɑ f aː r t,0
{dut}afval,ɑ f ɑ l,0
{dut}afvallen,ɑ f ɑ l ə n,0
{dut}afvallig,ɑ f ɑ l ə x,0
{dut}afvallige,ɑ f ɑ l ə ɣ ə,0
{dut}afvoer,ɑ f uː r,0
{dut}afvragen,ɑ f r aː ɣ ə n,0
{dut}afwachten,ɑ f ʋ ɑ x t ə n,0
{dut}afwas,ɑ f ʋ ɑ s,0
{dut}afweging,ɑ f ʋ eː ɣ ɪ ŋ,0
{dut}afweren,ɑ f ʋ eː r ə n,0
{dut}afwerken,ɑ f ʋ ɛ r k ə n,0
{dut}afwezig,ɑ f ʋ eː z ə x,0
{dut}afwezigheid,ɑ f ʋ eː z ə x ɦ ɛ i̯ t,0
{dut}afwijken,ɑ f ʋ ɛ i̯ k ə n,0
{dut}afwijzen,ɑ f ʋ ɛ i̯ z ə n,0
{dut}afwikkelen,ɑ f ʋ ɪ k ə l ə n,0
{dut}afwisselen,ɑ f ʋ ɪ s ə l ə n,0
{dut}afwisselend,ɑ f ʋ ɪ s ə l ə n t,0
{dut}afwisseling,ɑ f ʋ ɪ s ə l ɪ ŋ,0
{dut}afzetmarkt,ɑ f z ɛ t m ɑ r k t,0
{dut}afzetten,ɑ f s ɛ t ə n,0
{dut}afzetting,ɑ f z ɛ t ɪ ŋ,0
{dut}afzonderlijk,ɑ f s ɔ n d ə r l ə k,0
{dut}afzuigen,ɑ f z œ y̯ ɣ ə n,0
{dut}afzuigkap,ɑ f z œ y̯ x k ɑ p,0
{dut}agaten,aː ɣ aː t ə n,0
{dut}agendapunt,aː ɣ ɛ n d aː p ʏ n t,0
{dut}agente,aː ɣ ɛ n t ə,0
{dut}agentschap,aː ɣ ɛ n t s x ɑ p,0
{dut}agogiek,aː ɣ oː ɣ i k,0
{dut}agressie,ɑ ɣ r ɛ s i,0
{dut}agressief,ɑ ɣ r ɛ s i f,0
{dut}ai,ɑ i,0
{dut}aids,eː t s,0
{dut}air,ɛː r,0
{dut}airco,ɛ r k oː,0
{dut}airconditioning,ɛː r k ɔ n d ɪ ʃ ə n ɪ ŋ,0
{dut}aivd,aː i v eː d eː,0
{dut}ajuin,aː j œ y̯ n,0
{dut}akademie,aː k aː d eː m i,0
{dut}akelig,aː k ə l ə x,0
{dut}akker,ɑ k ə r,0
{dut}akkerland,ɑ k ə r l ɑ n t,0
{dut}akkerman,ɑ k ə r m ɑ n,0
{dut}akkoord,ɑ k oː r t,0
{dut}akoestisch,aː k u s t i s,0
{dut}aks,ɑ k s,0
{dut}akte,ɑ k t ə,0
{dut}aktentas,ɑ k t ə n t ɑ s,0
{dut}al,ɑ l,0
{dut}alarm,aː l ɑ r m,0
{dut}alarmcentrale,aː l ɑ r m s ɛ n t r aː l ə,0
{dut}alarmsignaal,ɑ l ɑ r m s ɪ n j aː l,0
{dut}albanees,ɑ l b aː n eː s,0
{dut}albanië,ɑ l b aː n i j ə,0
{dut}albatros,ɑ l b aː t r ɔ s,0
{dut}albert,ɑ l b ə r t,0
{dut}album,ɑ l b ʏ m,0
{dut}aldaar,ɑ l d aː r,0
{dut}aldus,ɑ l d ʏ s,0
{dut}ale,eː l,0
{dut}alert,aː l ɛ r t,0
{dut}alertheid,aː l ɛ r t ɦ ɛ i̯ t,0
{dut}alfabet,ɑ l f aː b ɛ t,0
{dut}alfons,ɑ l f ɔ n s,0
{dut}algemeen,ɑ l ɣ ə m eː n,0
{dut}algemeenheid,ɑ l ɣ ə m eː n ɦ ɛ i̯ t,0
{dut}algerije,ɑ l ɣ ə r ɛ i̯ ə,0
{dut}algoritme,ɑ l ɣ oː r ɪ t m ə,0
{dut}alhoewel,ɑ l ɦ u ʋ ɛ l,0
{dut}ali,aː l i,0
{dut}alibi,aː l i b i,0
{dut}alida,aː l i d aː,0
{dut}alien,eː l i ə n,0
{dut}alkmaar,ɑ l k m aː r,0
{dut}allah,ɑ l aː,0
{dut}allang,ɑ l ɑ ŋ,0
{dut}alleen,ɑ l eː n,0
{dut}alleenheerser,ɑ l eː n ɦ eː r s ə r,0
{dut}allemachtig,ɑ l ə m ɑ x t ə x,0
{dut}allen,ɑ l ə n,0
{dut}allengs,ɑ l ɛ ŋ s,0
{dut}aller,ɑ l ə r,0
{dut}allerhande,ɑ l ə r ɦ ɑ n d ə,0
{dut}allerlei,ɑ l ə r l ɛ i̯,0
{dut}alles,ɑ l ə s,0
{dut}alleszins,ɑ l ə s ɪ n s,0
{dut}alliantie,ɑ l i ɑ n t s i,0
{dut}allicht,ɑ l ɪ x t,0
{dut}allochtoon,ɑ l ɔ x t oː n,0
{dut}almaar,ɑ l m aː r,0
{dut}almacht,ɑ l m ɑ x t,0
{dut}almere,ɑ l m eː r ə,0
{dut}alom,ɑ l ɔ m,0
{dut}alomtegenwoordig,ɑ l ɔ m t eː ɣ ə n ʋ oː r d ə x,0
{dut}alonso,aː l ɔ n z oː,0
{dut}aloë,aː l oː eː,0
{dut}alpaca,ɑ l p aː k aː,0
{dut}als,ɑ l s,0
{dut}alsem,ɑ l s ə m,0
{dut}alsjeblieft,ɑ l ʃ ə b l i f t,0
{dut}alsmaar,ɑ l s m aː r,0
{dut}alsmede,ɑ l s m eː d ə,0
{dut}alsnog,ɑ l s n ɔ x,0
{dut}alsof,ɑ l s ɔ f,0
{dut}alsook,ɑ l s oː k,0
{dut}alstublieft,ɑ l s t y b l i f t,0
{dut}altaar,ɑ l t aː r,0
{dut}althans,ɑ l t ɑ n s,0
{dut}altijd,ɑ l t ɛ i̯ t,0
{dut}altoos,ɑ l t oː s,0
{dut}aluminium,aː l y m i n i ʏ m,0
{dut}alvast,ɑ l v ɑ s t,0
{dut}alvleesklier,ɑ l v l eː s k l iː r,0
{dut}alvorens,ɑ l v oː r ə n s,0
{dut}alweer,ɑ l ʋ eː r,0
{dut}alzo,ɑ l z oː,0
{dut}amandel,aː m ɑ n d ə l,0
{dut}amaretto,aː m aː r ɛ t oː,0
{dut}amateur,ɑ m aː t øː r,0
{dut}ambacht,ɑ m b ɑ x t,0
{dut}ambachtelijk,ɑ m b ɑ x t ə l ə k,0
{dut}ambassade,ɑ m b ɑ s aː d ə,0
{dut}ambassadeur,ɑ m b ɑ s aː d øː r,0
{dut}amber,ɑ m b ə r,0
{dut}ambigu,ɑ m b i ɣ y,0
{dut}ambiguïteit,ɑ m b i ɣ y i t ɛ i̯ t,0
{dut}ambitie,ɑ m b i t s i,0
{dut}ambivalentie,ɑ m b i v aː l ɛ n t s i,0
{dut}ambt,ɑ m p t,0
{dut}ambtelijk,ɑ m p t ə l ə k,0
{dut}ambtenaar,ɑ m p t ə n aː r,0
{dut}ambtgenoot,ɑ m p t x ə n oː t,0
{dut}ambulance,ɑ m b y l ɑ n s ə,0
{dut}ameland,aː m ə l ɑ n t,0
{dut}amen,aː m ə n,0
{dut}amendement,aː m ɑ n d ə m ɛ n t,0
{dut}amerika,ɑ m eː r i k aː,0
{dut}amerikaan,aː m eː r i k aː n,0
{dut}amerongen,aː m ə r ɔ ŋ ə n,0
{dut}aminozuur,aː m i n oː z yː r,0
{dut}amnesie,ɑ m n eː z i,0
{dut}amnestie,ɑ m n ɛ s t i,0
{dut}ampul,ɑ m p ʏ l,0
{dut}amstel,ɑ m s t ə l,0
{dut}amstelveen,ɑ m s t ə l v eː n,0
{dut}amsterdam,ɑ m s t ə r d ɑ m,0
{dut}amsterdammer,ɑ m s t ə r d ɑ m ə r,0
{dut}amsterdams,ɑ m s t ə r d ɑ m s,0
{dut}amulet,aː m y l ɛ t,0
{dut}anaal,aː n aː l,0
{dut}analist,aː n aː l ɪ s t,0
{dut}analogie,aː n aː l oː ɣ i,0
{dut}analoog,aː n aː l oː x,0
{dut}analyse,aː n aː l iː z ə,0
{dut}analyseren,aː n aː l i z eː r ə n,0
{dut}analytisch,aː n aː l i t i s s,0
{dut}ananas,ɑ n aː n ɑ s,0
{dut}anatomie,aː n aː t oː m i,0
{dut}ander,ɑ n d ə r,0
{dut}anderhalf,ɑ n d ə r ɦ ɑ l f,0
{dut}anders,ɑ n d ə r s,0
{dut}andersom,ɑ n d ə r s ɔ m,0
{dut}anderstalig,ɑ n d ə r s t aː l ə x,0
{dut}andersvalide,ɑ n d ə r s f aː l i d ə,0
{dut}anderszins,ɑ n d ə r s ɪ n s,0
{dut}anderzijds,ɑ n d ə r z ɛ i̯ t s,0
{dut}andreas,ɑ n d r eː ɑ s,0
{dut}andries,ɑ n d r i s,0
