merged_spelling,ipa,langid
{arm}ակունք,ɑ k u ŋ kʰ,0
{arm}ակտիվ,ɑ k t i v,0
{arm}ակտիվորեն,ɑ k t i v ɔ ɾ ɛ n,0
{arm}ահ,ɑ h,0
{arm}ահաբեկում,ɑ h ɑ b ɛ k u m,0
{arm}ահաբեկչական,ɑ h ɑ b ɛ k t͡ʃʰ ɑ k ɑ n,0
{arm}ահաբեկչություն,ɑ h ɑ b ɛ k t͡ʃʰ u tʰ j u n,0
{arm}ահագին,ɑ h ɑ ɡ i n,0
{arm}ահագնանալ,ɑ h ɑ ɡ n ɑ n ɑ l,0
{arm}ահազանգում,ɑ h ɑ z ɑ ŋ ɡ u m,0
{arm}ահազդու,ɑ h ɑ z d u,0
{arm}ահարոն,ɑ h ɑ ɾ ɔ n,0
{arm}ահեղ,ɑ h ɛ ʁ,0
{arm}աղ,ɑ ʁ,0
{arm}աղա,ɑ ʁ ɑ,0
{arm}աղաթոն,ɑ ʁ ɑ tʰ ɔ n,0
{arm}աղալ,ɑ ʁ ɑ l,0
{arm}աղախին,ɑ ʁ ɑ χ i n,0
{arm}աղաղակ,ɑ ʁ ɑ ʁ ɑ k,0
{arm}աղաղակել,ɑ ʁ ɑ ʁ ɑ k ɛ l,0
{arm}աղանդավոր,ɑ ʁ ɑ n d ɑ v ɔ ɾ,0
{arm}աղանդավորական,ɑ ʁ ɑ n d ɑ v ɔ ɾ ɑ k ɑ n,0
{arm}աղանդավորություն,ɑ ʁ ɑ n d ɑ v ɔ ɾ u tʰ j u n,0
{arm}աղաչել,ɑ ʁ ɑ t͡ʃʰ ɛ l,0
{arm}աղասի,ɑ ʁ ɑ s i,0
{arm}աղավաղել,ɑ ʁ ɑ v ɑ ʁ ɛ l,0
{arm}աղավնի,ɑ ʁ ɑ v n i,0
{arm}աղբ,ɑ χ p,0
{arm}աղբաման,ɑ ʁ b ɑ m ɑ n,0
{arm}աղբանոց,ɑ χ p ɑ n ɔ t͡sʰ,0
{arm}աղբերակ,ɑ χ p ɛ ɾ ɑ k,0
{arm}աղբյուր,ɑ χ p j u ɾ,0
{arm}աղդամ,ɑ ʁ d ɑ m,0
{arm}աղեկ,ɑ ʁ ɛ k,0
{arm}աղեղ,ɑ ʁ ɛ ʁ,0
{arm}աղերս,ɑ ʁ ɛ ɾ s,0
{arm}աղերսել,ɑ ʁ ɛ ɾ s ɛ l,0
{arm}աղի,ɑ ʁ i,0
{arm}աղիճ,ɑ ʁ i t͡ʃ,0
{arm}աղիողորմ,ɑ ʁ i ɔ ʁ ɔ ɾ m,0
{arm}աղիք,ɑ ʁ i kʰ,0
{arm}աղխ,ɑ χː,0
{arm}աղճատել,ɑ χ t͡ʃ ɑ t ɛ l,0
{arm}աղմկել,ɑ ʁ m ə k ɛ l,0
{arm}աղմուկ,ɑ ʁ m u k,0
{arm}աղյուս,ɑ ʁ j u s,0
{arm}աղյուսակ,ɑ ʁ j u s ɑ k,0
{arm}աղյուսե,ɑ ʁ j u s ɛ,0
{arm}աղոթք,ɑ ʁ ɔ tʰ kʰ,0
{arm}աղու,ɑ ʁ u,0
{arm}աղունիկ,ɑ ʁ u n i k,0
{arm}աղջամուղջ,ɑ ʁ d͡ʒ ɑ m u ʁ d͡ʒ,0
{arm}աղջիկ,ɑ χ t͡ʃʰ i k,0
{arm}աղվանք,ɑ ʁ v ɑ ŋ kʰ,0
{arm}աղվես,ɑ ʁ v ɛ s,0
{arm}աղվեսենի,ɑ ʁ v ɛ s ɛ n i,0
{arm}աղվոր,ɑ ʁ v ɔ ɾ,0
{arm}աղտ,ɑ χ t,0
{arm}աղտոտել,ɑ χ t ɔ t ɛ l,0
{arm}աղցան,ɑ χ t͡sʰ ɑ n,0
{arm}աղքատ,ɑ χ kʰ ɑ t,0
{arm}աղքատները,ɑ χ kʰ ɑ t n ɛ ɾ ə,0
{arm}աղքատություն,ɑ χ kʰ ɑ t u tʰ j u n,0
{arm}աճառյան,ɑ t͡ʃ ɑ r j ɑ n,0
{arm}աճեմյան,ɑ t͡ʃ ɛ m j ɑ n,0
{arm}աճեցնել,ɑ t͡ʃ ɛ t͡sʰ n ɛ l,0
{arm}աճյուն,ɑ t͡ʃ j u n,0
{arm}աճուրդ,ɑ t͡ʃ u ɾ tʰ,0
{arm}աճպարարություն,ɑ t͡ʃ p ɑ ɾ ɑ ɾ u tʰ j u n,0
{arm}ամ,ɑ m,0
{arm}ամայի,ɑ m ɑ j i,0
{arm}աման,ɑ m ɑ n,0
{arm}ամանոր,ɑ m ɑ n ɔ ɾ,0
{arm}ամանորյա,ɑ m ɑ n ɔ ɾ j ɑ,0
{arm}ամաչել,ɑ m ɑ t͡ʃʰ ɛ l,0
{arm}ամաչկոտ,ɑ m ɑ t͡ʃʰ k ɔ t,0
{arm}ամառ,ɑ m ɑ r,0
{arm}ամառային,ɑ m ɑ r ɑ j i n,0
{arm}ամառանոց,ɑ m ɑ r ɑ n ɔ t͡sʰ,0
{arm}ամբակում,ɑ m b ɑ k u m,0
{arm}ամբաստանյալ,ɑ m b ɑ s t ɑ n j ɑ l,0
{arm}ամբաստանք,ɑ m b ɑ s t ɑ ŋ kʰ,0
{arm}ամբար,ɑ m b ɑ ɾ,0
{arm}ամբարիշտ,ɑ m b ɑ ɾ i ʃ t,0
{arm}ամբարտակ,ɑ m b ɑ ɾ t ɑ k,0
{arm}ամբարտավանություն,ɑ m b ɑ ɾ t ɑ v ɑ n u tʰ j u n,0
{arm}ամբոխ,ɑ m b ɔ χ,0
{arm}ամբողջ,ɑ m b ɔ χ t͡ʃʰ,0
{arm}ամբողջություն,ɑ m b ɔ χ t͡ʃʰ u tʰ j u n,0
{arm}ամեն,ɑ m ɛ n,0
{arm}ամենագետ,ɑ m ɛ n ɑ ɡ ɛ t,0
{arm}ամենազոր,ɑ m ɛ n ɑ z ɔ ɾ,0
{arm}ամենալավ,ɑ m ɛ n ɑ l ɑ v,0
{arm}ամենակալ,ɑ m ɛ n ɑ k ɑ l,0
{arm}ամենամեծ,ɑ m ɛ n ɑ m ɛ t͡s,0
{arm}ամենայն,ɑ m ɛ n ɑ j n,0
{arm}ամենուր,ɑ m ɛ n u ɾ,0
{arm}ամերիկա,ɑ m ɛ ɾ i k ɑ,0
{arm}ամերիկական,ɑ m ɛ ɾ i k ɑ k ɑ n,0
{arm}ամերիկայի,ɑ m ɛ ɾ i k ɑ j i,0
{arm}ամերիկացի,ɑ m ɛ ɾ i k ɑ t͡sʰ i,0
{arm}ամերիկյան,ɑ m ɛ ɾ i k j ɑ n,0
{arm}ամերիկուհի,ɑ m ɛ ɾ i k u h i,0
{arm}ամիս,ɑ m i s,0
{arm}ամիրա,ɑ m i ɾ ɑ,0
{arm}ամիրյան,ɑ m i ɾ j ɑ n,0
{arm}ամիրսպասալար,ɑ m i ɾ s p ɑ s ɑ l ɑ ɾ,0
{arm}ամն,ɑ m ə n ə,0
{arm}ամնիստիա,ɑ m n i s t j ɑ,0
{arm}ամոթ,ɑ m ɔ tʰ,0
{arm}ամորձիք,ɑ m ɔ ɾ d͡z i kʰ,0
{arm}ամուլ,ɑ m u l,0
{arm}ամուսին,ɑ m u s i n,0
{arm}ամուսնալուծություն,ɑ m u s n ɑ l u t͡s u tʰ j u n,0
{arm}ամուսնացած,ɑ m u s n ɑ t͡sʰ ɑ t͡s,0
{arm}ամուսնություն,ɑ m u s n u tʰ j u n,0
{arm}ամուր,ɑ m u ɾ,0
{arm}ամուրի,ɑ m u ɾ i,0
{arm}ամսագիր,ɑ m s ɑ ɡ i ɾ,0
{arm}ամսական,ɑ m s ɑ k ɑ n,0
{arm}ամսեկան,ɑ m s ɛ k ɑ n,0
{arm}ամստերդամ,ɑ m s t ɛ ɾ d ɑ m,0
{arm}ամրակ,ɑ m ɾ ɑ k,0
{arm}ամրակազմ,ɑ m ɾ ɑ k ɑ z m,0
{arm}ամրապնդում,ɑ m ɾ ɑ p ə n d u m,0
{arm}ամրոց,ɑ m ɾ ɔ t͡sʰ,0
{arm}ամփոփել,ɑ m pʰ ɔ pʰ ɛ l,0
{arm}այբ,ɑ j b,0
{arm}այբբենարան,ɑ j bː ɛ n ɑ ɾ ɑ n,0
{arm}այբուբեն,ɑ j b u b ɛ n,0
{arm}այգաբաց,ɑ j ɡ ɑ b ɑ t͡sʰ,0
{arm}այգեպան,ɑ j ɡ ɛ p ɑ n,0
{arm}այգեստան,ɑ j ɡ ɛ s t ɑ n,0
{arm}այգի,ɑ j ɡ i,0
{arm}այդուհանդերձ,ɑ j d u h ɑ n d ɛ ɾ t͡sʰ,0
{arm}այդտեղ,ɑ j d t ɛ ʁ,0
{arm}այժմ,ɑ j ʒ ə m,0
{arm}այժմու,ɑ j ʒ ə m u,0
{arm}այլ,ɑ j l,0
{arm}այլանդակություն,ɑ j l ɑ n d ɑ k u tʰ j u n,0
{arm}այլեւայլ,ɑ j l ɛ v ɑ j l,0
{arm}այլեւայլություն,ɑ j l ɛ v ɑ j l u tʰ j u n,0
{arm}այլեւս,ɑ j l ɛ v ə s,0
{arm}այլընտրանք,ɑ j l ə n t ɾ ɑ ŋ kʰ,0
{arm}այլընտրանքային,ɑ j l ə n t ɾ ɑ ŋ kʰ ɑ j i n,0
{arm}այծ,ɑ j t͡s,0
{arm}այծենի,ɑ j t͡s ɛ n i,0
{arm}այծյամ,ɑ j t͡s j ɑ m,0
{arm}այնուամենայնիվ,ɑ j n u ɑ m ɛ n ɑ j n i v,0
{arm}այնուհետեւ,ɑ j n u h ɛ t ɛ v,0
{arm}այնպես,ɑ j n p ɛ s,0
{arm}այնտեղ,ɑ j n t ɛ ʁ,0
{arm}այուբյան,ɑ j u b j ɑ n,0
{arm}այսինքն,ɑ j s i ŋ kʰ ə n,0
{arm}այսու,ɑ j s u,0
{arm}այսուամենայնիվ,ɑ j s u ɑ m ɛ n ɑ j n i v,0
{arm}այսուհանդերձ,ɑ j s u h ɑ n d ɛ ɾ t͡sʰ,0
{arm}այսուհետ,ɑ j s u h ɛ t,0
{arm}այսուհետեւ,ɑ j s u h ɛ t ɛ v,0
{arm}այստեղ,ɑ j s t ɛ ʁ,0
{arm}այստեղացի,ɑ j s t ɛ ʁ ɑ t͡sʰ i,0
{arm}այսրկովկասյան,ɑ j s ə ɾ k ɔ f k ɑ s j ɑ n,0
{arm}այսօր,ɑ j s ɔ ɾ,0
{arm}այվազյան,ɑ j v ɑ z j ɑ n,0
{arm}այտուց,ɑ j t u t͡sʰ,0
{arm}այրել,ɑ j ɾ ɛ l,0
{arm}այրի,ɑ j ɾ i,0
{arm}այրուկ,ɑ j ɾ u k,0
{arm}այց,ɑ j t͡sʰ,0
{arm}այցելել,ɑ j t͡sʰ ɛ l ɛ l,0
{arm}այցելություն,ɑ j t͡sʰ ɛ l u tʰ j u n,0
{arm}ան,ɑ n,0
{arm}անագորույն,ɑ n ɑ ɡ ɔ ɾ u j n,0
{arm}անազնիվ,ɑ n ɑ z n i v,0
{arm}անալի,ɑ n ɑ l i,0
{arm}անախորժ,ɑ n ɑ χ ɔ ɾ ʒ,0
{arm}անակ,ɑ n ɑ k,0
{arm}անակնկալ,ɑ n ɑ k ə ŋ k ɑ l,0
{arm}անահիտ,ɑ n ɑ h i t,0
{arm}անաղարտ,ɑ n ɑ ʁ ɑ ɾ t,0
{arm}անամոք,ɑ n ɑ m ɔ kʰ,0
{arm}անապատ,ɑ n ɑ p ɑ t,0
{arm}անասնաբույժ,ɑ n ɑ s n ɑ b u j ʒ,0
{arm}անաստաս,ɑ n ɑ s t ɑ s,0
{arm}անատոլիա,ɑ n ɑ t ɔ l j ɑ,0
{arm}անատոլիական,ɑ n ɑ t ɔ l j ɑ k ɑ n,0
{arm}անատոմիա,ɑ n ɑ t ɔ m j ɑ,0
{arm}անարատ,ɑ n ɑ ɾ ɑ t,0
{arm}անարդարություն,ɑ n ɑ ɾ tʰ ɑ ɾ u tʰ j u n,0
{arm}անարի,ɑ n ɑ ɾ i,0
{arm}անաքսիմանդրոս,ɑ n ɑ kʰ s i m ɑ n d ɾ ɔ s,0
{arm}անբարյացկամ,ɑ n b ɑ ɾ j ɑ t͡sʰ k ɑ m,0
{arm}անբիծ,ɑ n b i t͡s,0
{arm}անբնակ,ɑ n b ə n ɑ k,0
{arm}անբովանդակ,ɑ n b ɔ v ɑ n d ɑ k,0
{arm}անգ,ɑ ŋ ɡ,0
{arm}անգամ,ɑ ŋ kʰ ɑ m,0
{arm}անգեղ,ɑ ŋ ɡ ɛ ʁ,0
{arm}անգինա,ɑ ŋ ɡ i n ɑ,0
{arm}անգիր,ɑ ŋ ɡ i ɾ,0
{arm}անգլերեն,ɑ ŋ ɡ l ɛ ɾ ɛ n,0
{arm}անգլիա,ɑ ŋ ɡ l j ɑ,0
{arm}անգլիացի,ɑ ŋ ɡ l j ɑ t͡sʰ i,0
{arm}անգլուհի,ɑ ŋ ɡ l u h i,0
{arm}անգղ,ɑ ŋ ɡ ə ʁ,0
{arm}անգնահատելի,ɑ ŋ ɡ ə n ɑ h ɑ t ɛ l i,0
{arm}անգործ,ɑ ŋ ɡ ɔ ɾ t͡s,0
{arm}անդ,ɑ n d,0
{arm}անդադար,ɑ n d ɑ tʰ ɑ ɾ,0
{arm}անդամ,ɑ n tʰ ɑ m,0
{arm}անդամալուծություն,ɑ n tʰ ɑ m ɑ l u t͡s u tʰ j u n,0
{arm}անդամակից,ɑ n tʰ ɑ m ɑ k i t͡sʰ,0
{arm}անդաստան,ɑ n d ɑ s t ɑ n,0
{arm}անդեր,ɑ n d ɛ ɾ,0
{arm}անդորր,ɑ n d ɔ ɾː,0
{arm}անդորրագիր,ɑ n d ɔ ɾː ɑ ɡ i ɾ,0
{arm}անդունդ,ɑ n d u n d,0
{arm}անդրադառնալ,ɑ n d ɾ ɑ d ɑ r n ɑ l,0
{arm}անդրանիկ,ɑ n d ɾ ɑ n i k,0
{arm}անդրավարտիք,ɑ n d ɾ ɑ v ɑ ɾ t i kʰ,0
{arm}անդրի,ɑ n d ɾ i,0
{arm}անդրկովկաս,ɑ n d ə ɾ k ɔ f k ɑ s,0
{arm}անդրկովկասյան,ɑ n d ə ɾ k ɔ f k ɑ s j ɑ n,0
{arm}անդրշիրիմյան,ɑ n d ə ɾ ʃ i ɾ i m j ɑ n,0
{arm}անդրջրհեղեղյան,ɑ n d ə ɾ d͡ʒ ə ɾ h ɛ ʁ ɛ ʁ j ɑ n,0
{arm}անեզական,ɑ n ɛ z ɑ k ɑ n,0
{arm}անել,ɑ n ɛ l,0
{arm}անելիք,ɑ n ɛ l i kʰ,0
{arm}անեծք,ɑ n ɛ t͡s kʰ,0
{arm}անեկդոտ,ɑ n ɛ k d ɔ t,0
{arm}աներ,ɑ n ɛ ɾ,0
{arm}աներկյուղ,ɑ n ɛ ɾ k j u ʁ,0
{arm}աներձագ,ɑ n ɛ ɾ d͡z ɑ kʰ,0
{arm}անզոր,ɑ n z ɔ ɾ,0
{arm}անթառամ,ɑ n tʰ ɑ r ɑ m,0
{arm}անթարշամ,ɑ n tʰ ɑ ɾ ʃ ɑ m,0
{arm}անթերի,ɑ n tʰ ɛ ɾ i,0
{arm}անժելա,ɑ n ʒ ɛ l ɑ,0
{arm}անիծել,ɑ n i t͡s ɛ l,0
{arm}անիծյալ,ɑ n i t͡s j ɑ l,0
{arm}անիմաստ,ɑ n i m ɑ s t,0
{arm}անիրավ,ɑ n i ɾ ɑ v,0
{arm}անխելք,ɑ n χ ɛ l kʰ,0
{arm}անխնա,ɑ n χ ə n ɑ,0
{arm}անծանոթ,ɑ n t͡s ɑ n ɔ tʰ,0
{arm}անկախ,ɑ ŋ k ɑ χ,0
{arm}անկանոն,ɑ ŋ k ɑ n ɔ n,0
{arm}անկաշկանդ,ɑ ŋ k ɑ ʃ k ɑ n d,0
{arm}անկասկած,ɑ ŋ k ɑ s k ɑ t͡s,0
{arm}անկարա,ɑ ŋ k ɑ ɾ ɑ,0
{arm}անկարելի,ɑ ŋ k ɑ ɾ ɛ l i,0
