merged_spelling,ipa,langid
{bul}възлезе,v ə z ɫ ɛ z ɛ,0
{bul}възлезли,v ə z ɫ ɛ z ɫ i,0
{bul}възлизаше,v ə z ɫ i z ə ʃ ɛ,0
{bul}възнасящата,v ə z n a sʲ ə ʃ t̪ ə t̪ ə,0
{bul}възпрели,v ɐ s p r ɛ ɫ i,0
{bul}възпроизвеждането,v ə s p r o̝ i z v ɛ ʒ d̪ ə n ɛ t̪ o̝,0
{bul}възпряното,v ɐ s p rʲ a n o̝ t̪ o̝,0
{bul}възпряхте,v ɐ s p rʲ a x t̪ ɛ,0
{bul}въоръжаване,v ə o̝ ɾ ɐ ʒ a v ə n ɛ,0
{bul}въоръжени,v ə o̝ ɾ ɐ ʒ ɛ n i,0
{bul}въоръжения,v ə o̝ ɾ ɐ ʒ ɛ n i j ə,0
{bul}въоръжили,v ə o̝ ɾ ɐ ʒ i ɫ i,0
{bul}вървели,v ə r v ɛ ɫ i,0
{bul}вървяхме,v ə r vʲ a x m ɛ,0
{bul}вървящи,v ə r vʲ a ʃ t̪ i,0
{bul}вършеело,v ɐ r ʃ ɛ ɛ ɫ o̝,0
{bul}гений,ɡ ɛ n i j,0
{bul}глобили,ɡ ɫ o b i ɫ i,0
{bul}глобите,ɡ ɫ o b i t̪ ɛ,0
{bul}глобявайки,ɡ ɫ o bʲ a v ə j kʲ i,0
{bul}господарствуващо,ɡ o̝ s p o d̪ a r s t̪ v o̝ v ə ʃ t̪ o̝,0
{bul}грабещи,ɡ r a b ɛ ʃ t̪ i,0
{bul}граничела,ɡ r ɐ n i t͡ʃ ɛ ɫ ə,0
{bul}граничеше,ɡ r ɐ n i t͡ʃ ɛ ʃ ɛ,0
{bul}гребана,ɡ r ɛ b ə n ə,0
{bul}гризе,ɡ r i z ɛ,0
{bul}губещата,ɡ u b ɛ ʃ t̪ ə t̪ ə,0
{bul}губещи,ɡ u b ɛ ʃ t̪ i,0
{bul}даването,d̪ a v ə n ɛ t̪ o̝,0
{bul}даваните,d̪ a v ə n i t̪ ɛ,0
{bul}дадените,d̪ a d̪ ɛ n i t̪ ɛ,0
{bul}дар,d̪ a r,0
{bul}дебелеейки,d̪ ɛ b ɛ ɫ ɛ ɛ j kʲ i,0
{bul}доблестен,d̪ ɔ b ɫ ɛ s t̪ ɛ n,0
{bul}доведения,d̪ o v ɛ d̪ ɛ n i j ə,0
{bul}доведете,d̪ o̝ v ɛ d̪ ɛ t̪ ɛ,0
{bul}доведяхме,d̪ o̝ v ɛ dʲ a x m ɛ,0
{bul}довел,d̪ o v ɛ ɫ,0
{bul}довличахте,d̪ o v ɫ t͡ʃ ʃ ə x t̪ ɛ,0
{bul}докаже,d̪ o k a ʒ ɛ,0
{bul}докажи,d̪ o̝ k ɐ ʒ i,0
{bul}доказала,d̪ o k a z ə ɫ ə,0
{bul}доказалият,d̪ o k a z ə ɫ i j ə t̪,0
{bul}доказало,d̪ o k a z ə ɫ o̝,0
{bul}доказан,d̪ o k a z ə n,0
{bul}доказвайки,d̪ o k a z v ə j kʲ i,0
{bul}доказвал,d̪ o k a z v ə ɫ,0
{bul}домитащата,d̪ o m i t̪ ə ʃ t̪ ə t̪ ə,0
{bul}домитащо,d̪ o m i t̪ ə ʃ t̪ o̝,0
{bul}донесат,d̪ o̝ n ɛ s ɤ t̪,0
{bul}допринасяне,d̪ o̝ p r i n a sʲ ə n ɛ,0
{bul}допринасяха,d̪ o̝ p r i n a sʲ ə x ə,0
{bul}дъвчат,d̪ ɤ t͡ʃ ʃ ə t̪,0
{bul}дъвчеха,d̪ ɤ t͡ʃ ʃ ɛ x ə,0
{bul}езеро,ɛ z ɛ r o,0
{bul}забождано,z ɐ b d͡ʒ d̪ ə n o̝,0
{bul}забравили,z ɐ b r a v i ɫ i,0
{bul}забравихме,z ɐ b r a v i x m ɛ,0
{bul}забравяла,z ɐ b r a vʲ ə ɫ ə,0
{bul}забравялото,z ɐ b r a vʲ ə ɫ o̝ t̪ o̝,0
{bul}забранителен,z ə b r ə n i t̪ ɛ ɫ ɛ n,0
{bul}забранявай,z ə b r ɐ nʲ a v ə j,0
{bul}забраняван,z ə b r ɐ nʲ a v ə n,0
{bul}забраняващи,z ə b r ɐ nʲ a v ə ʃ t̪ i,0
{bul}забременяла,z ə b r ɛ m ɛ nʲ a ɫ ə,0
{bul}заведат,z ə v ɛ d̪ ɤ t̪,0
{bul}заведена,z ɐ v ɛ d̪ ɛ n ə,0
{bul}заведи,z ə v ɛ d̪ i,0
{bul}заведохте,z ɐ v ɛ d̪ o̝ x t̪ ɛ,0
{bul}завиранетата,z ɐ v i ɾ ə n ɛ t̪ ə t̪ ə,0
{bul}заврените,z ɐ v r ɛ n i t̪ ɛ,0
{bul}загинах,z ɐ ɡʲ i n ə x,0
{bul}загубвайки,z ɐ ɡ u b v ə j kʲ i,0
{bul}загубването,z ɐ ɡ u b v ə n ɛ t̪ o̝,0
{bul}загубения,z ɐ ɡ u b ɛ n i j ə,0
{bul}загубено,z ɐ ɡ u b ɛ n o̝,0
{bul}загубиха,z ɐ ɡ u b i x ə,0
{bul}заковавала,z ə k o v a v ə ɫ ə,0
{bul}заковаван,z ə k o v a v ə n,0
{bul}закована,z ə k o v a n ə,0
{bul}закупете,z ə k o p ɛ t̪ ɛ,0
{bul}закупил,z ɐ k u p i ɫ,0
{bul}залезела,z ɐ ɫ ɛ z ɛ ɫ ə,0
{bul}залязат,z ɐ lʲ a z ə t̪,0
{bul}залязвания,z ɐ lʲ a z v ə n i j ə,0
{bul}залязлата,z ɐ lʲ a z ɫ ə t̪ ə,0
{bul}замира,z ɐ m i ɾ ə,0
{bul}замитащия,z ɐ m i t̪ ə ʃ t̪ i j ə,0
{bul}замре,z ɐ m r ɛ,0
{bul}занасяше,z ɐ n a sʲ ə ʃ ɛ,0
{bul}заоравано,z ə o r a v ə n o̝,0
{bul}запалване,z ɐ p a ɫ v ə n ɛ,0
{bul}запалваше,z ɐ p a ɫ v ə ʃ ɛ,0
{bul}запалил,z ɐ p a ɫ i ɫ,0
{bul}запекат,z ə p ɛ k ɤ t̪,0
{bul}запичай,z ɐ p t͡ʃ ʃ ə j,0
{bul}запичате,z ɐ p t͡ʃ ʃ ə t̪ ɛ,0
{bul}заплашвали,z ɐ p ɫ a ʃ v ə ɫ i,0
{bul}заплетен,z ɐ p ɫ ɛ t̪ ɛ n,0
{bul}заплитало,z ɐ p ɫ i t̪ ə ɫ o̝,0
{bul}заповядаха,z ə p o vʲ a d̪ ə x ə,0
{bul}заподозре,z ə p o̝ d̪ o z r ɛ,0
{bul}заподозрени,z ə p o̝ d̪ o z r ɛ n i,0
{bul}заподозрял,z ə p o̝ d̪ o z rʲ a ɫ,0
{bul}заподозрян,z ə p o̝ d̪ o z rʲ a n,0
{bul}започнатата,z ɐ p t͡ʃ ʃ n ə t̪ ə t̪ ə,0
{bul}започнеш,z ɐ p t͡ʃ ʃ n ɛ ʃ,0
{bul}запридалият,z ɐ p r i d̪ ə ɫ i j ə t̪,0
{bul}запридащия,z ɐ p r i d̪ ə ʃ t̪ i j ə,0
{bul}заревали,z ə ɾ ɛ v a ɫ i,0
{bul}заревалия,z ə ɾ ɛ v a ɫ i j ə,0
{bul}зарежда,z ɐ r d͡ʒ d̪ ə,0
{bul}зареждала,z ɐ r d͡ʒ d̪ ə ɫ ə,0
{bul}зарича,z ɐ r t͡ʃ ʃ ə,0
{bul}заричащите,z ɐ r t͡ʃ ʃ ə ʃ t̪ i t̪ ɛ,0
{bul}засекли,z ɐ s ɛ k ɫ i,0
{bul}засечем,z ə s t͡ʃ ʃ ɛ m,0
{bul}засичайте,z ɐ s t͡ʃ ʃ ə j t̪ ɛ,0
{bul}засичан,z ɐ s t͡ʃ ʃ ə n,0
{bul}засичанията,z ɐ s t͡ʃ ʃ ə n i j ə t̪ ə,0
{bul}заслужаваха,z ə s ɫ o ʒ a v ə x ə,0
{bul}заслужаваш,z ə s ɫ o ʒ a v ə ʃ,0
{bul}заслужаващо,z ə s ɫ o ʒ a v ə ʃ t̪ o̝,0
{bul}заслужената,z ɐ s ɫ u ʒ ɛ n ə t̪ ə,0
{bul}заслужено,z ɐ s ɫ u ʒ ɛ n o̝,0
{bul}заслужете,z ə s ɫ o ʒ ɛ t̪ ɛ,0
{bul}заслужехме,z ɐ s ɫ u ʒ ɛ x m ɛ,0
{bul}заслужихме,z ɐ s ɫ u ʒ i x m ɛ,0
{bul}заспивате,z ɐ s p i v ə t̪ ɛ,0
{bul}заспиваха,z ɐ s p i v ə x ə,0
{bul}засякох,z ɐ sʲ a k o̝ x,0
{bul}затичах,z ɐ t̪ t͡ʃ ʃ ə x,0
{bul}затресла,z ɐ t̪ r ɛ s ɫ ə,0
{bul}захапах,z ɐ x a p ə x,0
{bul}зачевала,z t͡ʃ ʃ ɛ v ə ɫ ə,0
{bul}зачеващ,z t͡ʃ ʃ ɛ v ə ʃ t̪,0
{bul}заченатите,z t͡ʃ ʃ ɛ n ə t̪ i t̪ ɛ,0
{bul}зачетете,z t͡ʃ ʃ ɛ t̪ ɛ t̪ ɛ,0
{bul}зашили,z ɐ ʃ i ɫ i,0
{bul}злоупотреби,z ɫ o̝ o̝ p o̝ t̪ r ɛ b i,0
{bul}злоупотребила,z ɫ o̝ o̝ p o̝ t̪ r ɛ b i ɫ ə,0
{bul}злоупотребяванията,z ɫ o̝ o̝ p o̝ t̪ r ɛ bʲ a v ə n i j ə t̪ ə,0
{bul}злоупотребяват,z ɫ o̝ o̝ p o̝ t̪ r ɛ bʲ a v ə t̪,0
{bul}зрения,z r ɛ n i j ə,0
{bul}играеше,i ɡ r a ɛ ʃ ɛ,0
{bul}играли,i ɡ r a ɫ i,0
{bul}играния,i ɡ r a n i j ə,0
{bul}играха,i ɡ r a x ə,0
{bul}избирай,i z b i ɾ ə j,0
{bul}избирайки,i z b i ɾ ə j kʲ i,0
{bul}избиране,i z b i ɾ ə n ɛ,0
{bul}избирани,i z b i ɾ ə n i,0
{bul}избират,i z b i ɾ ə t̪,0
{bul}изболи,i z b ɔ ɫ i,0
{bul}избра,i z b r a,0
{bul}избрало,i z b r a ɫ o̝,0
{bul}избрах,i z b r a x,0
{bul}изведете,i z v ɛ d̪ ɛ t̪ ɛ,0
{bul}извеждал,i z v d͡ʒ d̪ ə ɫ,0
{bul}извеждаме,i z v d͡ʒ d̪ ə m ɛ,0
{bul}извеждах,i z v d͡ʒ d̪ ə x,0
{bul}извеждащи,i z v d͡ʒ d̪ ə ʃ t̪ i,0
{bul}извел,i z v ɛ ɫ,0
{bul}извлечена,i z v ɫ t͡ʃ ʃ ɛ n ə,0
{bul}извлечената,i z v ɫ t͡ʃ ʃ ɛ n ə t̪ ə,0
{bul}изговорени,i z ɡ o v ɔ ɾ ɛ n i,0
{bul}изговорят,i z ɡ o v ɔ rʲ ə t̪,0
{bul}изгребващите,i z ɡ r ɛ b v ə ʃ t̪ i t̪ ɛ,0
{bul}изковавали,i s k o v a v ə ɫ i,0
{bul}изкупили,i s k u p i ɫ i,0
{bul}изкупуване,i s k o p u v ə n ɛ,0
{bul}изкупуваш,i s k o p u v ə ʃ,0
{bul}изкусен,i s k u s ɛ n,0
{bul}излез,i z ɫ ɛ s,0
{bul}излизала,i z ɫ i z ə ɫ ə,0
{bul}излизане,i z ɫ i z ə n ɛ,0
{bul}излизах,i z ɫ i z ə x,0
{bul}излизащите,i z ɫ i z ə ʃ t̪ i t̪ ɛ,0
{bul}излизащо,i z ɫ i z ə ʃ t̪ o̝,0
{bul}излязла,i z lʲ a z ɫ ə,0
{bul}излязлата,i z lʲ a z ɫ ə t̪ ə,0
{bul}изминаваната,i z m i n a v ə n ə t̪ ə,0
{bul}изминалата,i z m i n ə ɫ ə t̪ ə,0
{bul}изминатото,i z m i n ə t̪ o̝ t̪ o̝,0
{bul}измине,i z m i n ɛ,0
{bul}измирате,i z m i ɾ ə t̪ ɛ,0
{bul}изнасяне,i z n a sʲ ə n ɛ,0
{bul}изнасят,i z n a sʲ ə t̪,0
{bul}изнасяхме,i z n a sʲ ə x m ɛ,0
{bul}изнесло,i z n ɛ s ɫ o̝,0
{bul}изнесохме,i z n ɛ s o̝ x m ɛ,0
{bul}изнудванетата,i z n u d̪ v ə n ɛ t̪ ə t̪ ə,0
{bul}изнудила,i z n u d̪ i ɫ ə,0
{bul}изпече,i s p t͡ʃ ʃ ɛ,0
{bul}изпи,i s p i,0
{bul}изпива,i s p i v ə,0
{bul}изпил,i s p i ɫ,0
{bul}изплашилото,i s p ɫ a ʃ i ɫ o̝ t̪ o̝,0
{bul}изплели,i s p ɫ ɛ ɫ i,0
{bul}изплетеният,i s p ɫ ɛ t̪ ɛ n i j ə t̪,0
{bul}изплиталото,i s p ɫ i t̪ ə ɫ o̝ t̪ o̝,0
{bul}изплитат,i s p ɫ i t̪ ə t̪,0
{bul}изплитахте,i s p ɫ i t̪ ə x t̪ ɛ,0
{bul}изпято,i s pʲ a t̪ o̝,0
{bul}изрече,i z r t͡ʃ ʃ ɛ,0
{bul}изричаме,i z r t͡ʃ ʃ ə m ɛ,0
{bul}изричан,i z r t͡ʃ ʃ ə n,0
{bul}изричащ,i z r t͡ʃ ʃ ə ʃ t̪,0
{bul}изсичал,i s s t͡ʃ ʃ ə ɫ,0
{bul}изсичащ,i s s t͡ʃ ʃ ə ʃ t̪,0
{bul}изслушайте,i s ɫ u ʃ ə j t̪ ɛ,0
{bul}изслушала,i s ɫ u ʃ ə ɫ ə,0
{bul}изслушали,i s ɫ u ʃ ə ɫ i,0
{bul}изслушалия,i s ɫ u ʃ ə ɫ i j ə,0
{bul}изслушан,i s ɫ u ʃ ə n,0
{bul}изслушах,i s ɫ u ʃ ə x,0
{bul}изтекли,i s t̪ ɛ k ɫ i,0
{bul}изтеклите,i s t̪ ɛ k ɫ i t̪ ɛ,0
{bul}изтечел,i s t̪ t͡ʃ ʃ ɛ ɫ,0
{bul}изтечело,i s t̪ t͡ʃ ʃ ɛ ɫ o̝,0
{bul}изтичането,i s t̪ t͡ʃ ʃ ə n ɛ t̪ o̝,0
{bul}източен,i s t̪ t͡ʃ ʃ ɛ n,0
{bul}изтърваваната,i s t̪ ɐ r v a v ə n ə t̪ ə,0
{bul}изтървани,i s t̪ ɐ r v a n i,0
{bul}изтървем,i s t̪ ɐ r v ɛ m,0
{bul}изчезва,i t͡ʃ ʃ ɛ z v ə,0
{bul}изчезвай,i t͡ʃ ʃ ɛ z v ə j,0
{bul}изчезването,i t͡ʃ ʃ ɛ z v ə n ɛ t̪ o̝,0
{bul}изчезналата,i t͡ʃ ʃ ɛ z n ə ɫ ə t̪ ə,0
{bul}изчезнали,i t͡ʃ ʃ ɛ z n ə ɫ i,0
{bul}изчезнем,i t͡ʃ ʃ ɛ z n ɛ m,0
{bul}изчетял,i t͡ʃ ʃ ɛ tʲ a ɫ,0
{bul}изчиталата,i t͡ʃ ʃ i t̪ ə ɫ ə t̪ ə,0
{bul}инвестирай,i ɱ v ɛ s t̪ i ɾ ə j,0
{bul}интересувате,i n t̪ ɛ ɾ ɛ s u v ə t̪ ɛ,0
{bul}интересуваш,i n t̪ ɛ ɾ ɛ s u v ə ʃ,0
{bul}искайте,i s k ə j t̪ ɛ,0
{bul}искани,i s k ə n i,0
{bul}исканията,i s k ə n i j ə t̪ ə,0
{bul}искащите,i s k ə ʃ t̪ i t̪ ɛ,0
{bul}кажело,k a ʒ ɛ ɫ o̝,0
{bul}кажеше,k a ʒ ɛ ʃ ɛ,0
{bul}казаният,k a z ə n i j ə t̪,0
{bul}казано,k a z ə n o̝,0
{bul}капел,k a p ɛ ɫ,0
{bul}ковано,k o v a n o̝,0
{bul}ковяха,k o vʲ a x ə,0
{bul}кол,k ɔ ɫ,0
{bul}комбинират,k o̝ m b i n i ɾ ə t̪,0
{bul}комбинирате,k o̝ m b i n i ɾ ə t̪ ɛ,0
{bul}компетентен,k o m p ɛ t̪ ɛ n t̪ ɛ n,0
{bul}коремен,k o r ɛ m ɛ n,0
{bul}кръстопът,k r ə s t̪ o p ɤ t̪,0
{bul}купено,k u p ɛ n o̝,0
{bul}купете,k o p ɛ t̪ ɛ,0
{bul}къделя,k ə d̪ ɛ lʲ ə,0
{bul}кълвалото,k ɐ ɫ v a ɫ o̝ t̪ o̝,0
{bul}кълваната,k ɐ ɫ v a n ə t̪ ə,0
{bul}легализираният,ɫ ɛ ɡ ə ɫ i z i ɾ ə n i j ə t̪,0
{bul}легализират,ɫ ɛ ɡ ə ɫ i z i ɾ ə t̪,0
{bul}летим,ɫ ɛ t̪ i m,0
{bul}лижеш,ɫ i ʒ ɛ ʃ,0
{bul}ловкост,ɫ ɔ v k o s t̪,0
{bul}лъжех,ɫ ɤ ʒ ɛ x,0
{bul}маже,m a ʒ ɛ,0
{bul}мазаната,m a z ə n ə t̪ ə,0
{bul}мазаните,m a z ə n i t̪ ɛ,0
{bul}мечтаел,m ɛ t͡ʃ t̪ a ɛ ɫ,0
{bul}мечтаем,m ɛ t͡ʃ t̪ a ɛ m,0
{bul}мечтаеха,m ɛ t͡ʃ t̪ a ɛ x ə,0
{bul}мечтаещи,m ɛ t͡ʃ t̪ a ɛ ʃ t̪ i,0
{bul}мечтани,m ɛ t͡ʃ t̪ a n i,0
{bul}мечтаният,m ɛ t͡ʃ t̪ a n i j ə t̪,0
{bul}мечтаното,m ɛ t͡ʃ t̪ a n o̝ t̪ o̝,0
{bul}можаха,m o ʒ a x ə,0
{bul}можещите,m ɔ ʒ ɛ ʃ t̪ i t̪ ɛ,0
{bul}можещото,m ɔ ʒ ɛ ʃ t̪ o̝ t̪ o̝,0
{bul}молела,m ɔ ɫ ɛ ɫ ə,0
{bul}молели,m ɔ ɫ ɛ ɫ i,0
{bul}молиш,m ɔ ɫ i ʃ,0
{bul}молят,m ɔ lʲ ə t̪,0
{bul}монарх,m ɔ n a r x,0
{bul}мразех,m r a z ɛ x,0
{bul}мразеше,m r a z ɛ ʃ ɛ,0
{bul}мразите,m r a z i t̪ ɛ,0
{bul}мълчиш,m ɐ ɫ t͡ʃ i ʃ,0
{bul}набождалата,n ɐ b ɔ ʒ d̪ ə ɫ ə t̪ ə,0
{bul}наведете,n ə v ɛ d̪ ɛ t̪ ɛ,0
{bul}навелата,n ɐ v ɛ ɫ ə t̪ ə,0
{bul}навестявало,n ə v ɛ s tʲ a v ə ɫ o̝,0
{bul}навестявалото,n ə v ɛ s tʲ a v ə ɫ o̝ t̪ o̝,0
{bul}навестяваш,n ə v ɛ s tʲ a v ə ʃ,0
{bul}навиране,n ɐ v i ɾ ə n ɛ,0
{bul}навираното,n ɐ v i ɾ ə n o̝ t̪ o̝,0
{bul}навират,n ɐ v i ɾ ə t̪,0
{bul}навлезе,n ɐ v ɫ ɛ z ɛ,0
{bul}навлезел,n ɐ v ɫ ɛ z ɛ ɫ,0
{bul}навлезлите,n ɐ v ɫ ɛ z ɫ i t̪ ɛ,0
{bul}навлечали,n ə v ɫ ɛ t͡ʃ a ɫ i,0
{bul}навлизаше,n ɐ v ɫ i z ə ʃ ɛ,0
{bul}навлизащите,n ɐ v ɫ i z ə ʃ t̪ i t̪ ɛ,0
{bul}навличат,n ɐ v ɫ i t͡ʃ ə t̪,0
{bul}наводниха,n ə v o d̪ n i x ə,0
{bul}нагризат,n ə ɡ r i z ɤ t̪,0
{bul}нагризвайте,n ɐ ɡ r i z v ə j t̪ ɛ,0
{bul}нагризвалия,n ɐ ɡ r i z v ə ɫ i j ə,0
{bul}нагризваният,n ɐ ɡ r i z v ə n i j ə t̪,0
{bul}надвнесения,n ɐ d̪ v n ɛ s ɛ n i j ə,0
{bul}надебелявалите,n ə d̪ ɛ b ɛ lʲ a v ə ɫ i t̪ ɛ,0
{bul}надеждност,n ə d̪ d͡ʒ n o s t̪,0
{bul}надонасян,n ə d̪ o n a sʲ ə n,0
{bul}надонасяхте,n ə d̪ o n a sʲ ə x t̪ ɛ,0
{bul}наемат,n ɐ ɛ m ə t̪,0
{bul}наемехме,n ɐ ɛ m ɛ x m ɛ,0
{bul}наемеш,n ɐ ɛ m ɛ ʃ,0
{bul}наетите,n ɐ ɛ t̪ i t̪ ɛ,0
{bul}наето,n ɐ ɛ t̪ o̝,0
{bul}наеха,n ɐ ɛ x ə,0
{bul}назовавани,n ə z o v a v ə n i,0
{bul}назовавате,n ə z o v a v ə t̪ ɛ,0
{bul}назоваващият,n ə z o v a v ə ʃ t̪ i j ə t̪,0
{bul}назован,n ə z o v a n,0
{bul}наизлизам,n ə i z ɫ i z ə m,0
{bul}накълвалия,n ə k ɐ ɫ v a ɫ i j ə,0
{bul}намеква,n ɐ m ɛ k v ə,0
{bul}намеквайки,n ɐ m ɛ k v ə j kʲ i,0
{bul}намеквалата,n ɐ m ɛ k v ə ɫ ə t̪ ə,0
