merged_spelling,ipa,langid
{hbs}džabe,d͡ʒ â b eː,0
{hbs}džin,d͡ʒ î n,0
{hbs}efektno,ě f e k t n o,0
{hbs}egzodus,e ɡ z ǒː d u s,0
{hbs}ekvator,ě k ʋ aː t o r,0
{hbs}emigracija,e m i ɡ r ǎː t͡s i j a,0
{hbs}emigrant,e m ǐ ɡ r a n t,0
{hbs}epruveta,e p r u ʋ ě t a,0
{hbs}erekcija,e r ě k t͡s i j a,0
{hbs}fabrika,f ǎ b r i k a,0
{hbs}federacija,f e d e r ǎː t͡s i j a,0
{hbs}feniks,f ěː n i k s,0
{hbs}finalist,f i n ǎ l i s t,0
{hbs}firma,f îː r m a,0
{hbs}fizika,f ǐ z i k a,0
{hbs}fjaka,f j â k a,0
{hbs}fontana,f ǒ n t aː n a,0
{hbs}forum,f ǒː r u m,0
{hbs}frustriran,f r ǔ s t r iː r a n,0
{hbs}fuj,f u j,0
{hbs}gaj,ɡ âː j,0
{hbs}galantnost,ɡ a l ǎ n t n oː s t,0
{hbs}galeb,ɡ â l eː b,0
{hbs}galop,ɡ ǎ l o p,0
{hbs}garderoba,ɡ a r d e r ǒː b a,0
{hbs}gas,ɡ âː s,0
{hbs}gimnastika,ɡ i m n ǎ s t i k a,0
{hbs}ginekolog,ɡ i n e k ǒ l o ɡ,0
{hbs}glasina,ɡ l ǎ s i n a,0
{hbs}gospodar,ɡ o s p ǒ d aː r,0
{hbs}gospodarski,ɡ o s p ǒ d aː r s k iː,0
{hbs}gramatika,ɡ r a m ǎ t i k a,0
{hbs}gravitacija,ɡ r a ʋ i t ǎː t͡s i j a,0
{hbs}grkinja,ɡ r̂ k i ɲ a,0
{hbs}grudnjak,ɡ r ûː d ɲ aː k,0
{hbs}guzica,ɡ ǔ z i t͡s a,0
{hbs}hag,x âː ɡ,0
{hbs}halucinacija,x a l u t͡s i n ǎː t͡s i j a,0
{hbs}han,x âː n,0
{hbs}himen,x îː m e n,0
{hbs}hirovitost,x i r ǒ ʋ i t oː s t,0
{hbs}historiografija,x i s t o r i o ɡ r ǎ f i j a,0
{hbs}hladnokrvno,x l â d n o k rː ʋ n o,0
{hbs}horizontalno,x ô r i z o n t aː l n o,0
{hbs}hormon,x ǒ r m oː n,0
{hbs}horoz,x ô r oː z,0
{hbs}hrabrost,x r ǎː b r oː s t,0
{hbs}hrast,x r âː s t,0
{hbs}hrpa,x ř p a,0
{hbs}identifikacija,i d e n t i f i k ǎː t͡s i j a,0
{hbs}igrač,ǐ ɡ r aː t͡ʃ,0
{hbs}ilirski,ǐ l iː r s k iː,0
{hbs}imenik,î m e n iː k,0
{hbs}implikacija,i m p l i k ǎː t͡s i j a,0
{hbs}implozija,ǐ m p l oː z i j a,0
{hbs}inače,î n aː t͡ʃ e,0
{hbs}individualizam,i n d i ʋ i d u a l ǐ z a m,0
{hbs}individualnost,i n d i ʋ i d u ǎː l n oː s t,0
{hbs}infarkt,ǐ n f a r k t,0
{hbs}insekt,ǐ n s e k t,0
{hbs}instalacija,i n s t a l ǎː t͡s i j a,0
{hbs}intuitivno,î n t u i t iː ʋ n o,0
{hbs}investicijski,i n ʋ e s t ǐː t͡s iː j s k iː,0
{hbs}inzulin,i n z ǔ l iː n,0
{hbs}ionako,i o n ǎ k oː,0
{hbs}irska,îː r s k aː,0
{hbs}iskoristiti,i s k o r ǐ s t i t i,0
{hbs}iskoristivost,i s k o r ǐ s t i ʋ oː s t,0
{hbs}islandski,ǐ s l a n d s k iː,0
{hbs}ispisivati,i s p i s ǐː ʋ a t i,0
{hbs}ispomoć,î s p o m oː t͡ɕ,0
{hbs}ispovijest,ǐ s p o ʋ j eː s t,0
{hbs}istaći,ǐ s t a t͡ɕ i,0
{hbs}istra,î s t r a,0
{hbs}istražiti,i s t r ǎː ʒ i t i,0
{hbs}isus,ǐ s u s,0
{hbs}ivana,ǐ ʋ a n a,0
{hbs}izbočina,ǐ z b o t͡ʃ i n a,0
{hbs}izdavač,i z d ǎ ʋ aː t͡ʃ,0
{hbs}izgradnja,i z ɡ r ǎː d ɲ a,0
{hbs}izgubljen,ǐ z ɡ u b ʎ e n,0
{hbs}izjava,î z j a ʋ a,0
{hbs}izlječiv,i z ʎ ě t͡ʃ i ʋ,0
{hbs}izložiti,i z l ǒ ʒ i t i,0
{hbs}izniman,ǐ z n iː m a n,0
{hbs}izrael,ǐ z r a e l,0
{hbs}izrezati,ǐ z r e z a t i,0
{hbs}izricati,i z r ǐː t͡s a t i,0
{hbs}izvedenica,i z ʋ e d ě n i t͡s a,0
{hbs}izvediv,i z ʋ ě d i ʋ,0
{hbs}izvjesno,î z ʋ j e s n o,0
{hbs}izvještavati,i z ʋ j e ʃ t ǎː ʋ a t i,0
{hbs}jahanje,j â x aː ɲ e,0
{hbs}jamstvo,j ǎ m s t ʋ o,0
{hbs}jamčiti,j â m t͡ʃ i t i,0
{hbs}januar,j â n u aː r,0
{hbs}jasno,j â s n o,0
{hbs}jačati,j ǎ t͡ʃ a t i,0
{hbs}jedanput,j e d ǎ m p uː t,0
{hbs}jeftin,j ê f t i n,0
{hbs}jeka,j ê k a,0
{hbs}jesenas,j e s ě n a s,0
{hbs}jetra,j ê t r a,0
{hbs}jezgra,j ěː z ɡ r a,0
{hbs}jeziv,j ě z i ʋ,0
{hbs}jezički,j ě z i t͡ʃ k iː,0
{hbs}ju,j u,0
{hbs}jure,j û r e,0
{hbs}juriš,j û r iː ʃ,0
{hbs}jutro,j û t r o,0
{hbs}kafana,k a f ǎ n a,0
{hbs}kaiš,k ǎ i ʃ,0
{hbs}kamen,k â m eː n,0
{hbs}kamerunski,k â m e r uː n s k iː,0
{hbs}kampućija,k a m p ǔ t͡ɕ i j a,0
{hbs}kandidat,k a n d ǐ d aː t,0
{hbs}kapela,k a p ěː l a,0
{hbs}kasniti,k ǎ s n i t i,0
{hbs}katastrofalno,k â t a s t r o f aː l n o,0
{hbs}katedrala,k a t e d r ǎː l a,0
{hbs}kazalište,k ǎ z a l iː ʃ t e,0
{hbs}kazalo,k ǎ z a l o,0
{hbs}kenija,k êː n i j a,0
{hbs}kiša,k î ʃ a,0
{hbs}kletva,k l êː t ʋ a,0
{hbs}klizav,k l î z a ʋ,0
{hbs}kljova,k ʎ ôː ʋ a,0
{hbs}knez,k n êː z,0
{hbs}knjiga,k ɲ î ɡ a,0
{hbs}knut,k n û t,0
{hbs}koalicija,k o a l ǐː t͡s i j a,0
{hbs}koalirati,k o a l ǐː r a t i,0
{hbs}koliba,k ǒ l i b a,0
{hbs}kolica,k o l ǐː t͡s a,0
{hbs}kolonizacija,k o l o n i z ǎː t͡s i j a,0
{hbs}kombajn,k ǒ m b a j n,0
{hbs}komorač,k o m ǒ r aː t͡ʃ,0
{hbs}komplet,k ǒ m p l e t,0
{hbs}kompromis,k o m p r ǒ m i s,0
{hbs}konačan,k ǒ n a t͡ʃ a n,0
{hbs}koncert,k ǒ n t͡s e r t,0
{hbs}koncesija,k o n t͡s ě s i j a,0
{hbs}kongresmen,k ǒ n ɡ r e s m e n,0
{hbs}konj,k ô ɲ,0
{hbs}konotacija,k o n o t ǎː t͡s i j a,0
{hbs}konstruirati,k o n s t r u ǐː r a t i,0
{hbs}kontinuiran,k o n t i n ǔ iː r a n,0
{hbs}kopar,k ô p a r,0
{hbs}koreograf,k o r e ǒ ɡ r a f,0
{hbs}korov,k ǒː r o ʋ,0
{hbs}kos,k ôː s,0
{hbs}kotar,k ô t aː r,0
{hbs}kotizacija,k o t i z ǎː t͡s i j a,0
{hbs}kočnica,k ô t͡ʃ n i t͡s a,0
{hbs}koštac,k ǒ ʃ t a t͡s,0
{hbs}košćan,k ǒ ʃ t͡ɕ a n,0
{hbs}krajnje,k r âː j ɲ eː,0
{hbs}krajnost,k r ǎː j n oː s t,0
{hbs}krak,k r âː k,0
{hbs}kralj,k r âː ʎ,0
{hbs}kratak,k r ǎ t a k,0
{hbs}kreacija,k r e ǎː t͡s i j a,0
{hbs}krevet,k r ě ʋ e t,0
{hbs}krf,k r̂ f,0
{hbs}krin,k r îː n,0
{hbs}kritično,k r ǐ t i t͡ʃ n o,0
{hbs}krivični,k r ǐ ʋ i t͡ʃ n iː,0
{hbs}krivo,k r îː ʋ o,0
{hbs}krmak,k řː m a k,0
{hbs}krnjav,k r̂ ɲ a ʋ,0
{hbs}krompir,k r ǒ m p iː r,0
{hbs}kročiti,k r ǒ t͡ʃ i t i,0
{hbs}kukati,k û k a t i,0
{hbs}kultni,k û l t n iː,0
{hbs}kuna,k ǔː n a,0
{hbs}kurvica,k ûː r ʋ i t͡s a,0
{hbs}laboratorij,l a b o r a t oː r i j,0
{hbs}lagati,l ǎ ɡ a t i,0
{hbs}lajavo,l â j a ʋ o,0
{hbs}lakovjerno,l â k o ʋ j eː r n o,0
{hbs}lanjski,l ǎ ɲ s k iː,0
{hbs}lansirati,l a n s ǐː r a t i,0
{hbs}ledina,l ě d i n a,0
{hbs}lepo,l êː p o,0
{hbs}letva,l ê t ʋ a,0
{hbs}leđa,l ěː d͡ʑ a,0
{hbs}liberalan,l î b e r aː l a n,0
{hbs}lice,l ǐː t͡s e,0
{hbs}lider,l ǐː d e r,0
{hbs}liga,l ǐː ɡ a,0
{hbs}lijeno,l j êː n o,0
{hbs}lijenost,l i j ěː n oː s t,0
{hbs}lijep,l i j êː p,0
{hbs}lijes,l i j êː s,0
{hbs}likvidacija,l i k ʋ i d ǎː t͡s i j a,0
{hbs}liturgija,l i t ǔ r ɡ i j a,0
{hbs}litvanski,l ǐ t ʋ aː n s k iː,0
{hbs}ljeti,ʎ ê t i,0
{hbs}ljetos,ʎ ê t oː s,0
{hbs}ljubica,ʎ û b i t͡s a,0
{hbs}lobotomija,l o b o t ǒ m i j a,0
{hbs}logos,l ôː ɡ o s,0
{hbs}london,l ǒ n d oː n,0
{hbs}lopov,l ǒː p o ʋ,0
{hbs}lord,l ô r d,0
{hbs}los,l ô s,0
{hbs}lovorov,l ô ʋ o r o ʋ,0
{hbs}luka,l ǔː k a,0
{hbs}lukavac,l û k a ʋ a t͡s,0
{hbs}luteranski,l u t ě r aː n s k iː,0
{hbs}maglica,m ǎ ɡ l i t͡s a,0
{hbs}magličast,m ǎ ɡ l i t͡ʃ a s t,0
{hbs}mahala,m ǎ x a l a,0
{hbs}malo,m â l o,0
{hbs}maloljetnik,m â l o ʎ e t n iː k,0
{hbs}mamiti,m ǎː m i t i,0
{hbs}manipulacija,m a n i p u l ǎː t͡s i j a,0
{hbs}mapa,m â p a,0
{hbs}marke,m ǎ r k e,0
{hbs}masakr,m a s ǎ k r,0
{hbs}maslina,m ǎ s l i n a,0
{hbs}materica,m â t e r i t͡s a,0
{hbs}materijal,m a t e r ǐ j aː l,0
{hbs}mati,m â t i,0
{hbs}mediteran,m e d i t ě r aː n,0
{hbs}megdan,m ě ɡ d aː n,0
{hbs}mekan,m ê k a n,0
{hbs}meta,m ěː t a,0
{hbs}metabolizam,m e t a b o l ǐ z a m,0
{hbs}metropola,m e t r ǒ p o l a,0
{hbs}meze,m ě z e,0
{hbs}micati,m î t͡s a t i,0
{hbs}milijun,m i l ǐ j uː n,0
{hbs}milion,m i l ǐ oː n,0
{hbs}mimo,m î m o,0
{hbs}mineral,m i n ě r aː l,0
{hbs}minimalan,m î n i m aː l a n,0
{hbs}mistično,m ǐ s t i t͡ʃ n o,0
{hbs}mitologija,m i t o l ǒ ɡ i j a,0
{hbs}mleti,m l ê t i,0
{hbs}mol,m ôː l,0
{hbs}monarh,m ǒ n a r x,0
{hbs}monolog,m o n ǒ l o ɡ,0
{hbs}motivacija,m o t i ʋ ǎː t͡s i j a,0
{hbs}možda,m ǒ ʒ d a,0
{hbs}mramor,m r â m o r,0
{hbs}mršav,m r̂ ʃ a ʋ,0
{hbs}mudrac,m ǔ d r a t͡s,0
{hbs}muftija,m ǔ f t i j a,0
{hbs}mulac,m ǔː l a t͡s,0
{hbs}mučenica,m û t͡ʃ e n i t͡s a,0
{hbs}mušica,m ǔ ʃ i t͡s a,0
{hbs}muževnost,m u ʒ ěː ʋ n oː s t,0
{hbs}nacrtati,n ǎ t͡s r t a t i,0
{hbs}nadzor,n ǎː d z o r,0
{hbs}nafta,n â f t a,0
{hbs}nagađati,n a ɡ ǎː d͡ʑ a t i,0
{hbs}nagib,n ǎː ɡ i b,0
{hbs}nagristi,n ǎ ɡ r i s t i,0
{hbs}nahraniti,n a x r ǎː n i t i,0
{hbs}naivnost,n a ǐː ʋ n oː s t,0
{hbs}nakaza,n ǎː k a z a,0
{hbs}naklada,n âː k l a d a,0
{hbs}nakon,n ǎ k o n,0
{hbs}nana,n ǎː n a,0
{hbs}naočare,n â o t͡ʃ aː r e,0
{hbs}napon,n ǎː p o n,0
{hbs}napredovati,n ǎ p r e d o ʋ a t i,0
{hbs}napuštati,n a p ǔː ʃ t a t i,0
{hbs}narandža,n ǎ r aː n d͡ʒ a,0
{hbs}naricati,n a r ǐː t͡s a t i,0
{hbs}narudžba,n ǎː r u d͡ʒ b a,0
{hbs}narukvica,n ǎ r u k ʋ i t͡s a,0
{hbs}naručiti,n a r ǔː t͡ʃ i t i,0
{hbs}nasilje,n ǎː s iː ʎ e,0
{hbs}nasilnik,n ǎː s iː l n iː k,0
{hbs}nasljeđe,n ǎː s ʎ eː d͡ʑ e,0
{hbs}naslovnik,n ǎː s l oː ʋ n iː k,0
{hbs}naučiti,n a ǔ t͡ʃ i t i,0
{hbs}naučnik,n ǎ u t͡ʃ n iː k,0
{hbs}navići,n ǎ ʋ i t͡ɕ i,0
{hbs}neboder,n ê b o d eː r,0
{hbs}neizvjestan,n ê i z ʋ j e s t a n,0
{hbs}nejasno,n ě j a s n o,0
{hbs}nejasnoća,n e j a s n ǒ t͡ɕ a,0
{hbs}nekad,n ê k a d,0
{hbs}nekidan,n ê k i d aː n,0
{hbs}nekompetentnost,n e k o m p e t ě n t n oː s t,0
{hbs}nekulturan,n ê k u l t uː r a n,0
{hbs}nelagoda,n ê l a ɡ o d a,0
{hbs}neljudski,n ê ʎ u d s k iː,0
{hbs}nemoćan,n ê m o t͡ɕ a n,0
{hbs}nenadmašiv,n e n a d m ǎ ʃ i ʋ,0
{hbs}nenamjerno,n e n ǎː m j e r n o,0
{hbs}neodgovorno,n ê o d ɡ o ʋ oː r n o,0
{hbs}neodoljivo,n e o d ǒ ʎ i ʋ o,0
{hbs}neodređen,n e ǒ d r eː d͡ʑ e n,0
{hbs}neosvojiv,n e o s ʋ ǒ j i ʋ,0
{hbs}neovisno,n ê o ʋ i s n o,0
{hbs}neočekivan,n e o t͡ʃ ě k iː ʋ aː n,0
{hbs}nepal,n ě p aː l,0
{hbs}nepotrebno,n ê p o t r e b n o,0
{hbs}neprijatan,n ê p r i j aː t a n,0
{hbs}neprimetno,n ê p r i m e t n o,0
{hbs}neprimjeren,n e p r ǐ m j e r e n,0
{hbs}neprincipijelan,n ê p r i n t͡s i p i j eː l a n,0
{hbs}neproduktivan,n ê p r o d u k t iː ʋ a n,0
{hbs}nesebičan,n ê s e b i t͡ʃ a n,0
{hbs}neshvaćen,n ě s x ʋ a t͡ɕ e n,0
{hbs}nestrpljiv,n e s t ř p ʎ i ʋ,0
{hbs}neuspelost,n ê u s p e l oː s t,0
{hbs}nezavisnost,n e z ǎː ʋ i s n oː s t,0
{hbs}nezdrav,n ě z d r a ʋ,0
{hbs}nećemo,n êː t͡ɕ eː m o,0
{hbs}nečiji,n ê t͡ʃ i j iː,0
{hbs}nihilist,n i x ǐ l i s t,0
{hbs}nijansa,n i j ǎ n s a,0
{hbs}nikuda,n î k u d a,0
{hbs}nimalo,n ǐ m a l o,0
{hbs}nivo,n ǐ ʋ oː,0
{hbs}nje,ɲ êː,0
{hbs}nogomet,n ô ɡ o m eː t,0
{hbs}norman,n ǒ r m aː n,0
{hbs}norvežanin,n o r ʋ ěː ʒ a n i n,0
{hbs}nosač,n ǒ s aː t͡ʃ,0
{hbs}novak,n ǒ ʋ aː k,0
{hbs}novčanica,n o ʋ t͡ʃ ǎ n i t͡s a,0
{hbs}noću,n ô t͡ɕ u,0
{hbs}obavezan,ô b a ʋ e z a n,0
{hbs}obavijest,ô b a ʋ j eː s t,0
{hbs}obilježavati,o b i ʎ e ʒ ǎː ʋ a t i,0
{hbs}obilježiti,o b ǐ ʎ e ʒ i t i,0
{hbs}obitelj,o b ǐː t e ʎ,0
{hbs}objektivan,ô b j e k t iː ʋ a n,0
{hbs}oblačiti,o b l ǎː t ʃ i t i,0
{hbs}obojica,o b ǒ j i t͡s a,0
{hbs}obrazložiti,o b r a z l ǒ ʒ i t i,0
{hbs}obrazovati,ǒ b r a z o ʋ a t i,0
{hbs}obrok,ǒ b r o k,0
{hbs}ocean,o t͡s ě aː n,0
{hbs}oda,ǒː d a,0
{hbs}odaziv,ô d a z iː ʋ,0
{hbs}odgoj,ǒ d ɡ o j,0
{hbs}odlazak,ǒ d l a z a k,0
{hbs}odlomak,ǒ d l o m a k,0
{hbs}odmor,ǒ d m o r,0
{hbs}odrediti,o d r ěː d i t i,0
{hbs}održavati,o d r ʒ ǎː ʋ a t i,0
{hbs}odstupiti,o d s t ǔː p i t i,0
{hbs}odviše,ô d ʋ i ʃ eː,0
{hbs}odšteta,ô d ʃ t e t a,0
{hbs}oganj,ǒ ɡ a ɲ,0
{hbs}ograditi,o ɡ r ǎː d i t i,0
{hbs}ogranak,ǒ ɡ r a n a k,0
{hbs}okititi,ǒ k i t i t i,0
{hbs}okolnost,o k ǒː l n oː s t,0
{hbs}okršaj,ô k r ʃ aː j,0
{hbs}olib,ǒ l i b,0
{hbs}olimpizam,o l i m p ǐ z a m,0
{hbs}olupina,ǒ l u p i n a,0
{hbs}onako,o n ǎ k oː,0
{hbs}opadati,o p ǎː d a t i,0
{hbs}opatica,o p ǎ t i t͡s a,0
{hbs}opekotina,o p e k ǒ t i n a,0
{hbs}ophoditi,o p x ǒ d i t i,0
{hbs}oprostite,o p r ǒ s t i t e,0
{hbs}opruga,ô p r u ɡ a,0
{hbs}opsesija,o p s ě s i j a,0
{hbs}opsjena,ô p s j e n a,0
{hbs}opteretiti,o p t ě r e t i t i,0
{hbs}organizacija,o r ɡ a n i z ǎː t͡s i j a,0
{hbs}organski,ǒ r ɡ aː n s k iː,0
{hbs}originalan,ô r i ɡ i n aː l a n,0
{hbs}osećajnost,o s e t͡ɕ ǎː j n oː s t,0
{hbs}osjećati,ǒ s j e t͡ɕ a t i,0
{hbs}oslanjati,ǒ s l a ɲ a t i,0
{hbs}osmi,ô s m iː,0
{hbs}osporiti,o s p ǒ r i t i,0
{hbs}osvježiti,ǒ s ʋ j e ʒ i t i,0
{hbs}otočić,ǒ t o t͡ʃ i t͡ɕ,0
{hbs}otvoriti,o t ʋ ǒ r i t i,0
{hbs}ovca,ǒː ʋ t͡s a,0
{hbs}ovisan,ǒ ʋ i s a n,0
{hbs}ovisno,ǒ ʋ i s n o,0
{hbs}očekivati,o t͡ʃ e k ǐː ʋ a t i,0
{hbs}oštro,ô ʃ t r o,0
{hbs}pakao,p ǎ k a o,0
{hbs}palanka,p ǎ l aː n k a,0
{hbs}panama,p ǎ n a m a,0
{hbs}paranoičan,p a r a n ǒ i t͡ʃ a n,0
{hbs}paranoja,p a r a n ǒː j a,0
{hbs}parfem,p ǎ r f eː m,0
{hbs}pariz,p ǎ r iː z,0
{hbs}pasivno,p â s iː ʋ n o,0
{hbs}patrijarhalan,p â t r i j a r x aː l a n,0
{hbs}paviljon,p a ʋ ǐ ʎ oː n,0
{hbs}pažnja,p ǎ ʒ ɲ a,0
{hbs}pelud,p ě l u d,0
{hbs}personalan,p ê r s o n aː l a n,0
{hbs}perspektiva,p e r s p e k t ǐː ʋ a,0
{hbs}pesnik,p ê s n iː k,0
{hbs}peći,p ê t͡ɕ i,0
{hbs}pijevac,p i j ěː ʋ a t͡s,0
{hbs}pik,p î k,0
{hbs}pile,p î l e,0
{hbs}pisme,p îː s m e,0
{hbs}piti,p î t i,0
{hbs}pizda,p ǐː z d a,0
{hbs}pjesnik,p j ê s n iː k,0
{hbs}plamenac,p l a m ěː n a t͡s,0
{hbs}plata,p l ǎː t a,0
{hbs}platina,p l ǎ t i n a,0
{hbs}platiti,p l ǎː t i t i,0
{hbs}platiša,p l ǎ t i ʃ a,0
{hbs}platno,p l ǎː t n o,0
{hbs}plač,p l â t͡ʃ,0
{hbs}plišani,p l ǐ ʃ a n iː,0
{hbs}pluća,p l ǔː t͡ɕ a,0
{hbs}pobednik,p ǒ b e d n iː k,0
{hbs}poboljšanje,p o b o ʎ ʃ ǎː ɲ e,0
{hbs}podgorica,p ǒ d ɡ o r i t͡s a,0
{hbs}podignuti,p ǒ d i ɡ n u t i,0
{hbs}podnijeti,p ǒ d n j eː t i,0
{hbs}područje,p ǒ d r uː t͡ʃ j e,0
{hbs}podržati,p o d ř ʒ a t i,0
{hbs}podsvijest,p ô d s ʋ i j eː s t,0
{hbs}podvala,p ô d ʋ a l a,0
{hbs}podvaliti,p o d ʋ ǎː l i t i,0
{hbs}pojam,p ǒː j a m,0
