merged_spelling,ipa,langid
{kor}ㄱㅏㄱㅅㅓㄴㅁㅣ,k a̠ k s͈ ʌ̹ n m i,0
{kor}ㄱㅏㄱㅅㅓㄹ,k a̠ k s͈ ʌ̹ ɭ,0
{kor}ㄱㅏㄱㅅㅣ,k a̠ k ɕ͈ i,0
{kor}ㄱㅏㄱㅈㅏ,k a̠ k̚ t͡ɕ͈ a̠,0
{kor}ㄱㅏㄱㅈㅗㅇ,k a̠ k̚ t͡ɕ͈ o̞ ŋ,0
{kor}ㄱㅏㄱㅎㅏ,k a̠ kʰ a̠,0
{kor}ㄱㅏㄴㄱㅏㄴㅇㅣ,k a̠ n ɡ a̠ n i,0
{kor}ㄱㅏㄴㄱㅡㄱ,k a̠ n ɡ ɯ k̚,0
{kor}ㄱㅏㄴㄷㅏㄴㅎㅣ,k a̠ n d a̠ n ʝ i,0
{kor}ㄱㅏㄴㄷㅡㄹㅣ,k a̠ n d ɯ ɾ i,0
{kor}ㄱㅏㄴㅂㅜ,k a̠ n b u,0
{kor}ㄱㅏㄴㅅㅏ,k a̠ n sʰ a̠,0
{kor}ㄱㅏㄴㅅㅏㅎㅏㄷㅏ,k a̠ n sʰ a̠ ɦ a̠ d a̠,0
{kor}ㄱㅏㄴㅅㅓㄴㄷㅗㄹㅗ,k a̠ n sʰ ʌ̹ n d o̞ ɾ o̞,0
{kor}ㄱㅏㄴㅅㅓㅇ,k a̠ n sʰ ʌ̹ ŋ,0
{kor}ㄱㅏㄴㅅㅣㄱ,k a̠ː n ɕʰ i k̚,0
{kor}ㄱㅏㄴㅇㅏㄱㅎㅏㄷㅏ,k a̠ n a̠ kʰ a̠ d a̠,0
{kor}ㄱㅏㄴㅇㅠ,k a̠ː ɲ j u,0
{kor}ㄱㅏㄴㅇㅡㅁ,k a̠ː n ɯ m,0
{kor}ㄱㅏㄴㅈㅓㄹ,k a̠ ɲ d͡ʑ ʌ̹ ɭ,0
{kor}ㄱㅏㄴㅈㅓㅂ,k a̠ː ɲ d͡ʑ ʌ̹ p̚,0
{kor}ㄱㅏㄴㅈㅜ,k a̠ː ɲ d͡ʑ u,0
{kor}ㄱㅏㄴㅈㅣ,k a̠ ɲ d͡ʑ i,0
{kor}ㄱㅏㄴㅈㅣㄹㅓㅁ,k a̠ ɲ d͡ʑ i ɾ ʌ̹ m,0
{kor}ㄱㅏㄴㅈㅣㄹ,k a̠ː ɲ d͡ʑ i ɭ,0
{kor}ㄱㅏㄴㅈㅣㄹㄱㅓㄹㅣㄷㅏ,k a̠ ɲ d͡ʑ i ɭ ɡ ʌ̹ ɾ i d a̠,0
{kor}ㄱㅏㄴㅈㅣㄹㅇㅣㄷㅏ,k a̠ ɲ d͡ʑ i ɾ i d a̠,0
{kor}ㄱㅏㄴㅊㅓㅂ,k a̠ː ɲ t͡ɕʰ ʌ̹ p̚,0
{kor}ㄱㅏㄴㅊㅔ,k a̠ ɲ t͡ɕʰ e̞,0
{kor}ㄱㅏㄴㅌㅗㅇ,k a̠ː n tʰ o̞ ŋ,0
{kor}ㄱㅏㄴㅍㅏㄴ,k a̠ n pʰ a̠ n,0
{kor}ㄱㅏㄴㅍㅕㄴㅎㅏㄷㅏ,k a̠ n pʰ j ʌ̹ n ɦ a̠ d a̠,0
{kor}ㄱㅏㄴㅎㅓㄹㅊㅓㄴ,k a̠ː n ɦ ʌ̹ ʎ t͡ɕʰ ʌ̹ n,0
{kor}ㄱㅏㄴㅎㅗㅅㅏ,k a̠ n β o̞ sʰ a̠,0
{kor}ㄱㅏㄴㅎㅗㄱ,k a̠ː n β o̞ k̚,0
{kor}ㄱㅏㄹㄱㅗ,k a̠ ɭ ɡ o̞,0
{kor}ㄱㅏㄹㄱㅣ,k a̠ː ɭ ɡ i,0
{kor}ㄱㅏㄹㄷㅡㅇ,k a̠ ɭ t͈ ɯ ŋ,0
{kor}ㄱㅏㄹㄹㅠㅁ,k a̠ ʎ ʎ j u m,0
{kor}ㄱㅏㄹㄹㅣㅅㅣㅇㅏ,k a̠ ʎ ʎ i ɕʰ i a̠,0
{kor}ㄱㅏㄹㄹㅣㅁㄱㅣㄹ,k a̠ ʎ ʎ i m k͈ i ɭ,0
{kor}ㄱㅏㄹㅁㅏㅇ,k a̠ ɭ m a̠ ŋ,0
{kor}ㄱㅏㄹㅁㅏㅇㅎㅏㄷㅏ,k a̠ ɭ m a̠ ŋ ɦ a̠ d a̠,0
{kor}ㄱㅏㄹㅂㅣ,k a̠ ɭ b i,0
{kor}ㄱㅏㄹㅂㅣㅃㅕ,k a̠ ɭ b i p͈ j ʌ̹,0
{kor}ㄱㅏㄹㅂㅣㅌㅏㅇ,k a̠ ɭ b i tʰ a̠ ŋ,0
{kor}ㄱㅏㄹㅅㅜㄹㅗㄱ,k a̠ ɭ s͈ u ɾ o̞ k̚,0
{kor}ㄱㅏㄹㅇㅏㅌㅏㄷㅏ,k a̠ ɾ a̠ tʰ a̠ d a̠,0
{kor}ㄱㅏㄹㅈㅡㅇ,k a̠ ʎ t͡ɕ͈ ɯ ŋ,0
{kor}ㄱㅏㄺㄷㅏ,k a̠ k̚ t͈ a̠,0
{kor}ㄱㅏㅁㄱㅏㄱ,k a̠ː m ɡ a̠ k̚,0
{kor}ㄱㅏㅁㄱㅏㄱㅈㅓㄱ,k a̠ m ɡ a̠ k̚ t͡ɕ͈ ʌ̹ k̚,0
{kor}ㄱㅏㅁㄱㅡㅁ,k a̠ m ɡ ɯ m,0
{kor}ㄱㅏㅁㄱㅣ,k a̠ː m ɡ i,0
{kor}ㄱㅏㅁㄷㅏㅇ,k a̠ m d a̠ ŋ,0
{kor}ㄱㅏㅁㄷㅏㅇㅎㅏㄷㅏ,k a̠ m d a̠ ŋ ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㄷㅗㅇ,k a̠ː m d o̞ ŋ,0
{kor}ㄱㅏㅁㄹㅣㄱㅛ,k a̠ m n i ɡ j o,0
{kor}ㄱㅏㅁㅁㅏ,k a̠ m m a̠,0
{kor}ㄱㅏㅁㅁㅕㅇ,k a̠ m m j ʌ̹ ŋ,0
{kor}ㄱㅏㅁㅁㅣㄹㅛ,k a̠ m m i ɾ j o,0
{kor}ㄱㅏㅁㅂㅏㅇ,k a̠ m b a̠ ŋ,0
{kor}ㄱㅏㅁㅅㅏㅎㅏㄷㅏ,k a̠ː m sʰ a̠ ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㅅㅏㅇ,k a̠ m sʰ a̠ ŋ,0
{kor}ㄱㅏㅁㅅㅗ,k a̠ː m sʰ o̞,0
{kor}ㄱㅏㅁㅅㅜㅎㅏㄷㅏ,k a̠ː m sʰ u ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㅅㅣ,k a̠ m ɕʰ i,0
{kor}ㄱㅏㅁㅅㅣㅎㅏㄷㅏ,k a̠ m ɕʰ i ɦ a̠ d a̠,0
{kor}ㄱㅏㅁㅇㅏㄴ,k a̠ m a̠ n,0
{kor}ㄱㅏㅁㅇㅕㅁ,k a̠ː m j ʌ̹ m,0
{kor}ㄱㅏㅁㅇㅗㄱ,k a̠ m o̞ k̚,0
{kor}ㄱㅏㅁㅈㅏㅌㅟㄱㅣㅁ,k a̠ m d͡ʑ a̠ tʰ ɥ i ɡ i m,0
{kor}ㄱㅏㅁㅈㅓㄴ,k a̠ː m d͡ʑ ʌ̹ n,0
{kor}ㄱㅏㅁㅈㅓㅇ,k a̠ː m d͡ʑ ʌ̹ ŋ,0
{kor}ㄱㅏㅁㅊㅗ,k a̠ m t͡ɕʰ o̞,0
{kor}ㄱㅏㅁㅌㅏㄴ,k a̠ː m tʰ a̠ n,0
{kor}ㄱㅏㅂㅂㅜㄴㅆㅏ,k a̠ p̚ p͈ u n s͈ a̠,0
{kor}ㄱㅏㅂㅈㅏㄱㅣ,k a̠ p̚ t͡ɕ͈ a̠ ɡ i,0
{kor}ㄱㅏㅂㅈㅏㄱㅅㅡㄹㅔ,k a̠ p̚ t͡ɕ͈ a̠ k s͈ ɯ ɾ e̞,0
{kor}ㄱㅏㅂㅊㅜㅇ,k a̠ p̚ t͡ɕʰ u ŋ,0
{kor}ㄱㅏㅂㅍㅏㄴ,k a̠ p̚ pʰ a̠ n,0
{kor}ㄱㅏㅇㄱㅏ,k a̠ ŋ k͈ a̠,0
{kor}ㄱㅏㅇㄱㅏㄴ,k a̠ː ŋ ɡ a̠ n,0
{kor}ㄱㅏㅇㄱㅏㄴㅎㅏㄷㅏ,k a̠ː ŋ ɡ a̠ n ɦ a̠ d a̠,0
{kor}ㄱㅏㅇㄱㅕㅇ,k a̠ ŋ ɡ j ʌ̹ ŋ,0
{kor}ㄱㅏㅇㄱㅜㄱ,k a̠ ŋ ɡ u k̚,0
{kor}ㄱㅏㅇㄷㅏㅇ,k a̠ː ŋ d a̠ ŋ,0
{kor}ㄱㅏㅇㄹㅕㄱ,k a̠ ŋ ɲ j ʌ̹ k̚,0
{kor}ㄱㅏㅇㄹㅕㄱㅎㅏㄷㅏ,k a̠ ŋ ɲ j ʌ̹ kʰ a̠ d a̠,0
{kor}ㄱㅏㅇㄹㅕㄹㅎㅏㄷㅏ,k a̠ ŋ ɲ j ʌ̹ ɾ ɦ a̠ d a̠,0
{kor}ㄱㅏㅇㄹㅣㅁ,k a̠ː ŋ n i m,0
{kor}ㄱㅏㅇㅁㅜㄹ,k a̠ ŋ m u ɭ,0
{kor}ㄱㅏㅇㅂㅕㄴ,k a̠ ŋ b j ʌ̹ n,0
{kor}ㄱㅏㅇㅅㅓㄹ,k a̠ː ŋ sʰ ʌ̹ ɭ,0
{kor}ㄱㅏㅇㅅㅔ,k a̠ ŋ sʰ e̞,0
{kor}ㄱㅏㅇㅅㅜ,k a̠ː ŋ sʰ u,0
{kor}ㄱㅏㅇㅇㅏㅈㅣ,k a̠ ŋ a̠ d͡ʑ i,0
{kor}ㄱㅏㅇㅇㅏㅈㅣㅍㅜㄹ,k a̠ ŋ a̠ d͡ʑ i pʰ u ɭ,0
{kor}ㄱㅏㅇㅇㅛ,k a̠ː ŋ j o,0
{kor}ㄱㅏㅇㅇㅛㅎㅏㄷㅏ,k a̠ː ŋ j o ɦ a̠ d a̠,0
{kor}ㄱㅏㅇㅇㅝㄴㄷㅗ,k a̠ ŋ w ʌ̹ n d o̞,0
{kor}ㄱㅏㅇㅇㅢ,k a̠ː ŋ ɰ i,0
{kor}ㄱㅏㅇㅈㅓㅁㄱㅣ,k a̠ː ŋ d͡ʑ ʌ̹ m ɡ i,0
{kor}ㄱㅏㅇㅈㅓㅇ,k a̠ ŋ d͡ʑ ʌ̹ ŋ,0
{kor}ㄱㅏㅇㅈㅔ,k a̠ː ŋ d͡ʑ e̞,0
{kor}ㄱㅏㅇㅈㅗㅎㅏㄷㅏ,k a̠ ŋ d͡ʑ o̞ ɦ a̠ d a̠,0
{kor}ㄱㅏㅇㅈㅜㄴㅊㅣ,k a̠ ŋ d͡ʑ u ɲ t͡ɕʰ i,0
{kor}ㄱㅏㅇㅊㅓㄹ,k a̠ ŋ t͡ɕʰ ʌ̹ ɭ,0
{kor}ㄱㅏㅇㅊㅜ,k a̠ ŋ t͡ɕʰ u,0
{kor}ㄱㅏㅇㅍㅏㄴ,k a̠ ŋ pʰ a̠ n,0
{kor}ㄱㅏㅇㅎㅏㄷㅏ,k a̠ ŋ ɦ a̠ d a̠,0
{kor}ㄱㅏㅇㅎㅘㄷㅗ,k a̠ ŋ β w a̠ d o̞,0
{kor}ㄱㅏㅈㄱㅏㅈㅣ,k a̠ t̚ k͈ a̠ d͡ʑ i,0
{kor}ㄱㅏㅈㄷㅏ,k a̠ t̚ t͈ a̠,0
{kor}ㄱㅏㅌㄷㅏ,k a̠ t̚ t͈ a̠,0
{kor}ㄱㅏㅌㅇㅡㄴ,k a̠ tʰ ɯ n,0
{kor}ㄱㅏㅌㅇㅣ,k a̠ t͡ɕʰ i,0
{kor}ㄱㅏㅌㅇㅣㅎㅏㄷㅏ,k a̠ t͡ɕʰ i ɦ a̠ d a̠,0
{kor}ㄱㅏㅌㅈㅏㄶㄷㅏ,k a̠ t̚ t͡ɕ͈ a̠ n tʰ a̠,0
{kor}ㄱㅏㅍㄷㅏ,k a̠ p̚ t͈ a̠,0
{kor}ㄱㅐㄱㅗㄱㅣ,k ɛː ɡ o̞ ɡ i,0
{kor}ㄱㅐㄴㅏㄹㅣ,k ɛː n a̠ ɾ i,0
{kor}ㄱㅐㄴㅏㄹㅣㄲㅗㅊ,k ɛː n a̠ ɾ i k͈ o̞ t̚,0
{kor}ㄱㅐㄷㅏ,k ɛː d a̠,0
{kor}ㄱㅐㄹㅑㅇ,k ɛː ɾ j a̠ ŋ,0
{kor}ㄱㅐㅅㅓㅇ,k ɛː sʰ ʌ̹ ŋ,0
{kor}ㄱㅐㅅㅜ,k ɛː s͈ u,0
{kor}ㄱㅐㅇㅛ,k ɛː j o,0
{kor}ㄱㅐㅇㅣㄴㅈㅓㄱ,k ɛː i ɲ d͡ʑ ʌ̹ k̚,0
{kor}ㄱㅐㅈㅓㅇㅍㅏㄴ,k ɛː d͡ʑ ʌ̹ ŋ pʰ a̠ n,0
{kor}ㄱㅐㅊㅓㄴ,k ɛː t͡ɕʰ ʌ̹ n,0
{kor}ㄱㅐㅊㅔ,k ɛː t͡ɕʰ e̞,0
{kor}ㄱㅐㅍㅏㄴ,k ɛː pʰ a̠ n,0
{kor}ㄱㅐㅎㅕㄱ,k ɛː ʝ j ʌ̹ k̚,0
{kor}ㄱㅑㅇㅜㅅㄱㅓㄹㅣㄷㅏ,k j a̠ u t̚ k͈ ʌ̹ ɾ i d a̠,0
{kor}ㄱㅑㄱㅊㅜㄹ,k j a̠ k̚ t͡ɕʰ u ɭ,0
{kor}ㄱㅓㄱㅣ,k ʌ̹ ɡ i,0
{kor}ㄱㅓㄷㅡㄹㅡㅁ,k ɘː d ɯ ɾ ɯ m,0
{kor}ㄱㅓㄷㅡㄴ,k ʌ̹ d ɯ n,0
{kor}ㄱㅓㄷㅡㅂ,k ʌ̹ d ɯ p̚,0
{kor}ㄱㅓㄸㅡㄷㅏ,k ʌ̹ t͈ ɯ d a̠,0
{kor}ㄱㅓㄹㅣㄷㅏ,k ʌ̹ ɾ i d a̠,0
{kor}ㄱㅓㄹㅣㅅㅁㅗㅌㅔㅇㅣ,k ʌ̹ ɾ i n m o̞ tʰ e̞ i,0
{kor}ㄱㅓㅁㅏㄴ,k ɘː m a̠ n,0
{kor}ㄱㅓㅁㅏㄴㅎㅏㄷㅏ,k ɘː m a̠ n ɦ a̠ d a̠,0
{kor}ㄱㅓㅁㅓㄹㅣ,k ɘː m ʌ̹ ɾ i,0
{kor}ㄱㅓㅁㅜㄴㄱㅗ,k ʌ̹ m u n ɡ o̞,0
{kor}ㄱㅓㅁㅣ,k ʌ̹ m i,0
{kor}ㄱㅓㅁㅣㅈㅜㄹ,k ʌ̹ m i d͡ʑ u ɭ,0
{kor}ㄱㅓㅂㅜㅎㅏㄷㅏ,k ɘː b u ɦ a̠ d a̠,0
{kor}ㄱㅓㅂㅜㄱㅅㅓㄴ,k ʌ̹ b u k s͈ ʌ̹ n,0
{kor}ㄱㅓㅂㅜㄱㅇㅣ,k ʌ̹ b u ɡ i,0
{kor}ㄱㅓㅅㅓㅇ,k ɘː sʰ ʌ̹ ŋ,0
{kor}ㄱㅓㅅㅔ,k ɘː sʰ e̞,0
{kor}ㄱㅓㅅㅔㄷㅏ,k ʌ̹ sʰ e̞ d a̠,0
{kor}ㄱㅓㅅㅡㄹㅓㅁㅣ,k ʌ̹ sʰ ɯ ɾ ʌ̹ m i,0
{kor}ㄱㅓㅅㅡㄹㅡㅁㄷㅗㄴ,k ʌ̹ sʰ ɯ ɾ ɯ m t͈ o̞ n,0
{kor}ㄱㅓㅅㅡㄹㄹㅣㄷㅏ,k ʌ̹ sʰ ɯ ʎ ʎ i d a̠,0
{kor}ㄱㅓㅅㅣㄱㅣ,k ʌ̹ ɕʰ i ɡ i,0
{kor}ㄱㅓㅅㅣㄹ,k ʌ̹ ɕʰ i ɭ,0
{kor}ㄱㅓㅇㅑ,k ɘː j a̠,0
{kor}ㄱㅓㅇㅕㄱ,k ɘː j ʌ̹ k̚,0
{kor}ㄱㅓㅇㅜㄹ,k ʌ̹ u ɭ,0
{kor}ㄱㅓㅇㅠ,k ɘː j u,0
{kor}ㄱㅓㅇㅢ,k ʌ̹ ɰ i,0
{kor}ㄱㅓㅇㅣㄴ,k ɘː i n,0
{kor}ㄱㅓㅈㅓㄹ,k ɘː d͡ʑ ʌ̹ ɭ,0
{kor}ㄱㅓㅈㅜ,k ʌ̹ d͡ʑ u,0
{kor}ㄱㅓㅈㅜㅎㅏㄷㅏ,k ʌ̹ d͡ʑ u ɦ a̠ d a̠,0
{kor}ㄱㅓㅈㅡ,k ʌ̹ d͡ʑ ɯ,0
{kor}ㄱㅓㅈㅣ,k ɘː d͡ʑ i,0
{kor}ㄱㅓㅈㅣㅅ,k ɘː d͡ʑ i t̚,0
{kor}ㄱㅓㅈㅣㅅㅁㅏㄹ,k ɘː d͡ʑ i n m a̠ ɭ,0
{kor}ㄱㅓㅊㅣㅈㅓㄱㄱㅓㄹㅣㄷㅏ,k ʌ̹ t͡ɕʰ i d͡ʑ ʌ̹ k̚ k͈ ʌ̹ ɾ i d a̠,0
