merged_spelling,ipa,langid
{hbs}azbest,ǎ z b e s t,0
{hbs}azbuka,ǎ z b u k a,0
{hbs}azerski,ǎ z e r s k iː,0
{hbs}azijski,âː z iː j s k iː,0
{hbs}azil,ǎ z iː l,0
{hbs}azilant,a z ǐ l a n t,0
{hbs}baba,b â b a,0
{hbs}babo,b ǎː b o,0
{hbs}bacanje,b ǎ t͡s aː ɲ e,0
{hbs}bacati,b ǎ t͡s a t i,0
{hbs}bacač,b ǎ t͡s aː t͡ʃ,0
{hbs}badnjak,b â d ɲ aː k,0
{hbs}bagdad,b ǎ ɡ d aː d,0
{hbs}bager,b ǎː ɡ e r,0
{hbs}bahatost,b ǎ x a t oː s t,0
{hbs}bahrein,b ǎ x r e i n,0
{hbs}bajka,b âː j k a,0
{hbs}bajonet,b a j ǒ n eː t,0
{hbs}bajram,b ǎ j r a m,0
{hbs}baka,b ǎː k a,0
{hbs}bakalar,b a k ǎ l aː r,0
{hbs}bakar,b ǎ k a r,0
{hbs}baklava,b a k l ǎ ʋ a,0
{hbs}baklja,b â k ʎ a,0
{hbs}bakterija,b ǎ k t eː r i j a,0
{hbs}baku,b ǎ k u,0
{hbs}balada,b a l ǎː d a,0
{hbs}balansirati,b a l a n s ǐː r a t i,0
{hbs}balavac,b â l a ʋ a t͡s,0
{hbs}balerina,b a l e r ǐː n a,0
{hbs}balet,b ǎ l eː t,0
{hbs}balija,b ǎ l i j a,0
{hbs}baljezgati,b a ʎ ě z ɡ a t i,0
{hbs}balkon,b ǎ l k oː n,0
{hbs}balon,b ǎ l oː n,0
{hbs}balvan,b ǎ l ʋ a n,0
{hbs}balzam,b ǎ l z a m,0
{hbs}ban,b âː n,0
{hbs}banana,b a n ǎː n a,0
{hbs}bangkok,b ǎ n ɡ k o k,0
{hbs}banja,b â ɲ a,0
{hbs}bankar,b ǎ n k aː r,0
{hbs}bankarski,b ǎ n k aː r s k iː,0
{hbs}bankina,b a n k ǐː n a,0
{hbs}bankrot,b ǎ n k r oː t,0
{hbs}bankrotirati,b a n k r o t ǐː r a t i,0
{hbs}bara,b â r a,0
{hbs}baraka,b a r ǎ k a,0
{hbs}baratati,b a r ǎ t a t i,0
{hbs}barel,b ǎ r e l,0
{hbs}barem,b ǎ r e m,0
{hbs}barijera,b a r i j ěː r a,0
{hbs}barjak,b ǎ r j aː k,0
{hbs}barjaktar,b a r j ǎ k t aː r,0
{hbs}baron,b ǎ r oː n,0
{hbs}barun,b ǎ r uː n,0
{hbs}baršun,b ǎ r ʃ uː n,0
{hbs}bas,b â s,0
{hbs}bataljun,b a t ǎ ʎ uː n,0
{hbs}baterija,b ǎ t eː r i j a,0
{hbs}baviti,b â ʋ i t i,0
{hbs}baza,b ǎː z a,0
{hbs}bazen,b ǎ z eː n,0
{hbs}bazirati,b a z ǐː r a t i,0
{hbs}bački,b âː t͡ʃ k iː,0
{hbs}baš,b â ʃ,0
{hbs}bašta,b ǎː ʃ t a,0
{hbs}baština,b â ʃ t i n a,0
{hbs}bašča,b ǎː ʃ t͡ʃ a,0
{hbs}baščaršija,b â ʃ t͡ʃ a r ʃ i j a,0
{hbs}bedem,b ě d e m,0
{hbs}begunac,b e ɡ ǔː n a t͡s,0
{hbs}behar,b ě x aː r,0
{hbs}bejzbol,b ě j z b oː l,0
{hbs}bekhend,b ê k x e n d,0
{hbs}belaj,b ě l aː j,0
{hbs}belance,b e l ǎː n t͡s e,0
{hbs}belgija,b ěː l ɡ i j a,0
{hbs}bend,b ê n d,0
{hbs}benzen,b ě n z eː n,0
{hbs}benzin,b ě n z iː n,0
{hbs}beograđanin,b ê o ɡ r a d͡ʑ a n i n,0
{hbs}beograđanka,b ê o ɡ r a d͡ʑ aː n k a,0
{hbs}berba,b ě r b a,0
{hbs}berlin,b ě r l iː n,0
{hbs}berlinski,b ě r l iː n s k iː,0
{hbs}berza,b ê r z a,0
{hbs}beseda,b ě s e d a,0
{hbs}beskompromisan,b ê s k o m p r o m i s a n,0
{hbs}beskompromisno,b ê s k o m p r o m i s n o,0
{hbs}beskonačno,b ê s k o n a t͡ʃ n o,0
{hbs}beskonačnost,b ê s k o n a t͡ʃ n oː s t,0
{hbs}beskoristan,b ê s k o r iː s t a n,0
{hbs}beskraj,b ê s k r aː j,0
{hbs}beskućnik,b ě s k u t͡ɕ n iː k,0
{hbs}besmislen,b ě s m i s l e n,0
{hbs}besmisleno,b ě s m i s l e n o,0
{hbs}besmrtnost,b ě s m r t n oː s t,0
{hbs}besparica,b ě s p a r i t͡s a,0
{hbs}besplatan,b ě s p l a t a n,0
{hbs}besplatno,b ě s p l a t n o,0
{hbs}bespogovorno,b ê s p o ɡ o ʋ oː r n o,0
{hbs}bespomoćno,b ê s p o m o t͡ɕ n o,0
{hbs}bespomoćnost,b ê s p o m o t͡ɕ n oː s t,0
{hbs}besposlenost,b ě s p o s l e n oː s t,0
{hbs}besposličiti,b ě s p o s l i t͡ʃ i t i,0
{hbs}bespravno,b ê s p r aː ʋ n o,0
{hbs}besprijekoran,b e s p r j ěː k oː r a n,0
{hbs}besprijekorno,b e s p r i j ěː k oː r n o,0
{hbs}besprimeran,b e s p r ǐː m eː r a n,0
{hbs}bespuće,b ě s p uː t͡ɕ e,0
{hbs}besramno,b ê s r aː m n o,0
{hbs}bestidno,b ê s t iː d n o,0
{hbs}bestseler,b e s t s ě l e r,0
{hbs}beta,b ê t a,0
{hbs}beton,b ě t oː n,0
{hbs}betonski,b ě t oː n s k iː,0
{hbs}bevanda,b ě ʋ aː n d a,0
{hbs}bezazlen,b e z ǎ z l e n,0
{hbs}bezbednost,b ě z b e d n ôː s t,0
{hbs}bezbrižno,b ě z b r i ʒ n o,0
{hbs}bezbrižnost,b ě z b r i ʒ n oː s t,0
{hbs}bezbroj,b ě z b r oː j,0
{hbs}bezdušno,b ě z d u ʃ n o,0
{hbs}bezgrešan,b ě z ɡ r e ʃ a n,0
{hbs}bezidejno,b ê z i d eː j n o,0
{hbs}bezmalo,b ě z m a l o,0
{hbs}beznadno,b ě z n a d n o,0
{hbs}beznađe,b ě z n aː d͡ʑ e,0
{hbs}bezobrazan,b e z ǒ b r a z a n,0
{hbs}bezobrazluk,b e z o b r ǎ z l u k,0
{hbs}bezosjećajno,b ê z o s j e t͡ɕ aː j n o,0
{hbs}bezočan,b ě z o t͡ʃ a n,0
{hbs}bezumnik,b ě z uː m n iː k,0
{hbs}bezuspješan,b e z ǔ s p j e ʃ a n,0
{hbs}bezuspješno,b e z ǔ s p j e ʃ n o,0
{hbs}bezvezno,b ě z ʋ e z n o,0
{hbs}bezvoljan,b ê z ʋ oː ʎ a n,0
{hbs}bezvrijedan,b ê z ʋ r i j e d a n,0
{hbs}bezvrijedno,b ê z ʋ r j e d n o,0
{hbs}bešćutnost,b ě ʃ t͡ɕ u t n oː s t,0
{hbs}biber,b ǐ b e r,0
{hbs}biblija,b ǐ b l i j a,0
{hbs}biblioteka,b i b l i o t ěː k a,0
{hbs}bibliotekarstvo,b i b l i o t e k ǎː r s t ʋ o,0
{hbs}biceps,b ǐ t͡s e p s,0
{hbs}biciklist,b i t͡s ǐ k l i s t,0
{hbs}biciklizam,b i t͡s i k l ǐ z a m,0
{hbs}bijedan,b i j êː d a n,0
{hbs}bijedno,b j êː d n o,0
{hbs}bijeg,b j êː ɡ,0
{hbs}bijel,b j êː l,0
{hbs}bijes,b j êː s,0
{hbs}bijesan,b j ěː s a n,0
{hbs}bijesno,b j êː s n o,0
{hbs}bile,b ǐ l e,0
{hbs}bilijun,b i l ǐ j uː n,0
{hbs}biljar,b ǐ ʎ aː r,0
{hbs}bilje,b îː ʎ e,0
{hbs}biljeg,b ǐ ʎ e ɡ,0
{hbs}bilježiti,b ǐ ʎ e ʒ i t i,0
{hbs}bilježnica,b ǐ ʎ e ʒ n i t͡s a,0
{hbs}bilježnik,b ǐ ʎ e ʒ n iː k,0
{hbs}biljka,b îː ʎ k a,0
{hbs}biljni,b îː ʎ n iː,0
{hbs}biljojed,b î ʎ o j eː d,0
{hbs}bilo,b î l o,0
{hbs}bilten,b ǐ l t eː n,0
{hbs}biokemija,b i o k ěː m i j a,0
{hbs}biokemijski,b i o k ěː m iː j s k iː,0
{hbs}biolog,b i ǒ l o ɡ,0
{hbs}birati,b ǐː r a t i,0
{hbs}birač,b ǐ r aː t͡ʃ,0
{hbs}birački,b ǐ r aː t͡ʃ k iː,0
{hbs}biskup,b î s k u p,0
{hbs}biskvit,b ǐ s k ʋ iː t,0
{hbs}bista,b î s t a,0
{hbs}bistar,b î s t a r,0
{hbs}bitan,b î t a n,0
{hbs}biter,b ǐ t e r,0
{hbs}biti,b î t i,0
{hbs}bitka,b î t k a,0
{hbs}bitno,b î t n o,0
{hbs}bivši,b îː ʋ ʃ iː,0
{hbs}bizantski,b ǐ z a n t s k iː,0
{hbs}bizaran,b î z aː r a n,0
{hbs}biće,b ǐː t͡ɕ e,0
{hbs}bič,b î t͡ʃ,0
{hbs}bičak,b î t͡ʃ aː k,0
{hbs}bjegunac,b j e ɡ ǔː n a t͡s,0
{hbs}bjelance,b j e l ǎː n t͡s e,0
{hbs}bjelančevina,b j e l ǎː n t͡ʃ e ʋ i n a,0
{hbs}bjelkinja,b j ê l k i ɲ a,0
{hbs}bjelorusija,b j e l o r ǔ s i j a,0
{hbs}bježati,b j ě ʒ a t i,0
{hbs}blag,b l âː ɡ,0
{hbs}blagdan,b l â ɡ d aː n,0
{hbs}blagonaklon,b l a ɡ o n ǎː k l o n,0
{hbs}blagoslov,b l â ɡ o s l oː ʋ,0
{hbs}blagosloviti,b l a ɡ o s l ǒ ʋ i t i,0
{hbs}blagostanje,b l a ɡ o s t ǎː ɲ e,0
{hbs}blamaža,b l a m ǎː ʒ a,0
{hbs}blatiti,b l â t i t i,0
{hbs}blato,b l â t o,0
{hbs}blef,b l ê f,0
{hbs}blic,b l î t͡s,0
{hbs}blijed,b l j êː d,0
{hbs}blisko,b l î s k o,0
{hbs}bliskost,b l î s k oː s t,0
{hbs}blistav,b l î s t a ʋ,0
{hbs}blizak,b l î z a k,0
{hbs}blizina,b l i z ǐ n a,0
{hbs}blizu,b l ǐː z u,0
{hbs}blokada,b l o k ǎː d a,0
{hbs}blud,b l ûː d,0
{hbs}bob,b ô b,0
{hbs}bod,b ôː d,0
{hbs}bodriti,b ǒ d r i t i,0
{hbs}bog,b ôː ɡ,0
{hbs}bogat,b ǒ ɡ a t,0
{hbs}bogato,b ǒ ɡ a t o,0
{hbs}bogatstvo,b o ɡ ǎ t s t ʋ o,0
{hbs}boginja,b ǒ ɡ i ɲ a,0
{hbs}boj,b ôː j,0
{hbs}boja,b ǒ j a,0
{hbs}bojan,b ǒ j a n,0
{hbs}bojati,b ǒ j a t i,0
{hbs}bojažljivo,b o j ǎ ʒ ʎ i ʋ o,0
{hbs}bojkot,b ǒ j k o t,0
{hbs}bojnik,b ôː j n iː k,0
{hbs}bojovnik,b ǒ j oː ʋ n iː k,0
{hbs}boka,b ô k a,0
{hbs}bokal,b ǒ k aː l,0
{hbs}bol,b ôː l,0
{hbs}bolan,b ôː l a n,0
{hbs}bolesnik,b o l ě s n iː k,0
{hbs}bolestan,b ô l e s t a n,0
{hbs}bolivijski,b ǒ l iː ʋ iː j s k iː,0
{hbs}bolje,b ô ʎ eː,0
{hbs}boljeti,b ǒ ʎ e t i,0
{hbs}boljitak,b o ʎ ǐː t a k,0
{hbs}bolnica,b ǒː l n i t͡s a,0
{hbs}bolno,b ôː l n o,0
{hbs}bomba,b ôː m b a,0
{hbs}bombarder,b o m b ǎ r d eː r,0
{hbs}bombardirati,b o m b a r d ǐː r a t i,0
{hbs}bor,b ôː r,0
{hbs}borac,b ǒː r a t͡s,0
{hbs}boravište,b ǒ r a ʋ iː ʃ t e,0
{hbs}borba,b ǒ r b a,0
{hbs}borbeno,b ô r b e n o,0
{hbs}borbenost,b ô r b e n oː s t,0
{hbs}boris,b ôː r i s,0
{hbs}boriti,b ǒ r i t i,0
{hbs}borovina,b ǒ r o ʋ i n a,0
{hbs}bos,b ôː s,0
{hbs}bosanac,b o s ǎː n a t͡s,0
{hbs}bosna,b ô s n a,0
{hbs}boston,b ô s t o n,0
{hbs}botanika,b o t ǎ n i k a,0
{hbs}botanički,b o t ǎ n i t͡ʃ k iː,0
{hbs}bova,b ôː ʋ a,0
{hbs}bozon,b ǒ z oː n,0
{hbs}bočica,b ô t͡ʃ i t͡s a,0
{hbs}bošnjak,b ǒ ʃ ɲ aː k,0
{hbs}božanstvo,b o ʒ ǎ n s t ʋ o,0
{hbs}božiji,b ô ʒ i j iː,0
{hbs}božićni,b ǒ ʒ i t͡ɕ n iː,0
{hbs}božji,b ô ʒ j iː,0
{hbs}božur,b ǒ ʒ uː r,0
{hbs}brada,b r ǎː d a,0
{hbs}bradavica,b r ǎ d a ʋ i t͡s a,0
{hbs}brak,b r âː k,0
{hbs}brana,b r ǎː n a,0
{hbs}branilac,b r ǎ n i l a t͡s,0
{hbs}branitelj,b r ǎ n i t e ʎ,0
{hbs}braniti,b r ǎː n i t i,0
{hbs}branič,b r ǎ n iː t͡ʃ,0
{hbs}brat,b r â t,0
{hbs}brati,b r â t i,0
{hbs}bratić,b r â t i t͡ɕ,0
{hbs}bratstvo,b r ǎ t s t ʋ o,0
{hbs}bravar,b r â ʋ aː r,0
{hbs}bračni,b r âː t͡ʃ n iː,0
{hbs}brašno,b r â ʃ n o,0
{hbs}brdovit,b r d ǒ ʋ i t,0
{hbs}brdski,b r̂ d s k iː,0
{hbs}bregović,b r ě ɡ o ʋ i t͡ɕ,0
{hbs}breme,b r ê m e,0
{hbs}breskva,b r ê s k ʋ a,0
{hbs}brezovica,b r ê z o ʋ i t͡s a,0
{hbs}briga,b r î ɡ a,0
{hbs}brijati,b r î j a t i,0
{hbs}brinuti,b r î n u t i,0
{hbs}bris,b r îː s,0
{hbs}brisati,b r î s a t i,0
{hbs}brisel,b r ǐ s e l,0
{hbs}britanac,b r i t ǎː n a t͡s,0
{hbs}britanija,b r ǐ t aː n i j a,0
{hbs}britanski,b r ǐ t aː n s k iː,0
{hbs}brko,b řː k o,0
{hbs}brod,b r ôː d,0
{hbs}brodica,b r ǒ d i t͡s a,0
{hbs}brodić,b r ǒ d iː t͡ɕ,0
{hbs}brodogradilište,b r o d o ɡ r ǎ d i l iː ʃ t e,0
{hbs}brodski,b r ǒ d s k iː,0
{hbs}broj,b r ôː j,0
{hbs}brojati,b r ǒ j a t i,0
{hbs}brojka,b r ôː j k a,0
{hbs}brojčanik,b r o j t͡ʃ ǎ n iː k,0
{hbs}brojčano,b r ǒ j t͡ʃ a n o,0
{hbs}brom,b r ô m,0
{hbs}broš,b r ô ʃ,0
{hbs}bruka,b r û k a,0
{hbs}brusiti,b r ǔː s i t i,0
{hbs}brutalan,b r û t aː l a n,0
{hbs}brz,b r̂ː z,0
{hbs}brzo,b r̂ː z o,0
{hbs}bubanj,b ûː b a ɲ,0
{hbs}bubnjar,b ǔ b ɲ aː r,0
