merged_spelling,ipa,langid
{vie}bàu,ʔ ɓ a w ˨˩,0
{vie}bày,ʔ ɓ a j ˨˩,0
{vie}bày tỏ,ʔ ɓ a j ˨˩ t ɔ ˧˩,0
{vie}bày đặt,ʔ ɓ a j ˨˩ ʔ ɗ a t̚ ˧˨ ʔ,0
{vie}bá láp,ʔ ɓ aː ˧˦ l aː p̚ ˧˦,0
{vie}bá quyền,ʔ ɓ aː ˧˦ k w i ə n ˨˩,0
{vie}bác,ʔ ɓ aː k̚ ˧˦,0
{vie}bác học,ʔ ɓ aː k̚ ˧˦ h a w k͡p̚ ˧˨ ʔ,0
{vie}bác sĩ nhi,ʔ ɓ aː k̚ ˧˦ s i ˦ˀ˥ ɲ i ˧˧,0
{vie}bác vật quán,ʔ ɓ aː k̚ ˧˦ v ə t̚ ˧˨ ʔ k w aː n ˧˦,0
{vie}bách,ʔ ɓ a j k̟̚ ˧˦,0
{vie}bách khoa,ʔ ɓ a j k̟̚ ˧˦ x w aː ˧˧,0
{vie}bách khoa toàn thư,ʔ ɓ a j k̟̚ ˧˦ x w aː ˧˧ t w aː n ˨˩ tʰ ɨ ˧˧,0
{vie}bách thanh,ʔ ɓ a j k̟̚ ˧˦ tʰ a j ŋ̟ ˧˧,0
{vie}bách thú,ʔ ɓ a j k̟̚ ˧˦ tʰ u ˧˦,0
{vie}bách thảo,ʔ ɓ a j k̟̚ ˧˦ tʰ aː w ˧˩,0
{vie}bách tế,ʔ ɓ a j k̟̚ ˧˦ t e ˧˦,0
{vie}bám,ʔ ɓ aː m ˧˦,0
{vie}bán,ʔ ɓ aː n ˧˦,0
{vie}bán chạy,ʔ ɓ aː n ˧˦ t͡ɕ a j ˧˨ ʔ,0
{vie}bán cầu,ʔ ɓ aː n ˧˦ k ə w ˨˩,0
{vie}bán kính,ʔ ɓ aː n ˧˦ k ï ŋ ˧˦,0
{vie}bán kết,ʔ ɓ aː n ˧˦ k e t̚ ˧˦,0
{vie}bán trú,ʔ ɓ aː n ˧˦ t͡ɕ u ˧˦,0
{vie}bán đấu giá,ʔ ɓ aː n ˧˦ ʔ ɗ ə w ˧˦ z aː ˧˦,0
{vie}báng,ʔ ɓ aː ŋ ˧˦,0
{vie}bánh,ʔ ɓ a j ŋ̟ ˧˦,0
{vie}bánh bao,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ aː w ˧˧,0
{vie}bánh bá trạng,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ aː ˧˦ t͡ɕ aː ŋ ˧˨ ʔ,0
{vie}bánh bèo,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɛ w ˨˩,0
{vie}bánh bía,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ i ə ˧˦,0
{vie}bánh bò,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɔ ˨˩,0
{vie}bánh bó,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɔ ˧˦,0
{vie}bánh cuốn,ʔ ɓ a j ŋ̟ ˧˦ k u ə n ˧˦,0
{vie}bánh cống,ʔ ɓ a j ŋ̟ ˧˦ k ə w ŋ͡m ˧˦,0
{vie}bánh da heo,ʔ ɓ a j ŋ̟ ˧˦ z aː ˧˧ h ɛ w ˧˧,0
{vie}bánh da lợn,ʔ ɓ a j ŋ̟ ˧˦ z aː ˧˧ l əː n ˧˨ ʔ,0
{vie}bánh dày,ʔ ɓ a j ŋ̟ ˧˦ z a j ˨˩,0
{vie}bánh dẻo lạnh,ʔ ɓ a j ŋ̟ ˧˦ z ɛ w ˧˩ l a j ŋ̟ ˧˨ ʔ,0
{vie}bánh gật gù,ʔ ɓ a j ŋ̟ ˧˦ ɣ ə t̚ ˧˨ ʔ ɣ u ˨˩,0
{vie}bánh hỏi,ʔ ɓ a j ŋ̟ ˧˦ h ɔ j ˧˩,0
{vie}bánh kem,ʔ ɓ a j ŋ̟ ˧˦ k ɛ m ˧˧,0
{vie}bánh lái,ʔ ɓ a j ŋ̟ ˧˦ l aː j ˧˦,0
{vie}bánh lễ,ʔ ɓ a j ŋ̟ ˧˦ l e ˦ˀ˥,0
{vie}bánh lọt,ʔ ɓ a j ŋ̟ ˧˦ l ɔ t̚ ˧˨ ʔ,0
{vie}bánh mì,ʔ ɓ a j ŋ̟ ˧˦ m i ˨˩,0
{vie}bánh phở,ʔ ɓ a j ŋ̟ ˧˦ f əː ˧˩,0
{vie}bánh pía,ʔ ɓ a j ŋ̟ ˧˦ p i ə ˧˦,0
{vie}bánh sinh nhật,ʔ ɓ a j ŋ̟ ˧˦ s ï ŋ ˧˧ ɲ ə t̚ ˧˨ ʔ,0
{vie}bánh tráng,ʔ ɓ a j ŋ̟ ˧˦ t͡ɕ aː ŋ ˧˦,0
{vie}bánh tẻ,ʔ ɓ a j ŋ̟ ˧˦ t ɛ ˧˩,0
{vie}bánh xe,ʔ ɓ a j ŋ̟ ˧˦ s ɛ ˧˧,0
{vie}bánh đa,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɗ aː ˧˧,0
{vie}báo,ʔ ɓ aː w ˧˦,0
{vie}báo hoa mai,ʔ ɓ aː w ˧˦ h w aː ˧˧ m aː j ˧˧,0
{vie}báo săn,ʔ ɓ aː w ˧˦ s a n ˧˧,0
{vie}báo tường,ʔ ɓ aː w ˧˦ t ɨ ə ŋ ˨˩,0
{vie}báo động,ʔ ɓ aː w ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ,0
{vie}bát,ʔ ɓ aː t̚ ˧˦,0
{vie}bát cực quyền,ʔ ɓ aː t̚ ˧˦ k ɨ k̚ ˧˨ ʔ k w i ə n ˨˩,0
{vie}bát giác,ʔ ɓ aː t̚ ˧˦ z aː k̚ ˧˦,0
{vie}báu,ʔ ɓ a w ˧˦,0
{vie}bây giờ,ʔ ɓ ə j ˧˧ z əː ˨˩,0
{vie}bãi,ʔ ɓ aː j ˦ˀ˥,0
{vie}bãi biển,ʔ ɓ aː j ˦ˀ˥ ʔ ɓ i ə n ˧˩,0
{vie}bão,ʔ ɓ aː w ˦ˀ˥,0
{vie}bão cát,ʔ ɓ aː w ˦ˀ˥ k aː t̚ ˧˦,0
{vie}bão tố,ʔ ɓ aː w ˦ˀ˥ t o ˧˦,0
{vie}bè,ʔ ɓ ɛ ˨˩,0
{vie}bè bạn,ʔ ɓ ɛ ˨˩ ʔ ɓ aː n ˧˨ ʔ,0
{vie}bèn,ʔ ɓ ɛ n ˨˩,0
{vie}bé,ʔ ɓ ɛ ˧˦,0
{vie}bé bỏng,ʔ ɓ ɛ ˧˦ ʔ ɓ a w ŋ͡m ˧˩,0
{vie}bé tí,ʔ ɓ ɛ ˧˦ t i ˧˦,0
{vie}bé tị,ʔ ɓ ɛ ˧˦ t i ˧˨ ʔ,0
{vie}bén,ʔ ɓ ɛ n ˧˦,0
{vie}béo,ʔ ɓ ɛ w ˧˦,0
{vie}bét,ʔ ɓ ɛ t̚ ˧˦,0
{vie}bê,ʔ ɓ e ˧˧,0
{vie}bê tông,ʔ ɓ e ˧˧ t ə w ŋ͡m ˧˧,0
{vie}bên,ʔ ɓ e n ˧˧,0
{vie}bên cạnh,ʔ ɓ e n ˧˧ k a j ŋ̟ ˧˨ ʔ,0
{vie}bênađô,ʔ ɓ e ˧˧ n aː ˧˧ ʔ ɗ o ˧˧,0
{vie}bênêđictô,ʔ ɓ e ˧˧ n e ˧˧ ʔ ɗ ï k̟̚ ˧˦ t o ˧˧,0
{vie}bêu,ʔ ɓ e w ˧˧,0
{vie}bì,ʔ ɓ i ˨˩,0
{vie}bìa,ʔ ɓ i ə ˨˩,0
{vie}bìm bịp,ʔ ɓ i m ˨˩ ʔ ɓ i p̚ ˧˨ ʔ,0
{vie}bình an,ʔ ɓ ï ŋ ˨˩ ʔ aː n ˧˧,0
{vie}bình chân,ʔ ɓ ï ŋ ˨˩ t͡ɕ ə n ˧˧,0
{vie}bình chọn,ʔ ɓ ï ŋ ˨˩ t͡ɕ ɔ n ˧˨ ʔ,0
{vie}bình diện,ʔ ɓ ï ŋ ˨˩ z i ə n ˧˨ ʔ,0
{vie}bình dân,ʔ ɓ ï ŋ ˨˩ z ə n ˧˧,0
{vie}bình dị,ʔ ɓ ï ŋ ˨˩ z i ˧˨ ʔ,0
{vie}bình luận,ʔ ɓ ï ŋ ˨˩ l w ə n ˧˨ ʔ,0
{vie}bình nhưỡng,ʔ ɓ ï ŋ ˨˩ ɲ ɨ ə ŋ ˦ˀ˥,0
{vie}bình phương,ʔ ɓ ï ŋ ˨˩ f ɨ ə ŋ ˧˧,0
{vie}bình thuận,ʔ ɓ ï ŋ ˨˩ tʰ w ə n ˧˨ ʔ,0
{vie}bình thuỷ,ʔ ɓ ï ŋ ˨˩ tʰ w i ˧˩,0
{vie}bình thường,ʔ ɓ ï ŋ ˨˩ tʰ ɨ ə ŋ ˨˩,0
{vie}bình tĩnh,ʔ ɓ ï ŋ ˨˩ t ï ŋ ˦ˀ˥,0
{vie}bình đẳng,ʔ ɓ ï ŋ ˨˩ ʔ ɗ a ŋ ˧˩,0
{vie}bình địa,ʔ ɓ ï ŋ ˨˩ ʔ ɗ i ə ˧˨ ʔ,0
{vie}bìu,ʔ ɓ i w ˨˩,0
{vie}bìu dái,ʔ ɓ i w ˨˩ z aː j ˧˦,0
{vie}bí ngòi,ʔ ɓ i ˧˦ ŋ ɔ j ˨˩,0
{vie}bí đao,ʔ ɓ i ˧˦ ʔ ɗ aː w ˧˧,0
{vie}bích,ʔ ɓ ï k̟̚ ˧˦,0
{vie}bích hoạ,ʔ ɓ ï k̟̚ ˧˦ h w aː ˧˨ ʔ,0
{vie}bích quy,ʔ ɓ ï k̟̚ ˧˦ k w i ˧˧,0
{vie}bím,ʔ ɓ i m ˧˦,0
{vie}bính,ʔ ɓ ï ŋ ˧˦,0
{vie}bính âm,ʔ ɓ ï ŋ ˧˦ ʔ ə m ˧˧,0
{vie}bíp,ʔ ɓ i p̚ ˧˦,0
{vie}bít tết,ʔ ɓ i t̚ ˧˦ t e t̚ ˧˦,0
{vie}bíu,ʔ ɓ i w ˧˦,0
{vie}bò,ʔ ɓ ɔ ˨˩,0
{vie}bò cạp,ʔ ɓ ɔ ˨˩ k aː p̚ ˧˨ ʔ,0
{vie}bò viên,ʔ ɓ ɔ ˨˩ v i ə n ˧˧,0
{vie}bòn,ʔ ɓ ɔ n ˨˩,0
{vie}bòn bon,ʔ ɓ ɔ n ˨˩ ʔ ɓ ɔ n ˧˧,0
{vie}bòng bòng,ʔ ɓ a w ŋ͡m ˨˩ ʔ ɓ a w ŋ͡m ˨˩,0
{vie}bó buộc,ʔ ɓ ɔ ˧˦ ʔ ɓ u ə k̚ ˧˨ ʔ,0
{vie}bó tay,ʔ ɓ ɔ ˧˦ t a j ˧˧,0
{vie}bóc,ʔ ɓ a w k͡p̚ ˧˦,0
{vie}bóc tem,ʔ ɓ a w k͡p̚ ˧˦ t ɛ m ˧˧,0
{vie}bón,ʔ ɓ ɔ n ˧˦,0
{vie}bóng chày,ʔ ɓ a w ŋ͡m ˧˦ t͡ɕ a j ˨˩,0
{vie}bóng dáng,ʔ ɓ a w ŋ͡m ˧˦ z aː ŋ ˧˦,0
{vie}bóng gió,ʔ ɓ a w ŋ͡m ˧˦ z ɔ ˧˦,0
{vie}bóng mềm,ʔ ɓ a w ŋ͡m ˧˦ m e m ˨˩,0
{vie}bóng rổ,ʔ ɓ a w ŋ͡m ˧˦ z o ˧˩,0
{vie}bóng tối,ʔ ɓ a w ŋ͡m ˧˦ t o j ˧˦,0
{vie}bóng đá,ʔ ɓ a w ŋ͡m ˧˦ ʔ ɗ aː ˧˦,0
{vie}bóng đái,ʔ ɓ a w ŋ͡m ˧˦ ʔ ɗ aː j ˧˦,0
{vie}bóp,ʔ ɓ ɔ p̚ ˧˦,0
{vie}bót,ʔ ɓ ɔ t̚ ˧˦,0
{vie}bô,ʔ ɓ o ˧˧,0
{vie}bô lô ba la,ʔ ɓ o ˧˧ l o ˧˧ ʔ ɓ aː ˧˧ l aː ˧˧,0
{vie}bôi,ʔ ɓ o j ˧˧,0
{vie}bôi nhọ,ʔ ɓ o j ˧˧ ɲ ɔ ˧˨ ʔ,0
{vie}bôm,ʔ ɓ o m ˧˧,0
{vie}bông gòn,ʔ ɓ ə w ŋ͡m ˧˧ ɣ ɔ n ˨˩,0
{vie}bông tuyết,ʔ ɓ ə w ŋ͡m ˧˧ t w i ə t̚ ˧˦,0
{vie}bônifaciô,ʔ ɓ o n ˧˧ n i ˧˧ f aː ˧˧ s i ˧˧ ʔ o ˧˧,0
{vie}bù,ʔ ɓ u ˨˩,0
{vie}bù nhìn,ʔ ɓ u ˨˩ ɲ i n ˨˩,0
{vie}bù đầu,ʔ ɓ u ˨˩ ʔ ɗ ə w ˨˩,0
{vie}bùa,ʔ ɓ u ə ˨˩,0
{vie}bùi,ʔ ɓ u j ˨˩,0
{vie}bùi ngùi,ʔ ɓ u j ˨˩ ŋ u j ˨˩,0
{vie}bùi nhùi,ʔ ɓ u j ˨˩ ɲ u j ˨˩,0
{vie}bùm,ʔ ɓ u m ˨˩,0
{vie}bùn,ʔ ɓ u n ˨˩,0
{vie}bùng,ʔ ɓ ʊ w ŋ͡m ˨˩,0
{vie}bùng nổ,ʔ ɓ ʊ w ŋ͡m ˨˩ n o ˧˩,0
{vie}bùng phát,ʔ ɓ ʊ w ŋ͡m ˨˩ f aː t̚ ˧˦,0
{vie}bú,ʔ ɓ u ˧˦,0
{vie}búa,ʔ ɓ u ə ˧˦,0
{vie}búa khoan,ʔ ɓ u ə ˧˦ x w aː n ˧˧,0
{vie}búi,ʔ ɓ u j ˧˦,0
{vie}bún,ʔ ɓ u n ˧˦,0
{vie}bún chả,ʔ ɓ u n ˧˦ t͡ɕ aː ˧˩,0
{vie}bún riêu,ʔ ɓ u n ˧˦ z i ə w ˧˧,0
{vie}bún thịt nướng,ʔ ɓ u n ˧˦ tʰ i t̚ ˧˨ ʔ n ɨ ə ŋ ˧˦,0
{vie}búng,ʔ ɓ ʊ w ŋ͡m ˧˦,0
{vie}búp,ʔ ɓ u p̚ ˧˦,0
{vie}búp bê,ʔ ɓ u p̚ ˧˦ ʔ ɓ e ˧˧,0
{vie}bút,ʔ ɓ u t̚ ˧˦,0
