merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{jpn}あたまじらみ,a̠ t a̠ m a̠ ʑ i ɾ a̠ mʲ i,0,あたまじらみ,0
{jpn}あだ,a̠ d a̠,0,あだ,0
{jpn}あだな,a̠ d a̠ n a̠,0,あだな,0
{jpn}あだばな,a̠ d a̠ b a̠ n a̠,0,あだばな,0
{jpn}あちら,a̠ t͡ɕ i ɾ a̠,0,あちら,0
{jpn}あっけない,a̠ k̚ k e̞ n a̠ i,0,あっけない,0
{jpn}あっさく,a̠ sː a̠ k ɯ̟ᵝ,0,あっさく,0
{jpn}あっさり,a̠ sː a̠ ɾʲ i,0,あっさり,0
{jpn}あったかい,a̠ t̚ t a̠ k a̠ i,0,あったかい,0
{jpn}あっというま,a̠ t̚ t o̞ i ɯ̟ᵝ m a̠,0,あっというま,0
{jpn}あっといわせる,a̠ t̚ t o̞ i ɰᵝ a̠ s e̞ ɾ ɯ̟ᵝ,0,あっといわせる,0
{jpn}あっとうてき,a̠ t̚ t o̞ː t e̞ kʲ i,0,あっとうてき,0
{jpn}あっとおどろく,a̠ t̚ t o̞ o̞ d o̞ ɾ o̞ k ɯ̟ᵝ,0,あっとおどろく,0
{jpn}あつ,a̠ t͡s ɨᵝ,0,あつ,0
{jpn}あつあつ,a̠ t͡s ɨᵝ a̠ t͡s ɨᵝ,0,あつあつ,0
{jpn}あつい,a̠ t͡s ɨᵝ i,0,あつい,0
{jpn}あつくるしい,a̠ t͡s ɨᵝ k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ iː,0,あつくるしい,0
{jpn}あつし,a̠ t͡s ɨᵝ ɕ i,0,あつし,0
{jpn}あつひろ,a̠ t͡s ɨᵝ ç i ɾ o̞,0,あつひろ,0
{jpn}あつまる,a̠ t͡s ɨᵝ m a̠ ɾ ɯ̟ᵝ,0,あつまる,0
{jpn}あつめる,a̠ t͡s ɨᵝ m e̞ ɾ ɯ̟ᵝ,0,あつめる,0
{jpn}あつらえる,a̠ t͡s ɨᵝ ɾ a̠ e̞ ɾ ɯ̟ᵝ,0,あつらえる,0
{jpn}あつりょくなべ,a̠ t͡s ɨᵝ ɾʲ o̞ k ɯ̟ᵝ n a̠ b e̞,0,あつりょくなべ,0
{jpn}あて,a̠ t e̞,0,あて,0
{jpn}あてこむ,a̠ t e̞ k o̞ m ɯ̟ᵝ,0,あてこむ,0
{jpn}あてじ,a̠ t e̞ ʑ i,0,あてじ,0
{jpn}あてにげ,a̠ t e̞ ɲ̟ i ɡ e̞,0,あてにげ,0
{jpn}あてはめる,a̠ t e̞ h a̠ m e̞ ɾ ɯ̟ᵝ,0,あてはめる,0
{jpn}あてる,a̠ t e̞ ɾ ɯ̟ᵝ,0,あてる,0
{jpn}あと,a̠ t o̞,0,あと,0
{jpn}あとかぶ,a̠ t o̞ k a̠ b ɯ̟ᵝ,0,あとかぶ,0
{jpn}あとがき,a̠ t o̞ ɡ a̠ kʲ i,0,あとがき,0
{jpn}あとのまつり,a̠ t o̞ n o̞ m a̠ t͡s ɨᵝ ɾʲ i,0,あとのまつり,0
{jpn}あとり,a̠ t o̞ ɾʲ i,0,あとり,0
{jpn}あどけない,a̠ d o̞ k e̞ n a̠ i,0,あどけない,0
{jpn}あな,a̠ n a̠,0,あな,0
{jpn}あなた,a̠ n a̠ t a̠,0,あなた,0
{jpn}あなどり,a̠ n a̠ d o̞ ɾʲ i,0,あなどり,0
{jpn}あなどる,a̠ n a̠ d o̞ ɾ ɯ̟ᵝ,0,あなどる,0
{jpn}あに,a̠ ɲ̟ i,0,あに,0
{jpn}あにき,a̠ ɲ̟ i kʲ i,0,あにき,0
{jpn}あね,a̠ n e̞,0,あね,0
{jpn}あの,a̠ n o̞,0,あの,0
{jpn}あのう,a̠ n o̞ː,0,あのう,0
{jpn}あのかた,a̠ n o̞ k a̠ t a̠,0,あのかた,0
{jpn}あのかたがた,a̠ n o̞ k a̠ t a̠ ɡ a̠ t a̠,0,あのかたがた,0
{jpn}あばく,a̠ b a̠ k ɯ̟ᵝ,0,あばく,0
{jpn}あばずれ,a̠ b a̠ z ɨᵝ ɾ e̞,0,あばずれ,0
{jpn}あばら,a̠ b a̠ ɾ a̠,0,あばら,0
{jpn}あばれる,a̠ b a̠ ɾ e̞ ɾ ɯ̟ᵝ,0,あばれる,0
{jpn}あひさん,a̠ ç i s ã̠ ɴ,0,あひさん,0
{jpn}あびこ,a̠ bʲ i k o̞,0,あびこ,0
{jpn}あびる,a̠ bʲ i ɾ ɯ̟ᵝ,0,あびる,0
{jpn}あふれでる,a̠ ɸ ɯ̟ᵝ ɾ e̞ d e̞ ɾ ɯ̟ᵝ,0,あふれでる,0
{jpn}あふれる,a̠ ɸ ɯ̟ᵝ ɾ e̞ ɾ ɯ̟ᵝ,0,あふれる,0
{jpn}あぶ,a̠ b ɯ̟ᵝ,0,あぶ,0
{jpn}あぶない,a̠ b ɯ̟ᵝ n a̠ i,0,あぶない,0
{jpn}あぶら,a̠ b ɯ̟ᵝ ɾ a̠,0,あぶら,0
{jpn}あぶらとりがみ,a̠ b ɯ̟ᵝ ɾ a̠ t o̞ ɾʲ i ɡ a̠ mʲ i,0,あぶらとりがみ,0
{jpn}あぶる,a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ,0,あぶる,0
{jpn}あへん,a̠ h ẽ̞ ɴ,0,あへん,0
{jpn}あほくさい,a̠ h o̞ k ɯ̟ᵝ s a̠ i,0,あほくさい,0
{jpn}あま,a̠ m a̠,0,あま,0
{jpn}あまい,a̠ m a̠ i,0,あまい,0
{jpn}あまぐも,a̠ m a̠ ɡ ɯ̟ᵝ m o̞,0,あまぐも,0
{jpn}あまっちょろい,a̠ m a̠ t̚ t͡ɕ o̞ ɾ o̞ i,0,あまっちょろい,0
{jpn}あまてらす,a̠ m a̠ t e̞ ɾ a̠ s ɨᵝ,0,あまてらす,0
{jpn}あまでら,a̠ m a̠ d e̞ ɾ a̠,0,あまでら,0
{jpn}あまねく,a̠ m a̠ n e̞ k ɯ̟ᵝ,0,あまねく,0
{jpn}あまのがわ,a̠ m a̠ n o̞ ɡ a̠ ɰᵝ a̠,0,あまのがわ,0
{jpn}あまのじゃく,a̠ m a̠ n o̞ ʑ a̠ k ɯ̟ᵝ,0,あまのじゃく,0
{jpn}あまのむらくものつるぎ,a̠ m a̠ n o̞ m ɯ̟ᵝ ɾ a̠ k ɯ̟ᵝ m o̞ n o̞ t͡s ɨᵝ ɾ ɯ̟ᵝ ɡʲ i,0,あまのむらくものつるぎ,0
{jpn}あまみ,a̠ m a̠ mʲ i,0,あまみ,0
{jpn}あまやかす,a̠ m a̠ j a̠ k a̠ s ɨᵝ,0,あまやかす,0
{jpn}あみ,a̠ mʲ i,0,あみ,0
{jpn}あみだな,a̠ mʲ i d a̠ n a̠,0,あみだな,0
{jpn}あみめにしきへび,a̠ mʲ i m e̞ ɲ̟ i ɕ i kʲ i h e̞ bʲ i,0,あみめにしきへび,0
{jpn}あみもの,a̠ mʲ i m o̞ n o̞,0,あみもの,0
{jpn}あむ,a̠ m ɯ̟ᵝ,0,あむ,0
{jpn}あめあがり,a̠ m e̞ a̠ ɡ a̠ ɾʲ i,0,あめあがり,0
{jpn}あめだま,a̠ m e̞ d a̠ m a̠,0,あめだま,0
{jpn}あめのした,a̠ m e̞ n o̞ ɕ i̥ t a̠,0,あめのした,0
{jpn}あめもよう,a̠ m e̞ m o̞ j o̞ː,0,あめもよう,0
{jpn}あもく,a̠ m o̞ k ɯ̟ᵝ,0,あもく,0
{jpn}あやうい,a̠ j a̠ ɯ̟ᵝ i,0,あやうい,0
{jpn}あやかる,a̠ j a̠ k a̠ ɾ ɯ̟ᵝ,0,あやかる,0
{jpn}あやとり,a̠ j a̠ t o̞ ɾʲ i,0,あやとり,0
{jpn}あやぶむ,a̠ j a̠ b ɯ̟ᵝ m ɯ̟ᵝ,0,あやぶむ,0
{jpn}あやまる,a̠ j a̠ m a̠ ɾ ɯ̟ᵝ,0,あやまる,0
{jpn}あやめ,a̠ j a̠ m e̞,0,あやめ,0
{jpn}あやめる,a̠ j a̠ m e̞ ɾ ɯ̟ᵝ,0,あやめる,0
{jpn}あゆ,a̠ j ɯ̟ᵝ,0,あゆ,0
{jpn}あゆみ,a̠ j ɯ̟ᵝ mʲ i,0,あゆみ,0
{jpn}あゆむ,a̠ j ɯ̟ᵝ m ɯ̟ᵝ,0,あゆむ,0
{jpn}あら,a̠ ɾ a̠,0,あら,0
{jpn}あらあら,a̠ ɾ a̠ː ɾ a̠,0,あらあら,0
{jpn}あらい,a̠ ɾ a̠ i,0,あらい,0
{jpn}あらう,a̠ ɾ a̠ ɯ̟ᵝ,0,あらう,0
{jpn}あらかた,a̠ ɾ a̠ k a̠ t a̠,0,あらかた,0
{jpn}あらかん,a̠ ɾ a̠ k ã̠ ɴ,0,あらかん,0
{jpn}あらがう,a̠ ɾ a̠ ɡ a̠ ɯ̟ᵝ,0,あらがう,0
{jpn}あらけずり,a̠ ɾ a̠ k e̞ z ɨᵝ ɾʲ i,0,あらけずり,0
{jpn}あらし,a̠ ɾ a̠ ɕ i,0,あらし,0
{jpn}あらす,a̠ ɾ a̠ s ɨᵝ,0,あらす,0
{jpn}あらすじ,a̠ ɾ a̠ s ɨᵝ ʑ i,0,あらすじ,0
{jpn}あらた,a̠ ɾ a̠ t a̠,0,あらた,0
{jpn}あらたまる,a̠ ɾ a̠ t a̠ m a̠ ɾ ɯ̟ᵝ,0,あらたまる,0
{jpn}あらて,a̠ ɾ a̠ t e̞,0,あらて,0
{jpn}あらぶる,a̠ ɾ a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ,0,あらぶる,0
{jpn}あらまあ,a̠ ɾ a̠ m a̠ː,0,あらまあ,0
{jpn}あらめ,a̠ ɾ a̠ m e̞,0,あらめ,0
{jpn}あらゆる,a̠ ɾ a̠ j ɯ̟ᵝ ɾ ɯ̟ᵝ,0,あらゆる,0
{jpn}あらら,a̠ ɾ a̠ ɾ a̠,0,あらら,0
{jpn}あられいし,a̠ ɾ a̠ ɾ e̞ i ɕ i,0,あられいし,0
{jpn}あられもない,a̠ ɾ a̠ ɾ e̞ m o̞ n a̠ i,0,あられもない,0
{jpn}あらわれる,a̠ ɾ a̠ ɰᵝ a̠ ɾ e̞ ɾ ɯ̟ᵝ,0,あらわれる,0
{jpn}ありあけ,a̠ ɾʲ i a̠ k e̞,0,ありあけ,0
{jpn}ありがたい,a̠ ɾʲ i ɡ a̠ t a̠ i,0,ありがたい,0
{jpn}ありがと,a̠ ɾʲ i ɡ a̠ t o̞,0,ありがと,0
{jpn}ありがとう,a̠ ɾʲ i ɡ a̠ t o̞ː,0,ありがとう,0
{jpn}ありきたり,a̠ ɾʲ i kʲ i t a̠ ɾʲ i,0,ありきたり,0
{jpn}ありじごく,a̠ ɾʲ i ʑ i ɡ o̞ k ɯ̟ᵝ,0,ありじごく,0
{jpn}ありのこ,a̠ ɾʲ i n o̞ k o̞,0,ありのこ,0
{jpn}ありゅうさん,a̠ ɾʲ ɨᵝː s ã̠ ɴ,0,ありゅうさん,0
{jpn}ある,a̠ ɾ ɯ̟ᵝ,0,ある,0
{jpn}あるある,a̠ ɾ ɯ̟ᵝ a̠ ɾ ɯ̟ᵝ,0,あるある,0
{jpn}あるいは,a̠ ɾ ɯ̟ᵝ i ɰᵝ a̠,0,あるいは,0
{jpn}あるく,a̠ ɾ ɯ̟ᵝ k ɯ̟ᵝ,0,あるく,0
{jpn}あるじ,a̠ ɾ ɯ̟ᵝ ʑ i,0,あるじ,0
{jpn}あれ,a̠ ɾ e̞,0,あれ,0
{jpn}あれい,a̠ ɾ e̞ː,0,あれい,0
{jpn}あれこれ,a̠ ɾ e̞ k o̞ ɾ e̞,0,あれこれ,0
{jpn}あれはだ,a̠ ɾ e̞ h a̠ d a̠,0,あれはだ,0
{jpn}あれる,a̠ ɾ e̞ ɾ ɯ̟ᵝ,0,あれる,0
{jpn}あろうことか,a̠ ɾ o̞ː k o̞ t o̞ k a̠,0,あろうことか,0
{jpn}あわ,a̠ ɰᵝ a̠,0,あわ,0
{jpn}あわす,a̠ ɰᵝ a̠ s ɨᵝ,0,あわす,0
{jpn}あわせる,a̠ ɰᵝ a̠ s e̞ ɾ ɯ̟ᵝ,0,あわせる,0
{jpn}あわただしい,a̠ ɰᵝ a̠ t a̠ d a̠ ɕ i i,0,あわただしい,0
{jpn}あわだてき,a̠ ɰᵝ a̠ d a̠ t e̞ kʲ i,0,あわだてき,0
{jpn}あわてる,a̠ ɰᵝ a̠ t e̞ ɾ ɯ̟ᵝ,0,あわてる,0
{jpn}あわや,a̠ ɰᵝ a̠ j a̠,0,あわや,0
{jpn}あわよくば,a̠ ɰᵝ a̠ j o̞ k ɯ̟ᵝ b a̠,0,あわよくば,0
{jpn}あわれ,a̠ ɰᵝ a̠ ɾ e̞,0,あわれ,0
{jpn}あわれみ,a̠ ɰᵝ a̠ ɾ e̞ mʲ i,0,あわれみ,0
{jpn}あん,ã̠ ɴ,0,あん,0
{jpn}あんうつ,ã̠ ɰ̃ ɯ̟ᵝ t͡s ɨᵝ,0,あんうつ,0
{jpn}あんきも,ã̠ ŋʲ kʲ i m o̞,0,あんきも,0
{jpn}あんこ,ã̠ ŋ k o̞,0,あんこ,0
{jpn}あんこう,ã̠ ŋ k o̞ː,0,あんこう,0
{jpn}あんこくぶっしつ,ã̠ ŋ k o̞ k ɯ̟ᵝ b ɯ̟ᵝ ɕː i̥ t͡s ɨᵝ,0,あんこくぶっしつ,0
{jpn}あんざん,ã̠ n d͡z ã̠ ɴ,0,あんざん,0
{jpn}あんざんし,ã̠ n d͡z ã̠ ɰ̃ ɕ i,0,あんざんし,0
{jpn}あんしじゅつ,ã̠ ɰ̃ ɕ i ʑ ɨᵝ t͡s ɨᵝ,0,あんしじゅつ,0
{jpn}あんしつ,ã̠ ɰ̃ ɕ i̥ t͡s ɨᵝ,0,あんしつ,0
{jpn}あんしょ,ã̠ ɰ̃ ɕ o̞,0,あんしょ,0
{jpn}あんしん,ã̠ ɰ̃ ɕ ĩ ɴ,0,あんしん,0
{jpn}あんず,ã̠ n d͡z ɨᵝ,0,あんず,0
{jpn}あんせい,ã̠ ɰ̃ s e̞ː,0,あんせい,0
{jpn}あんぜん,ã̠ n d͡z ẽ̞ ɴ,0,あんぜん,0
{jpn}あんぜんこうきてい,ã̠ n d͡z ẽ̞ ŋ k o̞ː kʲ i t e̞ː,0,あんぜんこうきてい,0
{jpn}あんた,ã̠ n t a̠,0,あんた,0
{jpn}あんたい,ã̠ n t a̠ i,0,あんたい,0
{jpn}あんちょく,ã̠ ɲ̟ t͡ɕ o̞ k ɯ̟ᵝ,0,あんちょく,0
{jpn}あんな,ã̠ nː a̠,0,あんな,0
{jpn}あんないしょ,ã̠ nː a̠ i ɕ o̞,0,あんないしょ,0
{jpn}あんなに,ã̠ nː a̠ ɲ̟ i,0,あんなに,0
{jpn}あんのじょう,ã̠ nː o̞ ʑ o̞ː,0,あんのじょう,0
{jpn}あんのん,ã̠ nː õ̞ ɴ,0,あんのん,0
{jpn}あんまり,ã̠ mː a̠ ɾʲ i,0,あんまり,0
{jpn}あんまん,ã̠ mː ã̠ ɴ,0,あんまん,0
{jpn}あんもち,ã̠ mː o̞ t͡ɕ i,0,あんもち,0
{jpn}あんらくし,ã̠ n ɾ a̠ k ɯ̟ᵝ ɕ i,0,あんらくし,0
{jpn}いあつ,i a̠ t͡s ɨᵝ,0,いあつ,0
{jpn}いあんふ,i ã̠ ɰ̃ ɸ ɯ̟ᵝ,0,いあんふ,0
{jpn}いいあう,i i a̠ ɯ̟ᵝ,0,いいあう,0
{jpn}いいえ,iː e̞,0,いいえ,0
