merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{hbs}bezvezno,b ě z ʋ e z n o,0,bezvezno,0
{hbs}bijedno,b j êː d n o,0,bijedno,0
{hbs}bijesan,b j ěː s a n,0,bijesan,0
{hbs}birač,b ǐ r aː t͡ʃ,0,birač,0
{hbs}birački,b ǐ r aː t͡ʃ k iː,0,birački,0
{hbs}biter,b ǐ t e r,0,biter,0
{hbs}bitno,b î t n o,0,bitno,0
{hbs}biće,b ǐː t͡ɕ e,0,biće,0
{hbs}blagdan,b l â ɡ d aː n,0,blagdan,0
{hbs}blagoslov,b l â ɡ o s l oː ʋ,0,blagoslov,0
{hbs}blistav,b l î s t a ʋ,0,blistav,0
{hbs}bog,b ôː ɡ,0,bog,0
{hbs}bor,b ôː r,0,bor,0
{hbs}boriti,b ǒ r i t i,0,boriti,0
{hbs}bosna,b ô s n a,0,bosna,0
{hbs}branilac,b r ǎ n i l a t͡s,0,branilac,0
{hbs}brdski,b r̂ d s k iː,0,brdski,0
{hbs}brinuti,b r î n u t i,0,brinuti,0
{hbs}britanski,b r ǐ t aː n s k iː,0,britanski,0
{hbs}brojčanik,b r o j t͡ʃ ǎ n iː k,0,brojčanik,0
{hbs}budalaština,b u d a l ǎː ʃ t i n a,0,budalaština,0
{hbs}budnica,b ǔː d n i t͡s a,0,budnica,0
{hbs}buha,b ǔ x a,0,buha,0
{hbs}buki,b ǔ k i,0,buki,0
{hbs}bukvar,b ǔ k ʋ aː r,0,bukvar,0
{hbs}bure,b û r e,0,bure,0
{hbs}burmanski,b ǔ r m a n s k iː,0,burmanski,0
{hbs}burza,b û r z a,0,burza,0
{hbs}carica,t͡s â r i t͡s a,0,carica,0
{hbs}carigradski,t͡s ǎ r i ɡ r a d s k iː,0,carigradski,0
{hbs}ceh,t s ê x,0,ceh,0
{hbs}centarfor,t͡s ê n t a r f oː r,0,centarfor,0
{hbs}centurion,t͡s e n t u r ǐ oː n,0,centurion,0
{hbs}cijena,t͡s i j ěː n a,0,cijena,0
{hbs}ciljan,t͡s îː ʎ a n,0,ciljan,0
{hbs}cimet,t͡s ǐ m e t,0,cimet,0
{hbs}cisterna,t͡s ǐ s t eː r n a,0,cisterna,0
{hbs}cjelokupan,t͡s j e l ǒ k u p a n,0,cjelokupan,0
{hbs}crnogorac,t͡s r n ǒ ɡ o r a t͡s,0,crnogorac,0
{hbs}cunami,t͡s u n ǎː m i,0,cunami,0
{hbs}dalekovidnost,d a l e k ǒ ʋ i d n oː s t,0,dalekovidnost,0
{hbs}damask,d ǎ m a s k,0,damask,0
{hbs}danac,d ǎː n a t͡s,0,danac,0
{hbs}danska,d âː n s k aː,0,danska,0
{hbs}darežljiv,d a r ě ʒ ʎ i ʋ,0,darežljiv,0
{hbs}datoteka,d a t o t ěː k a,0,datoteka,0
{hbs}degradirati,d e ɡ r a d ǐː r a t i,0,degradirati,0
{hbs}dekorativan,d ê k o r a t iː ʋ a n,0,dekorativan,0
{hbs}delimično,d ê l i m i t͡ʃ n o,0,delimično,0
{hbs}delovati,d ê l o ʋ a t i,0,delovati,0
{hbs}delta,d ê l t a,0,delta,0
{hbs}demanti,d ě m a n t i,0,demanti,0
{hbs}desetljeće,d ê s e t ʎ e t͡ɕ e,0,desetljeće,0
{hbs}desetoro,d ê s e t o r o,0,desetoro,0
{hbs}desiti,d ê s i t i,0,desiti,0
{hbs}devetnaest,d e ʋ ě t n a eː s t,0,devetnaest,0
{hbs}dignuti,d î ɡ n u t i,0,dignuti,0
{hbs}diplomacija,d i p l o m ǎ t͡s i j a,0,diplomacija,0
{hbs}direktorica,d i r e k t ǒ r i t͡s a,0,direktorica,0
{hbs}dirigent,d i r ǐ ɡ e n t,0,dirigent,0
{hbs}diskretan,d ǐ s k r e t a n,0,diskretan,0
{hbs}dizati,d î z a t i,0,dizati,0
{hbs}djelatnost,d j e l ǎː t n oː s t,0,djelatnost,0
{hbs}djelotvoran,d j ê l o t ʋ oː r a n,0,djelotvoran,0
{hbs}djetinjasto,d j ě t i ɲ a s t o,0,djetinjasto,0
{hbs}dobaciti,d o b ǎː t͡s i t i,0,dobaciti,0
{hbs}dobrodošli,d o b r o d ǒ ʃ l i,0,dobrodošli,0
{hbs}dobrovoljac,d o b r o ʋ ǒː ʎ a t͡s,0,dobrovoljac,0
{hbs}dodati,d ǒ d a t i,0,dodati,0
{hbs}dohvat,d ô x ʋ aː t,0,dohvat,0
{hbs}doktorat,d o k t ǒ r aː t,0,doktorat,0
{hbs}dominacija,d o m i n ǎː t͡s i j a,0,dominacija,0
{hbs}dopasti,d ǒ p a s t i,0,dopasti,0
{hbs}dopunski,d ǒ p u n s k iː,0,dopunski,0
{hbs}dopustiti,d o p ǔ s t i t i,0,dopustiti,0
{hbs}dosadan,d ô s aː d a n,0,dosadan,0
{hbs}dosta,d ô s t a,0,dosta,0
{hbs}dostaviti,d ǒ s t a ʋ i t i,0,dostaviti,0
{hbs}dostupnost,d ǒ s t u p n oː s t,0,dostupnost,0
{hbs}dovoditi,d o ʋ ǒ d i t i,0,dovoditi,0
{hbs}doček,d ǒ t͡ʃ e k,0,doček,0
{hbs}doživljaj,d ô ʒ i ʋ ʎ aː j,0,doživljaj,0
{hbs}drača,d r â t͡ʃ a,0,drača,0
{hbs}drhtaj,d r̂ x t aː j,0,drhtaj,0
{hbs}drukčije,d r ǔ k t͡ʃ i j eː,0,drukčije,0
{hbs}drukčiji,d r ǔ k t͡ʃ i j iː,0,drukčiji,0
{hbs}drvored,d r̂ ʋ o r eː d,0,drvored,0
{hbs}dvadeset,d ʋ ǎː d e s e t,0,dvadeset,0
{hbs}džabe,d͡ʒ â b eː,0,džabe,0
{hbs}džin,d͡ʒ î n,0,džin,0
{hbs}efektno,ě f e k t n o,0,efektno,0
{hbs}egzodus,e ɡ z ǒː d u s,0,egzodus,0
{hbs}ekvator,ě k ʋ aː t o r,0,ekvator,0
{hbs}emigracija,e m i ɡ r ǎː t͡s i j a,0,emigracija,0
{hbs}emigrant,e m ǐ ɡ r a n t,0,emigrant,0
{hbs}epruveta,e p r u ʋ ě t a,0,epruveta,0
{hbs}erekcija,e r ě k t͡s i j a,0,erekcija,0
{hbs}fabrika,f ǎ b r i k a,0,fabrika,0
{hbs}federacija,f e d e r ǎː t͡s i j a,0,federacija,0
{hbs}feniks,f ěː n i k s,0,feniks,0
{hbs}finalist,f i n ǎ l i s t,0,finalist,0
{hbs}firma,f îː r m a,0,firma,0
{hbs}fizika,f ǐ z i k a,0,fizika,0
{hbs}fjaka,f j â k a,0,fjaka,0
{hbs}fontana,f ǒ n t aː n a,0,fontana,0
{hbs}forum,f ǒː r u m,0,forum,0
{hbs}frustriran,f r ǔ s t r iː r a n,0,frustriran,0
{hbs}fuj,f u j,0,fuj,0
{hbs}gaj,ɡ âː j,0,gaj,0
{hbs}galantnost,ɡ a l ǎ n t n oː s t,0,galantnost,0
{hbs}galeb,ɡ â l eː b,0,galeb,0
{hbs}galop,ɡ ǎ l o p,0,galop,0
{hbs}garderoba,ɡ a r d e r ǒː b a,0,garderoba,0
{hbs}gas,ɡ âː s,0,gas,0
{hbs}gimnastika,ɡ i m n ǎ s t i k a,0,gimnastika,0
{hbs}ginekolog,ɡ i n e k ǒ l o ɡ,0,ginekolog,0
{hbs}glasina,ɡ l ǎ s i n a,0,glasina,0
{hbs}gospodar,ɡ o s p ǒ d aː r,0,gospodar,0
{hbs}gospodarski,ɡ o s p ǒ d aː r s k iː,0,gospodarski,0
{hbs}gramatika,ɡ r a m ǎ t i k a,0,gramatika,0
{hbs}gravitacija,ɡ r a ʋ i t ǎː t͡s i j a,0,gravitacija,0
{hbs}grkinja,ɡ r̂ k i ɲ a,0,grkinja,0
{hbs}grudnjak,ɡ r ûː d ɲ aː k,0,grudnjak,0
{hbs}guzica,ɡ ǔ z i t͡s a,0,guzica,0
{hbs}hag,x âː ɡ,0,hag,0
{hbs}halucinacija,x a l u t͡s i n ǎː t͡s i j a,0,halucinacija,0
{hbs}han,x âː n,0,han,0
{hbs}himen,x îː m e n,0,himen,0
{hbs}hirovitost,x i r ǒ ʋ i t oː s t,0,hirovitost,0
{hbs}historiografija,x i s t o r i o ɡ r ǎ f i j a,0,historiografija,0
{hbs}hladnokrvno,x l â d n o k rː ʋ n o,0,hladnokrvno,0
{hbs}horizontalno,x ô r i z o n t aː l n o,0,horizontalno,0
{hbs}hormon,x ǒ r m oː n,0,hormon,0
{hbs}horoz,x ô r oː z,0,horoz,0
{hbs}hrabrost,x r ǎː b r oː s t,0,hrabrost,0
{hbs}hrast,x r âː s t,0,hrast,0
{hbs}hrpa,x ř p a,0,hrpa,0
{hbs}identifikacija,i d e n t i f i k ǎː t͡s i j a,0,identifikacija,0
{hbs}igrač,ǐ ɡ r aː t͡ʃ,0,igrač,0
{hbs}ilirski,ǐ l iː r s k iː,0,ilirski,0
{hbs}imenik,î m e n iː k,0,imenik,0
{hbs}implikacija,i m p l i k ǎː t͡s i j a,0,implikacija,0
{hbs}implozija,ǐ m p l oː z i j a,0,implozija,0
{hbs}inače,î n aː t͡ʃ e,0,inače,0
{hbs}individualizam,i n d i ʋ i d u a l ǐ z a m,0,individualizam,0
{hbs}individualnost,i n d i ʋ i d u ǎː l n oː s t,0,individualnost,0
{hbs}infarkt,ǐ n f a r k t,0,infarkt,0
{hbs}insekt,ǐ n s e k t,0,insekt,0
{hbs}instalacija,i n s t a l ǎː t͡s i j a,0,instalacija,0
{hbs}intuitivno,î n t u i t iː ʋ n o,0,intuitivno,0
{hbs}investicijski,i n ʋ e s t ǐː t͡s iː j s k iː,0,investicijski,0
{hbs}inzulin,i n z ǔ l iː n,0,inzulin,0
{hbs}ionako,i o n ǎ k oː,0,ionako,0
{hbs}irska,îː r s k aː,0,irska,0
{hbs}iskoristiti,i s k o r ǐ s t i t i,0,iskoristiti,0
{hbs}iskoristivost,i s k o r ǐ s t i ʋ oː s t,0,iskoristivost,0
{hbs}islandski,ǐ s l a n d s k iː,0,islandski,0
{hbs}ispisivati,i s p i s ǐː ʋ a t i,0,ispisivati,0
{hbs}ispomoć,î s p o m oː t͡ɕ,0,ispomoć,0
{hbs}ispovijest,ǐ s p o ʋ j eː s t,0,ispovijest,0
{hbs}istaći,ǐ s t a t͡ɕ i,0,istaći,0
{hbs}istra,î s t r a,0,istra,0
{hbs}istražiti,i s t r ǎː ʒ i t i,0,istražiti,0
{hbs}isus,ǐ s u s,0,isus,0
{hbs}ivana,ǐ ʋ a n a,0,ivana,0
{hbs}izbočina,ǐ z b o t͡ʃ i n a,0,izbočina,0
{hbs}izdavač,i z d ǎ ʋ aː t͡ʃ,0,izdavač,0
{hbs}izgradnja,i z ɡ r ǎː d ɲ a,0,izgradnja,0
{hbs}izgubljen,ǐ z ɡ u b ʎ e n,0,izgubljen,0
{hbs}izjava,î z j a ʋ a,0,izjava,0
{hbs}izlječiv,i z ʎ ě t͡ʃ i ʋ,0,izlječiv,0
{hbs}izložiti,i z l ǒ ʒ i t i,0,izložiti,0
{hbs}izniman,ǐ z n iː m a n,0,izniman,0
{hbs}izrael,ǐ z r a e l,0,izrael,0
{hbs}izrezati,ǐ z r e z a t i,0,izrezati,0
{hbs}izricati,i z r ǐː t͡s a t i,0,izricati,0
{hbs}izvedenica,i z ʋ e d ě n i t͡s a,0,izvedenica,0
{hbs}izvediv,i z ʋ ě d i ʋ,0,izvediv,0
{hbs}izvjesno,î z ʋ j e s n o,0,izvjesno,0
{hbs}izvještavati,i z ʋ j e ʃ t ǎː ʋ a t i,0,izvještavati,0
{hbs}jahanje,j â x aː ɲ e,0,jahanje,0
{hbs}jamstvo,j ǎ m s t ʋ o,0,jamstvo,0
{hbs}jamčiti,j â m t͡ʃ i t i,0,jamčiti,0
{hbs}januar,j â n u aː r,0,januar,0
{hbs}jasno,j â s n o,0,jasno,0
{hbs}jačati,j ǎ t͡ʃ a t i,0,jačati,0
{hbs}jedanput,j e d ǎ m p uː t,0,jedanput,0
{hbs}jeftin,j ê f t i n,0,jeftin,0
{hbs}jeka,j ê k a,0,jeka,0
{hbs}jesenas,j e s ě n a s,0,jesenas,0
{hbs}jetra,j ê t r a,0,jetra,0
{hbs}jezgra,j ěː z ɡ r a,0,jezgra,0
{hbs}jeziv,j ě z i ʋ,0,jeziv,0
{hbs}jezički,j ě z i t͡ʃ k iː,0,jezički,0
{hbs}ju,j u,0,ju,0
{hbs}jure,j û r e,0,jure,0
{hbs}juriš,j û r iː ʃ,0,juriš,0
{hbs}jutro,j û t r o,0,jutro,0
{hbs}kafana,k a f ǎ n a,0,kafana,0
{hbs}kaiš,k ǎ i ʃ,0,kaiš,0
{hbs}kamen,k â m eː n,0,kamen,0
{hbs}kamerunski,k â m e r uː n s k iː,0,kamerunski,0
{hbs}kampućija,k a m p ǔ t͡ɕ i j a,0,kampućija,0
{hbs}kandidat,k a n d ǐ d aː t,0,kandidat,0
{hbs}kapela,k a p ěː l a,0,kapela,0
{hbs}kasniti,k ǎ s n i t i,0,kasniti,0
{hbs}katastrofalno,k â t a s t r o f aː l n o,0,katastrofalno,0
{hbs}katedrala,k a t e d r ǎː l a,0,katedrala,0
{hbs}kazalište,k ǎ z a l iː ʃ t e,0,kazalište,0
{hbs}kazalo,k ǎ z a l o,0,kazalo,0
{hbs}kenija,k êː n i j a,0,kenija,0
{hbs}kiša,k î ʃ a,0,kiša,0
{hbs}kletva,k l êː t ʋ a,0,kletva,0
{hbs}klizav,k l î z a ʋ,0,klizav,0
{hbs}kljova,k ʎ ôː ʋ a,0,kljova,0
{hbs}knez,k n êː z,0,knez,0
{hbs}knjiga,k ɲ î ɡ a,0,knjiga,0
{hbs}knut,k n û t,0,knut,0
{hbs}koalicija,k o a l ǐː t͡s i j a,0,koalicija,0
{hbs}koalirati,k o a l ǐː r a t i,0,koalirati,0
{hbs}koliba,k ǒ l i b a,0,koliba,0
{hbs}kolica,k o l ǐː t͡s a,0,kolica,0
{hbs}kolonizacija,k o l o n i z ǎː t͡s i j a,0,kolonizacija,0
{hbs}kombajn,k ǒ m b a j n,0,kombajn,0
{hbs}komorač,k o m ǒ r aː t͡ʃ,0,komorač,0
{hbs}komplet,k ǒ m p l e t,0,komplet,0
{hbs}kompromis,k o m p r ǒ m i s,0,kompromis,0
{hbs}konačan,k ǒ n a t͡ʃ a n,0,konačan,0
{hbs}koncert,k ǒ n t͡s e r t,0,koncert,0
{hbs}koncesija,k o n t͡s ě s i j a,0,koncesija,0
{hbs}kongresmen,k ǒ n ɡ r e s m e n,0,kongresmen,0
{hbs}konj,k ô ɲ,0,konj,0
{hbs}konotacija,k o n o t ǎː t͡s i j a,0,konotacija,0
{hbs}konstruirati,k o n s t r u ǐː r a t i,0,konstruirati,0
{hbs}kontinuiran,k o n t i n ǔ iː r a n,0,kontinuiran,0
{hbs}kopar,k ô p a r,0,kopar,0
{hbs}koreograf,k o r e ǒ ɡ r a f,0,koreograf,0
{hbs}korov,k ǒː r o ʋ,0,korov,0
{hbs}kos,k ôː s,0,kos,0
{hbs}kotar,k ô t aː r,0,kotar,0
{hbs}kotizacija,k o t i z ǎː t͡s i j a,0,kotizacija,0
{hbs}kočnica,k ô t͡ʃ n i t͡s a,0,kočnica,0
{hbs}koštac,k ǒ ʃ t a t͡s,0,koštac,0
{hbs}košćan,k ǒ ʃ t͡ɕ a n,0,košćan,0
{hbs}krajnje,k r âː j ɲ eː,0,krajnje,0
{hbs}krajnost,k r ǎː j n oː s t,0,krajnost,0
{hbs}krak,k r âː k,0,krak,0
{hbs}kralj,k r âː ʎ,0,kralj,0
{hbs}kratak,k r ǎ t a k,0,kratak,0
{hbs}kreacija,k r e ǎː t͡s i j a,0,kreacija,0
{hbs}krevet,k r ě ʋ e t,0,krevet,0
{hbs}krf,k r̂ f,0,krf,0
{hbs}krin,k r îː n,0,krin,0
{hbs}kritično,k r ǐ t i t͡ʃ n o,0,kritično,0
{hbs}krivični,k r ǐ ʋ i t͡ʃ n iː,0,krivični,0
{hbs}krivo,k r îː ʋ o,0,krivo,0
{hbs}krmak,k řː m a k,0,krmak,0
{hbs}krnjav,k r̂ ɲ a ʋ,0,krnjav,0
{hbs}krompir,k r ǒ m p iː r,0,krompir,0
{hbs}kročiti,k r ǒ t͡ʃ i t i,0,kročiti,0
{hbs}kukati,k û k a t i,0,kukati,0
{hbs}kultni,k û l t n iː,0,kultni,0
{hbs}kuna,k ǔː n a,0,kuna,0
{hbs}kurvica,k ûː r ʋ i t͡s a,0,kurvica,0
{hbs}laboratorij,l a b o r a t oː r i j,0,laboratorij,0
{hbs}lagati,l ǎ ɡ a t i,0,lagati,0
{hbs}lajavo,l â j a ʋ o,0,lajavo,0
{hbs}lakovjerno,l â k o ʋ j eː r n o,0,lakovjerno,0
{hbs}lanjski,l ǎ ɲ s k iː,0,lanjski,0
{hbs}lansirati,l a n s ǐː r a t i,0,lansirati,0
{hbs}ledina,l ě d i n a,0,ledina,0
{hbs}lepo,l êː p o,0,lepo,0
{hbs}letva,l ê t ʋ a,0,letva,0
{hbs}leđa,l ěː d͡ʑ a,0,leđa,0
{hbs}liberalan,l î b e r aː l a n,0,liberalan,0
{hbs}lice,l ǐː t͡s e,0,lice,0
{hbs}lider,l ǐː d e r,0,lider,0
{hbs}liga,l ǐː ɡ a,0,liga,0
{hbs}lijeno,l j êː n o,0,lijeno,0
{hbs}lijenost,l i j ěː n oː s t,0,lijenost,0
{hbs}lijep,l i j êː p,0,lijep,0
{hbs}lijes,l i j êː s,0,lijes,0
{hbs}likvidacija,l i k ʋ i d ǎː t͡s i j a,0,likvidacija,0
{hbs}liturgija,l i t ǔ r ɡ i j a,0,liturgija,0
{hbs}litvanski,l ǐ t ʋ aː n s k iː,0,litvanski,0
{hbs}ljeti,ʎ ê t i,0,ljeti,0
{hbs}ljetos,ʎ ê t oː s,0,ljetos,0
{hbs}ljubica,ʎ û b i t͡s a,0,ljubica,0
{hbs}lobotomija,l o b o t ǒ m i j a,0,lobotomija,0
{hbs}logos,l ôː ɡ o s,0,logos,0
{hbs}london,l ǒ n d oː n,0,london,0
{hbs}lopov,l ǒː p o ʋ,0,lopov,0
{hbs}lord,l ô r d,0,lord,0
{hbs}los,l ô s,0,los,0
{hbs}lovorov,l ô ʋ o r o ʋ,0,lovorov,0
{hbs}luka,l ǔː k a,0,luka,0
{hbs}lukavac,l û k a ʋ a t͡s,0,lukavac,0
{hbs}luteranski,l u t ě r aː n s k iː,0,luteranski,0
{hbs}maglica,m ǎ ɡ l i t͡s a,0,maglica,0
{hbs}magličast,m ǎ ɡ l i t͡ʃ a s t,0,magličast,0
{hbs}mahala,m ǎ x a l a,0,mahala,0
{hbs}malo,m â l o,0,malo,0
{hbs}maloljetnik,m â l o ʎ e t n iː k,0,maloljetnik,0
{hbs}mamiti,m ǎː m i t i,0,mamiti,0
{hbs}manipulacija,m a n i p u l ǎː t͡s i j a,0,manipulacija,0
{hbs}mapa,m â p a,0,mapa,0
{hbs}marke,m ǎ r k e,0,marke,0
{hbs}masakr,m a s ǎ k r,0,masakr,0
{hbs}maslina,m ǎ s l i n a,0,maslina,0
{hbs}materica,m â t e r i t͡s a,0,materica,0
{hbs}materijal,m a t e r ǐ j aː l,0,materijal,0
{hbs}mati,m â t i,0,mati,0
{hbs}mediteran,m e d i t ě r aː n,0,mediteran,0
{hbs}megdan,m ě ɡ d aː n,0,megdan,0
{hbs}mekan,m ê k a n,0,mekan,0
{hbs}meta,m ěː t a,0,meta,0
{hbs}metabolizam,m e t a b o l ǐ z a m,0,metabolizam,0
{hbs}metropola,m e t r ǒ p o l a,0,metropola,0
{hbs}meze,m ě z e,0,meze,0
{hbs}micati,m î t͡s a t i,0,micati,0
{hbs}milijun,m i l ǐ j uː n,0,milijun,0
{hbs}milion,m i l ǐ oː n,0,milion,0
{hbs}mimo,m î m o,0,mimo,0
{hbs}mineral,m i n ě r aː l,0,mineral,0
{hbs}minimalan,m î n i m aː l a n,0,minimalan,0
{hbs}mistično,m ǐ s t i t͡ʃ n o,0,mistično,0
{hbs}mitologija,m i t o l ǒ ɡ i j a,0,mitologija,0
{hbs}mleti,m l ê t i,0,mleti,0
{hbs}mol,m ôː l,0,mol,0
{hbs}monarh,m ǒ n a r x,0,monarh,0
{hbs}monolog,m o n ǒ l o ɡ,0,monolog,0
{hbs}motivacija,m o t i ʋ ǎː t͡s i j a,0,motivacija,0
{hbs}možda,m ǒ ʒ d a,0,možda,0
{hbs}mramor,m r â m o r,0,mramor,0
{hbs}mršav,m r̂ ʃ a ʋ,0,mršav,0
{hbs}mudrac,m ǔ d r a t͡s,0,mudrac,0
{hbs}muftija,m ǔ f t i j a,0,muftija,0
{hbs}mulac,m ǔː l a t͡s,0,mulac,0
{hbs}mučenica,m û t͡ʃ e n i t͡s a,0,mučenica,0
{hbs}mušica,m ǔ ʃ i t͡s a,0,mušica,0
{hbs}muževnost,m u ʒ ěː ʋ n oː s t,0,muževnost,0
{hbs}nacrtati,n ǎ t͡s r t a t i,0,nacrtati,0
{hbs}nadzor,n ǎː d z o r,0,nadzor,0
{hbs}nafta,n â f t a,0,nafta,0
{hbs}nagađati,n a ɡ ǎː d͡ʑ a t i,0,nagađati,0
{hbs}nagib,n ǎː ɡ i b,0,nagib,0
{hbs}nagristi,n ǎ ɡ r i s t i,0,nagristi,0
{hbs}nahraniti,n a x r ǎː n i t i,0,nahraniti,0
{hbs}naivnost,n a ǐː ʋ n oː s t,0,naivnost,0
{hbs}nakaza,n ǎː k a z a,0,nakaza,0
{hbs}naklada,n âː k l a d a,0,naklada,0
{hbs}nakon,n ǎ k o n,0,nakon,0
{hbs}nana,n ǎː n a,0,nana,0
{hbs}naočare,n â o t͡ʃ aː r e,0,naočare,0
{hbs}napon,n ǎː p o n,0,napon,0
{hbs}napredovati,n ǎ p r e d o ʋ a t i,0,napredovati,0
{hbs}napuštati,n a p ǔː ʃ t a t i,0,napuštati,0
{hbs}narandža,n ǎ r aː n d͡ʒ a,0,narandža,0
{hbs}naricati,n a r ǐː t͡s a t i,0,naricati,0
{hbs}narudžba,n ǎː r u d͡ʒ b a,0,narudžba,0
{hbs}narukvica,n ǎ r u k ʋ i t͡s a,0,narukvica,0
{hbs}naručiti,n a r ǔː t͡ʃ i t i,0,naručiti,0
{hbs}nasilje,n ǎː s iː ʎ e,0,nasilje,0
{hbs}nasilnik,n ǎː s iː l n iː k,0,nasilnik,0
{hbs}nasljeđe,n ǎː s ʎ eː d͡ʑ e,0,nasljeđe,0
{hbs}naslovnik,n ǎː s l oː ʋ n iː k,0,naslovnik,0
{hbs}naučiti,n a ǔ t͡ʃ i t i,0,naučiti,0
{hbs}naučnik,n ǎ u t͡ʃ n iː k,0,naučnik,0
{hbs}navići,n ǎ ʋ i t͡ɕ i,0,navići,0
{hbs}neboder,n ê b o d eː r,0,neboder,0
{hbs}neizvjestan,n ê i z ʋ j e s t a n,0,neizvjestan,0
{hbs}nejasno,n ě j a s n o,0,nejasno,0
{hbs}nejasnoća,n e j a s n ǒ t͡ɕ a,0,nejasnoća,0
{hbs}nekad,n ê k a d,0,nekad,0
{hbs}nekidan,n ê k i d aː n,0,nekidan,0
{hbs}nekompetentnost,n e k o m p e t ě n t n oː s t,0,nekompetentnost,0
{hbs}nekulturan,n ê k u l t uː r a n,0,nekulturan,0
{hbs}nelagoda,n ê l a ɡ o d a,0,nelagoda,0
{hbs}neljudski,n ê ʎ u d s k iː,0,neljudski,0
{hbs}nemoćan,n ê m o t͡ɕ a n,0,nemoćan,0
{hbs}nenadmašiv,n e n a d m ǎ ʃ i ʋ,0,nenadmašiv,0
{hbs}nenamjerno,n e n ǎː m j e r n o,0,nenamjerno,0
{hbs}neodgovorno,n ê o d ɡ o ʋ oː r n o,0,neodgovorno,0
{hbs}neodoljivo,n e o d ǒ ʎ i ʋ o,0,neodoljivo,0
{hbs}neodređen,n e ǒ d r eː d͡ʑ e n,0,neodređen,0
{hbs}neosvojiv,n e o s ʋ ǒ j i ʋ,0,neosvojiv,0
{hbs}neovisno,n ê o ʋ i s n o,0,neovisno,0
{hbs}neočekivan,n e o t͡ʃ ě k iː ʋ aː n,0,neočekivan,0
{hbs}nepal,n ě p aː l,0,nepal,0
{hbs}nepotrebno,n ê p o t r e b n o,0,nepotrebno,0
{hbs}neprijatan,n ê p r i j aː t a n,0,neprijatan,0
{hbs}neprimetno,n ê p r i m e t n o,0,neprimetno,0
{hbs}neprimjeren,n e p r ǐ m j e r e n,0,neprimjeren,0
{hbs}neprincipijelan,n ê p r i n t͡s i p i j eː l a n,0,neprincipijelan,0
{hbs}neproduktivan,n ê p r o d u k t iː ʋ a n,0,neproduktivan,0
{hbs}nesebičan,n ê s e b i t͡ʃ a n,0,nesebičan,0
{hbs}neshvaćen,n ě s x ʋ a t͡ɕ e n,0,neshvaćen,0
