merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{vie}anphongsô,ʔ aː n ˧˧ f a w ŋ͡m ˧˧ s o ˧˧,0,anphongsô,0
{vie}antimon,ʔ aː n ˧˧ t i ˧˧ m ɔ n ˧˧,0,antimon,0
{vie}antôn,ʔ aː n ˧˧ t o n ˧˧,0,antôn,0
{vie}anê,ʔ aː n ˧˧ n e ˧˧,0,anê,0
{vie}ao,ʔ aː w ˧˧,0,ao,0
{vie}ao ước,ʔ aː w ˧˧ ʔ ɨ ə k̚ ˧˦,0,ao ước,0
{vie}asen,ʔ aː ˧˧ s ɛ n ˧˧,0,asen,0
{vie}atatin,ʔ aː ˧˧ t aː ˧˧ t i n ˧˧,0,atatin,0
{vie}au,ʔ a w ˧˧,0,au,0
{vie}axit,ʔ aː ˧˧ s i t̚ ˧˦,0,axit,0
{vie}axit sunfurơ,ʔ aː ˧˧ s i t̚ ˧˧ s u n ˧˧ f u ˧˧ ɹ əː ˧˧,0,axit sunfurơ,0
{vie}axít,ʔ aː ˧˧ s i t̚ ˧˦,0,axít,0
{vie}ba con sói,ʔ ɓ aː ˧˧ k ɔ n ˧˧ s ɔ j ˧˦,0,ba con sói,0
{vie}ba hồn bảy vía,ʔ ɓ aː ˧˧ h o n ˨˩ ʔ ɓ a j ˧˩ v i ə ˧˦,0,ba hồn bảy vía,0
{vie}ba lô,ʔ ɓ aː ˧˧ l o ˧˧,0,ba lô,0
{vie}ba lăm,ʔ ɓ aː ˧˧ l a m ˧˧,0,ba lăm,0
{vie}ba na,ʔ ɓ aː ˧˧ n aː ˧˧,0,ba na,0
{vie}ba phải,ʔ ɓ aː ˧˧ f aː j ˧˩,0,ba phải,0
{vie}ba toong,ʔ ɓ aː ˧˧ t ɔ ŋ ˧˧,0,ba toong,0
{vie}ba tàu,ʔ ɓ aː ˧˧ t a w ˨˩,0,ba tàu,0
{vie}ba tây,ʔ ɓ aː ˧˧ t ə j ˧˧,0,ba tây,0
{vie}ban,ʔ ɓ aː n ˧˧,0,ban,0
{vie}ban ngày,ʔ ɓ aː n ˧˧ ŋ a j ˨˩,0,ban ngày,0
{vie}ban nhạc,ʔ ɓ aː n ˧˧ ɲ aː k̚ ˧˨ ʔ,0,ban nhạc,0
{vie}ban đêm,ʔ ɓ aː n ˧˧ ʔ ɗ e m ˧˧,0,ban đêm,0
{vie}bang,ʔ ɓ aː ŋ ˧˧,0,bang,0
{vie}banh,ʔ ɓ a j ŋ̟ ˧˧,0,banh,0
{vie}bao,ʔ ɓ aː w ˧˧,0,bao,0
{vie}bao báp,ʔ ɓ aː w ˧˧ ʔ ɓ aː p̚ ˧˦,0,bao báp,0
{vie}bao bì,ʔ ɓ aː w ˧˧ ʔ ɓ i ˨˩,0,bao bì,0
{vie}bao cấp,ʔ ɓ aː w ˧˧ k ə p̚ ˧˦,0,bao cấp,0
{vie}bao dung,ʔ ɓ aː w ˧˧ z ʊ w ŋ͡m ˧˧,0,bao dung,0
{vie}bao dương vật,ʔ ɓ aː w ˧˧ z ɨ ə ŋ ˧˧ v ə t̚ ˧˨ ʔ,0,bao dương vật,0
{vie}bao kiếm,ʔ ɓ aː w ˧˧ k i ə m ˧˦,0,bao kiếm,0
{vie}bao la,ʔ ɓ aː w ˧˧ l aː ˧˧,0,bao la,0
{vie}bao nhiêu,ʔ ɓ aː w ˧˧ ɲ i ə w ˧˧,0,bao nhiêu,0
{vie}bao quát,ʔ ɓ aː w ˧˧ k w aː t̚ ˧˦,0,bao quát,0
{vie}bari,ʔ ɓ aː ˧˧ ɹ i ˧˧,0,bari,0
{vie}batôlômêô,ʔ ɓ aː ˧˧ t o ˧˧ l o ˧˧ m e ˧˧ ʔ o ˧˧,0,batôlômêô,0
{vie}bay,ʔ ɓ a j ˧˧,0,bay,0
{vie}bazơ,ʔ ɓ aː ˧˧ z əː ˧˧,0,bazơ,0
{vie}be,ʔ ɓ ɛ ˧˧,0,be,0
{vie}beo,ʔ ɓ ɛ w ˧˧,0,beo,0
{vie}berili,ʔ ɓ ɛ ˧˧ ɹ i ˧˧ l i ˧˧,0,berili,0
{vie}bi,ʔ ɓ i ˧˧,0,bi,0
{vie}bi quan,ʔ ɓ i ˧˧ k w aː n ˧˧,0,bi quan,0
{vie}bia,ʔ ɓ i ə ˧˧,0,bia,0
{vie}bia hơi,ʔ ɓ i ə ˧˧ h əː j ˧˧,0,bia hơi,0
{vie}bim bim,ʔ ɓ i m ˧˧ ʔ ɓ i m ˧˧,0,bim bim,0
{vie}binh,ʔ ɓ ï ŋ ˧˧,0,binh,0
{vie}binh lính,ʔ ɓ ï ŋ ˧˧ l ï ŋ ˧˦,0,binh lính,0
{vie}binh nhì,ʔ ɓ ï ŋ ˧˧ ɲ i ˨˩,0,binh nhì,0
{vie}binh nhất,ʔ ɓ ï ŋ ˧˧ ɲ ə t̚ ˧˦,0,binh nhất,0
{vie}binh sĩ,ʔ ɓ ï ŋ ˧˧ s i ˦ˀ˥,0,binh sĩ,0
{vie}bit,ʔ ɓ i t̚ ˧˧,0,bit,0
{vie}biên,ʔ ɓ i ə n ˧˧,0,biên,0
{vie}biên kịch,ʔ ɓ i ə n ˧˧ k ï k̟̚ ˧˨ ʔ,0,biên kịch,0
{vie}biên nhận,ʔ ɓ i ə n ˧˧ ɲ ə n ˧˨ ʔ,0,biên nhận,0
{vie}biên tập viên,ʔ ɓ i ə n ˧˧ t ə p̚ ˧˨ ʔ v i ə n ˧˧,0,biên tập viên,0
{vie}biên xích,ʔ ɓ i ə n ˧˧ s ï k̟̚ ˧˦,0,biên xích,0
{vie}biến,ʔ ɓ i ə n ˧˦,0,biến,0
{vie}biến chứng,ʔ ɓ i ə n ˧˦ t͡ɕ ɨ ŋ ˧˦,0,biến chứng,0
{vie}biến cố,ʔ ɓ i ə n ˧˦ k o ˧˦,0,biến cố,0
{vie}biến loạn,ʔ ɓ i ə n ˧˦ l w aː n ˧˨ ʔ,0,biến loạn,0
{vie}biến thành,ʔ ɓ i ə n ˧˦ tʰ a j ŋ̟ ˨˩,0,biến thành,0
{vie}biến tấu,ʔ ɓ i ə n ˧˦ t ə w ˧˦,0,biến tấu,0
{vie}biếng,ʔ ɓ i ə ŋ ˧˦,0,biếng,0
{vie}biết,ʔ ɓ i ə t̚ ˧˦,0,biết,0
{vie}biết mấy,ʔ ɓ i ə t̚ ˧˦ m ə j ˧˦,0,biết mấy,0
{vie}biếu,ʔ ɓ i ə w ˧˦,0,biếu,0
{vie}biền,ʔ ɓ i ə n ˨˩,0,biền,0
{vie}biển,ʔ ɓ i ə n ˧˩,0,biển,0
{vie}biển cả,ʔ ɓ i ə n ˧˩ k aː ˧˩,0,biển cả,0
{vie}biển hoa đông,ʔ ɓ i ə n ˧˩ h w aː ˧˧ ʔ ɗ ə w ŋ͡m ˧˧,0,biển hoa đông,0
{vie}biển đen,ʔ ɓ i ə n ˧˩ ʔ ɗ ɛ n ˧˧,0,biển đen,0
{vie}biển đức,ʔ ɓ i ə n ˧˩ ʔ ɗ ɨ k̚ ˧˦,0,biển đức,0
{vie}biểu dương,ʔ ɓ i ə w ˧˩ z ɨ ə ŋ ˧˧,0,biểu dương,0
{vie}biểu ngữ,ʔ ɓ i ə w ˧˩ ŋ ɨ ˦ˀ˥,0,biểu ngữ,0
{vie}biểu quyết,ʔ ɓ i ə w ˧˩ k w i ə t̚ ˧˦,0,biểu quyết,0
{vie}biểu tượng,ʔ ɓ i ə w ˧˩ t ɨ ə ŋ ˧˨ ʔ,0,biểu tượng,0
{vie}biện,ʔ ɓ i ə n ˧˨ ʔ,0,biện,0
{vie}biện hàn,ʔ ɓ i ə n ˧˨ ʔ h aː n ˨˩,0,biện hàn,0
{vie}biệt,ʔ ɓ i ə t̚ ˧˨ ʔ,0,biệt,0
{vie}biệt lập,ʔ ɓ i ə t̚ ˧˨ ʔ l ə p̚ ˧˨ ʔ,0,biệt lập,0
{vie}biệt thự,ʔ ɓ i ə t̚ ˧˨ ʔ tʰ ɨ ˧˨ ʔ,0,biệt thự,0
{vie}biệt đội,ʔ ɓ i ə t̚ ˧˨ ʔ ʔ ɗ o j ˧˨ ʔ,0,biệt đội,0
{vie}blu,ʔ ɓ l u ˧˧,0,blu,0
{vie}bo,ʔ ɓ ɔ ˧˧,0,bo,0
{vie}bo bo,ʔ ɓ ɔ ˧˧ ʔ ɓ ɔ ˧˧,0,bo bo,0
{vie}boa,ʔ ɓ w aː ˧˧,0,boa,0
{vie}bom,ʔ ɓ ɔ m ˧˧,0,bom,0
{vie}bon,ʔ ɓ ɔ n ˧˧,0,bon,0
{vie}bong,ʔ ɓ a w ŋ͡m ˧˧,0,bong,0
{vie}bu,ʔ ɓ u ˧˧,0,bu,0
{vie}bu lông,ʔ ɓ u ˧˧ l ə w ŋ͡m ˧˧,0,bu lông,0
{vie}buôn,ʔ ɓ u ə n ˧˧,0,buôn,0
{vie}buôn lậu,ʔ ɓ u ə n ˧˧ l ə w ˧˨ ʔ,0,buôn lậu,0
{vie}buông,ʔ ɓ u ə ŋ ˧˧,0,buông,0
{vie}buồi,ʔ ɓ u ə j ˨˩,0,buồi,0
{vie}buồm,ʔ ɓ u ə m ˨˩,0,buồm,0
{vie}buồn,ʔ ɓ u ə n ˨˩,0,buồn,0
{vie}buồn bực,ʔ ɓ u ə n ˨˩ ʔ ɓ ɨ k̚ ˧˨ ʔ,0,buồn bực,0
{vie}buồn ngủ,ʔ ɓ u ə n ˨˩ ŋ u ˧˩,0,buồn ngủ,0
{vie}buồn phiền,ʔ ɓ u ə n ˨˩ f i ə n ˨˩,0,buồn phiền,0
{vie}buồn rầu,ʔ ɓ u ə n ˨˩ z ə w ˨˩,0,buồn rầu,0
{vie}buồng,ʔ ɓ u ə ŋ ˨˩,0,buồng,0
{vie}buồng trứng,ʔ ɓ u ə ŋ ˨˩ t͡ɕ ɨ ŋ ˧˦,0,buồng trứng,0
{vie}buổi,ʔ ɓ u ə j ˧˩,0,buổi,0
{vie}buộc,ʔ ɓ u ə k̚ ˧˨ ʔ,0,buộc,0
{vie}buột,ʔ ɓ u ə t̚ ˧˨ ʔ,0,buột,0
{vie}bà,ʔ ɓ aː ˨˩,0,bà,0
{vie}bà ba,ʔ ɓ aː ˨˩ ʔ ɓ aː ˧˧,0,bà ba,0
{vie}bà con,ʔ ɓ aː ˨˩ k ɔ n ˧˧,0,bà con,0
{vie}bà cô,ʔ ɓ aː ˨˩ k o ˧˧,0,bà cô,0
{vie}bà hoàng,ʔ ɓ aː ˨˩ h w aː ŋ ˨˩,0,bà hoàng,0
{vie}bà đỡ,ʔ ɓ aː ˨˩ ʔ ɗ əː ˦ˀ˥,0,bà đỡ,0
{vie}bà ấy,ʔ ɓ aː ˨˩ ʔ ə j ˧˦,0,bà ấy,0
{vie}bài học,ʔ ɓ aː j ˨˩ h a w k͡p̚ ˧˨ ʔ,0,bài học,0
{vie}bàn bạc,ʔ ɓ aː n ˨˩ ʔ ɓ aː k̚ ˧˨ ʔ,0,bàn bạc,0
{vie}bàn chải,ʔ ɓ aː n ˨˩ t͡ɕ aː j ˧˩,0,bàn chải,0
{vie}bàn chải đánh răng,ʔ ɓ aː n ˨˩ t͡ɕ aː j ˧˩ ʔ ɗ a j ŋ̟ ˧˦ z a ŋ ˧˧,0,bàn chải đánh răng,0
{vie}bàn cổ,ʔ ɓ aː n ˨˩ k o ˧˩,0,bàn cổ,0
{vie}bàn môn điếm,ʔ ɓ aː n ˨˩ m o n ˧˧ ʔ ɗ i ə m ˧˦,0,bàn môn điếm,0
{vie}bàn mổ,ʔ ɓ aː n ˨˩ m o ˧˩,0,bàn mổ,0
{vie}bàn tay,ʔ ɓ aː n ˨˩ t a j ˧˧,0,bàn tay,0
{vie}bàn tán,ʔ ɓ aː n ˨˩ t aː n ˧˦,0,bàn tán,0
{vie}bàn tính,ʔ ɓ aː n ˨˩ t ï ŋ ˧˦,0,bàn tính,0
{vie}bàng,ʔ ɓ aː ŋ ˨˩,0,bàng,0
{vie}bành,ʔ ɓ a j ŋ̟ ˨˩,0,bành,0
{vie}bành tô,ʔ ɓ a j ŋ̟ ˨˩ t o ˧˧,0,bành tô,0
{vie}bào,ʔ ɓ aː w ˨˩,0,bào,0
{vie}bàu,ʔ ɓ a w ˨˩,0,bàu,0
{vie}bày,ʔ ɓ a j ˨˩,0,bày,0
{vie}bày tỏ,ʔ ɓ a j ˨˩ t ɔ ˧˩,0,bày tỏ,0
{vie}bày đặt,ʔ ɓ a j ˨˩ ʔ ɗ a t̚ ˧˨ ʔ,0,bày đặt,0
{vie}bá láp,ʔ ɓ aː ˧˦ l aː p̚ ˧˦,0,bá láp,0
{vie}bá quyền,ʔ ɓ aː ˧˦ k w i ə n ˨˩,0,bá quyền,0
{vie}bác,ʔ ɓ aː k̚ ˧˦,0,bác,0
{vie}bác học,ʔ ɓ aː k̚ ˧˦ h a w k͡p̚ ˧˨ ʔ,0,bác học,0
{vie}bác sĩ nhi,ʔ ɓ aː k̚ ˧˦ s i ˦ˀ˥ ɲ i ˧˧,0,bác sĩ nhi,0
{vie}bác vật quán,ʔ ɓ aː k̚ ˧˦ v ə t̚ ˧˨ ʔ k w aː n ˧˦,0,bác vật quán,0
{vie}bách,ʔ ɓ a j k̟̚ ˧˦,0,bách,0
{vie}bách khoa,ʔ ɓ a j k̟̚ ˧˦ x w aː ˧˧,0,bách khoa,0
{vie}bách khoa toàn thư,ʔ ɓ a j k̟̚ ˧˦ x w aː ˧˧ t w aː n ˨˩ tʰ ɨ ˧˧,0,bách khoa toàn thư,0
{vie}bách thanh,ʔ ɓ a j k̟̚ ˧˦ tʰ a j ŋ̟ ˧˧,0,bách thanh,0
{vie}bách thú,ʔ ɓ a j k̟̚ ˧˦ tʰ u ˧˦,0,bách thú,0
{vie}bách thảo,ʔ ɓ a j k̟̚ ˧˦ tʰ aː w ˧˩,0,bách thảo,0
{vie}bách tế,ʔ ɓ a j k̟̚ ˧˦ t e ˧˦,0,bách tế,0
{vie}bám,ʔ ɓ aː m ˧˦,0,bám,0
{vie}bán,ʔ ɓ aː n ˧˦,0,bán,0
{vie}bán chạy,ʔ ɓ aː n ˧˦ t͡ɕ a j ˧˨ ʔ,0,bán chạy,0
{vie}bán cầu,ʔ ɓ aː n ˧˦ k ə w ˨˩,0,bán cầu,0
{vie}bán kính,ʔ ɓ aː n ˧˦ k ï ŋ ˧˦,0,bán kính,0
{vie}bán kết,ʔ ɓ aː n ˧˦ k e t̚ ˧˦,0,bán kết,0
{vie}bán trú,ʔ ɓ aː n ˧˦ t͡ɕ u ˧˦,0,bán trú,0
{vie}bán đấu giá,ʔ ɓ aː n ˧˦ ʔ ɗ ə w ˧˦ z aː ˧˦,0,bán đấu giá,0
{vie}báng,ʔ ɓ aː ŋ ˧˦,0,báng,0
{vie}bánh,ʔ ɓ a j ŋ̟ ˧˦,0,bánh,0
{vie}bánh bao,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ aː w ˧˧,0,bánh bao,0
{vie}bánh bá trạng,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ aː ˧˦ t͡ɕ aː ŋ ˧˨ ʔ,0,bánh bá trạng,0
{vie}bánh bèo,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɛ w ˨˩,0,bánh bèo,0
{vie}bánh bía,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ i ə ˧˦,0,bánh bía,0
{vie}bánh bò,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɔ ˨˩,0,bánh bò,0
{vie}bánh bó,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɓ ɔ ˧˦,0,bánh bó,0
{vie}bánh cuốn,ʔ ɓ a j ŋ̟ ˧˦ k u ə n ˧˦,0,bánh cuốn,0
{vie}bánh cống,ʔ ɓ a j ŋ̟ ˧˦ k ə w ŋ͡m ˧˦,0,bánh cống,0
{vie}bánh da heo,ʔ ɓ a j ŋ̟ ˧˦ z aː ˧˧ h ɛ w ˧˧,0,bánh da heo,0
{vie}bánh da lợn,ʔ ɓ a j ŋ̟ ˧˦ z aː ˧˧ l əː n ˧˨ ʔ,0,bánh da lợn,0
{vie}bánh dày,ʔ ɓ a j ŋ̟ ˧˦ z a j ˨˩,0,bánh dày,0
{vie}bánh dẻo lạnh,ʔ ɓ a j ŋ̟ ˧˦ z ɛ w ˧˩ l a j ŋ̟ ˧˨ ʔ,0,bánh dẻo lạnh,0
{vie}bánh gật gù,ʔ ɓ a j ŋ̟ ˧˦ ɣ ə t̚ ˧˨ ʔ ɣ u ˨˩,0,bánh gật gù,0
{vie}bánh hỏi,ʔ ɓ a j ŋ̟ ˧˦ h ɔ j ˧˩,0,bánh hỏi,0
{vie}bánh kem,ʔ ɓ a j ŋ̟ ˧˦ k ɛ m ˧˧,0,bánh kem,0
{vie}bánh lái,ʔ ɓ a j ŋ̟ ˧˦ l aː j ˧˦,0,bánh lái,0
{vie}bánh lễ,ʔ ɓ a j ŋ̟ ˧˦ l e ˦ˀ˥,0,bánh lễ,0
{vie}bánh lọt,ʔ ɓ a j ŋ̟ ˧˦ l ɔ t̚ ˧˨ ʔ,0,bánh lọt,0
{vie}bánh mì,ʔ ɓ a j ŋ̟ ˧˦ m i ˨˩,0,bánh mì,0
{vie}bánh phở,ʔ ɓ a j ŋ̟ ˧˦ f əː ˧˩,0,bánh phở,0
{vie}bánh pía,ʔ ɓ a j ŋ̟ ˧˦ p i ə ˧˦,0,bánh pía,0
{vie}bánh sinh nhật,ʔ ɓ a j ŋ̟ ˧˦ s ï ŋ ˧˧ ɲ ə t̚ ˧˨ ʔ,0,bánh sinh nhật,0
{vie}bánh tráng,ʔ ɓ a j ŋ̟ ˧˦ t͡ɕ aː ŋ ˧˦,0,bánh tráng,0
{vie}bánh tẻ,ʔ ɓ a j ŋ̟ ˧˦ t ɛ ˧˩,0,bánh tẻ,0
{vie}bánh xe,ʔ ɓ a j ŋ̟ ˧˦ s ɛ ˧˧,0,bánh xe,0
{vie}bánh đa,ʔ ɓ a j ŋ̟ ˧˦ ʔ ɗ aː ˧˧,0,bánh đa,0
{vie}báo,ʔ ɓ aː w ˧˦,0,báo,0
{vie}báo hoa mai,ʔ ɓ aː w ˧˦ h w aː ˧˧ m aː j ˧˧,0,báo hoa mai,0
{vie}báo săn,ʔ ɓ aː w ˧˦ s a n ˧˧,0,báo săn,0
{vie}báo tường,ʔ ɓ aː w ˧˦ t ɨ ə ŋ ˨˩,0,báo tường,0
{vie}báo động,ʔ ɓ aː w ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ,0,báo động,0
{vie}bát,ʔ ɓ aː t̚ ˧˦,0,bát,0
{vie}bát cực quyền,ʔ ɓ aː t̚ ˧˦ k ɨ k̚ ˧˨ ʔ k w i ə n ˨˩,0,bát cực quyền,0
{vie}bát giác,ʔ ɓ aː t̚ ˧˦ z aː k̚ ˧˦,0,bát giác,0
{vie}báu,ʔ ɓ a w ˧˦,0,báu,0
{vie}bây giờ,ʔ ɓ ə j ˧˧ z əː ˨˩,0,bây giờ,0
{vie}bãi,ʔ ɓ aː j ˦ˀ˥,0,bãi,0
{vie}bãi biển,ʔ ɓ aː j ˦ˀ˥ ʔ ɓ i ə n ˧˩,0,bãi biển,0
{vie}bão,ʔ ɓ aː w ˦ˀ˥,0,bão,0
{vie}bão cát,ʔ ɓ aː w ˦ˀ˥ k aː t̚ ˧˦,0,bão cát,0
{vie}bão tố,ʔ ɓ aː w ˦ˀ˥ t o ˧˦,0,bão tố,0
{vie}bè,ʔ ɓ ɛ ˨˩,0,bè,0
{vie}bè bạn,ʔ ɓ ɛ ˨˩ ʔ ɓ aː n ˧˨ ʔ,0,bè bạn,0
{vie}bèn,ʔ ɓ ɛ n ˨˩,0,bèn,0
{vie}bé,ʔ ɓ ɛ ˧˦,0,bé,0
{vie}bé bỏng,ʔ ɓ ɛ ˧˦ ʔ ɓ a w ŋ͡m ˧˩,0,bé bỏng,0
{vie}bé tí,ʔ ɓ ɛ ˧˦ t i ˧˦,0,bé tí,0
{vie}bé tị,ʔ ɓ ɛ ˧˦ t i ˧˨ ʔ,0,bé tị,0
{vie}bén,ʔ ɓ ɛ n ˧˦,0,bén,0
{vie}béo,ʔ ɓ ɛ w ˧˦,0,béo,0
{vie}bét,ʔ ɓ ɛ t̚ ˧˦,0,bét,0
{vie}bê,ʔ ɓ e ˧˧,0,bê,0
{vie}bê tông,ʔ ɓ e ˧˧ t ə w ŋ͡m ˧˧,0,bê tông,0
{vie}bên,ʔ ɓ e n ˧˧,0,bên,0
{vie}bên cạnh,ʔ ɓ e n ˧˧ k a j ŋ̟ ˧˨ ʔ,0,bên cạnh,0
{vie}bênađô,ʔ ɓ e ˧˧ n aː ˧˧ ʔ ɗ o ˧˧,0,bênađô,0
{vie}bênêđictô,ʔ ɓ e ˧˧ n e ˧˧ ʔ ɗ ï k̟̚ ˧˦ t o ˧˧,0,bênêđictô,0
{vie}bêu,ʔ ɓ e w ˧˧,0,bêu,0
{vie}bì,ʔ ɓ i ˨˩,0,bì,0
{vie}bìa,ʔ ɓ i ə ˨˩,0,bìa,0
{vie}bìm bịp,ʔ ɓ i m ˨˩ ʔ ɓ i p̚ ˧˨ ʔ,0,bìm bịp,0
{vie}bình an,ʔ ɓ ï ŋ ˨˩ ʔ aː n ˧˧,0,bình an,0
{vie}bình chân,ʔ ɓ ï ŋ ˨˩ t͡ɕ ə n ˧˧,0,bình chân,0
{vie}bình chọn,ʔ ɓ ï ŋ ˨˩ t͡ɕ ɔ n ˧˨ ʔ,0,bình chọn,0
{vie}bình diện,ʔ ɓ ï ŋ ˨˩ z i ə n ˧˨ ʔ,0,bình diện,0
{vie}bình dân,ʔ ɓ ï ŋ ˨˩ z ə n ˧˧,0,bình dân,0
{vie}bình dị,ʔ ɓ ï ŋ ˨˩ z i ˧˨ ʔ,0,bình dị,0
{vie}bình luận,ʔ ɓ ï ŋ ˨˩ l w ə n ˧˨ ʔ,0,bình luận,0
{vie}bình nhưỡng,ʔ ɓ ï ŋ ˨˩ ɲ ɨ ə ŋ ˦ˀ˥,0,bình nhưỡng,0
{vie}bình phương,ʔ ɓ ï ŋ ˨˩ f ɨ ə ŋ ˧˧,0,bình phương,0
{vie}bình thuận,ʔ ɓ ï ŋ ˨˩ tʰ w ə n ˧˨ ʔ,0,bình thuận,0
{vie}bình thuỷ,ʔ ɓ ï ŋ ˨˩ tʰ w i ˧˩,0,bình thuỷ,0
{vie}bình thường,ʔ ɓ ï ŋ ˨˩ tʰ ɨ ə ŋ ˨˩,0,bình thường,0
{vie}bình tĩnh,ʔ ɓ ï ŋ ˨˩ t ï ŋ ˦ˀ˥,0,bình tĩnh,0
{vie}bình đẳng,ʔ ɓ ï ŋ ˨˩ ʔ ɗ a ŋ ˧˩,0,bình đẳng,0
{vie}bình địa,ʔ ɓ ï ŋ ˨˩ ʔ ɗ i ə ˧˨ ʔ,0,bình địa,0
{vie}bìu,ʔ ɓ i w ˨˩,0,bìu,0
{vie}bìu dái,ʔ ɓ i w ˨˩ z aː j ˧˦,0,bìu dái,0
{vie}bí ngòi,ʔ ɓ i ˧˦ ŋ ɔ j ˨˩,0,bí ngòi,0
{vie}bí đao,ʔ ɓ i ˧˦ ʔ ɗ aː w ˧˧,0,bí đao,0
{vie}bích,ʔ ɓ ï k̟̚ ˧˦,0,bích,0
{vie}bích hoạ,ʔ ɓ ï k̟̚ ˧˦ h w aː ˧˨ ʔ,0,bích hoạ,0
{vie}bích quy,ʔ ɓ ï k̟̚ ˧˦ k w i ˧˧,0,bích quy,0
{vie}bím,ʔ ɓ i m ˧˦,0,bím,0
{vie}bính,ʔ ɓ ï ŋ ˧˦,0,bính,0
{vie}bính âm,ʔ ɓ ï ŋ ˧˦ ʔ ə m ˧˧,0,bính âm,0
{vie}bíp,ʔ ɓ i p̚ ˧˦,0,bíp,0
{vie}bít tết,ʔ ɓ i t̚ ˧˦ t e t̚ ˧˦,0,bít tết,0
{vie}bíu,ʔ ɓ i w ˧˦,0,bíu,0
{vie}bò,ʔ ɓ ɔ ˨˩,0,bò,0
