merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{kor}ㄲㅡㄶㄷㅏ,k͈ ɯ n tʰ a̠,0,ㄲㅡㄶㄷㅏ,0
{kor}ㄲㅡㅁㅃㅓㄱㄲㅡㅁㅃㅓㄱ,k͈ ɯ m p͈ ʌ̹ k̚ k͈ ɯ m p͈ ʌ̹ k̚,0,ㄲㅡㅁㅃㅓㄱㄲㅡㅁㅃㅓㄱ,0
{kor}ㄴㅏㄴㅜㄷㅏ,n a̠ n u d a̠,0,ㄴㅏㄴㅜㄷㅏ,0
{kor}ㄴㅏㄹㅏㄴㅣㅁ,n a̠ ɾ a̠ n i m,0,ㄴㅏㄹㅏㄴㅣㅁ,0
{kor}ㄴㅏㄹㅏㅇ,n a̠ ɾ a̠ ŋ,0,ㄴㅏㄹㅏㅇ,0
{kor}ㄴㅏㅁㅓㅈㅣ,n a̠ m ʌ̹ d͡ʑ i,0,ㄴㅏㅁㅓㅈㅣ,0
{kor}ㄴㅏㅁㅜ,n a̠ m u,0,ㄴㅏㅁㅜ,0
{kor}ㄴㅏㅁㅜㄹ,n a̠ m u ɭ,0,ㄴㅏㅁㅜㄹ,0
{kor}ㄴㅏㅅㅣ,n a̠ ɕʰ i,0,ㄴㅏㅅㅣ,0
{kor}ㄴㅏㅇㅗㄷㅏ,n a̠ o̞ d a̠,0,ㄴㅏㅇㅗㄷㅏ,0
{kor}ㄴㅏㅍㅗㄹㄹㅣ,n a̠ pʰ o̞ ʎ ʎ i,0,ㄴㅏㅍㅗㄹㄹㅣ,0
{kor}ㄴㅏㅎㅗㅅㅋㅏ,n a̠ β o̞ t̚ kʰ a̠,0,ㄴㅏㅎㅗㅅㅋㅏ,0
{kor}ㄴㅏㄲㄷㅏ,n a̠ k̚ t͈ a̠,0,ㄴㅏㄲㄷㅏ,0
{kor}ㄴㅏㅁㅍㅡㄹㅣㄱ,n a̠ m pʰ ɯ ɾ i k̚,0,ㄴㅏㅁㅍㅡㄹㅣㄱ,0
{kor}ㄴㅏㅂㅈㅏㄱㅎㅏㄷㅏ,n a̠ p̚ t͡ɕ͈ a̠ kʰ a̠ d a̠,0,ㄴㅏㅂㅈㅏㄱㅎㅏㄷㅏ,0
{kor}ㄴㅐㅇㅑㅅㅜ,n ɛː j a̠ sʰ u,0,ㄴㅐㅇㅑㅅㅜ,0
{kor}ㄴㅐㅈㅜㄷㅏ,n ɛː d͡ʑ u d a̠,0,ㄴㅐㅈㅜㄷㅏ,0
{kor}ㄴㅓㅁㅜ,n ʌ̹ m u,0,ㄴㅓㅁㅜ,0
{kor}ㄴㅓㅁㄷㅏ,n ɘː m t͈ a̠,0,ㄴㅓㅁㄷㅏ,0
{kor}ㄴㅕㅅㅣㄴ,ɲ j ʌ̹ ɕʰ i n,0,ㄴㅕㅅㅣㄴ,0
{kor}ㄴㅗㄷㅗㅇㄱㅖㄱㅡㅂ,n o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ p̚,0,ㄴㅗㄷㅗㅇㄱㅖㄱㅡㅂ,0
{kor}ㄴㅗㄹㅜ,n o̞ ɾ u,0,ㄴㅗㄹㅜ,0
{kor}ㄴㅗㄹㅡㅇㅞㅇㅣ,n o̞ ɾ ɯ w e̞ i,0,ㄴㅗㄹㅡㅇㅞㅇㅣ,0
{kor}ㄴㅗㅊㅓㄴㅕ,n o̞ː t͡ɕʰ ʌ̹ ɲ j ʌ̹,0,ㄴㅗㅊㅓㄴㅕ,0
{kor}ㄴㅗㅍㅏ,n o̞ː pʰ a̠,0,ㄴㅗㅍㅏ,0
{kor}ㄴㅗㄱㅇㅡㅁ,n o̞ ɡ ɯ m,0,ㄴㅗㄱㅇㅡㅁ,0
{kor}ㄴㅗㄴㅇㅢ,n o̞ n ɰ i,0,ㄴㅗㄴㅇㅢ,0
{kor}ㄴㅗㅍㅇㅣㄷㅏ,n o̞ pʰ i d a̠,0,ㄴㅗㅍㅇㅣㄷㅏ,0
{kor}ㄴㅗㅎㄷㅏ,n o̞ tʰ a̠,0,ㄴㅗㅎㄷㅏ,0
{kor}ㄴㅚㅁㅜㄹ,n w e̞ m u ɭ,0,ㄴㅚㅁㅜㄹ,0
{kor}ㄴㅜㄴㅏ,n uː n a̠,0,ㄴㅜㄴㅏ,0
{kor}ㄴㅜㄹㅡㄷㅏ,n uː ɾ ɯ d a̠,0,ㄴㅜㄹㅡㄷㅏ,0
{kor}ㄴㅜㅇㅏㄱㅅㅛㅌㅡ,n u a̠ k ɕ͈ o tʰ ɯ,0,ㄴㅜㅇㅏㄱㅅㅛㅌㅡ,0
