merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{dut}afstammeling,ɑ f s t ɑ m ə l ɪ ŋ,0,afstammeling,0
{dut}afwijken,ɑ f ʋ ɛ i̯ k ə n,0,afwijken,0
{dut}agaten,aː ɣ aː t ə n,0,agaten,0
{dut}ajuin,aː j œ y̯ n,0,ajuin,0
{dut}akkerland,ɑ k ə r l ɑ n t,0,akkerland,0
{dut}alert,aː l ɛ r t,0,alert,0
{dut}alertheid,aː l ɛ r t ɦ ɛ i̯ t,0,alertheid,0
{dut}algoritme,ɑ l ɣ oː r ɪ t m ə,0,algoritme,0
{dut}alibi,aː l i b i,0,alibi,0
{dut}allah,ɑ l aː,0,allah,0
{dut}alles,ɑ l ə s,0,alles,0
{dut}alliantie,ɑ l i ɑ n t s i,0,alliantie,0
{dut}als,ɑ l s,0,als,0
{dut}altaar,ɑ l t aː r,0,altaar,0
{dut}amen,aː m ə n,0,amen,0
{dut}amnestie,ɑ m n ɛ s t i,0,amnestie,0
{dut}amsterdam,ɑ m s t ə r d ɑ m,0,amsterdam,0
{dut}anderstalig,ɑ n d ə r s t aː l ə x,0,anderstalig,0
{dut}animo,aː n i m oː,0,animo,0
{dut}annuleren,ɑ n y l eː r ə n,0,annuleren,0
{dut}antarctisch,ɑ n t ɑ r k t i s,0,antarctisch,0
{dut}apart,aː p ɑ r t,0,apart,0
{dut}appeltaart,ɑ p ə l t aː r t,0,appeltaart,0
{dut}april,ɑ p r ɪ l,0,april,0
{dut}archeologie,ɑ r x eː j oː l oː ɣ i,0,archeologie,0
{dut}arduin,ɑ r d œ y̯ n,0,arduin,0
{dut}argon,ɑ r ɣ ɔ n,0,argon,0
{dut}armoedegrens,ɑ r m u d ə ɣ r ɛ n s,0,armoedegrens,0
{dut}arnhem,ɑ r n ɦ ɛ m,0,arnhem,0
{dut}arnoud,ɑ r n ɑ u̯ t,0,arnoud,0
{dut}arrogantie,ɑ r oː ɣ ɑ n t s i,0,arrogantie,0
{dut}artefact,ɑ r t ə f ɑ k t,0,artefact,0
{dut}arts,ɑ r t s,0,arts,0
{dut}assen,ɑ s ə n,0,assen,0
{dut}assortiment,ɑ s ɔ r t i m ɛ n t,0,assortiment,0
{dut}atheïst,aː t eː j ɪ ʃ t,0,atheïst,0
{dut}attractiepark,ɑ t r ɑ k s i p ɑ r k,0,attractiepark,0
{dut}audio,ɑ u̯ d i oː,0,audio,0
{dut}automatisch,ɑ u̯ t oː m aː t i s,0,automatisch,0
{dut}autoverzekering,ɑ u̯ t oː v ə r z eː k ə r ɪ ŋ,0,autoverzekering,0
{dut}axiomatisch,ɑ k s i oː m aː t i s,0,axiomatisch,0
{dut}baai,b aː i̯,0,baai,0
{dut}bagage,b aː ɣ aː ʒ ə,0,bagage,0
{dut}bakermat,b aː k ə r m ɑ t,0,bakermat,0
{dut}bakje,b ɑ k j ə,0,bakje,0
{dut}bakstenen,b ɑ k s t eː n ə n,0,bakstenen,0
{dut}balie,b aː l i,0,balie,0
{dut}ballen,b ɑ l ə n,0,ballen,0
{dut}bankbediende,b ɑ ŋ k b ə d i n d ə,0,bankbediende,0
{dut}bankrekening,b ɑ ŋ k r eː k ə n ɪ ŋ,0,bankrekening,0
{dut}bankwezen,b ɑ ŋ k ʋ eː z ə n,0,bankwezen,0
{dut}banner,b ɛ n ə r,0,banner,0
{dut}bar,b ɑ r,0,bar,0
{dut}barcelona,b ɑ r s ə l oː n aː,0,barcelona,0
{dut}bart,b ɑ r t,0,bart,0
{dut}bas,b ɑ s,0,bas,0
{dut}baseren,b aː z eː r ə n,0,baseren,0
{dut}beagle,b iː ɡ ə l,0,beagle,0
{dut}bedeesd,b ə d eː s t,0,bedeesd,0
{dut}bedrijfsleven,b ə d r ɛ i̯ f s l eː v ə n,0,bedrijfsleven,0
{dut}beducht,b ə d ʏ x t,0,beducht,0
{dut}beek,b eː k,0,beek,0
{dut}beeldend,b eː l d ə n t,0,beeldend,0
{dut}beesel,b eː s ə l,0,beesel,0
{dut}begaafd,b ə ɣ aː f t,0,begaafd,0
{dut}beginnerscursus,b ə ɣ ɪ n ə r s k ʏ r z ʏ s,0,beginnerscursus,0
{dut}begraafplaats,b ə ɣ r aː f p l aː t s,0,begraafplaats,0
{dut}begrippenkader,b ə ɣ r ɪ p ə n k aː d ə r,0,begrippenkader,0
{dut}behalen,b ə ɦ aː l ə n,0,behalen,0
{dut}behandeld,b ə ɦ ɑ n d ə l t,0,behandeld,0
{dut}behandelt,b ə ɦ ɑ n d ə l t,0,behandelt,0
{dut}beheerst,b ə ɦ eː r s t,0,beheerst,0
{dut}behoudens,b ə ɦ ɑ u̯ d ə n s,0,behoudens,0
{dut}bekeuren,b ə k øː r ə n,0,bekeuren,0
{dut}bekopen,b ə k oː p ə n,0,bekopen,0
{dut}beladen,b ə l aː d ə n,0,beladen,0
{dut}belagen,b ə l aː ɣ ə n,0,belagen,0
{dut}belangrijk,b ə l ɑ ŋ r ɛ i̯ k,0,belangrijk,0
{dut}beleggen,b ə l ɛ ɣ ə n,0,beleggen,0
{dut}belegging,b ə l ɛ ɣ ɪ ŋ,0,belegging,0
{dut}beleven,b ə l eː v ə n,0,beleven,0
{dut}belgisch,b ɛ l ɣ i s,0,belgisch,0
{dut}bello,b ɛ l oː,0,bello,0
{dut}belt,b ɛ l t,0,belt,0
{dut}bemoeilijken,b ə m u j l ə k ə n,0,bemoeilijken,0
{dut}benadrukken,b ə n aː d r ʏ k ə n,0,benadrukken,0
{dut}bep,b ɛ p,0,bep,0
{dut}bepaald,b ə p aː l t,0,bepaald,0
{dut}beperkt,b ə p ɛ r k t,0,beperkt,0
{dut}beroerte,b ə r uː r t ə,0,beroerte,0
{dut}beschikbaarheid,b ə s x ɪ k b aː r ɦ ɛ i̯ t,0,beschikbaarheid,0
{dut}beschouwing,b ə s x ɑ u̯ ɪ ŋ,0,beschouwing,0
{dut}beschutting,b ə s x ʏ t ɪ ŋ,0,beschutting,0
{dut}beslissen,b ə s l ɪ s ə n,0,beslissen,0
{dut}bespreekbaar,b ə s p r eː k b aː r,0,bespreekbaar,0
{dut}bestralen,b ə s t r aː l ə n,0,bestralen,0
{dut}bestraten,b ə s t r aː t ə n,0,bestraten,0
{dut}beton,b ə t ɔ n,0,beton,0
{dut}betoog,b ə t oː x,0,betoog,0
{dut}beuk,b øː k,0,beuk,0
{dut}bevindingen,b ə v ɪ n d ɪ ŋ ə n,0,bevindingen,0
{dut}bevolken,b ə v ɔ l k ə n,0,bevolken,0
{dut}beweren,b ə ʋ eː r ə n,0,beweren,0
{dut}bewindvoerder,b ə ʋ ɪ n t f uː r d ə r,0,bewindvoerder,0
{dut}bewonderenswaardig,b ə ʋ ɔ n d ə r ə n s ʋ aː r d ə x,0,bewonderenswaardig,0
{dut}bewusteloos,b ə ʋ ʏ s t ə l oː s,0,bewusteloos,0
{dut}bezitter,b ə z ɪ t ə r,0,bezitter,0
{dut}bezorgen,b ə z ɔ r ɣ ə n,0,bezorgen,0
{dut}bibliografie,b i b l i j oː ɣ r aː f i,0,bibliografie,0
{dut}biel,b i l,0,biel,0
{dut}bierbuik,b iː r b œ y̯ k,0,bierbuik,0
{dut}big,b ɪ x,0,big,0
{dut}bij,b ɛ i̯,0,bij,0
{dut}bijbels,b ɛ i̯ b ə l s,0,bijbels,0
{dut}bijgevolg,b ɛ i̯ ɣ ə v ɔ l x,0,bijgevolg,0
{dut}bijklank,b ɛ i̯ k l ɑ ŋ k,0,bijklank,0
{dut}bijwijf,b ɛ i̯ ʋ ɛ i̯ f,0,bijwijf,0
{dut}bijwoning,b ɛ i̯ ʋ oː n ɪ ŋ,0,bijwoning,0
{dut}binding,b ɪ n d ɪ ŋ,0,binding,0
{dut}blauwdruk,b l ɑ u̯ d r ʏ k,0,blauwdruk,0
{dut}blazen,b l aː z ə n,0,blazen,0
{dut}bloedhekel,b l u t ɦ eː k ə l,0,bloedhekel,0
{dut}bloedsuiker,b l u t s œ y̯ k ə r,0,bloedsuiker,0
{dut}blom,b l ɔ m,0,blom,0
{dut}boa,b oː aː,0,boa,0
{dut}boekarest,b u k aː r ɛ s t,0,boekarest,0
{dut}boekjaar,b u k j aː r,0,boekjaar,0
{dut}boerenland,b uː r ə n l ɑ n t,0,boerenland,0
{dut}boete,b u t ə,0,boete,0
{dut}bonten,b ɔ n t ə n,0,bonten,0
{dut}boon,b oː n,0,boon,0
{dut}boosdoener,b oː s d u n ə r,0,boosdoener,0
{dut}borg,b ɔ r x,0,borg,0
{dut}boswachter,b ɔ s ʋ ɑ x t ə r,0,boswachter,0
{dut}bot,b ɔ t,0,bot,0
{dut}botsen,b ɔ t s ə n,0,botsen,0
{dut}bourgeois,b u r ʒ ʋ aː,0,bourgeois,0
{dut}bouwheer,b ɑ u̯ ɦ eː r,0,bouwheer,0
{dut}bouwsel,b ɑ u̯ s ə l,0,bouwsel,0
{dut}brandstapel,b r ɑ n t s t aː p ə l,0,brandstapel,0
{dut}brein,b r ɛ i̯ n,0,brein,0
{dut}brillen,b r ɪ l ə n,0,brillen,0
{dut}broeikaseffect,b r u i̯ k ɑ s ɛ f ɛ k t,0,broeikaseffect,0
{dut}broncode,b r ɔ n k oː d ə,0,broncode,0
{dut}bronkhorst,b r ɔ ŋ k ɦ ɔ r s t,0,bronkhorst,0
{dut}bruidegom,b r œ y̯ d ə ɣ ɔ m,0,bruidegom,0
{dut}bruine,b r œ y̯ n ə,0,bruine,0
{dut}bruistablet,b r œ y̯ s t aː b l ɛ t,0,bruistablet,0
{dut}brutaal,b r y t aː l,0,brutaal,0
{dut}buitenkant,b œ y̯ t ə n k ɑ n t,0,buitenkant,0
{dut}buitenlands,b œ y̯ t ə n l ɑ n t s,0,buitenlands,0
{dut}burger,b ʏ r ɣ ə r,0,burger,0
{dut}burgerschap,b ʏ r ɣ ə r s x ɑ p,0,burgerschap,0
{dut}bushalte,b ʏ s ɦ ɑ l t ə,0,bushalte,0
{dut}buurman,b yː r m ɑ n,0,buurman,0
{dut}cabaretier,k aː b aː r ɛ t j eː,0,cabaretier,0
{dut}camera,k aː m ə r aː,0,camera,0
{dut}cameraploeg,k aː m ə r aː p l u x,0,cameraploeg,0
{dut}capituleren,k aː p i t y l eː r ə n,0,capituleren,0
{dut}carillon,k aː r ɪ l j ɔ n,0,carillon,0
{dut}catalaans,k aː t aː l aː n s,0,catalaans,0
{dut}catheter,k aː t eː t ə r,0,catheter,0
{dut}centimeter,s ɛ n t i m eː t ə r,0,centimeter,0
{dut}champignon,ʃ ɑ m p i n j ɔ n,0,champignon,0
{dut}chaos,x aː ɔ s,0,chaos,0
{dut}chat,t ʃ ɛ t,0,chat,0
{dut}chemisch,x eː m i s,0,chemisch,0
{dut}cijfer,s ɛ i f ə r,0,cijfer,0
{dut}citaat,s i t aː t,0,citaat,0
{dut}coalitie,k oː aː l i t s i,0,coalitie,0
{dut}cocktail,k ɔ k t eː l,0,cocktail,0
{dut}coevorden,k u v ɔ r d ə n,0,coevorden,0
{dut}collageen,k ɔ l aː ɣ eː n,0,collageen,0
{dut}collectie,k ɔ l ɛ k s i,0,collectie,0
{dut}communiceren,k ɔ m y n i s eː r ə n,0,communiceren,0
{dut}componist,k ɔ m p oː n ɪ s t,0,componist,0
{dut}concept,k ɔ n s ɛ p t,0,concept,0
{dut}concert,k ɔ n s ɛ r t,0,concert,0
{dut}confrater,k ɔ n f r aː t ə r,0,confrater,0
{dut}confronteren,k ɔ n f r ɔ n t eː r ə n,0,confronteren,0
{dut}conservatief,k ɔ n z ɛ r v aː t i f,0,conservatief,0
{dut}conserven,k ɔ n z ɛ r v ə n,0,conserven,0
{dut}cookie,k u k i,0,cookie,0
{dut}cortège,k ɔ r t ɛː ʒ ə,0,cortège,0
{dut}counter,k ɑ u̯ n t ə r,0,counter,0
{dut}coördinator,k oː ɔ r d i n aː t ɔ r,0,coördinator,0
{dut}cruyff,k r œ y̯ f,0,cruyff,0
{dut}curator,k y r aː t ɔ r,0,curator,0
{dut}cyclisch,s i k l i s,0,cyclisch,0
{dut}daarheen,d aː r ɦ eː n,0,daarheen,0
{dut}daarmee,d aː r m eː,0,daarmee,0
{dut}daaromheen,d aː r ɔ m ɦ eː n,0,daaromheen,0
{dut}daartegen,d aː r t eː ɣ ə n,0,daartegen,0
{dut}daarvoor,d aː r v oː r,0,daarvoor,0
{dut}dadelijk,d aː d ə l ə k,0,dadelijk,0
{dut}dader,d aː d ə r,0,dader,0
{dut}dak,d ɑ k,0,dak,0
{dut}daniël,d aː n i j ɛ l,0,daniël,0
{dut}dankbaar,d ɑ ŋ k b aː r,0,dankbaar,0
{dut}dans,d ɑ n s,0,dans,0
{dut}databank,d aː t aː b ɑ ŋ k,0,databank,0
{dut}daten,d eː t ə n,0,daten,0
{dut}declareren,d eː k l aː r eː r ə n,0,declareren,0
{dut}deeg,d eː x,0,deeg,0
{dut}deelneemster,d eː l n eː m s t ə r,0,deelneemster,0
{dut}deerniswekkend,d eː r n ɪ s ʋ ɛ k ə n t,0,deerniswekkend,0
{dut}deining,d ɛ i̯ n ɪ ŋ,0,deining,0
{dut}denominatie,d eː n oː m i n aː t s i,0,denominatie,0
{dut}derde,d ɛ r d ə,0,derde,0
{dut}dergelijk,d ɛ r ɣ ə l ə k,0,dergelijk,0
{dut}desondanks,d ɛ s ɔ n d ɑ ŋ k s,0,desondanks,0
{dut}desoriëntatie,d ɛ s oː r i ɛ n t aː t s i,0,desoriëntatie,0
{dut}dezen,d eː z ə n,0,dezen,0
{dut}dictator,d ɪ k t aː t ɔ r,0,dictator,0
{dut}diens,d i n s,0,diens,0
{dut}dieptepunt,d i p t ə p ʏ n t,0,dieptepunt,0
{dut}dierenarts,d iː r ə n ɑ r t s,0,dierenarts,0
{dut}digitaal,d i ɣ i t aː l,0,digitaal,0
{dut}dijk,d ɛ i̯ k,0,dijk,0
{dut}ding,d ɪ ŋ,0,ding,0
{dut}dinsdagmorgen,d ɪ n s d ɑ x m ɔ r ɣ ə n,0,dinsdagmorgen,0
{dut}direct,d i r ɛ k t,0,direct,0
{dut}diversen,d i v ɛ r z ə n,0,diversen,0
{dut}diversiteit,d i v ɛ r z i t ɛ i̯ t,0,diversiteit,0
{dut}docent,d oː s ɛ n t,0,docent,0
{dut}dodental,d oː d ə n t ɑ l,0,dodental,0
{dut}doelwit,d u l ʋ ɪ t,0,doelwit,0
{dut}dokken,d ɔ k ə n,0,dokken,0
{dut}dollar,d ɔ l ɑ r,0,dollar,0
{dut}dompelen,d ɔ m p ə l ə n,0,dompelen,0
{dut}donderdagmorgen,d ɔ n d ə r d ɑ x m ɔ r ɣ ə n,0,donderdagmorgen,0
{dut}donderdagochtend,d ɔ n d ə r d ɑ x ɔ x t ə n t,0,donderdagochtend,0
{dut}donkerbruin,d ɔ ŋ k ə r b r œ y̯ n,0,donkerbruin,0
{dut}donkergrijs,d ɔ ŋ k ə r ɣ r ɛ i̯ s,0,donkergrijs,0
{dut}doodsoorzaak,d oː t s oː r z aː k,0,doodsoorzaak,0
{dut}dooi,d oː i̯,0,dooi,0
{dut}doordeweeks,d oː r d ə ʋ eː k s,0,doordeweeks,0
{dut}doorslag,d oː r s l ɑ x,0,doorslag,0
{dut}doorzichtigheid,d oː r z ɪ x t ə x ɦ ɛ i̯ t,0,doorzichtigheid,0
{dut}dordt,d ɔ r t,0,dordt,0
{dut}dorpsplein,d ɔ r p s p l ɛ i̯ n,0,dorpsplein,0
{dut}dosering,d oː z eː r ɪ ŋ,0,dosering,0
{dut}dosis,d oː z ɪ s,0,dosis,0
{dut}draf,d r ɑ f,0,draf,0
{dut}drammen,d r ɑ m ə n,0,drammen,0
{dut}draven,d r aː v ə n,0,draven,0
{dut}driehoek,d r i ɦ u k,0,driehoek,0
{dut}driehonderd,d r i ɦ ɔ n d ə r t,0,driehonderd,0
{dut}driekwart,d r i k ʋ ɑ r t,0,driekwart,0
{dut}drieluik,d r i l œ y̯ k,0,drieluik,0
{dut}drinkt,d r ɪ ŋ k t,0,drinkt,0
{dut}droogte,d r oː x t ə,0,droogte,0
{dut}drummer,d r ʏ m ə r,0,drummer,0
{dut}dubbel,d ʏ b ə l,0,dubbel,0
{dut}duiksport,d œ y̯ k s p ɔ r t,0,duiksport,0
{dut}duren,d y r ə n,0,duren,0
{dut}dusdanig,d ʏ s d aː n ə x,0,dusdanig,0
{dut}duur,d y r,0,duur,0
{dut}dynamo,d i n aː m oː,0,dynamo,0
{dut}echt,ɛ x t,0,echt,0
{dut}eclips,eː k l ɪ p s,0,eclips,0
{dut}eden,eː d ə n,0,eden,0
{dut}ei,ɛ i̯,0,ei,0
{dut}eindbestemming,ɛ i̯ n t b ə s t ɛ m ɪ ŋ,0,eindbestemming,0
{dut}einde,ɛ i̯ n d ə,0,einde,0
{dut}elfde,ɛ l f d ə,0,elfde,0
{dut}epidemiologie,eː p i d eː m i oː l oː ɣ i,0,epidemiologie,0
{dut}eredivisie,eː r ə d i v i s i,0,eredivisie,0
{dut}ergens,ɛ r ɣ ə n s,0,ergens,0
{dut}ervaring,ɛ r v aː r ɪ ŋ,0,ervaring,0
{dut}esdorp,ɛ s d ɔ r p,0,esdorp,0
{dut}essay,ɛ s eː,0,essay,0
{dut}evalueren,eː v aː l y eː r ə n,0,evalueren,0
{dut}exploderen,ɛ k s p l oː d eː r ə n,0,exploderen,0
{dut}fabriceren,f ɑ b r i s eː r ə n,0,fabriceren,0
{dut}fabriek,f aː b r i k,0,fabriek,0
{dut}factureren,f ɑ k t y r eː r ə n,0,factureren,0
{dut}familielid,f aː m i l i l ɪ t,0,familielid,0
{dut}fase,f aː z ə,0,fase,0
{dut}fataal,f aː t aː l,0,fataal,0
{dut}fauteuil,f oː t œ y̯,0,fauteuil,0
{dut}fax,f ɑ k s,0,fax,0
{dut}faxen,f ɑ k s ə n,0,faxen,0
{dut}federaal,f eː d ə r aː l,0,federaal,0
{dut}feesten,f eː s t ə n,0,feesten,0
{dut}filosofie,f i l oː s oː f i,0,filosofie,0
{dut}filosoof,f i l oː s oː f,0,filosoof,0
{dut}fixeren,f ɪ k s eː r ə n,0,fixeren,0
{dut}flauwekul,f l ɑ u̯ ʋ ə k ʏ l,0,flauwekul,0
{dut}fluwelen,f l y ʋ eː l ə n,0,fluwelen,0
{dut}formuleren,f ɔ r m y l eː r ə n,0,formuleren,0
{dut}fotoalbum,f oː t oː ɑ l b ʏ m,0,fotoalbum,0
{dut}fotostudio,f oː t oː s t y d i oː,0,fotostudio,0
{dut}franse,f r ɑ n s ə,0,franse,0
{dut}fretten,f r ɛ t ə n,0,fretten,0
{dut}fries,f r i s,0,fries,0
{dut}fugitief,f y ɣ i t i f,0,fugitief,0
{dut}föhn,f øː n,0,föhn,0
{dut}gaaf,ɣ aː f,0,gaaf,0
{dut}gamen,ɡ eː m ə n,0,gamen,0
{dut}gast,ɣ ɑ s t,0,gast,0
{dut}gastheer,ɣ ɑ s t ɦ eː r,0,gastheer,0
{dut}gave,ɣ aː v ə,0,gave,0
{dut}gedaan,ɣ ə d aː n,0,gedaan,0
{dut}gedachte,ɣ ə d ɑ x t ə,0,gedachte,0
{dut}gedoogbeleid,ɣ ə d oː x b ə l ɛ i̯ t,0,gedoogbeleid,0
{dut}geest,ɣ eː s t,0,geest,0
{dut}gegooid,ɣ ə ɣ oː i̯ t,0,gegooid,0
{dut}gehoorzaam,ɣ ə ɦ oː r z aː m,0,gehoorzaam,0
{dut}geldbuidel,ɣ ɛ l t b œ y̯ d ə l,0,geldbuidel,0
{dut}geldigheid,ɣ ɛ l d ə x ɦ ɛ i̯ t,0,geldigheid,0
{dut}gelegenheid,ɣ ə l eː ɣ ə n ɦ ɛ i̯ t,0,gelegenheid,0
{dut}geleider,ɣ ə l ɛ i̯ d ə r,0,geleider,0
{dut}gelijkmaker,ɣ ə l ɛ i̯ k m aː k ə r,0,gelijkmaker,0
{dut}gemoeten,ɣ ə m u t ə n,0,gemoeten,0
{dut}geneesheer,ɣ ə n eː s ɦ eː r,0,geneesheer,0
{dut}generaal,ɣ eː n ə r aː l,0,generaal,0
{dut}gerard,ɣ eː r ɑ r t,0,gerard,0
{dut}gerecht,ɣ ə r ɛ x t,0,gerecht,0
{dut}gerven,ɣ ɛ r v ə n,0,gerven,0
{dut}geschiedenis,ɣ ə s x i d ə n ɪ s,0,geschiedenis,0
{dut}gestel,ɣ ə s t ɛ l,0,gestel,0
{dut}geul,ɣ øː l,0,geul,0
{dut}geuren,ɣ øː r ə n,0,geuren,0
{dut}gevangenis,ɣ ə v ɑ ŋ ə n ɪ s,0,gevangenis,0
{dut}gevel,ɣ eː v ə l,0,gevel,0
{dut}gevoel,ɣ ə v u l,0,gevoel,0
{dut}gezel,ɣ ə z ɛ l,0,gezel,0
{dut}gezelschapsspel,ɣ ə z ɛ l s x ɑ p s p ɛ l,0,gezelschapsspel,0
{dut}glimmen,ɣ l ɪ m ə n,0,glimmen,0
{dut}gondel,ɣ ɔ n d ə l,0,gondel,0
{dut}gordijn,ɣ ɔ r d ɛ i̯ n,0,gordijn,0
{dut}graag,ɣ r aː x,0,graag,0
{dut}grasduinen,ɣ r ɑ s d œ y̯ n ə n,0,grasduinen,0
{dut}graven,ɣ r aː v ə n,0,graven,0
{dut}grazen,ɣ r aː z ə n,0,grazen,0
{dut}grijpen,ɣ r ɛ i̯ p ə n,0,grijpen,0
{dut}grind,ɣ r ɪ n t,0,grind,0
{dut}groei,ɣ r u i̯,0,groei,0
{dut}groeten,ɣ r u t ə n,0,groeten,0
{dut}grondwet,ɣ r ɔ n t ʋ ɛ t,0,grondwet,0
{dut}groot,ɣ r oː t,0,groot,0
{dut}grootste,ɣ r oː t s t ə,0,grootste,0
{dut}haal,ɦ aː l,0,haal,0
{dut}halen,ɦ aː l ə n,0,halen,0
{dut}half,ɦ ɑ l f,0,half,0
{dut}halsketting,ɦ ɑ l s k ɛ t ɪ ŋ,0,halsketting,0
{dut}halte,ɦ ɑ l t ə,0,halte,0
{dut}handtas,ɦ ɑ n t ɑ s,0,handtas,0
{dut}handtekening,ɦ ɑ n t eː k ə n ɪ ŋ,0,handtekening,0
{dut}hangar,ɦ ɑ ŋ ɡ aː r,0,hangar,0
{dut}hare,ɦ aː r ə,0,hare,0
{dut}harlingen,ɦ ɑ r l ɪ ŋ ə n,0,harlingen,0
{dut}harmonisch,ɦ ɑ r m oː n i s,0,harmonisch,0
{dut}hedendaags,ɦ eː d ə n d aː x s,0,hedendaags,0
{dut}heen,ɦ eː n,0,heen,0
{dut}heiden,ɦ ɛ i̯ d ə n,0,heiden,0
{dut}heisa,ɦ ɛ i̯ s aː,0,heisa,0
{dut}held,ɦ ɛ l t,0,held,0
{dut}helder,ɦ ɛ l d ə r,0,helder,0
{dut}helemaal,ɦ eː l ə m aː l,0,helemaal,0
{dut}heling,ɦ eː l ɪ ŋ,0,heling,0
{dut}helium,ɦ eː l i ʏ m,0,helium,0
{dut}helling,ɦ ɛ l ɪ ŋ,0,helling,0
{dut}hemd,ɦ ɛ m t,0,hemd,0
{dut}hemel,ɦ eː m ə l,0,hemel,0
{dut}herbronnen,ɦ ɛ r b r ɔ n ə n,0,herbronnen,0
{dut}herenhuis,ɦ eː r ə n ɦ œ y̯ s,0,herenhuis,0
{dut}heus,ɦ øː s,0,heus,0
{dut}heusden,ɦ øː z d ə n,0,heusden,0
{dut}hijsen,ɦ ɛ i̯ s ə n,0,hijsen,0
{dut}hoeveelheid,ɦ u v eː l ɦ ɛ i̯ t,0,hoeveelheid,0
{dut}honkbalknuppel,ɦ ɔ ŋ k b ɑ l k n ʏ p ə l,0,honkbalknuppel,0
{dut}hoofden,ɦ oː v d ə n,0,hoofden,0
{dut}hoofdinspecteur,ɦ oː f t ɪ n s p ɛ k t øː r,0,hoofdinspecteur,0
{dut}hoofdletter,ɦ oː f t l ɛ t ə r,0,hoofdletter,0
{dut}hoofdreeksster,ɦ oː f t r eː k s s t ɛ r,0,hoofdreeksster,0
{dut}hoogstens,ɦ oː x s t ə n s,0,hoogstens,0
{dut}hoop,ɦ oː p,0,hoop,0
{dut}hoor,ɦ oː r,0,hoor,0
{dut}hoort,ɦ oː r t,0,hoort,0
{dut}houtworm,ɦ ɑ u̯ t ʋ ɔ r m,0,houtworm,0
{dut}hoveling,ɦ oː v ə l ɪ ŋ,0,hoveling,0
{dut}huib,ɦ œ y̯ p,0,huib,0
{dut}huisafval,ɦ œ y̯ s ɑ f ɑ l,0,huisafval,0
