merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{hbs}alarm,ǎ l a r m,0,alarm,0
{hbs}alat,ǎ l aː t,0,alat,0
{hbs}albanac,a l b ǎː n a t͡s,0,albanac,0
{hbs}albin,ǎ l b iː n,0,albin,0
{hbs}album,ǎ l b uː m,0,album,0
{hbs}aleksandar,a l ě k s aː n d a r,0,aleksandar,0
{hbs}alergičan,a l ě r ɡ i t͡ʃ a n,0,alergičan,0
{hbs}aleutski,a l ě u t s k iː,0,aleutski,0
{hbs}alfa,â l f a,0,alfa,0
{hbs}alfabetizam,a l f a b e t ǐ z a m,0,alfabetizam,0
{hbs}algoritam,a l ɡ o r ǐ t a m,0,algoritam,0
{hbs}ali,â l i,0,ali,0
{hbs}alkohol,ǎ l k o x o l,0,alkohol,0
{hbs}alkoholiziran,a l k o x o l ǐ z iː r a n,0,alkoholiziran,0
{hbs}alkoholičar,a l k o x ǒ l i t͡ʃ aː r,0,alkoholičar,0
{hbs}alkoholni,ǎ l k o x o l n iː,0,alkoholni,0
{hbs}alpe,âː l p e,0,alpe,0
{hbs}alpinist,a l p ǐ n i s t,0,alpinist,0
{hbs}alternativan,â l t e r n a t iː ʋ a n,0,alternativan,0
{hbs}aluzija,ǎ l uː z i j a,0,aluzija,0
{hbs}alžirski,ǎ l ʒ iː r s k iː,0,alžirski,0
{hbs}amajlija,a m ǎ j l i j a,0,amajlija,0
{hbs}aman,ǎ m aː n,0,aman,0
{hbs}amandman,a m ǎ n d m aː n,0,amandman,0
{hbs}ambalaža,a m b a l ǎː ʒ a,0,ambalaža,0
{hbs}ambasador,a m b ǎ s aː d o r,0,ambasador,0
{hbs}ambiciozno,â m b i t͡s i oː z n o,0,ambiciozno,0
{hbs}ambijent,a m b ǐ j e n t,0,ambijent,0
{hbs}ambis,ǎ m b i s,0,ambis,0
{hbs}ambivalentnost,a m b i ʋ ǎ l e n t n oː s t,0,ambivalentnost,0
{hbs}ambrozija,ǎ m b r oː z i j a,0,ambrozija,0
{hbs}amer,â m e r,0,amer,0
{hbs}amerika,a m ě r i k a,0,amerika,0
{hbs}amerikanac,a m e r i k ǎː n a t͡s,0,amerikanac,0
{hbs}amerikanka,a m e r ǐ k aː n k a,0,amerikanka,0
{hbs}ametist,a m ě t i s t,0,ametist,0
{hbs}amfiteatralan,a m f i t ě a t r aː l a n,0,amfiteatralan,0
{hbs}amfora,ǎ m f o r a,0,amfora,0
{hbs}aminokiselina,a m i n o k i s e l ǐ n a,0,aminokiselina,0
{hbs}amplituda,a m p l i t ǔː d a,0,amplituda,0
{hbs}amputacija,a m p u t ǎː t͡s i j a,0,amputacija,0
{hbs}amputirati,a m p u t ǐː r a t i,0,amputirati,0
{hbs}anadolija,a n a d ǒː l i j a,0,anadolija,0
{hbs}analfabet,a n a l f ǎ b eː t,0,analfabet,0
{hbs}analitičar,a n a l ǐ t i t͡ʃ aː r,0,analitičar,0
{hbs}analiza,a n a l ǐː z a,0,analiza,0
{hbs}analizator,a n a l ǐ z aː t o r,0,analizator,0
{hbs}analni,ǎ n aː l n iː,0,analni,0
{hbs}analogno,â n a l o ɡ n o,0,analogno,0
{hbs}anarhija,a n ǎ r x i j a,0,anarhija,0
{hbs}anason,a n ǎ s oː n,0,anason,0
{hbs}anastrofa,a n a s t r ǒː f a,0,anastrofa,0
{hbs}anatom,a n ǎ t oː m,0,anatom,0
{hbs}anatomija,a n a t ǒ m i j a,0,anatomija,0
{hbs}anda,a n d aː,0,anda,0
{hbs}andaluski,a n d ǎ l u s k iː,0,andaluski,0
{hbs}andaluzijski,a n d ǎ l u z i j s k iː,0,andaluzijski,0
{hbs}andora,a n d ôː r a,0,andora,0
{hbs}andrija,ǎ n d r i j a,0,andrija,0
{hbs}anegdota,a n e ɡ d ǒ t a,0,anegdota,0
{hbs}angažiran,a n ɡ ǎ ʒ iː r a n,0,angažiran,0
{hbs}angažirati,a n ɡ a ʒ ǐː r a t i,0,angažirati,0
{hbs}anglosaski,a n ɡ l ǒ s a s k iː,0,anglosaski,0
{hbs}animacija,a n i m ǎː t͡s i j a,0,animacija,0
{hbs}animator,a n ǐ m aː t o r,0,animator,0
{hbs}animirati,a n i m ǐː r a t i,0,animirati,0
{hbs}animizam,a n i m ǐ z a m,0,animizam,0
{hbs}anka,âː n k a,0,anka,0
{hbs}anketa,a n k ě t a,0,anketa,0
{hbs}anoda,a n ǒː d a,0,anoda,0
{hbs}anodni,ǎ n oː d n iː,0,anodni,0
{hbs}anomalija,a n o m ǎ l i j a,0,anomalija,0
{hbs}anoniman,â n o n iː m a n,0,anoniman,0
{hbs}anonimno,â n o n iː m n o,0,anonimno,0
{hbs}anorganski,â n o r ɡ aː n s k iː,0,anorganski,0
{hbs}antarktik,a n t ǎ r k t i k,0,antarktik,0
{hbs}antarktika,a n t ǎ r k t i k a,0,antarktika,0
{hbs}ante,ǎː n t e,0,ante,0
{hbs}antifašizam,a n t i f a ʃ ǐ z a m,0,antifašizam,0
{hbs}antisemitizam,a n t i s e m i t ǐ z a m,0,antisemitizam,0
{hbs}antički,ǎ n t i t͡ʃ k iː,0,antički,0
{hbs}antologija,a n t o l ǒ ɡ i j a,0,antologija,0
{hbs}antropologija,a n t r o p o l ǒ ɡ i j a,0,antropologija,0
{hbs}antun,ǎ n t uː n,0,antun,0
{hbs}anđelić,âː n d͡ʑ e l i t͡ɕ,0,anđelić,0
{hbs}anđeo,âː n d͡ʑ e o,0,anđeo,0
{hbs}aparthejd,â p a r t x e j d,0,aparthejd,0
{hbs}apel,ǎ p e l,0,apel,0
{hbs}apetit,a p ě t iː t,0,apetit,0
{hbs}aplicirati,a p l i t͡s ǐː r a t i,0,aplicirati,0
{hbs}aplikacija,a p l i k ǎː t͡s i j a,0,aplikacija,0
{hbs}apokalipsa,a p o k a l ǐ p s a,0,apokalipsa,0
{hbs}apostol,ǎ p o s t o l,0,apostol,0
{hbs}april,ǎ p r iː l,0,april,0
{hbs}aprilski,ǎ p r iː l s k iː,0,aprilski,0
{hbs}aproksimirati,a p r o k s i m ǐː r a t i,0,aproksimirati,0
{hbs}apsolutno,â p s o l uː t n o,0,apsolutno,0
{hbs}apsorbirati,a p s o r b ǐː r a t i,0,apsorbirati,0
{hbs}apstinencija,a p s t i n ě n t͡s i j a,0,apstinencija,0
{hbs}apstinirati,a p s t i n ǐː r a t i,0,apstinirati,0
{hbs}apstrakt,ǎ p s t r a k t,0,apstrakt,0
{hbs}apstraktan,ǎ p s t r a k t a n,0,apstraktan,0
{hbs}apsurdno,ǎ p s u r d n o,0,apsurdno,0
{hbs}arabeska,a r ǎ b e s k a,0,arabeska,0
{hbs}arabica,a r ǎ b i t͡s a,0,arabica,0
{hbs}arabija,ǎ r aː b i j a,0,arabija,0
{hbs}arabijski,a r ǎː b iː j s k iː,0,arabijski,0
{hbs}aranžman,a r ǎ n ʒ m aː n,0,aranžman,0
{hbs}arbitražni,â r b i t r aː ʒ n iː,0,arbitražni,0
{hbs}arena,a r ěː n a,0,arena,0
{hbs}argentina,a r ɡ e n t ǐː n a,0,argentina,0
{hbs}argentinac,a r ɡ e n t ǐː n a t͡s,0,argentinac,0
{hbs}argentinski,a r ɡ ě n t iː n s k iː,0,argentinski,0
{hbs}argument,a r ɡ ǔ m e n t,0,argument,0
{hbs}argumentacija,a r ɡ u m e n t ǎː t͡s i j a,0,argumentacija,0
{hbs}arheolog,a r x e ǒ l o ɡ,0,arheolog,0
{hbs}arheologija,a r x e o l ǒ ɡ i j a,0,arheologija,0
{hbs}arheološki,a r x e ǒ l o ʃ k iː,0,arheološki,0
{hbs}arhipelag,a r x i p ě l aː ɡ,0,arhipelag,0
{hbs}arhitekt,a r x ǐ t e k t,0,arhitekt,0
{hbs}arhitektica,a r x ǐ t e k t i t͡s a,0,arhitektica,0
{hbs}arhitektonski,a r x i t ě k t oː n s k iː,0,arhitektonski,0
{hbs}arhitektura,a r x i t e k t ǔː r a,0,arhitektura,0
{hbs}aristokracija,a r i s t o k r ǎ t͡s i j a,0,aristokracija,0
{hbs}armatura,a r m a t ǔː r a,0,armatura,0
{hbs}armenac,a r m ěː n a t͡s,0,armenac,0
{hbs}armenija,ǎ r m eː n i j a,0,armenija,0
{hbs}arogancija,a r o ɡ ǎ n t͡s i j a,0,arogancija,0
{hbs}arogantan,a r o ɡ ǎ n t a n,0,arogantan,0
{hbs}arogantno,a r o ɡ ǎ n t n o,0,arogantno,0
{hbs}arsenal,a r s ě n aː l,0,arsenal,0
{hbs}artefakt,â r t e f a k t,0,artefakt,0
{hbs}arterija,ǎ r t eː r i j a,0,arterija,0
{hbs}artikulirati,a r t i k u l ǐː r a t i,0,artikulirati,0
{hbs}artiljerija,a r t i ʎ ě r i j a,0,artiljerija,0
{hbs}artist,ǎ r t i s t,0,artist,0
{hbs}artičoka,a r t i t͡ʃ ǒː k a,0,artičoka,0
{hbs}artritis,a r t r ǐ t i s,0,artritis,0
{hbs}as,â s,0,as,0
{hbs}asfalt,ǎ s f a l t,0,asfalt,0
{hbs}asirski,ǎ s iː r s k iː,0,asirski,0
{hbs}asistencija,a s i s t ě n t͡s i j a,0,asistencija,0
{hbs}asistent,a s ǐ s t e n t,0,asistent,0
{hbs}asortiman,a s o r t ǐ m aː n,0,asortiman,0
{hbs}astma,ǎ s t m a,0,astma,0
{hbs}astrobiologija,a s t r o b i o l ǒ ɡ i j a,0,astrobiologija,0
{hbs}astronomija,a s t r o n ǒ m i j a,0,astronomija,0
{hbs}astronomski,a s t r ǒ n o m s k iː,0,astronomski,0
{hbs}ateist,a t ě i s t,0,ateist,0
{hbs}ateizam,a t e ǐ z a m,0,ateizam,0
{hbs}atena,a t ěː n a,0,atena,0
{hbs}atentator,a t ě n t aː t o r,0,atentator,0
{hbs}atina,a t ǐː n a,0,atina,0
{hbs}atlanta,a t l ǎ n t a,0,atlanta,0
{hbs}atlantida,a t l a n t ǐː d a,0,atlantida,0
{hbs}atlantik,a t l ǎ n t i k,0,atlantik,0
{hbs}atlantski,ǎ t l a n t s k iː,0,atlantski,0
{hbs}atletika,a t l ě t i k a,0,atletika,0
{hbs}atletičar,a t l ě t i t͡ʃ aː r,0,atletičar,0
{hbs}atletičarka,a t l ě t i t͡ʃ aː r k a,0,atletičarka,0
{hbs}atletski,ǎ t l eː t s k iː,0,atletski,0
{hbs}atmosfera,a t m o s f ěː r a,0,atmosfera,0
{hbs}atom,ǎ t oː m,0,atom,0
{hbs}atrakcija,a t r ǎ k t͡s i j a,0,atrakcija,0
{hbs}atraktivan,â t r a k t iː ʋ a n,0,atraktivan,0
{hbs}atribut,a t r ǐ b uː t,0,atribut,0
{hbs}aukcija,a ǔ k t͡s i j a,0,aukcija,0
{hbs}australijanac,a u s t r a l i j ǎː n a t͡s,0,australijanac,0
{hbs}austrija,ǎ u s t r i j a,0,austrija,0
{hbs}austrijanac,a u s t r i j ǎː n a t͡s,0,austrijanac,0
{hbs}autentičan,a u t ě n t i t͡ʃ a n,0,autentičan,0
{hbs}autizam,a u t ǐ z a m,0,autizam,0
{hbs}autobus,a u t ǒː b u s,0,autobus,0
{hbs}autocesta,a u t o t͡s ě s t a,0,autocesta,0
{hbs}automat,a u t ǒ m aː t,0,automat,0
{hbs}automobilist,a u t o m o b ǐ l i s t,0,automobilist,0
{hbs}autonomija,a u t o n ǒ m i j a,0,autonomija,0
{hbs}autoportret,a u t o p ǒ r t r eː t,0,autoportret,0
{hbs}autoput,ǎ u t o p uː t,0,autoput,0
{hbs}autoritativan,â u t o r i t a t iː ʋ a n,0,autoritativan,0
{hbs}autoritet,a u t o r ǐ t eː t,0,autoritet,0
{hbs}avatar,a ʋ ǎ t aː r,0,avatar,0
{hbs}avijacija,a ʋ i j ǎː t͡s i j a,0,avijacija,0
{hbs}aviokompanija,a ʋ i o k o m p ǎ n i j a,0,aviokompanija,0
{hbs}avion,a ʋ ǐ oː n,0,avion,0
{hbs}avioprijevoznik,a ʋ i o p r i j ěː ʋ o z n iː k,0,avioprijevoznik,0
{hbs}avlija,ǎ ʋ l i j a,0,avlija,0
{hbs}avokado,a ʋ o k ǎː d o,0,avokado,0
{hbs}azbest,ǎ z b e s t,0,azbest,0
{hbs}azbuka,ǎ z b u k a,0,azbuka,0
{hbs}azerski,ǎ z e r s k iː,0,azerski,0
{hbs}azijski,âː z iː j s k iː,0,azijski,0
{hbs}azil,ǎ z iː l,0,azil,0
{hbs}azilant,a z ǐ l a n t,0,azilant,0
{hbs}baba,b â b a,0,baba,0
{hbs}babo,b ǎː b o,0,babo,0
{hbs}bacanje,b ǎ t͡s aː ɲ e,0,bacanje,0
{hbs}bacati,b ǎ t͡s a t i,0,bacati,0
{hbs}bacač,b ǎ t͡s aː t͡ʃ,0,bacač,0
{hbs}badnjak,b â d ɲ aː k,0,badnjak,0
{hbs}bagdad,b ǎ ɡ d aː d,0,bagdad,0
{hbs}bager,b ǎː ɡ e r,0,bager,0
{hbs}bahatost,b ǎ x a t oː s t,0,bahatost,0
{hbs}bahrein,b ǎ x r e i n,0,bahrein,0
{hbs}bajka,b âː j k a,0,bajka,0
{hbs}bajonet,b a j ǒ n eː t,0,bajonet,0
{hbs}bajram,b ǎ j r a m,0,bajram,0
{hbs}baka,b ǎː k a,0,baka,0
{hbs}bakalar,b a k ǎ l aː r,0,bakalar,0
{hbs}bakar,b ǎ k a r,0,bakar,0
{hbs}baklava,b a k l ǎ ʋ a,0,baklava,0
{hbs}baklja,b â k ʎ a,0,baklja,0
{hbs}bakterija,b ǎ k t eː r i j a,0,bakterija,0
{hbs}baku,b ǎ k u,0,baku,0
{hbs}balada,b a l ǎː d a,0,balada,0
{hbs}balansirati,b a l a n s ǐː r a t i,0,balansirati,0
{hbs}balavac,b â l a ʋ a t͡s,0,balavac,0
{hbs}balerina,b a l e r ǐː n a,0,balerina,0
{hbs}balet,b ǎ l eː t,0,balet,0
{hbs}balija,b ǎ l i j a,0,balija,0
{hbs}baljezgati,b a ʎ ě z ɡ a t i,0,baljezgati,0
{hbs}balkon,b ǎ l k oː n,0,balkon,0
{hbs}balon,b ǎ l oː n,0,balon,0
{hbs}balvan,b ǎ l ʋ a n,0,balvan,0
{hbs}balzam,b ǎ l z a m,0,balzam,0
{hbs}ban,b âː n,0,ban,0
{hbs}banana,b a n ǎː n a,0,banana,0
{hbs}bangkok,b ǎ n ɡ k o k,0,bangkok,0
{hbs}banja,b â ɲ a,0,banja,0
{hbs}bankar,b ǎ n k aː r,0,bankar,0
{hbs}bankarski,b ǎ n k aː r s k iː,0,bankarski,0
{hbs}bankina,b a n k ǐː n a,0,bankina,0
{hbs}bankrot,b ǎ n k r oː t,0,bankrot,0
{hbs}bankrotirati,b a n k r o t ǐː r a t i,0,bankrotirati,0
{hbs}bara,b â r a,0,bara,0
{hbs}baraka,b a r ǎ k a,0,baraka,0
{hbs}baratati,b a r ǎ t a t i,0,baratati,0
{hbs}barel,b ǎ r e l,0,barel,0
{hbs}barem,b ǎ r e m,0,barem,0
{hbs}barijera,b a r i j ěː r a,0,barijera,0
{hbs}barjak,b ǎ r j aː k,0,barjak,0
{hbs}barjaktar,b a r j ǎ k t aː r,0,barjaktar,0
{hbs}baron,b ǎ r oː n,0,baron,0
{hbs}barun,b ǎ r uː n,0,barun,0
{hbs}baršun,b ǎ r ʃ uː n,0,baršun,0
{hbs}bas,b â s,0,bas,0
{hbs}bataljun,b a t ǎ ʎ uː n,0,bataljun,0
{hbs}baterija,b ǎ t eː r i j a,0,baterija,0
{hbs}baviti,b â ʋ i t i,0,baviti,0
{hbs}baza,b ǎː z a,0,baza,0
{hbs}bazen,b ǎ z eː n,0,bazen,0
{hbs}bazirati,b a z ǐː r a t i,0,bazirati,0
{hbs}bački,b âː t͡ʃ k iː,0,bački,0
{hbs}baš,b â ʃ,0,baš,0
{hbs}bašta,b ǎː ʃ t a,0,bašta,0
{hbs}baština,b â ʃ t i n a,0,baština,0
{hbs}bašča,b ǎː ʃ t͡ʃ a,0,bašča,0
{hbs}baščaršija,b â ʃ t͡ʃ a r ʃ i j a,0,baščaršija,0
{hbs}bedem,b ě d e m,0,bedem,0
{hbs}begunac,b e ɡ ǔː n a t͡s,0,begunac,0
{hbs}behar,b ě x aː r,0,behar,0
{hbs}bejzbol,b ě j z b oː l,0,bejzbol,0
{hbs}bekhend,b ê k x e n d,0,bekhend,0
{hbs}belaj,b ě l aː j,0,belaj,0
{hbs}belance,b e l ǎː n t͡s e,0,belance,0
{hbs}belgija,b ěː l ɡ i j a,0,belgija,0
{hbs}bend,b ê n d,0,bend,0
{hbs}benzen,b ě n z eː n,0,benzen,0
{hbs}benzin,b ě n z iː n,0,benzin,0
{hbs}beograđanin,b ê o ɡ r a d͡ʑ a n i n,0,beograđanin,0
{hbs}beograđanka,b ê o ɡ r a d͡ʑ aː n k a,0,beograđanka,0
{hbs}berba,b ě r b a,0,berba,0
{hbs}berlin,b ě r l iː n,0,berlin,0
{hbs}berlinski,b ě r l iː n s k iː,0,berlinski,0
{hbs}berza,b ê r z a,0,berza,0
{hbs}beseda,b ě s e d a,0,beseda,0
{hbs}beskompromisan,b ê s k o m p r o m i s a n,0,beskompromisan,0
{hbs}beskompromisno,b ê s k o m p r o m i s n o,0,beskompromisno,0
{hbs}beskonačno,b ê s k o n a t͡ʃ n o,0,beskonačno,0
{hbs}beskonačnost,b ê s k o n a t͡ʃ n oː s t,0,beskonačnost,0
{hbs}beskoristan,b ê s k o r iː s t a n,0,beskoristan,0
{hbs}beskraj,b ê s k r aː j,0,beskraj,0
{hbs}beskućnik,b ě s k u t͡ɕ n iː k,0,beskućnik,0
{hbs}besmislen,b ě s m i s l e n,0,besmislen,0
{hbs}besmisleno,b ě s m i s l e n o,0,besmisleno,0
{hbs}besmrtnost,b ě s m r t n oː s t,0,besmrtnost,0
{hbs}besparica,b ě s p a r i t͡s a,0,besparica,0
{hbs}besplatan,b ě s p l a t a n,0,besplatan,0
{hbs}besplatno,b ě s p l a t n o,0,besplatno,0
{hbs}bespogovorno,b ê s p o ɡ o ʋ oː r n o,0,bespogovorno,0
{hbs}bespomoćno,b ê s p o m o t͡ɕ n o,0,bespomoćno,0
{hbs}bespomoćnost,b ê s p o m o t͡ɕ n oː s t,0,bespomoćnost,0
{hbs}besposlenost,b ě s p o s l e n oː s t,0,besposlenost,0
{hbs}besposličiti,b ě s p o s l i t͡ʃ i t i,0,besposličiti,0
{hbs}bespravno,b ê s p r aː ʋ n o,0,bespravno,0
{hbs}besprijekoran,b e s p r j ěː k oː r a n,0,besprijekoran,0
{hbs}besprijekorno,b e s p r i j ěː k oː r n o,0,besprijekorno,0
{hbs}besprimeran,b e s p r ǐː m eː r a n,0,besprimeran,0
{hbs}bespuće,b ě s p uː t͡ɕ e,0,bespuće,0
{hbs}besramno,b ê s r aː m n o,0,besramno,0
{hbs}bestidno,b ê s t iː d n o,0,bestidno,0
{hbs}bestseler,b e s t s ě l e r,0,bestseler,0
{hbs}beta,b ê t a,0,beta,0
{hbs}beton,b ě t oː n,0,beton,0
{hbs}betonski,b ě t oː n s k iː,0,betonski,0
{hbs}bevanda,b ě ʋ aː n d a,0,bevanda,0
{hbs}bezazlen,b e z ǎ z l e n,0,bezazlen,0
{hbs}bezbednost,b ě z b e d n ôː s t,0,bezbednost,0
{hbs}bezbrižno,b ě z b r i ʒ n o,0,bezbrižno,0
{hbs}bezbrižnost,b ě z b r i ʒ n oː s t,0,bezbrižnost,0
{hbs}bezbroj,b ě z b r oː j,0,bezbroj,0
{hbs}bezdušno,b ě z d u ʃ n o,0,bezdušno,0
{hbs}bezgrešan,b ě z ɡ r e ʃ a n,0,bezgrešan,0
{hbs}bezidejno,b ê z i d eː j n o,0,bezidejno,0
{hbs}bezmalo,b ě z m a l o,0,bezmalo,0
{hbs}beznadno,b ě z n a d n o,0,beznadno,0
{hbs}beznađe,b ě z n aː d͡ʑ e,0,beznađe,0
{hbs}bezobrazan,b e z ǒ b r a z a n,0,bezobrazan,0
{hbs}bezobrazluk,b e z o b r ǎ z l u k,0,bezobrazluk,0
{hbs}bezosjećajno,b ê z o s j e t͡ɕ aː j n o,0,bezosjećajno,0
{hbs}bezočan,b ě z o t͡ʃ a n,0,bezočan,0
{hbs}bezumnik,b ě z uː m n iː k,0,bezumnik,0
{hbs}bezuspješan,b e z ǔ s p j e ʃ a n,0,bezuspješan,0
{hbs}bezuspješno,b e z ǔ s p j e ʃ n o,0,bezuspješno,0
{hbs}bezvezno,b ě z ʋ e z n o,0,bezvezno,0
{hbs}bezvoljan,b ê z ʋ oː ʎ a n,0,bezvoljan,0
{hbs}bezvrijedan,b ê z ʋ r i j e d a n,0,bezvrijedan,0
{hbs}bezvrijedno,b ê z ʋ r j e d n o,0,bezvrijedno,0
{hbs}bešćutnost,b ě ʃ t͡ɕ u t n oː s t,0,bešćutnost,0
{hbs}biber,b ǐ b e r,0,biber,0
{hbs}biblija,b ǐ b l i j a,0,biblija,0
{hbs}biblioteka,b i b l i o t ěː k a,0,biblioteka,0
{hbs}bibliotekarstvo,b i b l i o t e k ǎː r s t ʋ o,0,bibliotekarstvo,0
{hbs}biceps,b ǐ t͡s e p s,0,biceps,0
{hbs}biciklist,b i t͡s ǐ k l i s t,0,biciklist,0
{hbs}biciklizam,b i t͡s i k l ǐ z a m,0,biciklizam,0
{hbs}bijedan,b i j êː d a n,0,bijedan,0
{hbs}bijedno,b j êː d n o,0,bijedno,0
{hbs}bijeg,b j êː ɡ,0,bijeg,0
{hbs}bijel,b j êː l,0,bijel,0
{hbs}bijes,b j êː s,0,bijes,0
{hbs}bijesan,b j ěː s a n,0,bijesan,0
{hbs}bijesno,b j êː s n o,0,bijesno,0
{hbs}bile,b ǐ l e,0,bile,0
{hbs}bilijun,b i l ǐ j uː n,0,bilijun,0
{hbs}biljar,b ǐ ʎ aː r,0,biljar,0
{hbs}bilje,b îː ʎ e,0,bilje,0
{hbs}biljeg,b ǐ ʎ e ɡ,0,biljeg,0
{hbs}bilježiti,b ǐ ʎ e ʒ i t i,0,bilježiti,0
{hbs}bilježnica,b ǐ ʎ e ʒ n i t͡s a,0,bilježnica,0
{hbs}bilježnik,b ǐ ʎ e ʒ n iː k,0,bilježnik,0
{hbs}biljka,b îː ʎ k a,0,biljka,0
{hbs}biljni,b îː ʎ n iː,0,biljni,0
{hbs}biljojed,b î ʎ o j eː d,0,biljojed,0
{hbs}bilo,b î l o,0,bilo,0
{hbs}bilten,b ǐ l t eː n,0,bilten,0
{hbs}biokemija,b i o k ěː m i j a,0,biokemija,0
{hbs}biokemijski,b i o k ěː m iː j s k iː,0,biokemijski,0
{hbs}biolog,b i ǒ l o ɡ,0,biolog,0
{hbs}birati,b ǐː r a t i,0,birati,0
{hbs}birač,b ǐ r aː t͡ʃ,0,birač,0
{hbs}birački,b ǐ r aː t͡ʃ k iː,0,birački,0
{hbs}biskup,b î s k u p,0,biskup,0
{hbs}biskvit,b ǐ s k ʋ iː t,0,biskvit,0
{hbs}bista,b î s t a,0,bista,0
{hbs}bistar,b î s t a r,0,bistar,0
{hbs}bitan,b î t a n,0,bitan,0
{hbs}biter,b ǐ t e r,0,biter,0
{hbs}biti,b î t i,0,biti,0
{hbs}bitka,b î t k a,0,bitka,0
{hbs}bitno,b î t n o,0,bitno,0
{hbs}bivši,b îː ʋ ʃ iː,0,bivši,0
{hbs}bizantski,b ǐ z a n t s k iː,0,bizantski,0
{hbs}bizaran,b î z aː r a n,0,bizaran,0
{hbs}biće,b ǐː t͡ɕ e,0,biće,0
{hbs}bič,b î t͡ʃ,0,bič,0
{hbs}bičak,b î t͡ʃ aː k,0,bičak,0
