merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{fre}acquisition,a k i z i s j ɔ̃,0,acquisition,0
{fre}acquitter,a k i t e,0,acquitter,0
{fre}acquitté,a k i t e,0,acquitté,0
{fre}acquéreur,a k e ʁ œ ʁ,0,acquéreur,0
{fre}acrobatique,a k ʁ ɔ b a t i k,0,acrobatique,0
{fre}acte,a k t,0,acte,0
{fre}actes,a k t,0,actes,0
{fre}acteur,a k t œ ʁ,0,acteur,0
{fre}action,a k s j ɔ̃,0,action,0
{fre}actionnaire,a k s j ɔ n ɛ ʁ,0,actionnaire,0
{fre}activaient,a k t i v ɛ,0,activaient,0
{fre}activation,a k t i v a s j ɔ̃,0,activation,0
{fre}activement,a k t i v m ɑ̃,0,activement,0
{fre}activent,a k t i v,0,activent,0
{fre}actives,a k t i v,0,actives,0
{fre}activité,a k t i v i t e,0,activité,0
{fre}activés,a k t i v e,0,activés,0
{fre}actrice,a k t ʁ i s,0,actrice,0
{fre}actuaires,a k t ɥ ɛ ʁ,0,actuaires,0
{fre}actuel,a k t ɥ ɛ l,0,actuel,0
{fre}actuelle,a k t ɥ ɛ l,0,actuelle,0
{fre}actuellement,a k t ɥ ɛ l m ɑ̃,0,actuellement,0
{fre}actuelles,a k t ɥ ɛ l,0,actuelles,0
{fre}actuels,a k t ɥ ɛ l,0,actuels,0
{fre}acuité,a k ɥ i t e,0,acuité,0
{fre}acéré,a s e ʁ e,0,acéré,0
{fre}adam,a d ɑ̃,0,adam,0
{fre}adapter,a d a p t e,0,adapter,0
{fre}adapté,a d a p t e,0,adapté,0
{fre}addition,a d i s j ɔ̃,0,addition,0
{fre}adhérent,a d e ʁ ɑ̃,0,adhérent,0
{fre}adhérents,a d e ʁ ɑ̃,0,adhérents,0
{fre}adhésion,a d e z j ɔ̃,0,adhésion,0
{fre}adjoindre,a d ʒ w ɛ̃ d ʁ,0,adjoindre,0
{fre}adjoint,a d ʒ w ɛ̃,0,adjoint,0
{fre}adjudication,a d ʒ y d i k a s j ɔ̃,0,adjudication,0
{fre}adjuge,a d ʒ y ʒ,0,adjuge,0
{fre}adjugeait,a d ʒ y ʒ ɛ,0,adjugeait,0
{fre}adjugé,a d ʒ y ʒ e,0,adjugé,0
{fre}administrateur,a d m i n i s t ʁ a t œ ʁ,0,administrateur,0
{fre}administratif,a d m i n i s t ʁ a t i f,0,administratif,0
{fre}administration,a d m i n i s t ʁ a s j ɔ̃,0,administration,0
{fre}administratrice,a d m i n i s t ʁ a t ʁ i s,0,administratrice,0
{fre}admirable,a d m i ʁ a b l,0,admirable,0
{fre}admission,a d m i s j ɔ̃,0,admission,0
{fre}adn,a d e ɛ n,0,adn,0
{fre}ado,a d o,0,ado,0
{fre}adobe,a d ɔ b,0,adobe,0
{fre}adolescent,a d ɔ l ɛ s ɑ̃,0,adolescent,0
{fre}adolescente,a d ɔ l ɛ s ɑ̃ t,0,adolescente,0
{fre}adopta,a d ɔ p t a,0,adopta,0
{fre}adopte,a d ɔ p t,0,adopte,0
{fre}adopter,a d ɔ p t e,0,adopter,0
{fre}adoption,a d ɔ p s j ɔ̃,0,adoption,0
{fre}adorable,a d ɔ ʁ a b l,0,adorable,0
{fre}adorais,a d ɔ ʁ ɛ,0,adorais,0
{fre}adore,a d ɔ ʁ,0,adore,0
{fre}adorez,a d ɔ ʁ e,0,adorez,0
{fre}adorée,a d ɔ ʁ e,0,adorée,0
{fre}adouci,a d u s i,0,adouci,0
{fre}adoucis,a d u s i,0,adoucis,0
{fre}adresse,a d ʁ ɛ s,0,adresse,0
{fre}adresses,a d ʁ ɛ s,0,adresses,0
{fre}adrien,a d ʁ i j ɛ̃,0,adrien,0
{fre}adultère,a d y l t ɛ ʁ,0,adultère,0
{fre}adversaire,a d v ɛ ʁ s ɛ ʁ,0,adversaire,0
{fre}adèle,a d ɛ l,0,adèle,0
{fre}adéquat,a d e k w a,0,adéquat,0
{fre}adéquats,a d e k w a,0,adéquats,0
{fre}affable,a f a b l,0,affable,0
{fre}affaire,a f ɛ ʁ,0,affaire,0
{fre}affaires,a f ɛ ʁ,0,affaires,0
{fre}affectueusement,a f ɛ k t ɥ ø z m ɑ̃,0,affectueusement,0
{fre}affichage,a f i ʃ a ʒ,0,affichage,0
{fre}affiche,a f i ʃ,0,affiche,0
{fre}afficher,a f i ʃ e,0,afficher,0
{fre}affinage,a f i n a ʒ,0,affinage,0
{fre}affirmait,a f i ʁ m ɛ,0,affirmait,0
{fre}affirmant,a f i ʁ m ɑ̃,0,affirmant,0
{fre}affirmation,a f i ʁ m a s j ɔ̃,0,affirmation,0
{fre}affirmative,a f i ʁ m a t i v,0,affirmative,0
{fre}affirme,a f i ʁ m,0,affirme,0
{fre}affirment,a f i ʁ m,0,affirment,0
{fre}affirmer,a f i ʁ m e,0,affirmer,0
{fre}affirmé,a f i ʁ m e,0,affirmé,0
{fre}affirmés,a f i ʁ m e,0,affirmés,0
{fre}affluer,a f l y e,0,affluer,0
{fre}afflux,a f l y,0,afflux,0
{fre}affolant,a f ɔ l ɑ̃,0,affolant,0
{fre}affranchir,a f ʁ ɑ̃ ʃ i ʁ,0,affranchir,0
{fre}affrontement,a f ʁ ɔ̃ t m ɑ̃,0,affrontement,0
{fre}affronter,a f ʁ ɔ̃ t e,0,affronter,0
{fre}affûter,a f y t e,0,affûter,0
{fre}afghan,a f ɡ ɑ̃,0,afghan,0
{fre}afghanistan,a f ɡ a n i s t ɑ̃,0,afghanistan,0
{fre}afin,a f ɛ̃,0,afin,0
{fre}africaine,a f ʁ i k ɛ n,0,africaine,0
{fre}afrique,a f ʁ i k,0,afrique,0
{fre}agace,a ɡ a s,0,agace,0
{fre}agen,a ʒ ɛ̃,0,agen,0
{fre}agence,a ʒ ɑ̃ s,0,agence,0
{fre}agenda,a ʒ ɛ̃ d a,0,agenda,0
{fre}agent,a ʒ ɑ̃,0,agent,0
{fre}agglomération,a ɡ l ɔ m e ʁ a s j ɔ̃,0,agglomération,0
{fre}aggravant,a ɡ ʁ a v ɑ̃,0,aggravant,0
{fre}agile,a ʒ i l,0,agile,0
{fre}agir,a ʒ i ʁ,0,agir,0
{fre}agissant,a ʒ i s ɑ̃,0,agissant,0
{fre}agitation,a ʒ i t a s j ɔ̃,0,agitation,0
{fre}agneau,a ɲ o,0,agneau,0
{fre}agrandi,a ɡ ʁ ɑ̃ d i,0,agrandi,0
{fre}agrandir,a ɡ ʁ ɑ̃ d i ʁ,0,agrandir,0
{fre}agrandirai,a ɡ ʁ ɑ̃ d i ʁ e,0,agrandirai,0
{fre}agresser,a ɡ ʁ ɛ s e,0,agresser,0
{fre}agressif,a ɡ ʁ ɛ s i f,0,agressif,0
{fre}agression,a ɡ ʁ ɛ s j ɔ̃,0,agression,0
{fre}agressive,a ɡ ʁ ɛ s i v,0,agressive,0
{fre}agricole,a ɡ ʁ i k ɔ l,0,agricole,0
{fre}agriculture,a ɡ ʁ i k y l t y ʁ,0,agriculture,0
{fre}agréable,a ɡ ʁ e a b l,0,agréable,0
{fre}agréablement,a ɡ ʁ e a b l ə m ɑ̃,0,agréablement,0
{fre}agrément,a ɡ ʁ e m ɑ̃,0,agrément,0
{fre}aigle,ɛ ɡ l,0,aigle,0
{fre}aigriras,ɛ ɡ ʁ i ʁ ɑ,0,aigriras,0
{fre}aile,ɛ l,0,aile,0
{fre}aileron,ɛ l ʁ ɔ̃,0,aileron,0
{fre}ailes,ɛ l,0,ailes,0
{fre}ailier,ɛ l j e,0,ailier,0
{fre}aille,a j,0,aille,0
{fre}aimable,ɛ m a b l,0,aimable,0
{fre}aimables,ɛ m a b l,0,aimables,0
{fre}ainsi,ɛ̃ s i,0,ainsi,0
{fre}air,ɛ ʁ,0,air,0
{fre}aire,ɛ ʁ,0,aire,0
{fre}aisance,ɛ z ɑ̃ s,0,aisance,0
{fre}aisne,ɛ n,0,aisne,0
{fre}ajouter,a ʒ u t e,0,ajouter,0
{fre}ajouté,a ʒ u t e,0,ajouté,0
{fre}ajuster,a ʒ y s t e,0,ajuster,0
{fre}alain,a l ɛ̃,0,alain,0
{fre}alangui,a l ɑ̃ ɡ i,0,alangui,0
{fre}alarmantes,a l a ʁ m ɑ̃ t,0,alarmantes,0
{fre}alarme,a l a ʁ m,0,alarme,0
{fre}alarmer,a l a ʁ m e,0,alarmer,0
{fre}alban,a l b ɑ̃,0,alban,0
{fre}albert,a l b ɛ ʁ,0,albert,0
{fre}alberta,a l b ɛ ʁ t a,0,alberta,0
{fre}albi,a l b i,0,albi,0
{fre}album,a l b ɔ m,0,album,0
{fre}alcool,a l k ɔ l,0,alcool,0
{fre}alcools,a l k ɔ l,0,alcools,0
{fre}alentour,a l ɑ̃ t u ʁ,0,alentour,0
{fre}alerte,a l ɛ ʁ t,0,alerte,0
{fre}alerter,a l ɛ ʁ t e,0,alerter,0
{fre}alex,a l ɛ k s,0,alex,0
{fre}alexandra,a l ɛ k s ɑ̃ d ʁ a,0,alexandra,0
{fre}alexandre,a l ɛ k s ɑ̃ d ʁ,0,alexandre,0
{fre}alexia,a l ɛ k s i a,0,alexia,0
{fre}alexis,a l ɛ k s i,0,alexis,0
{fre}alger,a l ʒ e,0,alger,0
{fre}alice,a l i s,0,alice,0
{fre}aligner,a l i ɲ e,0,aligner,0
{fre}aligné,a l i ɲ e,0,aligné,0
{fre}alignées,a l i ɲ e,0,alignées,0
{fre}aliment,a l i m ɑ̃,0,aliment,0
{fre}alimentaire,a l i m ɑ̃ t ɛ ʁ,0,alimentaire,0
{fre}alimentation,a l i m ɑ̃ t a s j ɔ̃,0,alimentation,0
{fre}alimentations,a l i m ɑ̃ t a s j ɔ̃,0,alimentations,0
{fre}aliénation,a l j e n a s j ɔ̃,0,aliénation,0
{fre}allaient,a l ɛ,0,allaient,0
{fre}allait,a l ɛ,0,allait,0
{fre}allemagne,a l m a ɲ,0,allemagne,0
{fre}aller,a l e,0,aller,0
{fre}allergique,a l ɛ ʁ ʒ i k,0,allergique,0
{fre}allez,a l e,0,allez,0
{fre}alliacé,a l j a s e,0,alliacé,0
{fre}alliance,a l j ɑ̃ s,0,alliance,0
{fre}allier,a l j e,0,allier,0
{fre}allions,a l j ɔ̃,0,allions,0
{fre}allonger,a l ɔ̃ ʒ e,0,allonger,0
{fre}allons,a l ɔ̃,0,allons,0
{fre}allouer,a l w e,0,allouer,0
{fre}allumer,a l y m e,0,allumer,0
{fre}allumé,a l y m e,0,allumé,0
{fre}allure,a l y ʁ,0,allure,0
{fre}allusion,a l y z j ɔ̃,0,allusion,0
{fre}allègre,a l ɛ ɡ ʁ,0,allègre,0
{fre}allé,a l e,0,allé,0
{fre}allécher,a l e ʃ e,0,allécher,0
{fre}allée,a l e,0,allée,0
{fre}alouettes,a l w ɛ t,0,alouettes,0
{fre}alpes,a l p,0,alpes,0
{fre}alpha,a l f a,0,alpha,0
{fre}alphonse,a l f ɔ̃ s,0,alphonse,0
{fre}alpin,a l p ɛ̃,0,alpin,0
{fre}alsacien,a l z a s j ɛ̃,0,alsacien,0
{fre}altercation,a l t ɛ ʁ k a s j ɔ̃,0,altercation,0
{fre}alternatif,a l t ɛ ʁ n a t i f,0,alternatif,0
{fre}altitude,a l t i t y d,0,altitude,0
{fre}aluminerie,a l y m i n ʁ i,0,aluminerie,0
{fre}aluminium,a l y m i n j ɔ m,0,aluminium,0
{fre}aléatoires,a l e a t w a ʁ,0,aléatoires,0
{fre}amalgame,a m a l ɡ a m,0,amalgame,0
{fre}amanda,a m ɑ̃ d a,0,amanda,0
{fre}amant,a m ɑ̃,0,amant,0
{fre}amassent,a m a s,0,amassent,0
{fre}amasser,a m ɑ s e,0,amasser,0
{fre}amassé,a m a s e,0,amassé,0
{fre}amateur,a m a t œ ʁ,0,amateur,0
{fre}amazonie,a m a z ɔ n i,0,amazonie,0
{fre}ambassade,ɑ̃ b a s a d,0,ambassade,0
{fre}ambassadeur,ɑ̃ b a s a d œ ʁ,0,ambassadeur,0
{fre}ambassadrice,ɑ̃ b a s a d ʁ i s,0,ambassadrice,0
{fre}ambiance,ɑ̃ b j ɑ̃ s,0,ambiance,0
{fre}ambigu,ɑ̃ b i ɡ y,0,ambigu,0
{fre}ambigüité,ɑ̃ b i ɡ ɥ i t e,0,ambigüité,0
{fre}ambitieux,ɑ̃ b i s j ø,0,ambitieux,0
{fre}ambition,ɑ̃ b i s j ɔ̃,0,ambition,0
{fre}ambra,ɑ̃ b ʁ a,0,ambra,0
{fre}ambroisie,ɑ̃ b ʁ w a z i,0,ambroisie,0
{fre}ambulante,ɑ̃ b y l ɑ̃ t,0,ambulante,0
{fre}amende,a m ɑ̃ d,0,amende,0
{fre}amendement,a m ɑ̃ d m ɑ̃,0,amendement,0
{fre}amener,a m n e,0,amener,0
{fre}amer,a m ɛ ʁ,0,amer,0
{fre}amertume,a m ɛ ʁ t y m,0,amertume,0
{fre}ami,a m i,0,ami,0
{fre}amiable,a m j a b l,0,amiable,0
{fre}amical,a m i k a l,0,amical,0
{fre}amicale,a m i k a l,0,amicale,0
{fre}amiens,a m j ɛ̃,0,amiens,0
{fre}amies,a m i,0,amies,0
{fre}amincirais,a m ɛ̃ s i ʁ ɛ,0,amincirais,0
{fre}amiral,a m i ʁ a l,0,amiral,0
{fre}amis,a m i,0,amis,0
{fre}amitiés,a m i t j e,0,amitiés,0
{fre}ammonium,a m ɔ n j ɔ m,0,ammonium,0
{fre}amont,a m ɔ̃,0,amont,0
{fre}amorti,a m ɔ ʁ t i,0,amorti,0
{fre}amortir,a m ɔ ʁ t i ʁ,0,amortir,0
{fre}amour,a m u ʁ,0,amour,0
{fre}amoureux,a m u ʁ ø,0,amoureux,0
{fre}amphithéâtre,ɑ̃ f i t e ɑ t ʁ,0,amphithéâtre,0
{fre}ample,ɑ̃ p l,0,ample,0
{fre}amputer,ɑ̃ p y t e,0,amputer,0
{fre}amusant,a m y z ɑ̃,0,amusant,0
{fre}amuse,a m y z,0,amuse,0
{fre}amuser,a m y z e,0,amuser,0
{fre}amène,a m ɛ n,0,amène,0
{fre}améliorer,a m e l j ɔ ʁ e,0,améliorer,0
{fre}aménagez,a m e n a ʒ e,0,aménagez,0
{fre}américaine,a m e ʁ i k ɛ n,0,américaine,0
{fre}amérique,a m e ʁ i k,0,amérique,0
{fre}anachronisme,a n a k ʁ ɔ n i z m,0,anachronisme,0
{fre}analyse,a n a l i z,0,analyse,0
{fre}analyser,a n a l i z e,0,analyser,0
{fre}analyses,a n a l i z,0,analyses,0
{fre}analyste,a n a l i s t,0,analyste,0
{fre}analystes,a n a l i s t,0,analystes,0
{fre}anatomie,a n a t ɔ m i,0,anatomie,0
{fre}ancien,ɑ̃ s j ɛ̃,0,ancien,0
{fre}ancienne,ɑ̃ s j ɛ n,0,ancienne,0
{fre}ancrage,ɑ̃ k ʁ a ʒ,0,ancrage,0
{fre}ancêtre,ɑ̃ s ɛ t ʁ,0,ancêtre,0
{fre}andalousie,ɑ̃ d a l u z i,0,andalousie,0
{fre}andes,ɑ̃ d,0,andes,0
{fre}andorre,ɑ̃ d ɔ ʁ,0,andorre,0
{fre}andré,ɑ̃ d ʁ e,0,andré,0
{fre}ange,ɑ̃ ʒ,0,ange,0
{fre}angers,ɑ̃ ʒ e,0,angers,0
{fre}angle,ɑ̃ ɡ l,0,angle,0
{fre}angleterre,ɑ̃ ɡ l ə t ɛ ʁ,0,angleterre,0
{fre}anglicane,ɑ̃ ɡ l i k a n,0,anglicane,0
{fre}anglicans,ɑ̃ ɡ l i k ɑ̃,0,anglicans,0
{fre}angoisse,ɑ̃ ɡ w a s,0,angoisse,0
{fre}angoulême,ɑ̃ ɡ u l ɛ m,0,angoulême,0
{fre}animal,a n i m a l,0,animal,0
{fre}animale,a n i m a l,0,animale,0
{fre}animales,a n i m a l,0,animales,0
{fre}animateur,a n i m a t œ ʁ,0,animateur,0
{fre}animaux,a n i m o,0,animaux,0
{fre}anime,a n i m,0,anime,0
{fre}animer,a n i m e,0,animer,0
{fre}animé,a n i m e,0,animé,0
{fre}ankara,ɑ̃ k a ʁ a,0,ankara,0
{fre}anna,a n a,0,anna,0
{fre}annales,a n a l,0,annales,0
{fre}anneau,a n o,0,anneau,0
{fre}anneaux,a n o,0,anneaux,0
{fre}annecy,a n s i,0,annecy,0
{fre}annette,a n ɛ t,0,annette,0
{fre}annonce,a n ɔ̃ s,0,annonce,0
{fre}annoncer,a n ɔ̃ s e,0,annoncer,0
{fre}annuel,a n ɥ ɛ l,0,annuel,0
{fre}annuellement,a n ɥ ɛ l m ɑ̃,0,annuellement,0
{fre}annulation,a n y l a s j ɔ̃,0,annulation,0
{fre}annule,a n y l,0,annule,0
{fre}annuler,a n y l e,0,annuler,0
{fre}annuleras,a n y l ʁ ɑ,0,annuleras,0
{fre}années,a n e,0,années,0
{fre}anodin,a n ɔ d ɛ̃,0,anodin,0
{fre}anonymat,a n ɔ n i m a,0,anonymat,0
{fre}anonyme,a n ɔ n i m,0,anonyme,0
{fre}anse,ɑ̃ s,0,anse,0
{fre}antenne,ɑ̃ t ɛ n,0,antenne,0
{fre}anthropologie,ɑ̃ t ʁ ɔ p ɔ l ɔ ʒ i,0,anthropologie,0
{fre}anthropologue,ɑ̃ t ʁ ɔ p ɔ l ɔ ɡ,0,anthropologue,0
{fre}antibactérien,ɑ̃ t i b a k t e ʁ j ɛ̃,0,antibactérien,0
{fre}antibiotique,ɑ̃ t i b j ɔ t i k,0,antibiotique,0
{fre}anticipation,ɑ̃ t i s i p a s j ɔ̃,0,anticipation,0
{fre}antihémorroïdale,ɑ̃ t i e m ɔ ʁ ɔ i d a l,0,antihémorroïdale,0
{fre}antilles,ɑ̃ t i j,0,antilles,0
{fre}antivols,ɑ̃ t i v ɔ l,0,antivols,0
{fre}antoine,ɑ̃ t w a n,0,antoine,0
{fre}antre,ɑ̃ t ʁ,0,antre,0
{fre}anus,a n y s,0,anus,0
{fre}anéantir,a n e ɑ̃ t i ʁ,0,anéantir,0
{fre}anéantissement,a n e ɑ̃ t i s m ɑ̃,0,anéantissement,0
{fre}anéantîtes,a n e ɑ̃ t i t,0,anéantîtes,0
{fre}aoûtien,a u s j ɛ̃,0,aoûtien,0
{fre}apache,a p a ʃ,0,apache,0
{fre}apercevoir,a p ɛ ʁ s ə v w a ʁ,0,apercevoir,0
{fre}aperçu,a p ɛ ʁ s y,0,aperçu,0
{fre}apeuré,a p œ ʁ e,0,apeuré,0
{fre}aphone,a f o n,0,aphone,0
{fre}apogée,a p ɔ ʒ e,0,apogée,0
{fre}apollinienne,a p ɔ l i n j ɛ n,0,apollinienne,0
{fre}apologie,a p ɔ l ɔ ʒ i,0,apologie,0
{fre}apostrophe,a p ɔ s t ʁ ɔ f,0,apostrophe,0
{fre}apparaître,a p a ʁ ɛ t ʁ,0,apparaître,0
{fre}appareil,a p a ʁ ɛ j,0,appareil,0
{fre}apparemment,a p a ʁ a m ɑ̃,0,apparemment,0
{fre}apparence,a p a ʁ ɑ̃ s,0,apparence,0
{fre}apparences,a p a ʁ ɑ̃ s,0,apparences,0
{fre}apparent,a p a ʁ ɑ̃,0,apparent,0
{fre}apparenté,a p a ʁ ɑ̃ t e,0,apparenté,0
{fre}apparition,a p a ʁ i s j ɔ̃,0,apparition,0
{fre}appartement,a p a ʁ t ə m ɑ̃,0,appartement,0
{fre}appartenir,a p a ʁ t ə n i ʁ,0,appartenir,0
{fre}appel,a p ɛ l,0,appel,0
{fre}appelait,a p l ɛ,0,appelait,0
{fre}appelant,a p l ɑ̃,0,appelant,0
{fre}appeler,a p ə l e,0,appeler,0
{fre}appellation,a p ɛ l a s j ɔ̃,0,appellation,0
{fre}appelle,a p ɛ l,0,appelle,0
{fre}applicable,a p l i k a b l,0,applicable,0
{fre}application,a p l i k a s j ɔ̃,0,application,0
{fre}appliquer,a p l i k e,0,appliquer,0
{fre}appliqué,a p l i k e,0,appliqué,0
{fre}apport,a p ɔ ʁ,0,apport,0
{fre}apporter,a p ɔ ʁ t e,0,apporter,0
{fre}approprier,a p ʁ ɔ p ʁ i j e,0,approprier,0
{fre}approprié,a p ʁ ɔ p ʁ i j e,0,approprié,0
{fre}approuver,a p ʁ u v e,0,approuver,0
{fre}approvisionner,a p ʁ ɔ v i z j ɔ n e,0,approvisionner,0
{fre}approximatif,a p ʁ ɔ k s i m a t i f,0,approximatif,0
{fre}approximativement,a p ʁ ɔ k s i m a t i v m ɑ̃,0,approximativement,0
{fre}apprécier,a p ʁ e s j e,0,apprécier,0
{fre}appréhender,a p ʁ e ɑ̃ d e,0,appréhender,0
{fre}appréhension,a p ʁ e ɑ̃ s j ɔ̃,0,appréhension,0
{fre}appui,a p ɥ i,0,appui,0
{fre}appâtasses,a p a t a s,0,appâtasses,0
{fre}aptes,a p t,0,aptes,0
{fre}aptitude,a p t i t y d,0,aptitude,0
{fre}apura,a p y ʁ a,0,apura,0
{fre}apéro,a p e ʁ o,0,apéro,0
{fre}apéros,a p e ʁ o,0,apéros,0
{fre}apôtres,a p o t ʁ,0,apôtres,0
{fre}aquitaine,a k i t ɛ n,0,aquitaine,0
{fre}arabe,a ʁ a b,0,arabe,0
{fre}arabica,a ʁ a b i k a,0,arabica,0
{fre}arabie,a ʁ a b i,0,arabie,0
{fre}araignée,a ʁ ɛ ɲ e,0,araignée,0
{fre}arbitraire,a ʁ b i t ʁ ɛ ʁ,0,arbitraire,0
{fre}arbitral,a ʁ b i t ʁ a l,0,arbitral,0
{fre}arbitre,a ʁ b i t ʁ,0,arbitre,0
{fre}arbre,a ʁ b ʁ,0,arbre,0
{fre}arcade,a ʁ k a d,0,arcade,0
{fre}archaïque,a ʁ k a i k,0,archaïque,0
{fre}archimède,a ʁ ʃ i m ɛ d,0,archimède,0
{fre}archipel,a ʁ ʃ i p ɛ l,0,archipel,0
{fre}archéologique,a ʁ k e ɔ l ɔ ʒ i k,0,archéologique,0
{fre}ardemment,a ʁ d a m ɑ̃,0,ardemment,0
{fre}ardent,a ʁ d ɑ̃,0,ardent,0
{fre}ardu,a ʁ d y,0,ardu,0
{fre}argent,a ʁ ʒ ɑ̃,0,argent,0
{fre}argentan,a ʁ ʒ ɑ̃ t ɑ̃,0,argentan,0
{fre}argentine,a ʁ ʒ ɑ̃ t i n,0,argentine,0
{fre}argile,a ʁ ʒ i l,0,argile,0
{fre}ariane,a ʁ j a n,0,ariane,0
{fre}arles,a ʁ l,0,arles,0
{fre}arlette,a ʁ l ɛ t,0,arlette,0
{fre}armand,a ʁ m ɑ̃,0,armand,0
{fre}arme,a ʁ m,0,arme,0
