merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{arm}ակնթարթ,ɑ k ə n tʰ ɑ ɾ tʰ,0,ակնթարթ,0
{arm}ակնկալիք,ɑ k ə ŋ k ɑ l i kʰ,0,ակնկալիք,0
{arm}ակնհայտ,ɑ k ə n h ɑ j t,0,ակնհայտ,0
{arm}ակնոց,ɑ k n ɔ t͡sʰ,0,ակնոց,0
{arm}ակոս,ɑ k ɔ s,0,ակոս,0
{arm}ակորդեոն,ɑ k ɔ ɾ d ɛ ɔ n,0,ակորդեոն,0
{arm}ակութ,ɑ k u tʰ,0,ակութ,0
{arm}ակունք,ɑ k u ŋ kʰ,0,ակունք,0
{arm}ակտիվ,ɑ k t i v,0,ակտիվ,0
{arm}ակտիվորեն,ɑ k t i v ɔ ɾ ɛ n,0,ակտիվորեն,0
{arm}ահ,ɑ h,0,ահ,0
{arm}ահաբեկում,ɑ h ɑ b ɛ k u m,0,ահաբեկում,0
{arm}ահաբեկչական,ɑ h ɑ b ɛ k t͡ʃʰ ɑ k ɑ n,0,ահաբեկչական,0
{arm}ահաբեկչություն,ɑ h ɑ b ɛ k t͡ʃʰ u tʰ j u n,0,ահաբեկչություն,0
{arm}ահագին,ɑ h ɑ ɡ i n,0,ահագին,0
{arm}ահագնանալ,ɑ h ɑ ɡ n ɑ n ɑ l,0,ահագնանալ,0
{arm}ահազանգում,ɑ h ɑ z ɑ ŋ ɡ u m,0,ահազանգում,0
{arm}ահազդու,ɑ h ɑ z d u,0,ահազդու,0
{arm}ահարոն,ɑ h ɑ ɾ ɔ n,0,ահարոն,0
{arm}ահեղ,ɑ h ɛ ʁ,0,ահեղ,0
{arm}աղ,ɑ ʁ,0,աղ,0
{arm}աղա,ɑ ʁ ɑ,0,աղա,0
{arm}աղաթոն,ɑ ʁ ɑ tʰ ɔ n,0,աղաթոն,0
{arm}աղալ,ɑ ʁ ɑ l,0,աղալ,0
{arm}աղախին,ɑ ʁ ɑ χ i n,0,աղախին,0
{arm}աղաղակ,ɑ ʁ ɑ ʁ ɑ k,0,աղաղակ,0
{arm}աղաղակել,ɑ ʁ ɑ ʁ ɑ k ɛ l,0,աղաղակել,0
{arm}աղանդավոր,ɑ ʁ ɑ n d ɑ v ɔ ɾ,0,աղանդավոր,0
{arm}աղանդավորական,ɑ ʁ ɑ n d ɑ v ɔ ɾ ɑ k ɑ n,0,աղանդավորական,0
{arm}աղանդավորություն,ɑ ʁ ɑ n d ɑ v ɔ ɾ u tʰ j u n,0,աղանդավորություն,0
{arm}աղաչել,ɑ ʁ ɑ t͡ʃʰ ɛ l,0,աղաչել,0
{arm}աղասի,ɑ ʁ ɑ s i,0,աղասի,0
{arm}աղավաղել,ɑ ʁ ɑ v ɑ ʁ ɛ l,0,աղավաղել,0
{arm}աղավնի,ɑ ʁ ɑ v n i,0,աղավնի,0
{arm}աղբ,ɑ χ p,0,աղբ,0
{arm}աղբաման,ɑ ʁ b ɑ m ɑ n,0,աղբաման,0
{arm}աղբանոց,ɑ χ p ɑ n ɔ t͡sʰ,0,աղբանոց,0
{arm}աղբերակ,ɑ χ p ɛ ɾ ɑ k,0,աղբերակ,0
{arm}աղբյուր,ɑ χ p j u ɾ,0,աղբյուր,0
{arm}աղդամ,ɑ ʁ d ɑ m,0,աղդամ,0
{arm}աղեկ,ɑ ʁ ɛ k,0,աղեկ,0
{arm}աղեղ,ɑ ʁ ɛ ʁ,0,աղեղ,0
{arm}աղերս,ɑ ʁ ɛ ɾ s,0,աղերս,0
{arm}աղերսել,ɑ ʁ ɛ ɾ s ɛ l,0,աղերսել,0
{arm}աղի,ɑ ʁ i,0,աղի,0
{arm}աղիճ,ɑ ʁ i t͡ʃ,0,աղիճ,0
{arm}աղիողորմ,ɑ ʁ i ɔ ʁ ɔ ɾ m,0,աղիողորմ,0
{arm}աղիք,ɑ ʁ i kʰ,0,աղիք,0
{arm}աղխ,ɑ χː,0,աղխ,0
{arm}աղճատել,ɑ χ t͡ʃ ɑ t ɛ l,0,աղճատել,0
{arm}աղմկել,ɑ ʁ m ə k ɛ l,0,աղմկել,0
{arm}աղմուկ,ɑ ʁ m u k,0,աղմուկ,0
{arm}աղյուս,ɑ ʁ j u s,0,աղյուս,0
{arm}աղյուսակ,ɑ ʁ j u s ɑ k,0,աղյուսակ,0
{arm}աղյուսե,ɑ ʁ j u s ɛ,0,աղյուսե,0
{arm}աղոթք,ɑ ʁ ɔ tʰ kʰ,0,աղոթք,0
{arm}աղու,ɑ ʁ u,0,աղու,0
{arm}աղունիկ,ɑ ʁ u n i k,0,աղունիկ,0
{arm}աղջամուղջ,ɑ ʁ d͡ʒ ɑ m u ʁ d͡ʒ,0,աղջամուղջ,0
{arm}աղջիկ,ɑ χ t͡ʃʰ i k,0,աղջիկ,0
{arm}աղվանք,ɑ ʁ v ɑ ŋ kʰ,0,աղվանք,0
{arm}աղվես,ɑ ʁ v ɛ s,0,աղվես,0
{arm}աղվեսենի,ɑ ʁ v ɛ s ɛ n i,0,աղվեսենի,0
{arm}աղվոր,ɑ ʁ v ɔ ɾ,0,աղվոր,0
{arm}աղտ,ɑ χ t,0,աղտ,0
{arm}աղտոտել,ɑ χ t ɔ t ɛ l,0,աղտոտել,0
{arm}աղցան,ɑ χ t͡sʰ ɑ n,0,աղցան,0
{arm}աղքատ,ɑ χ kʰ ɑ t,0,աղքատ,0
{arm}աղքատները,ɑ χ kʰ ɑ t n ɛ ɾ ə,0,աղքատները,0
{arm}աղքատություն,ɑ χ kʰ ɑ t u tʰ j u n,0,աղքատություն,0
{arm}աճառյան,ɑ t͡ʃ ɑ r j ɑ n,0,աճառյան,0
{arm}աճեմյան,ɑ t͡ʃ ɛ m j ɑ n,0,աճեմյան,0
{arm}աճեցնել,ɑ t͡ʃ ɛ t͡sʰ n ɛ l,0,աճեցնել,0
{arm}աճյուն,ɑ t͡ʃ j u n,0,աճյուն,0
{arm}աճուրդ,ɑ t͡ʃ u ɾ tʰ,0,աճուրդ,0
{arm}աճպարարություն,ɑ t͡ʃ p ɑ ɾ ɑ ɾ u tʰ j u n,0,աճպարարություն,0
{arm}ամ,ɑ m,0,ամ,0
{arm}ամայի,ɑ m ɑ j i,0,ամայի,0
{arm}աման,ɑ m ɑ n,0,աման,0
{arm}ամանոր,ɑ m ɑ n ɔ ɾ,0,ամանոր,0
{arm}ամանորյա,ɑ m ɑ n ɔ ɾ j ɑ,0,ամանորյա,0
{arm}ամաչել,ɑ m ɑ t͡ʃʰ ɛ l,0,ամաչել,0
{arm}ամաչկոտ,ɑ m ɑ t͡ʃʰ k ɔ t,0,ամաչկոտ,0
{arm}ամառ,ɑ m ɑ r,0,ամառ,0
{arm}ամառային,ɑ m ɑ r ɑ j i n,0,ամառային,0
{arm}ամառանոց,ɑ m ɑ r ɑ n ɔ t͡sʰ,0,ամառանոց,0
{arm}ամբակում,ɑ m b ɑ k u m,0,ամբակում,0
{arm}ամբաստանյալ,ɑ m b ɑ s t ɑ n j ɑ l,0,ամբաստանյալ,0
{arm}ամբաստանք,ɑ m b ɑ s t ɑ ŋ kʰ,0,ամբաստանք,0
{arm}ամբար,ɑ m b ɑ ɾ,0,ամբար,0
{arm}ամբարիշտ,ɑ m b ɑ ɾ i ʃ t,0,ամբարիշտ,0
{arm}ամբարտակ,ɑ m b ɑ ɾ t ɑ k,0,ամբարտակ,0
{arm}ամբարտավանություն,ɑ m b ɑ ɾ t ɑ v ɑ n u tʰ j u n,0,ամբարտավանություն,0
{arm}ամբոխ,ɑ m b ɔ χ,0,ամբոխ,0
{arm}ամբողջ,ɑ m b ɔ χ t͡ʃʰ,0,ամբողջ,0
{arm}ամբողջություն,ɑ m b ɔ χ t͡ʃʰ u tʰ j u n,0,ամբողջություն,0
{arm}ամեն,ɑ m ɛ n,0,ամեն,0
{arm}ամենագետ,ɑ m ɛ n ɑ ɡ ɛ t,0,ամենագետ,0
{arm}ամենազոր,ɑ m ɛ n ɑ z ɔ ɾ,0,ամենազոր,0
{arm}ամենալավ,ɑ m ɛ n ɑ l ɑ v,0,ամենալավ,0
{arm}ամենակալ,ɑ m ɛ n ɑ k ɑ l,0,ամենակալ,0
{arm}ամենամեծ,ɑ m ɛ n ɑ m ɛ t͡s,0,ամենամեծ,0
{arm}ամենայն,ɑ m ɛ n ɑ j n,0,ամենայն,0
{arm}ամենուր,ɑ m ɛ n u ɾ,0,ամենուր,0
{arm}ամերիկա,ɑ m ɛ ɾ i k ɑ,0,ամերիկա,0
{arm}ամերիկական,ɑ m ɛ ɾ i k ɑ k ɑ n,0,ամերիկական,0
{arm}ամերիկայի,ɑ m ɛ ɾ i k ɑ j i,0,ամերիկայի,0
{arm}ամերիկացի,ɑ m ɛ ɾ i k ɑ t͡sʰ i,0,ամերիկացի,0
{arm}ամերիկյան,ɑ m ɛ ɾ i k j ɑ n,0,ամերիկյան,0
{arm}ամերիկուհի,ɑ m ɛ ɾ i k u h i,0,ամերիկուհի,0
{arm}ամիս,ɑ m i s,0,ամիս,0
{arm}ամիրա,ɑ m i ɾ ɑ,0,ամիրա,0
{arm}ամիրյան,ɑ m i ɾ j ɑ n,0,ամիրյան,0
{arm}ամիրսպասալար,ɑ m i ɾ s p ɑ s ɑ l ɑ ɾ,0,ամիրսպասալար,0
{arm}ամն,ɑ m ə n ə,0,ամն,0
{arm}ամնիստիա,ɑ m n i s t j ɑ,0,ամնիստիա,0
{arm}ամոթ,ɑ m ɔ tʰ,0,ամոթ,0
{arm}ամորձիք,ɑ m ɔ ɾ d͡z i kʰ,0,ամորձիք,0
{arm}ամուլ,ɑ m u l,0,ամուլ,0
{arm}ամուսին,ɑ m u s i n,0,ամուսին,0
{arm}ամուսնալուծություն,ɑ m u s n ɑ l u t͡s u tʰ j u n,0,ամուսնալուծություն,0
{arm}ամուսնացած,ɑ m u s n ɑ t͡sʰ ɑ t͡s,0,ամուսնացած,0
{arm}ամուսնություն,ɑ m u s n u tʰ j u n,0,ամուսնություն,0
{arm}ամուր,ɑ m u ɾ,0,ամուր,0
{arm}ամուրի,ɑ m u ɾ i,0,ամուրի,0
{arm}ամսագիր,ɑ m s ɑ ɡ i ɾ,0,ամսագիր,0
{arm}ամսական,ɑ m s ɑ k ɑ n,0,ամսական,0
{arm}ամսեկան,ɑ m s ɛ k ɑ n,0,ամսեկան,0
{arm}ամստերդամ,ɑ m s t ɛ ɾ d ɑ m,0,ամստերդամ,0
{arm}ամրակ,ɑ m ɾ ɑ k,0,ամրակ,0
{arm}ամրակազմ,ɑ m ɾ ɑ k ɑ z m,0,ամրակազմ,0
{arm}ամրապնդում,ɑ m ɾ ɑ p ə n d u m,0,ամրապնդում,0
{arm}ամրոց,ɑ m ɾ ɔ t͡sʰ,0,ամրոց,0
{arm}ամփոփել,ɑ m pʰ ɔ pʰ ɛ l,0,ամփոփել,0
{arm}այբ,ɑ j b,0,այբ,0
{arm}այբբենարան,ɑ j bː ɛ n ɑ ɾ ɑ n,0,այբբենարան,0
{arm}այբուբեն,ɑ j b u b ɛ n,0,այբուբեն,0
{arm}այգաբաց,ɑ j ɡ ɑ b ɑ t͡sʰ,0,այգաբաց,0
{arm}այգեպան,ɑ j ɡ ɛ p ɑ n,0,այգեպան,0
{arm}այգեստան,ɑ j ɡ ɛ s t ɑ n,0,այգեստան,0
{arm}այգի,ɑ j ɡ i,0,այգի,0
{arm}այդուհանդերձ,ɑ j d u h ɑ n d ɛ ɾ t͡sʰ,0,այդուհանդերձ,0
{arm}այդտեղ,ɑ j d t ɛ ʁ,0,այդտեղ,0
{arm}այժմ,ɑ j ʒ ə m,0,այժմ,0
{arm}այժմու,ɑ j ʒ ə m u,0,այժմու,0
{arm}այլ,ɑ j l,0,այլ,0
{arm}այլանդակություն,ɑ j l ɑ n d ɑ k u tʰ j u n,0,այլանդակություն,0
{arm}այլեւայլ,ɑ j l ɛ v ɑ j l,0,այլեւայլ,0
{arm}այլեւայլություն,ɑ j l ɛ v ɑ j l u tʰ j u n,0,այլեւայլություն,0
{arm}այլեւս,ɑ j l ɛ v ə s,0,այլեւս,0
{arm}այլընտրանք,ɑ j l ə n t ɾ ɑ ŋ kʰ,0,այլընտրանք,0
{arm}այլընտրանքային,ɑ j l ə n t ɾ ɑ ŋ kʰ ɑ j i n,0,այլընտրանքային,0
{arm}այծ,ɑ j t͡s,0,այծ,0
{arm}այծենի,ɑ j t͡s ɛ n i,0,այծենի,0
{arm}այծյամ,ɑ j t͡s j ɑ m,0,այծյամ,0
{arm}այնուամենայնիվ,ɑ j n u ɑ m ɛ n ɑ j n i v,0,այնուամենայնիվ,0
{arm}այնուհետեւ,ɑ j n u h ɛ t ɛ v,0,այնուհետեւ,0
{arm}այնպես,ɑ j n p ɛ s,0,այնպես,0
{arm}այնտեղ,ɑ j n t ɛ ʁ,0,այնտեղ,0
{arm}այուբյան,ɑ j u b j ɑ n,0,այուբյան,0
{arm}այսինքն,ɑ j s i ŋ kʰ ə n,0,այսինքն,0
{arm}այսու,ɑ j s u,0,այսու,0
{arm}այսուամենայնիվ,ɑ j s u ɑ m ɛ n ɑ j n i v,0,այսուամենայնիվ,0
{arm}այսուհանդերձ,ɑ j s u h ɑ n d ɛ ɾ t͡sʰ,0,այսուհանդերձ,0
{arm}այսուհետ,ɑ j s u h ɛ t,0,այսուհետ,0
