merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{hun}alapvetően,ɒ l ɒ p v ɛ t øː ɛ n,0,alapvetően,0
{hun}alapítvány,ɒ l ɒ p iː t v aː ɲ,0,alapítvány,0
{hun}alapítványi,ɒ l ɒ p iː t v aː ɲ i,0,alapítványi,0
{hun}alapú,ɒ l ɒ p uː,0,alapú,0
{hun}alatt,ɒ l ɒ tː,0,alatt,0
{hun}albert,ɒ l b ɛ r t,0,albert,0
{hun}album,ɒ l b u m,0,album,0
{hun}albumon,ɒ l b u m o n,0,albumon,0
{hun}albániai,ɒ l b aː n i j ɒ j i,0,albániai,0
{hun}alfa,ɒ l f ɒ,0,alfa,0
{hun}alföldi,ɒ l f ø l d i,0,alföldi,0
{hun}alhat,ɒ l ɦ ɒ t,0,alhat,0
{hun}aligha,ɒ l i k h ɒ,0,aligha,0
{hun}alja,ɒ jː ɒ,0,alja,0
{hun}alján,ɒ jː aː n,0,alján,0
{hun}alka,ɒ l k ɒ,0,alka,0
{hun}alkalmak,ɒ l k ɒ l m ɒ k,0,alkalmak,0
{hun}alkalmas,ɒ l k ɒ l m ɒ ʃ,0,alkalmas,0
{hun}alkalmasnak,ɒ l k ɒ l m ɒ ʃ n ɒ k,0,alkalmasnak,0
{hun}alkalmassá,ɒ l k ɒ l m ɒ ʃː aː,0,alkalmassá,0
{hun}alkalmat,ɒ l k ɒ l m ɒ t,0,alkalmat,0
{hun}alkalmazható,ɒ l k ɒ l m ɒ s h ɒ t oː,0,alkalmazható,0
{hun}alkalmazni,ɒ l k ɒ l m ɒ z n i,0,alkalmazni,0
{hun}alkalmazása,ɒ l k ɒ l m ɒ z aː ʃ ɒ,0,alkalmazása,0
{hun}alkalmazásának,ɒ l k ɒ l m ɒ z aː ʃ aː n ɒ k,0,alkalmazásának,0
{hun}alkalmazásával,ɒ l k ɒ l m ɒ z aː ʃ aː v ɒ l,0,alkalmazásával,0
{hun}alkalom,ɒ l k ɒ l o m,0,alkalom,0
{hun}alkalomhoz,ɒ l k ɒ l o m ɦ o z,0,alkalomhoz,0
{hun}alkalommal,ɒ l k ɒ l o mː ɒ l,0,alkalommal,0
{hun}alkat,ɒ l k ɒ t,0,alkat,0
{hun}alkatrész,ɒ l k ɒ t r eː s,0,alkatrész,0
{hun}alkohol,ɒ l k o h o l,0,alkohol,0
{hun}alkoholista,ɒ l k o h o l i ʃ t ɒ,0,alkoholista,0
{hun}alkonyataink,ɒ l k o ɲ ɒ t ɒ j i ŋ k,0,alkonyataink,0
{hun}alkotmánybíróság,ɒ l k o t m aː ɲ b iː r oː ʃ aː ɡ,0,alkotmánybíróság,0
{hun}alkotmányos,ɒ l k o t m aː ɲ o ʃ,0,alkotmányos,0
{hun}alkotása,ɒ l k o t aː ʃ ɒ,0,alkotása,0
{hun}alkotó,ɒ l k o t oː,0,alkotó,0
{hun}allen,ɛ l ɛ n,0,allen,0
{hun}alpesi,ɒ l p ɛ ʃ i,0,alpesi,0
{hun}alpolgármester,ɒ l p o l ɡ aː r m ɛ ʃ t ɛ r,0,alpolgármester,0
{hun}alszik,ɒ l s i k,0,alszik,0
{hun}alsó,ɒ l ʃ oː,0,alsó,0
{hun}alternatív,ɒ l t ɛ r n ɒ t iː v,0,alternatív,0
{hun}aluli,ɒ l u l i,0,aluli,0
{hun}alumínium,ɒ l u m iː n i j u m,0,alumínium,0
{hun}alá,ɒ l aː,0,alá,0
{hun}alább,ɒ l aː bː,0,alább,0
{hun}alábbi,ɒ l aː bː i,0,alábbi,0
{hun}alábbiak,ɒ l aː bː i j ɒ k,0,alábbiak,0
{hun}alám,ɒ l aː m,0,alám,0
{hun}alánk,ɒ l aː ŋ k,0,alánk,0
{hun}alázat,ɒ l aː z ɒ t,0,alázat,0
{hun}aláírta,ɒ l aː j iː r t ɒ,0,aláírta,0
{hun}aláírást,ɒ l aː j iː r aː ʃ t,0,aláírást,0
{hun}alól,ɒ l oː l,0,alól,0
{hun}ama,ɒ m ɒ,0,ama,0
{hun}amatőr,ɒ m ɒ t øː r,0,amatőr,0
{hun}amcsik,ɒ m t͡ʃ i k,0,amcsik,0
{hun}ameddig,ɒ m ɛ dː i ɡ,0,ameddig,0
{hun}amellett,ɒ m ɛ lː ɛ tː,0,amellett,0
{hun}amely,ɒ m ɛ j,0,amely,0
{hun}amelyben,ɒ m ɛ j b ɛ n,0,amelyben,0
{hun}amelyek,ɒ m ɛ j ɛ k,0,amelyek,0
{hun}amelyekben,ɒ m ɛ j ɛ ɡ b ɛ n,0,amelyekben,0
{hun}amelyeken,ɒ m ɛ j ɛ k ɛ n,0,amelyeken,0
{hun}amelyekhez,ɒ m ɛ j ɛ k h ɛ z,0,amelyekhez,0
{hun}amelyekkel,ɒ m ɛ j ɛ kː ɛ l,0,amelyekkel,0
{hun}amelyekre,ɒ m ɛ j ɛ k r ɛ,0,amelyekre,0
{hun}amelyen,ɒ m ɛ j ɛ n,0,amelyen,0
{hun}amelyet,ɒ m ɛ j ɛ t,0,amelyet,0
{hun}amelynek,ɒ m ɛ j n ɛ k,0,amelynek,0
{hun}amelynél,ɒ m ɛ j n eː l,0,amelynél,0
{hun}amelyről,ɒ m ɛ j r øː l,0,amelyről,0
{hun}amennyi,ɒ m ɛ ɲː i,0,amennyi,0
{hun}amennyiben,ɒ m ɛ ɲː i b ɛ n,0,amennyiben,0
{hun}amennyire,ɒ m ɛ ɲː i r ɛ,0,amennyire,0
{hun}amerikai,ɒ m ɛ r i k ɒ j i,0,amerikai,0
{hun}ami,ɒ m i,0,ami,0
{hun}amiben,ɒ m i b ɛ n,0,amiben,0
{hun}amiből,ɒ m i b øː l,0,amiből,0
{hun}amihez,ɒ m i ɦ ɛ z,0,amihez,0
{hun}amiket,ɒ m i k ɛ t,0,amiket,0
{hun}amikkel,ɒ m i kː ɛ l,0,amikkel,0
{hun}amikor,ɒ m i k o r,0,amikor,0
{hun}amilyen,ɒ m i j ɛ n,0,amilyen,0
{hun}amin,ɒ m i n,0,amin,0
{hun}aminek,ɒ m i n ɛ k,0,aminek,0
{hun}amire,ɒ m i r ɛ,0,amire,0
{hun}amiről,ɒ m i r øː l,0,amiről,0
{hun}amit,ɒ m i t,0,amit,0
{hun}amivel,ɒ m i v ɛ l,0,amivel,0
{hun}amióta,ɒ m i j oː t ɒ,0,amióta,0
{hun}amnesztia,ɒ m n ɛ s t i j ɒ,0,amnesztia,0
{hun}amolyan,ɒ m o j ɒ n,0,amolyan,0
{hun}amúgy,ɒ m uː ɟ,0,amúgy,0
{hun}analfabéták,ɒ n ɒ l f ɒ b eː t aː k,0,analfabéták,0
{hun}analóg,ɒ n ɒ l oː ɡ,0,analóg,0
{hun}analógia,ɒ n ɒ l oː ɡ i j ɒ,0,analógia,0
{hun}andrás,ɒ n d r aː ʃ,0,andrás,0
{hun}anesztézia,ɒ n ɛ s t eː z i j ɒ,0,anesztézia,0
{hun}angliában,ɒ ŋ ɡ l i j aː b ɒ n,0,angliában,0
{hun}angol,ɒ ŋ ɡ o l,0,angol,0
{hun}angolok,ɒ ŋ ɡ o l o k,0,angolok,0
{hun}anikó,ɒ n i k oː,0,anikó,0
{hun}animizmus,ɒ n i m i z m u ʃ,0,animizmus,0
{hun}animációs,ɒ n i m aː t͡s i j oː ʃ,0,animációs,0
{hun}anna,ɒ nː ɒ,0,anna,0
{hun}annak,ɒ nː ɒ k,0,annak,0
{hun}annyi,ɒ ɲː i,0,annyi,0
{hun}annyira,ɒ ɲː i r ɒ,0,annyira,0
{hun}annácska,ɒ nː aː t͡ʃ k ɒ,0,annácska,0
{hun}annál,ɒ nː aː l,0,annál,0
{hun}antal,ɒ n t ɒ l,0,antal,0
{hun}anti,ɒ n t i,0,anti,0
{hun}antidemokratikus,ɒ n t i d ɛ m o k r ɒ t i k u ʃ,0,antidemokratikus,0
{hun}anyag,ɒ ɲ ɒ ɡ,0,anyag,0
{hun}anyaga,ɒ ɲ ɒ ɡ ɒ,0,anyaga,0
{hun}anyagai,ɒ ɲ ɒ ɡ ɒ j i,0,anyagai,0
{hun}anyagban,ɒ ɲ ɒ ɡ b ɒ n,0,anyagban,0
{hun}anyagból,ɒ ɲ ɒ ɡ b oː l,0,anyagból,0
{hun}anyagi,ɒ ɲ ɒ ɡ i,0,anyagi,0
{hun}anyagilag,ɒ ɲ ɒ ɡ i l ɒ ɡ,0,anyagilag,0
{hun}anyagok,ɒ ɲ ɒ ɡ o k,0,anyagok,0
{hun}anyagokat,ɒ ɲ ɒ ɡ o k ɒ t,0,anyagokat,0
{hun}anyagokból,ɒ ɲ ɒ ɡ o ɡ b oː l,0,anyagokból,0
{hun}anyagot,ɒ ɲ ɒ ɡ o t,0,anyagot,0
{hun}anyanyelvű,ɒ ɲ ɒ ɲ ɛ l v yː,0,anyanyelvű,0
{hun}anyja,ɒ ɲː ɒ,0,anyja,0
{hun}anyuka,ɒ ɲ u k ɒ,0,anyuka,0
{hun}anyós,ɒ ɲ oː ʃ,0,anyós,0
{hun}anélkül,ɒ n eː l k y l,0,anélkül,0
{hun}apa,ɒ p ɒ,0,apa,0
{hun}apad,ɒ p ɒ d,0,apad,0
{hun}apeh,ɒ p ɛ x,0,apeh,0
{hun}apja,ɒ p j ɒ,0,apja,0
{hun}apró,ɒ p r oː,0,apró,0
{hun}apám,ɒ p aː m,0,apám,0
{hun}apát,ɒ p aː t,0,apát,0
{hun}aranka,ɒ r ɒ ŋ k ɒ,0,aranka,0
{hun}arany,ɒ r ɒ ɲ,0,arany,0
{hun}aranyos,ɒ r ɒ ɲ o ʃ,0,aranyos,0
{hun}arca,ɒ r t͡s ɒ,0,arca,0
{hun}arcán,ɒ r t͡s aː n,0,arcán,0
{hun}arcú,ɒ r t͡s uː,0,arcú,0
{hun}argentína,ɒ r ɡ ɛ n t iː n ɒ,0,argentína,0
{hun}argonod,ɒ r ɡ o n o d,0,argonod,0
{hun}arisztokrácia,ɒ r i s t o k r aː t͡s i j ɒ,0,arisztokrácia,0
{hun}arrafelé,ɒ rː ɒ f ɛ l eː,0,arrafelé,0
{hun}arról,ɒ rː oː l,0,arról,0
{hun}artériás,ɒ r t eː r i j aː ʃ,0,artériás,0
{hun}aránya,ɒ r aː ɲ ɒ,0,aránya,0
{hun}aránylag,ɒ r aː ɲ l ɒ ɡ,0,aránylag,0
{hun}arányos,ɒ r aː ɲ o ʃ,0,arányos,0
{hun}asszem,ɒ sː ɛ m,0,asszem,0
{hun}asszociációs,ɒ sː o t͡s i j aː t͡s i j oː ʃ,0,asszociációs,0
{hun}asszony,ɒ sː o ɲ,0,asszony,0
{hun}asszonyt,ɒ sː o ɲ t,0,asszonyt,0
{hun}aszerint,ɒ s ɛ r i n t,0,aszerint,0
{hun}asztalé,ɒ s t ɒ l eː,0,asztalé,0
{hun}asztrológia,ɒ s t r o l oː ɡ i j ɒ,0,asztrológia,0
{hun}ateizmus,ɒ t ɛ j i z m u ʃ,0,ateizmus,0
{hun}atom,ɒ t o m,0,atom,0
{hun}atomerőmű,ɒ t o m ɛ r øː m yː,0,atomerőmű,0
{hun}attila,ɒ t i lː ɒ,0,attila,0
{hun}attribútum,ɒ t r i b uː t u m,0,attribútum,0
{hun}audiokommentár,ɒ u d i j o k o mː ɛ n t aː r,0,audiokommentár,0
{hun}ausztria,ɒ u s t r i j ɒ,0,ausztria,0
{hun}ausztriai,ɒ u s t r i j ɒ j i,0,ausztriai,0
{hun}ausztriában,ɒ u s t r i j aː b ɒ n,0,ausztriában,0
{hun}ausztrál,ɒ u s t r aː l,0,ausztrál,0
{hun}ausztráliában,ɒ u s t r aː l i j aː b ɒ n,0,ausztráliában,0
{hun}autizmus,ɒ u t i z m u ʃ,0,autizmus,0
{hun}autonómia,ɒ u t o n oː m i j ɒ,0,autonómia,0
{hun}autonómiák,ɒ u t o n oː m i j aː k,0,autonómiák,0
{hun}autója,ɒ u t oː j ɒ,0,autója,0
{hun}autók,ɒ u t oː k,0,autók,0
{hun}autókat,ɒ u t oː k ɒ t,0,autókat,0
{hun}autóknál,ɒ u t oː k n aː l,0,autóknál,0
{hun}autónk,ɒ u t oː ŋ k,0,autónk,0
{hun}autópályán,ɒ u t oː p aː j aː n,0,autópályán,0
{hun}autót,ɒ u t oː t,0,autót,0
{hun}autóval,ɒ u t oː v ɒ l,0,autóval,0
{hun}avagy,ɒ v ɒ ɟ,0,avagy,0
{hun}avar,ɒ v ɒ r,0,avar,0
{hun}azaz,ɒ z ɒ z,0,azaz,0
{hun}azeri,ɒ z ɛ r i,0,azeri,0
{hun}aznap,ɒ z n ɒ p,0,aznap,0
{hun}azok,ɒ z o k,0,azok,0
{hun}azokat,ɒ z o k ɒ t,0,azokat,0
{hun}azokban,ɒ z o ɡ b ɒ n,0,azokban,0
{hun}azokból,ɒ z o ɡ b oː l,0,azokból,0
{hun}azoknak,ɒ z o k n ɒ k,0,azoknak,0
{hun}azokon,ɒ z o k o n,0,azokon,0
{hun}azokra,ɒ z o k r ɒ,0,azokra,0
{hun}azoktól,ɒ z o k t oː l,0,azoktól,0
{hun}azokért,ɒ z o k eː r t,0,azokért,0
{hun}azon,ɒ z o n,0,azon,0
{hun}azonban,ɒ z o m b ɒ n,0,azonban,0
{hun}azonnal,ɒ z o nː ɒ l,0,azonnal,0
{hun}azonnali,ɒ z o nː ɒ l i,0,azonnali,0
{hun}azonos,ɒ z o n o ʃ,0,azonos,0
{hun}azonosak,ɒ z o n o ʃ ɒ k,0,azonosak,0
{hun}azonosító,ɒ z o n o ʃ iː t oː,0,azonosító,0
{hun}azt,ɒ s t,0,azt,0
{hun}aztán,ɒ s t aː n,0,aztán,0
{hun}azután,ɒ z u t aː n,0,azután,0
{hun}azzal,ɒ zː ɒ l,0,azzal,0
{hun}azért,ɒ z eː r t,0,azért,0
{hun}azóta,ɒ z oː t ɒ,0,azóta,0
{hun}baj,b ɒ j,0,baj,0
{hun}bajnok,b ɒ j n o k,0,bajnok,0
{hun}bajnoki,b ɒ j n o k i,0,bajnoki,0
{hun}bajnokok,b ɒ j n o k o k,0,bajnokok,0
{hun}bajnokság,b ɒ j n o k ʃ aː ɡ,0,bajnokság,0
{hun}bajod,b ɒ j o d,0,bajod,0
{hun}bajok,b ɒ j o k,0,bajok,0
{hun}bajom,b ɒ j o m,0,bajom,0
{hun}bajor,b ɒ j o r,0,bajor,0
{hun}bajuk,b ɒ j u k,0,bajuk,0
{hun}baki,b ɒ k i,0,baki,0
{hun}bakteriológiai,b ɒ k t ɛ r i j o l oː ɡ i j ɒ j i,0,bakteriológiai,0
{hun}bal,b ɒ l,0,bal,0
{hun}balaton,b ɒ l ɒ t o n,0,balaton,0
{hun}balatoni,b ɒ l ɒ t o n i,0,balatoni,0
{hun}baleset,b ɒ l ɛ ʃ ɛ t,0,baleset,0
{hun}balesetek,b ɒ l ɛ ʃ ɛ t ɛ k,0,balesetek,0
{hun}balesetet,b ɒ l ɛ ʃ ɛ t ɛ t,0,balesetet,0
{hun}baleseti,b ɒ l ɛ ʃ ɛ t i,0,baleseti,0
{hun}ballépés,b ɒ lː eː p eː ʃ,0,ballépés,0
{hun}balra,b ɒ rː ɒ,0,balra,0
{hun}balázs,b ɒ l aː ʒ,0,balázs,0
{hun}barack,b ɒ r ɒ t͡s k,0,barack,0
{hun}barlang,b ɒ r l ɒ ŋ ɡ,0,barlang,0
{hun}barlangász,b ɒ r l ɒ ŋ ɡ aː s,0,barlangász,0
{hun}barna,b ɒ r n ɒ,0,barna,0
{hun}barnállik,b ɒ r n aː lː i k,0,barnállik,0
{hun}barokk,b ɒ r o kː,0,barokk,0
{hun}baromfi,b ɒ r o ɱ f i,0,baromfi,0
{hun}baromfitenyésztés,b ɒ r o ɱ f i t ɛ ɲ eː s t eː ʃ,0,baromfitenyésztés,0
{hun}baromság,b ɒ r o m ʃ aː ɡ,0,baromság,0
{hun}baross,b ɒ r o ʃ,0,baross,0
{hun}bartók,b ɒ r t oː k,0,bartók,0
{hun}barátai,b ɒ r aː t ɒ j i,0,barátai,0
{hun}barátaim,b ɒ r aː t ɒ j i m,0,barátaim,0
{hun}baráti,b ɒ r aː t i,0,baráti,0
{hun}barátja,b ɒ r aː cː ɒ,0,barátja,0
{hun}barátnő,b ɒ r aː t n øː,0,barátnő,0
{hun}barátnője,b ɒ r aː t n øː j ɛ,0,barátnője,0
{hun}barátom,b ɒ r aː t o m,0,barátom,0
{hun}barázda,b ɒ r aː z d ɒ,0,barázda,0
{hun}basszusgitár,b ɒ sː u ʒ ɡ i t aː r,0,basszusgitár,0
{hun}batthyány,b ɒ cː aː ɲ i,0,batthyány,0
{hun}be,b ɛ,0,be,0
{hun}bead,b ɛ ɒ d,0,bead,0
{hun}beadja,b ɛ ɒ ɟː ɒ,0,beadja,0
{hun}beavatkozások,b ɛ ɒ v ɒ t k o z aː ʃ o k,0,beavatkozások,0
{hun}beavatottak,b ɛ ɒ v ɒ t o tː ɒ k,0,beavatottak,0
{hun}becses,b ɛ t͡ʃ ɛ ʃ,0,becses,0
{hun}beethoven,b eː t oː v ɛ n,0,beethoven,0
{hun}befejezetlen,b ɛ f ɛ j ɛ z ɛ t l ɛ n,0,befejezetlen,0
{hun}befejezett,b ɛ f ɛ j ɛ z ɛ tː,0,befejezett,0
{hun}befejezés,b ɛ f ɛ j ɛ z eː ʃ,0,befejezés,0
{hun}befejezése,b ɛ f ɛ j ɛ z eː ʃ ɛ,0,befejezése,0
{hun}befektetés,b ɛ f ɛ k t ɛ t eː ʃ,0,befektetés,0
{hun}befektetők,b ɛ f ɛ k t ɛ t øː k,0,befektetők,0
{hun}befelé,b ɛ f ɛ l eː,0,befelé,0
{hun}befogadó,b ɛ f o ɡ ɒ d oː,0,befogadó,0
{hun}befolyásolni,b ɛ f o j aː ʃ o l n i,0,befolyásolni,0
{hun}befolyásoló,b ɛ f o j aː ʃ o l oː,0,befolyásoló,0
{hun}befolyásos,b ɛ f o j aː ʃ o ʃ,0,befolyásos,0
{hun}beindul,b ɛ j i n d u l,0,beindul,0
{hun}beismerte,b ɛ j i ʃ m ɛ r t ɛ,0,beismerte,0
{hun}bejelenteni,b ɛ j ɛ l ɛ n t ɛ n i,0,bejelenteni,0
{hun}bejelentette,b ɛ j ɛ l ɛ n t ɛ tː ɛ,0,bejelentette,0
{hun}bejelentés,b ɛ j ɛ l ɛ n t eː ʃ,0,bejelentés,0
{hun}bejelentése,b ɛ j ɛ l ɛ n t eː ʃ ɛ,0,bejelentése,0
