merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{eng}abdominohysterectomy,æ b d ɑ m ɪ n o ʊ h ɪ s t ɚ ɹ ɛ k t ə m i,0,abdominohysterectomy,0
{eng}abdominoperineal,æ b d ɑ m ɪ n o ʊ p ɛ ɹ ə n i l̩,0,abdominoperineal,0
{eng}abdominoplasty,æ b d ɑ m ɪ n o ʊ p l æ s t i,0,abdominoplasty,0
{eng}abdominoscrotal,æ b d ɑ m ɪ n o ʊ s k ɹ o ʊ t l̩,0,abdominoscrotal,0
{eng}abdominous,æ b d ɑ m ə n ə s,0,abdominous,0
{eng}abdominouterotomy,æ b d ɑ m ɪ n o ʊ j u t ɚ ɑ t ə m i,0,abdominouterotomy,0
{eng}abdominovaginal,æ b d ɑ m ɪ n o ʊ v æ d͡ʒ ɪ n l̩,0,abdominovaginal,0
{eng}abducted,æ b d ʌ k t ɪ d,0,abducted,0
{eng}abdul,ɑ b d ʊ l,0,abdul,0
{eng}abeam,ə b i m,0,abeam,0
{eng}abearance,ə b ɜ ɹ ə n s,0,abearance,0
{eng}abearing,ə b ɛ ɹ ɪ ŋ,0,abearing,0
{eng}abecedaria,e ɪ b i s i d æ ɹ i ə,0,abecedaria,0
{eng}abecedarium,e ɪ b i s i d ɛ ɹ i ə m,0,abecedarium,0
{eng}abecedarius,e ɪ b i s i d æ ɹ i ə s,0,abecedarius,0
{eng}abegge,ə b ɛ d͡ʒ,0,abegge,0
{eng}abel,e ɪ b l̩,0,abel,0
{eng}abelam,ə b ə l ə m,0,abelam,0
{eng}abelmusk,e ɪ b ə l m ə s k,0,abelmusk,0
{eng}abeltree,e ɪ b ə l t ɹ i,0,abeltree,0
{eng}abembryonic,æ b ɛ m b ɹ i ɑ n ɪ k,0,abembryonic,0
{eng}abendmusik,ɑ b ə n t m u z i k,0,abendmusik,0
{eng}abeng,æ b ɛ ŋ,0,abeng,0
{eng}abenlen,ə b ɛ n l ɛ n,0,abenlen,0
{eng}abenteric,æ b ɛ n t ɛ ɹ ɪ k,0,abenteric,0
{eng}aberdare,æ b ə ɹ d ɛ ɹ,0,aberdare,0
{eng}aberdeen,æ b ɚ d i n,0,aberdeen,0
{eng}aberr,ə b ɜ ɹ,0,aberr,0
{eng}aberrantly,æ b ɛ ɹ n̩ t l i,0,aberrantly,0
{eng}aberration,æ b ə ɹ e ɪ ʃ n̩,0,aberration,0
{eng}aberrative,æ b ə ɹ e ɪ d ɪ v,0,aberrative,0
{eng}abertawe,æ b ɚ t a ʊ w i,0,abertawe,0
{eng}aberystwyth,æ b ə ɹ ɪ s t w ɪ θ,0,aberystwyth,0
{eng}abessive,æ b ɛ s ɪ v,0,abessive,0
{eng}abet,ə b ɛ t,0,abet,0
{eng}abetalipoproteinemia,e ɪ b e ɪ t ə l ɪ p o ʊ p ɹ o ʊ t i n i m i ə,0,abetalipoproteinemia,0
{eng}abets,ə b ɛ t s,0,abets,0
{eng}abettal,ə b ɛ t l̩,0,abettal,0
{eng}abetted,ə b ɛ t ɪ d,0,abetted,0
{eng}abetting,ə b ɛ t ɪ ŋ,0,abetting,0
{eng}abettor,ə b ɛ t ɚ,0,abettor,0
{eng}abevacuation,æ b i v æ k j u e ɪ ʃ n̩,0,abevacuation,0
{eng}abeyance,ə b e ɪ ə n s,0,abeyance,0
{eng}abeyancy,ə b e ɪ ə n t s i,0,abeyancy,0
{eng}abeyant,ə b e ɪ ə n t,0,abeyant,0
{eng}abgesang,ɑ p ɡ ə z ɑ ŋ,0,abgesang,0
{eng}abhenry,æ b h ɛ n ɹ i,0,abhenry,0
{eng}abhinaya,ə b ɪ n ə j ə,0,abhinaya,0
{eng}abhisheka,ə b ɪ ʃ e ɪ k ə,0,abhisheka,0
{eng}abhorred,æ b h ɔ ɹ d,0,abhorred,0
{eng}abhorrency,ə b ɔ ɹ ɪ n s i,0,abhorrency,0
{eng}abhorrer,æ b h ɔ ɹ ɚ,0,abhorrer,0
{eng}abhorrers,æ b h ɔ ɹ ɚ,0,abhorrers,0
{eng}abhorring,æ b h ɔ ɹ ɪ ŋ,0,abhorring,0
{eng}abidden,ə b ɪ d n̩,0,abidden,0
{eng}abide,ə b a ɪ d,0,abide,0
{eng}abided,ə b a ɪ d ə d,0,abided,0
{eng}abider,ə b ɑ ɪ d ɚ,0,abider,0
{eng}abides,ə b a ɪ d s,0,abides,0
{eng}abiding,ə b a ɪ d ɪ ŋ,0,abiding,0
{eng}abidingly,ə b a ɪ d ɪ ŋ l i,0,abidingly,0
{eng}abidingness,ə b a ɪ d ɪ ŋ n ə s,0,abidingness,0
{eng}abier,ə b ɪ ə ɹ,0,abier,0
{eng}abietate,æ b i ə t e ɪ t,0,abietate,0
{eng}abietene,æ b i ə t i n,0,abietene,0
{eng}abietic,æ b i ɛ t ɪ k,0,abietic,0
{eng}abilao,æ b ə l a ʊ,0,abilao,0
{eng}abilo,æ b i l o ʊ,0,abilo,0
{eng}abimelech,ə b ɪ m ə l ɛ k,0,abimelech,0
{eng}abingdon,æ b ɪ ŋ d n̩,0,abingdon,0
{eng}abiogenesis,e ɪ b a i o ʊ d͡ʒ ɛ n ə s ɪ s,0,abiogenesis,0
{eng}abiogenetic,e ɪ b a i o ʊ d͡ʒ ɛ n ə t ɪ k,0,abiogenetic,0
{eng}abiogenetical,e ɪ b a i o ʊ d͡ʒ ɛ n ə t ə k ə l,0,abiogenetical,0
{eng}abiogenist,e ɪ b a i ɑ d͡ʒ ɛ n ə s t,0,abiogenist,0
{eng}abiogenous,æ b i ɑ d͡ʒ ə n ə s,0,abiogenous,0
{eng}abiosis,e ɪ b i o ʊ s ɪ s,0,abiosis,0
{eng}abiotic,e ɪ b a ɪ ɑ t ɪ k,0,abiotic,0
{eng}abiotically,e ɪ b a ɪ ɑ t ɪ k l i,0,abiotically,0
{eng}abipones,æ b ə p o ʊ n i z,0,abipones,0
{eng}abir,ə b ɪ ɹ,0,abir,0
{eng}abiraterone,æ b ɪ ɹ æ t ə ɹ o ʊ n,0,abiraterone,0
{eng}abirritant,æ b ɪ ɹ ɪ t n̩ t,0,abirritant,0
{eng}abirritate,æ b ɪ ɹ ɪ t e ɪ t,0,abirritate,0
{eng}abirritation,æ b ɪ ɹ ɪ t e ɪ ʃ n̩,0,abirritation,0
{eng}abirritative,æ b ɪ ɹ ɪ t e ɪ t ɪ v,0,abirritative,0
{eng}abite,ə b a ɪ t,0,abite,0
{eng}abiturient,æ b i t u ɹ i ɛ n t,0,abiturient,0
{eng}abjectedness,æ b d͡ʒ ɛ k t ə d n ə s,0,abjectedness,0
{eng}abjection,æ b d͡ʒ ɛ k ʃ n̩,0,abjection,0
{eng}abjective,æ b d͡ʒ ɛ t ɪ v,0,abjective,0
{eng}abjectly,æ b d͡ʒ ɛ k t l i,0,abjectly,0
{eng}abjectness,æ b d͡ʒ ɛ k t n ə s,0,abjectness,0
{eng}abjoint,æ b d͡ʒ ɔ ɪ n t,0,abjoint,0
{eng}abjudication,ə b d͡ʒ u d ɪ k e ɪ ʃ ə n,0,abjudication,0
{eng}abjugate,æ b d͡ʒ ə ɡ e ɪ t,0,abjugate,0
{eng}abjunction,æ b d͡ʒ ʌ ŋ k ʃ ə n,0,abjunction,0
{eng}abjunctive,æ b d͡ʒ ʌ ŋ k t ɪ v,0,abjunctive,0
{eng}abjuratory,æ b d͡ʒ ʊ ɹ ə t ɔ ɹ i,0,abjuratory,0
{eng}abjure,æ b d͡ʒ ʊ ɹ,0,abjure,0
{eng}abjurement,ə b d͡ʒ ʊ ə ɹ m ə n t,0,abjurement,0
{eng}abjurer,æ b d͡ʒ ʊ ɹ ɚ,0,abjurer,0
{eng}abkari,ɑ b k ɑ ɹ i,0,abkari,0
{eng}ablactate,æ b l æ k t e ɪ t,0,ablactate,0
{eng}ablactation,æ b l æ k t e ɪ ʃ n̩,0,ablactation,0
{eng}ablare,ə b l ɛ ɹ,0,ablare,0
{eng}ablastin,ə b l æ s t ə n,0,ablastin,0
{eng}ablastous,e ɪ b l æ s t ə s,0,ablastous,0
{eng}ablate,ə b l e ɪ t,0,ablate,0
{eng}ablative,æ b l ə t ɪ v,0,ablative,0
{eng}ablatively,æ b l ə t a ɪ v l i,0,ablatively,0
{eng}ablaze,ə b l e ɪ z,0,ablaze,0
{eng}ableist,e ɪ b ə l ɪ s t,0,ableist,0
{eng}ableness,e ɪ b l̩ n ə s,0,ableness,0
{eng}ablepharia,æ b l̩ f e ɪ ɹ i ə,0,ablepharia,0
{eng}ablepharous,æ b l ɜ f ə ɹ ʌ s,0,ablepharous,0
{eng}ablephary,æ b l ɛ f ə ɹ i,0,ablephary,0
{eng}ablepsia,ə b l ɛ p s i ə,0,ablepsia,0
{eng}abligation,ɑ b l ə ɡ e ɪ ʃ ə n,0,abligation,0
{eng}abligurition,ə b l ɪ ɡ j ʊ ɹ ɪ ʃ ə n,0,abligurition,0
{eng}ablings,e ɪ b l ɪ n z,0,ablings,0
{eng}ablood,ə b l ʌ d,0,ablood,0
{eng}abloom,ə b l u m,0,abloom,0
{eng}ablow,ə b l o ʊ,0,ablow,0
{eng}ablude,ə b l u d,0,ablude,0
{eng}abluent,æ b l u n̩ t,0,abluent,0
{eng}ablur,ə b l ɜ ɹ,0,ablur,0
{eng}ablution,ə b l u ʃ n̩,0,ablution,0
{eng}abmho,æ b m o ʊ,0,abmho,0
{eng}abmigration,æ b m a ɪ ɡ ɹ e ɪ ʃ ə n,0,abmigration,0
{eng}abnegative,æ b n ɛ ɡ ə t ɪ v,0,abnegative,0
{eng}abnormalism,æ b n ɔ ɹ m l̩ ɪ z m̩,0,abnormalism,0
{eng}abnormally,æ b n ɔ ɹ m ə l i,0,abnormally,0
{eng}abnormalness,æ b n ɔ ɹ m l̩ n ə s,0,abnormalness,0
{eng}abnormity,æ b n ɔ ɹ m ɪ t i,0,abnormity,0
{eng}aboard,ə b ɔ ɹ d,0,aboard,0
{eng}abob,ə b ɑ b,0,abob,0
{eng}abode,ə b o ʊ d,0,abode,0
{eng}abodement,ə b o ʊ d m n̩ t,0,abodement,0
{eng}aboding,ə b o ʊ d ɪ ŋ,0,aboding,0
{eng}aboideaux,ɑ b w ɑ d o ʊ,0,aboideaux,0
{eng}aboiteaux,ɑ b w ɑ t o ʊ,0,aboiteaux,0
{eng}abolished,ə b ɑ l ɪ ʃ t,0,abolished,0
{eng}abolishment,ə b ɑ l ɪ ʃ m ə n t,0,abolishment,0
{eng}abolition,æ b ə l ɪ ʃ n̩,0,abolition,0
{eng}abolitionary,æ b ə l ɪ ʃ ə n ɛ ɹ i,0,abolitionary,0
{eng}abolitiondom,æ b ə l ɪ ʃ n̩ d ə m,0,abolitiondom,0
{eng}abolitionism,æ b ə l ɪ ʃ ə n ɪ z m̩,0,abolitionism,0
{eng}abolitionize,æ b ə l ɪ ʃ n̩ a ɪ z,0,abolitionize,0
{eng}abolla,ə b ɔ l ə,0,abolla,0
{eng}aboma,ə b o ʊ m ə,0,aboma,0
{eng}abomasum,æ b o ʊ m e ɪ s ə m,0,abomasum,0
{eng}abomasus,æ b o ʊ m e ɪ s ə s,0,abomasus,0
{eng}abongo,ə b ɑ ŋ ɡ o ʊ,0,abongo,0
{eng}abonnement,æ b ɔ n m ɑ̃,0,abonnement,0
{eng}abonnements,æ b ɔ n m ɑ̃,0,abonnements,0
{eng}aboospore,æ b o ʊ ə s p ɔ ɹ,0,aboospore,0
{eng}aborad,æ b ɔ ɹ æ d,0,aborad,0
{eng}aboral,æ b ɔ ɹ l̩,0,aboral,0
{eng}aborally,æ b ɔ ɹ ə l i,0,aborally,0
{eng}abord,ə b ɔ ɹ d,0,abord,0
{eng}abordage,ə b ɔ ɹ d ɪ d͡ʒ,0,abordage,0
{eng}aborigen,æ b ɔ ɹ ə d͡ʒ ə n,0,aborigen,0
{eng}aborning,ə b ɔ ɹ n ɪ ŋ,0,aborning,0
{eng}aborsement,ə b ɔ ɹ s m ə n t,0,aborsement,0
{eng}abort,ə b ɔ ɹ t,0,abort,0
{eng}aborted,ə b ɔ r t ɪ d,0,aborted,0
{eng}abortee,ə b ɔ ɹ t i,0,abortee,0
{eng}abortin,ə b ɔ ɹ t n̩,0,abortin,0
{eng}abortion,ə b ɔ ɹ ʃ n̩,0,abortion,0
{eng}abortionist,ə b ɔ ɹ ʃ ə n ɪ s t,0,abortionist,0
{eng}abortive,ə b ɔ ɹ t ɪ v,0,abortive,0
{eng}abortively,ə b ɔ ɹ t ɪ v l i,0,abortively,0
{eng}abortiveness,ə b ɔ ɹ t ɪ v n ə s,0,abortiveness,0
{eng}abortogenic,ə b ɔ ɹ t ə d͡ʒ ɛ n ɪ k,0,abortogenic,0
{eng}abortoria,æ b ɔ ɹ t ɔ ɹ i ə,0,abortoria,0
{eng}abortoriums,æ b ɔ ɹ t ɔ ə ɹ i ə m z,0,abortoriums,0
{eng}abortus,ə b ɔ ɹ t ə s,0,abortus,0
{eng}abought,ə b ɔ t,0,abought,0
{eng}abound,ə b a ʊ n d,0,abound,0
{eng}about,ə b a ʊ t,0,about,0
{eng}aboutness,ə b a ʊ t n ə s,0,aboutness,0
{eng}abouts,ə b a ʊ t s,0,abouts,0
{eng}abovementioned,ə b ʌ v m ɛ n ʃ ə n d,0,abovementioned,0
{eng}abox,ə b ɑ k s,0,abox,0
{eng}abozzi,ə b ɔ t s o ʊ,0,abozzi,0
{eng}abracadabra,æ b ɹ ə k ə d æ b ɹ ə,0,abracadabra,0
{eng}abrachia,ə b ɹ e ɪ k i ə,0,abrachia,0
{eng}abradant,ə b ɹ e ɪ d n̩ t,0,abradant,0
{eng}abrade,ə b ɹ e ɪ d,0,abrade,0
{eng}abrader,ə b ɹ e ɪ d ɚ,0,abrader,0
{eng}abrahamic,e ɪ b ɹ ə h æ m ɪ k,0,abrahamic,0
{eng}abram,e ɪ b ɹ ə m,0,abram,0
{eng}abramman,e ɪ b ɹ ə m m æ n,0,abramman,0
{eng}abrams,e ɪ b ɹ ə m z,0,abrams,0
{eng}abranchious,e ɪ b ɹ æ ŋ k i ə s,0,abranchious,0
{eng}abrase,ə b ɹ e ɪ z,0,abrase,0
{eng}abrasion,ə b ɹ e ɪ ʒ n̩,0,abrasion,0
{eng}abrasional,ə b ɹ e ɪ ʒ n̩ l̩,0,abrasional,0
{eng}abraum,ɑ p ɹ a ʊ m,0,abraum,0
{eng}abraxas,ə b ɹ æ k s ə s,0,abraxas,0
{eng}abreact,æ b ɹ i æ k t,0,abreact,0
{eng}abreactive,æ b ɹ i æ k t ɪ v,0,abreactive,0
{eng}abreast,ə b ɹ ɛ s t,0,abreast,0
{eng}abreed,ə b ɹ i d,0,abreed,0
{eng}abrenounce,æ b ɹ i n a ʊ n t s,0,abrenounce,0
{eng}abrenunciation,æ b ɹ i n ʌ n s i e ɪ ʃ n̩,0,abrenunciation,0
{eng}abreuvoir,ə b ɹ u v w ɑ ɹ,0,abreuvoir,0
{eng}abridge,ə b ɹ ɪ d͡ʒ,0,abridge,0
{eng}abridged,ə b ɹ ɪ d͡ʒ d,0,abridged,0
{eng}abridges,ə b ɹ ɪ d͡ʒ ɪ z,0,abridges,0
{eng}abridging,ə b ɹ ɪ d͡ʒ ɪ ŋ,0,abridging,0
{eng}abrim,ə b ɹ ɪ m,0,abrim,0
{eng}abroach,ə b ɹ o ʊ t͡ʃ,0,abroach,0
{eng}abroad,ə b ɹ ɔ d,0,abroad,0
{eng}abrocome,æ b ɹ ə k o ʊ m,0,abrocome,0
{eng}abrogable,æ b ɹ ə ɡ ə b l̩,0,abrogable,0
{eng}abrogation,æ b ɹ ə ɡ e ɪ ʃ n̩,0,abrogation,0
{eng}abrogationist,æ b ɹ ə ɡ e ɪ ʃ n̩ ɪ s t,0,abrogationist,0
{eng}abrogator,æ b ɹ ə ɡ e ɪ t ɚ,0,abrogator,0
{eng}abronia,ə b ɹ o ʊ n i ə,0,abronia,0
{eng}abrook,ə b ɹ ʊ k,0,abrook,0
{eng}abrotanum,ə b ɹ ɑ t n̩ ə m,0,abrotanum,0
{eng}abrotine,æ b ɹ ə t i n,0,abrotine,0
{eng}abruption,ə b ɹ ʌ p ʃ n̩,0,abruption,0
{eng}abruzzi,ɑ b ɹ u t t s i,0,abruzzi,0
{eng}abs,æ b z,0,abs,0
{eng}absalom,æ b s ə l ə m,0,absalom,0
{eng}absaroka,æ b s ɑ ɹ ə k ə,0,absaroka,0
{eng}absatively,æ b s ə t ɪ v l i,0,absatively,0
{eng}abscise,æ b s a ɪ z,0,abscise,0
{eng}abscisic,æ b s ɪ s ɪ k,0,abscisic,0
{eng}absciss,æ b s ɪ s,0,absciss,0
{eng}abscissa,æ b s ɪ s ə,0,abscissa,0
{eng}absconce,æ b s k ɑ n s,0,absconce,0
{eng}abscond,ə b s k ɑ n d,0,abscond,0
{eng}absconsio,æ b s k ɑ n s i o ʊ,0,absconsio,0
{eng}abscopal,æ b s k o ʊ p l̩,0,abscopal,0
{eng}absentee,æ b s n̩ t i,0,absentee,0
{eng}absenteeism,æ b s ə n t i ɪ z m̩,0,absenteeism,0
{eng}absenteeship,æ b s n̩ t i ʃ ɪ p,0,absenteeship,0
{eng}absinth,æ b s ɪ n θ,0,absinth,0
{eng}absinthin,æ b s ɪ n θ ɪ n,0,absinthin,0
{eng}absinthism,æ b s ə n θ ɪ z m̩,0,absinthism,0
{eng}absinthismic,æ b s ə n θ ɪ z m ə k,0,absinthismic,0
{eng}absinthium,æ b s ɪ n θ i m̩,0,absinthium,0
{eng}absolutely,æ b s ə l u t l i,0,absolutely,0
{eng}absolution,æ b s ə l j u ʃ n̩,0,absolution,0
{eng}absolutist,æ b s ə l u t ɪ s t,0,absolutist,0
{eng}absolutistic,æ b s ə l u t ɪ s t ɪ k,0,absolutistic,0
{eng}absolutory,æ b s ɑ l j ə t ɔ ɹ i,0,absolutory,0
{eng}absonous,æ b s ə n ə s,0,absonous,0
{eng}abstemious,æ b s t i m i ə s,0,abstemious,0
{eng}abstinence,æ b s t ɪ n ə n s,0,abstinence,0
{eng}abstracter,æ b s t ɹ k æ t ɚ,0,abstracter,0
{eng}abstractionism,æ b s t ɹ æ k ʃ n̩ ɪ z m̩,0,abstractionism,0
{eng}abstractionist,æ b s t ɹ æ k ʃ ə n ə s t,0,abstractionist,0
{eng}abstractitious,æ b s t ɹ æ k t ɪ ʃ ə s,0,abstractitious,0
{eng}abstractively,æ b s t ɹ æ k t ɪ v l i,0,abstractively,0
{eng}abstractly,æ b s t ɹ æ k t l i,0,abstractly,0
{eng}abstractor,æ b s t ɹ æ k t ɚ,0,abstractor,0
{eng}abstractum,æ b s t ɹ æ k t m̩,0,abstractum,0
{eng}abstrict,æ b s t ɹ ɪ k t,0,abstrict,0
{eng}abstricted,æ b s t ɹ ɪ k t ə d,0,abstricted,0
{eng}abstriction,æ b s t ɹ ɪ k ʃ n̩,0,abstriction,0
{eng}abstringe,ə b s t ɹ ɪ n d͡ʒ,0,abstringe,0
{eng}abstruse,æ b s t ɹ u s,0,abstruse,0
{eng}abthane,ə b t e ɪ n,0,abthane,0
{eng}abubble,ə b ʌ b l̩,0,abubble,0
{eng}abud,ə b ʌ d,0,abud,0
{eng}abugida,ɑ b u ɡ i d ə,0,abugida,0
{eng}abuilding,ə b ɪ l d ɪ ŋ,0,abuilding,0
{eng}abuja,ə b u d͡ʒ ə,0,abuja,0
{eng}abulfeda,ɑ b u l f ɛ d ɑ,0,abulfeda,0
{eng}aburn,ə b ɜ ɹ n,0,aburn,0
{eng}aburst,ə b ɝ s t,0,aburst,0
{eng}aburton,ə b ɝ t n̩,0,aburton,0
{eng}abusable,ə b j u z ə b l̩,0,abusable,0
{eng}abusage,ə b j u s ɪ d͡ʒ,0,abusage,0
{eng}abused,ə b j u z d,0,abused,0
